episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_command_alignment_previous,safety_filter_command_sign_change_rate,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
0,9093,configs/experiments/reaching_recovery/manifests/v1_hierarchical_temporal_consistency_timeout_triplet.json,hierarchical_s1_revised_recovery_gated_goal_velocity_temporal_consistency_timeout_triplet_v1,0,3,-94.15957483541928,29.371541634202003,60,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05067703500390053,3.0,0.19139821827411652,0.2990908543268839,0.37707459926605225,0,0.0,1.0,1.0695744395603397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000526862889133603,0.057001093462652835,1.0640110940439627,0.9556875546773275,0.0,0.00348363138618879,0.001754366041859612,0.015468386873059596,0.21244876235723495,0.9661886701981227,0.0,nan,0.1750996808788326,0.06602061499559904,0.7333333333333333,1.8968572616577148,26.993896484375,1,0,5,0.25,0,0.15114524307088373,1,SERVO,direct_path,1.0417074189754203,2.68938023399096,39,1,1,1,24,1.405845612505388,0.16840951144695282,0.004841780096692509;0.008160532403358855;0.00563767738970134;0.0038397272489539666;0.020220869446489407;0.002270953427559219;0.02416593400501339;0.0235932867466971;0.0202397847031691;0.015318616191128726;0.008330353661678528;0.027996550122335657;0.036699948105001934;0.015247291777254708;0.015933264531148655;0.0066217101810149386;0.013748799218793295;0.016401208041620922;0.028416319212398837;0.013354955493364394;0.026041039562966387;0.020504598378331552;0.015865323922781935;0.014303400192633249;0.023516132775081973;0.017572788578801814;0.00219576388287804;0.015332109538589635;0.020192914514713323;0.02428776554069345;0.015905778200476294;0.021518381102405705;0.012814632900315813;0.03436245464539427;0.03250288698211974;0.008351230963813683;0.02917409878741077;0.025383258121484262;0.00824050289596744,0.1473233848810196;0.14560772478580475;0.13143913447856903;0.14055196940898895;0.1583683043718338;0.12595254182815552;0.12388984113931656;0.13751737773418427;0.16662482917308807;0.15974061191082;0.12069044262170792;0.1404232233762741;0.16225586831569672;0.15799163281917572;0.16369430720806122;0.14917384088039398;0.1373584121465683;0.16358472406864166;0.15689094364643097;0.12310240417718887;0.1529085785150528;0.16322533786296844;0.13141046464443207;0.15111099183559418;0.16840951144695282;0.14497123658657074;0.13537730276584625;0.14100666344165802;0.16128303110599518;0.12089598923921585;0.12056579440832138;0.16431216895580292;0.12996311485767365;0.1677878350019455;0.16682852804660797;0.13101990520954132;0.1365576833486557;0.13355673849582672;0.15117929875850677,192,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 102, 'obstacle_contact': 0, 'self_collision': 0}",0.001852965485526758,195,195,nan,nan,1.0,filtered,4,2,3,2,47,1,1,1,direct_path,0.8042133250273764,0,24,1.0,SUCCESS,0.25,0.05,0.0,0.7,0.0
