episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_command_alignment_previous,safety_filter_command_sign_change_rate,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
0,9093,configs/experiments/reaching_recovery/manifests/v1_hierarchical_temporal_consistency_timeout_triplet.json,hierarchical_s1_revised_recovery_gated_goal_velocity_temporal_consistency_timeout_triplet_v1,0,3,-94.15957483541928,29.371541634202003,60,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05067703500390053,3.0,0.19139821827411652,0.2990908543268839,0.37707459926605225,0,0.0,1.0,1.0695744395603397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000526862889133603,0.057001093462652835,1.0640110940439627,0.9556875546773275,0.0,0.00348363138618879,0.001754366041859612,0.015468386873059596,0.21244876235723495,0.9661886701981227,0.0,nan,0.1750996808788326,0.06602061499559904,0.7333333333333333,1.8968572616577148,26.993896484375,1,0,5,0.25,0,0.15114524307088373,1,SERVO,direct_path,1.0417074189754203,2.68938023399096,39,1,1,1,24,1.405845612505388,0.16840951144695282,0.004841780096692509;0.008160532403358855;0.00563767738970134;0.0038397272489539666;0.020220869446489407;0.002270953427559219;0.02416593400501339;0.0235932867466971;0.0202397847031691;0.015318616191128726;0.008330353661678528;0.027996550122335657;0.036699948105001934;0.015247291777254708;0.015933264531148655;0.0066217101810149386;0.013748799218793295;0.016401208041620922;0.028416319212398837;0.013354955493364394;0.026041039562966387;0.020504598378331552;0.015865323922781935;0.014303400192633249;0.023516132775081973;0.017572788578801814;0.00219576388287804;0.015332109538589635;0.020192914514713323;0.02428776554069345;0.015905778200476294;0.021518381102405705;0.012814632900315813;0.03436245464539427;0.03250288698211974;0.008351230963813683;0.02917409878741077;0.025383258121484262;0.00824050289596744,0.1473233848810196;0.14560772478580475;0.13143913447856903;0.14055196940898895;0.1583683043718338;0.12595254182815552;0.12388984113931656;0.13751737773418427;0.16662482917308807;0.15974061191082;0.12069044262170792;0.1404232233762741;0.16225586831569672;0.15799163281917572;0.16369430720806122;0.14917384088039398;0.1373584121465683;0.16358472406864166;0.15689094364643097;0.12310240417718887;0.1529085785150528;0.16322533786296844;0.13141046464443207;0.15111099183559418;0.16840951144695282;0.14497123658657074;0.13537730276584625;0.14100666344165802;0.16128303110599518;0.12089598923921585;0.12056579440832138;0.16431216895580292;0.12996311485767365;0.1677878350019455;0.16682852804660797;0.13101990520954132;0.1365576833486557;0.13355673849582672;0.15117929875850677,192,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 102, 'obstacle_contact': 0, 'self_collision': 0}",0.001852965485526758,195,195,nan,nan,1.0,filtered,4,2,3,2,47,1,1,1,direct_path,0.8042133250273764,0,24,1.0,SUCCESS,0.25,0.05,0.0,0.7,0.0
1,9143,configs/experiments/reaching_recovery/manifests/v1_hierarchical_temporal_consistency_timeout_triplet.json,hierarchical_s1_revised_recovery_gated_goal_velocity_temporal_consistency_timeout_triplet_v1,1,3,-501.51019777124975,124.86317837238312,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.09034088253974915,12.0,0.1860828995704651,0.3144804087157051,0.48363491892814636,0,0.0,1.0,0.7876927599354389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,-0.0007214954134609902,0.024614015472858835,1.017826983006671,0.8773405335610732,0.0,0.002843743577735343,0.0013767631632314685,0.009139791972605357,0.28244026520599924,0.46786543106039363,0.0,nan,0.1057367225975533,0.17681165364309168,0.5375,2.3393125534057617,31.553499221801758,1,0,6,0.30000000000000004,0,0.1164433456925924,1,SERVO,direct_path,0.9971521541010588,2.659739864990115,48,1,1,1,28,0.6588203846082984,0.14319130778312683,0.0001245109714412841;0.0012362711768677172;0.001101348475835472;0.0006125628102607579;0.0029016801476922207;0.011002259240925995;0.0033158254923136045;0.0021183516257875282;0.004374419214123271;0.0014804523713679695;0.003739245724627996;0.0034621109911395754;0.0018208701128120412;0.001989421724975114;0.010175580153918357;0.006352413383063075;0.004336307796364857;0.010352426914656208;0.002801862644024503;0.0021024922501121004;0.0021938750555714807;0.005491691725530758;0.0020129657530819356;0.002049561195170608;0.0028857790290771905;0.0032469074560781087;0.0038731002610743422;0.002595705451284123;0.0074218057789186154;0.0037259488850422333;0.006935103169437924;0.006069288889095669;0.002011028603434564;0.0036650879346442336;0.003273734856362138;0.007566973155240519;0.0032750317811302467;0.007991471043882587;0.0084036328430246;0.00566977420808938;0.0047418206391829495;0.011021880920254863;0.008427142603517302;0.0032319876133643896;0.009154780569151495;0.003590297784673008;0.003274875509552808;0.007599856992916879,0.13643592596054077;0.13554729521274567;0.1371815800666809;0.13681025803089142;0.1342107504606247;0.13546226918697357;0.1349678486585617;0.12822817265987396;0.12729555368423462;0.13646768033504486;0.13602691888809204;0.13877075910568237;0.13586671650409698;0.13782265782356262;0.1272706240415573;0.1313171535730362;0.135554239153862;0.13849975168704987;0.13463683426380157;0.1380285918712616;0.13336239755153656;0.14006027579307556;0.12112674862146378;0.134935662150383;0.13549372553825378;0.13506537675857544;0.1257319152355194;0.1226084753870964;0.14319130778312683;0.1335153728723526;0.13133041560649872;0.1329319030046463;0.13614846765995026;0.1349364072084427;0.13611236214637756;0.13050255179405212;0.13956257700920105;0.13711117208003998;0.13296975195407867;0.1410902738571167;0.13929904997348785;0.12707336246967316;0.13266395032405853;0.1335829347372055;0.12068971246480942;0.1341370940208435;0.13322202861309052;0.14071333408355713,192,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 58, 'obstacle_contact': 0, 'self_collision': 0}",0.0001245109714412841,195,195,nan,nan,0.9603260488225174,filtered,192,2,3,2,236,1,1,1,direct_path,0.8523119499441236,0,40,1.0,FILTER_STOP_TIMEOUT,0.025,0.016666666666666666,0.0,0.9583333333333334,0.0
2,9027,configs/experiments/reaching_recovery/manifests/v1_hierarchical_temporal_consistency_timeout_triplet.json,hierarchical_s1_revised_recovery_gated_goal_velocity_temporal_consistency_timeout_triplet_v1,2,3,-392.08187194371834,103.62604185938835,201,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05467776209115982,10.05,0.18438148498535156,0.30761521969416844,0.42760926485061646,0,0.0,1.0,0.7919581345667327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08955223880597014,-0.003095821475385077,0.02807316420928793,1.1984682439360768,0.9605388069034215,0.0,0.0029334831335327,0.0014614003996564011,0.00901272319736821,0.14608611608971261,0.35122448658172173,0.0,nan,0.047424725761873746,0.09784248102500637,0.5323383084577115,1.4587160348892212,25.88067054748535,1,0,4,0.2,0,0.20013563998893585,1,SERVO,direct_path,1.0052523139165714,2.8216247209347785,48,1,1,1,47,0.0684754170799854,0.13683699071407318,9.26463708449126e-05;0.001073837876203925;0.0023544112344203116;0.0014056985858094972;0.003354435923821055;0.003965764522475383;0.006143168905366315;0.003220312058074692;0.004327077961953011;0.0019081670546103758;0.004923277636118816;0.005622161067539039;0.006444536515165289;0.0031974322894722986;0.007027988565685741;0.0026187036202503264;0.003058285429527764;0.005146213215664882;0.008637161938449567;0.0029221265118917197;0.004702048477914549;0.005013668082601257;0.0032917068675620467;0.005438807765003051;0.0020444904545947806;0.005075583693201917;0.008457892340374876;0.0009113369192263755;0.001900303462194505;0.004002074075592778;0.002456548349996437;0.003362123517190214;0.005645520013564425;0.004464018003679955;0.002507619603496487;0.004766776527789204;0.002572473190443773;0.0065822562287673895;0.006223947312726817;0.004345656285386195;0.0037349382770426867;0.004529486409621911;0.002003632669039839;0.006289593550823478;0.007307996200000523;0.0032284746424167277;0.006722742894876921;0.0057055222947877396,0.13197100162506104;0.1317809373140335;0.13282334804534912;0.13246628642082214;0.13239966332912445;0.12509514391422272;0.13494661450386047;0.13360147178173065;0.13307368755340576;0.13053357601165771;0.1308637410402298;0.13124977052211761;0.1355435848236084;0.13277491927146912;0.12956927716732025;0.13189344108104706;0.13328470289707184;0.13328759372234344;0.1279962807893753;0.13342155516147614;0.13410066068172455;0.13074587285518646;0.13072827458381653;0.135286346077919;0.13250219821929932;0.13035091757774353;0.12969855964183807;0.13105574250221252;0.1306198686361313;0.1249968633055687;0.12543834745883942;0.12610873579978943;0.13334624469280243;0.13011513650417328;0.1286979466676712;0.12835995852947235;0.12849955260753632;0.1288529485464096;0.1287129521369934;0.13069254159927368;0.13109073042869568;0.129514679312706;0.13035732507705688;0.13213016092777252;0.12556101381778717;0.13316307961940765;0.12841694056987762;0.13683699071407318,192,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 27, 'obstacle_clearance': 51, 'obstacle_contact': 0, 'self_collision': 0}",9.26463708449126e-05,195,168,nan,nan,1.0,filtered,149,2,3,2,191,1,1,1,direct_path,0.6366291620070115,0,23,1.0,SUCCESS,0.05970149253731343,0.009950248756218905,0.0,0.9303482587064676,0.0
