episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_command_alignment_previous,safety_filter_command_sign_change_rate,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
1,9143,configs/experiments/reaching_recovery/manifests/v1_hierarchical_temporal_consistency_timeout_triplet.json,hierarchical_s1_revised_recovery_gated_goal_velocity_temporal_consistency_timeout_triplet_v1,1,3,-501.51019777124975,124.86317837238312,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.09034088253974915,12.0,0.1860828995704651,0.3144804087157051,0.48363491892814636,0,0.0,1.0,0.7876927599354389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,-0.0007214954134609902,0.024614015472858835,1.017826983006671,0.8773405335610732,0.0,0.002843743577735343,0.0013767631632314685,0.009139791972605357,0.28244026520599924,0.46786543106039363,0.0,nan,0.1057367225975533,0.17681165364309168,0.5375,2.3393125534057617,31.553499221801758,1,0,6,0.30000000000000004,0,0.1164433456925924,1,SERVO,direct_path,0.9971521541010588,2.659739864990115,48,1,1,1,28,0.6588203846082984,0.14319130778312683,0.0001245109714412841;0.0012362711768677172;0.001101348475835472;0.0006125628102607579;0.0029016801476922207;0.011002259240925995;0.0033158254923136045;0.0021183516257875282;0.004374419214123271;0.0014804523713679695;0.003739245724627996;0.0034621109911395754;0.0018208701128120412;0.001989421724975114;0.010175580153918357;0.006352413383063075;0.004336307796364857;0.010352426914656208;0.002801862644024503;0.0021024922501121004;0.0021938750555714807;0.005491691725530758;0.0020129657530819356;0.002049561195170608;0.0028857790290771905;0.0032469074560781087;0.0038731002610743422;0.002595705451284123;0.0074218057789186154;0.0037259488850422333;0.006935103169437924;0.006069288889095669;0.002011028603434564;0.0036650879346442336;0.003273734856362138;0.007566973155240519;0.0032750317811302467;0.007991471043882587;0.0084036328430246;0.00566977420808938;0.0047418206391829495;0.011021880920254863;0.008427142603517302;0.0032319876133643896;0.009154780569151495;0.003590297784673008;0.003274875509552808;0.007599856992916879,0.13643592596054077;0.13554729521274567;0.1371815800666809;0.13681025803089142;0.1342107504606247;0.13546226918697357;0.1349678486585617;0.12822817265987396;0.12729555368423462;0.13646768033504486;0.13602691888809204;0.13877075910568237;0.13586671650409698;0.13782265782356262;0.1272706240415573;0.1313171535730362;0.135554239153862;0.13849975168704987;0.13463683426380157;0.1380285918712616;0.13336239755153656;0.14006027579307556;0.12112674862146378;0.134935662150383;0.13549372553825378;0.13506537675857544;0.1257319152355194;0.1226084753870964;0.14319130778312683;0.1335153728723526;0.13133041560649872;0.1329319030046463;0.13614846765995026;0.1349364072084427;0.13611236214637756;0.13050255179405212;0.13956257700920105;0.13711117208003998;0.13296975195407867;0.1410902738571167;0.13929904997348785;0.12707336246967316;0.13266395032405853;0.1335829347372055;0.12068971246480942;0.1341370940208435;0.13322202861309052;0.14071333408355713,192,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 58, 'obstacle_contact': 0, 'self_collision': 0}",0.0001245109714412841,195,195,nan,nan,0.9603260488225174,filtered,192,2,3,2,236,1,1,1,direct_path,0.8523119499441236,0,40,1.0,FILTER_STOP_TIMEOUT,0.025,0.016666666666666666,0.0,0.9583333333333334,0.0
