episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,12.247414366034208,11.637724339962006,26,1,0,0,0.04815301671624184,1.3,0.16745303571224213,0.35435890406370163,0.4859389066696167,0,0.0,0.5769230769230769,0.029205516707718947,0.038461538461538464,0.0,0.0,0.0,0.9615384615384616,0.0,0.038461538461538464,0.0,0.01687043014680384,0.010571538721426176,0.1726653492078185,0.0010989138211768407,0.0010284765336949092,0.007958312411434375,0.1244508449991162,1.50593101978302,28.663448333740234,1,0,13,0.65,0,0.1314390512963982
1,-35.97644206216991,20.406710505485535,34,0,1,1,0.4664454162120819,1.7000000000000002,0.1566053181886673,0.32014357101391344,0.5455557107925415,0,0.0,0.9705882352941176,0.09263203737646653,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010706244478774607,0.006274579038076541,0.00736580416560173,0.0017862101633320836,0.0016628163592780337,0.0023429153541869975,0.16554751467671902,1.6109696626663208,30.107439041137695,1,0,9,0.45,0,0.17071146228507839
2,21.224956038191042,3.288261294364929,14,1,0,0,0.044513095170259476,0.7000000000000001,0.2580484449863434,0.20706664770841599,0.2633821666240692,0,0.0,0.7142857142857143,0.006653954092286014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12342560738055852,0.004597539414784738,0.005929604172706604,0.0013045728472726686,0.0012664363852569035,0.0019356303715280124,0.24532400178057806,2.126004695892334,40.451454162597656,0,0,0,0.0,0,0.19612204921191967
3,-7.227513069713449,18.01008778437972,90,1,0,0,0.05374806746840477,4.5,0.17844443023204803,0.19696082315511174,0.4966048002243042,0,0.0,0.7222222222222222,0.045275842147303035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05844441946656559,0.005483778359161483,0.008140929974615574,0.0015876212157309056,0.0015366538531250424,0.002210727334022522,0.1244432567515307,1.2607309818267822,21.293256759643555,1,1,3,0.15000000000000002,0,0.4603417842357055
4,21.488846562695688,1.3545858785510063,18,1,0,0,0.045286234468221664,0.9,0.4509490132331848,0.07144858336283101,0.07806194573640823,0,0.0,0.7222222222222222,0.0012533427848304324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31257573444260517,0.005587606018202173,0.006059388630092144,0.001641152064419455,0.0016133191270960702,0.002229292100916306,0.09095409067554606,1.0232899188995361,21.520477294921875,0,0,0,0.0,0,0.3961075776118016
5,7.677827825678849,12.7212473154068,91,1,0,0,0.05413644760847092,4.55,0.2738366425037384,0.12488879648211239,0.2360876202583313,0,0.0,0.7802197802197802,0.06172947670822501,0.0,0.0,0.0,0.0,0.989010989010989,0.0,0.0,0.0,0.13609428185338174,0.004858972422860481,0.00891836266964674,0.0014306694207774414,0.0013673370294682273,0.0019721193034406546,0.09484503191005397,1.0072546005249023,21.87559700012207,0,0,0,0.0,0,0.2225286958962025
6,-23.110078228398926,31.99496827274561,144,1,0,0,0.05118586868047714,7.2,0.1424308568239212,0.2091924516328921,0.5963343381881714,0,0.0,0.9513888888888888,0.17365185457677362,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.020338667376388092,0.004682846541982144,0.007433915510773659,0.0013099591144257123,0.0012486935851888524,0.0018766195668528478,0.09413926801830207,1.0249195098876953,17.588031768798828,1,1,26,1.3,0,0.44295069603078663
7,-155.0614391959563,104.5192454457283,74,0,1,0,0.651232898235321,3.7,-0.005153269041329622,0.5401301601448575,0.8570536971092224,17,0.22972972972972974,1.0,0.1936550961033856,0.2702702702702703,0.0,0.0,0.2702702702702703,0.9864864864864865,0.0,0.2702702702702703,0.25675675675675674,-0.1346060824864009,0.05068834083205139,0.22614673804491758,0.0011450191204612319,0.001020575558917748,0.04757267232933963,0.019609156772620172,0.3943033516407013,9.617259979248047,1,0,74,3.7,0,0.034560998684529665
8,-19.51186301734887,33.576380863785744,134,1,0,0,0.04565747082233429,6.7,0.17874448001384735,0.23985457096471272,0.557226300239563,0,0.0,0.7014925373134329,0.037437013553749815,0.0,0.0,0.0,0.0,0.9925373134328358,0.0,0.0,0.0,0.036946187957615534,0.0043305136861085,0.0073759229853749275,0.0012064688672214301,0.00115536751030986,0.0017229065980150628,0.16657028933848017,1.686818242073059,32.677730560302734,1,1,20,1.0,0,0.04315730032371931
9,-17.816445464041745,33.38509480655193,142,1,0,0,0.05138285458087921,7.1000000000000005,0.13204379379749298,0.21125180955031808,0.6918404698371887,0,0.0,0.8309859154929577,0.11102461832157491,0.0,0.0,0.0,0.0,0.9647887323943662,0.0,0.0,0.0,0.010312717980996144,0.004195421586521495,0.005866065621376038,0.0011611335491105703,0.0011185228654091628,0.001692170998684957,0.11893195307544682,1.2315341234207153,19.630455017089844,1,1,25,1.25,0,0.1571244098332938
10,-60.61611491455845,45.29183671064675,240,0,0,0,0.11001312732696533,12.0,0.1881515383720398,0.18227098446028928,0.3799566328525543,0,0.0,0.7,0.039399126380139426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06815154103721649,0.0038882551055091125,0.005738857202231884,0.001118979948417594,0.0010840318786601226,0.0016112156639186044,0.09717243297103172,1.0590277910232544,24.088211059570312,0,0,0,0.0,0,0.3721691945654955
11,-86.51092205749423,54.116581462323666,240,0,0,0,0.20670267939567566,12.0,0.1668367236852646,0.20822094253574808,0.47185593843460083,0,0.0,0.7916666666666666,0.04851131879927644,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,0.04407037492762081,0.004152741566455612,0.020425203256309032,0.0011501261149533093,0.0011776168481446802,0.0016752996559565266,0.11798475788673386,1.19894278049469,26.571922302246094,1,1,18,0.9,0,0.10552872226822568
