episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s
0,-9.371461568842744,22.963005058467388,104,1,0,0,0.045516081154346466,5.2,0.17959116399288177,0.20829994206388408,0.527675986289978,0,0.0,0.7019230769230769,0.01856370040782471,0.0,0.0,0.0,0.0,0.9519230769230769,0.0,0.0595911662984476,0.0046012434624851896,0.16273636841931596,1.546421766281128,43.29103469848633,0,0,0,0.0
1,-132.85289536227194,106.12819951958954,240,0,0,0,0.1063576191663742,12.0,0.10768411308526993,0.2305215990326057,0.8236483335494995,16,0.06666666666666667,0.8708333333333333,0.11208783384551409,0.0,0.0,0.0,0.0,0.9541666666666667,0.08333333333333333,-0.02870575725366159,0.0029826931733017165,0.11475750497387101,1.128675937652588,26.1062068939209,1,1,23,1.1500000000000001
2,-129.53689926636775,78.41269181668758,183,1,0,0,0.05120980367064476,9.15,0.12157805263996124,0.40649468618663936,0.7716894149780273,0,0.0,0.4644808743169399,0.03383095022731402,0.0,0.0,0.0,0.0,1.0,0.06557377049180328,-0.004751596698580718,0.0028892744515762953,0.060403543297974954,0.7429172992706299,17.01987648010254,1,1,28,1.4000000000000001
3,-26.355301749061425,23.59660867601633,65,0,1,1,0.18729643523693085,3.25,0.15441150963306427,0.22052280524602302,0.625352144241333,0,0.0,0.6307692307692307,0.011790953539086225,0.0,0.0,0.0,0.0,1.0,0.0,0.021464214627211875,0.003140193166641089,0.13146149369959648,1.2418440580368042,19.704753875732422,0,0,0,0.0
4,-321.03131080071716,266.58127093315125,240,0,0,0,0.19165459275245667,12.0,0.08603977411985397,0.3930442670981089,0.8403152823448181,56,0.23333333333333334,0.5916666666666667,0.05805297268914389,0.0,0.0,0.0,0.0,0.9916666666666667,0.30416666666666664,-0.08083060244654054,0.0034243330631094676,0.10714537541255899,1.1169015169143677,20.04973793029785,1,1,79,3.95
