episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s
10,-60.6159677583943,45.291811836883426,240,0,0,0,0.11000986397266388,12.0,0.18815204501152039,0.1822708902725329,0.37995779514312744,0,0.0,0.7,0.03939899268498632,0.0,0.0,0.0,0.0,1.0,0.0,0.06815205798313861,0.004795442040388783,0.09717307315828899,1.059032917022705,24.088573455810547,0,0,0,0.0
11,-84.95311163774949,57.1205483302474,240,0,0,0,0.1195480227470398,12.0,0.15174491703510284,0.2203182234428823,0.589694619178772,0,0.0,0.6583333333333333,0.028017113930791353,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.030392230400275666,0.005895512508383642,0.12743172467065353,1.242932915687561,27.75720977783203,0,0,0,0.0
12,-19.99941507620916,28.960165984928608,124,1,0,0,0.04961109533905983,6.2,0.19852270185947418,0.20848308894182405,0.4567309617996216,0,0.0,0.8225806451612904,0.041240949140583454,0.0,0.0,0.0,0.0,0.9838709677419355,0.0,0.07852269926209221,0.004178035253238293,0.17872634497020515,1.6578316688537598,30.650875091552734,0,0,0,0.0
13,4.221055577042051,17.07700103521347,52,1,0,0,0.04484137147665024,2.6,0.18228133022785187,0.310310769539613,0.4561525583267212,0,0.0,0.5769230769230769,0.03458817992705306,0.0,0.0,0.0,0.0,1.0,0.0,0.06228136344559321,0.004251219117297576,0.17247603081453305,1.5916690826416016,43.36626434326172,0,0,0,0.0
14,2.500792437037056,15.174866542220116,110,1,0,0,0.05208984389901161,5.5,0.25897306203842163,0.13369269670749254,0.2679082453250885,0,0.0,0.7181818181818181,0.0063945284754492486,0.0,0.0,0.0,0.0,0.990909090909091,0.0,0.1389730622894889,0.0055146226236088705,0.13683133748444645,1.2917659282684326,27.118213653564453,0,0,0,0.0
15,-65.36610378657367,54.97629364579916,240,0,0,0,0.16175577044487,12.0,0.1479598730802536,0.21898861418788632,0.4955238997936249,0,0.0,0.5166666666666667,0.001843576772458922,0.0,0.0,0.0,0.0,1.0,0.0,0.021591089998980406,0.004433557290273408,0.09707436871249228,1.0039782524108887,21.261703491210938,0,0,0,0.0
16,-138.3974521700023,96.95223117992282,240,0,0,0,0.1919517070055008,12.0,0.11354969441890717,0.24125914838320264,0.8180514574050903,12,0.05,0.8625,0.10816813537476684,0.0,0.0,0.0,0.0,0.95,0.10833333333333334,-0.026837416605638625,0.004428889974951744,0.10917418183914075,1.1136682033538818,25.126567840576172,1,1,30,1.5
17,-109.25769862449955,122.81421916931868,112,1,0,0,0.0525326170027256,5.6000000000000005,0.10981711745262146,0.43462928337976336,0.8153133988380432,24,0.21428571428571427,0.6875,0.11781238802955574,0.0,0.0,0.0,0.0,1.0,0.25892857142857145,-0.02592296311484807,0.005338198031365339,0.08065671219914552,0.8771318197250366,20.447895050048828,1,1,35,1.75
18,-43.99443315744773,31.162806363776326,177,1,0,0,0.052250299602746964,8.85,0.1570305973291397,0.17308942864170182,0.5536729693412781,0,0.0,0.632768361581921,0.05204087646028986,0.0,0.0,0.0,0.0,1.0,0.0,0.03703060871076058,0.005595349017425445,0.07333783583063105,0.7831286191940308,11.342215538024902,0,0,0,0.0
19,-131.60737969496216,129.76980406977236,110,1,0,0,0.05408451333642006,5.5,0.1020103394985199,0.352883594347672,0.822994589805603,30,0.2727272727272727,0.5909090909090909,0.025383462685431086,0.0,0.0,0.0,0.0,1.0,0.34545454545454546,-0.04568388553279326,0.004982839778743007,0.08549793321554634,0.9560034871101379,14.734272003173828,1,1,41,2.0500000000000003
