episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s
0,20.6604760906206,4.043411359190941,15,1,0,0,0.048916012048721313,0.75,0.2518841028213501,0.20340645511945088,0.3398333489894867,0,0.0,0.7333333333333333,0.020403164713115717,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.08545503930630816,0.018178499738375344,0.2050051470597585,1.8688852787017822,31.775819778442383,0,0,0,0.0
1,-30.079167747854516,18.51649610698223,30,0,1,1,0.3424866199493408,1.5,0.14908663928508759,0.3108647666871548,0.6818952560424805,0,0.0,0.9333333333333333,0.07294525727048783,0.0,0.0,0.0,0.0,1.0,0.0,0.008081146304634357,0.0037331615264217057,0.1699583236128092,1.5785540342330933,28.93667984008789,0,0,0,0.0
2,21.224955695388115,3.2882611602544785,14,1,0,0,0.04451310634613037,0.7000000000000001,0.2580484449863434,0.20706672647169658,0.2633822560310364,0,0.0,0.7142857142857143,0.006653957307456647,0.0,0.0,0.0,0.0,1.0,0.0,0.12342558005105775,0.005064666736871004,0.24532465210982732,2.126009464263916,40.45170593261719,0,0,0,0.0
3,-7.466909491800017,18.577486135065556,88,1,0,0,0.05332769826054573,4.4,0.17746759951114655,0.20788491470739245,0.49660390615463257,0,0.0,0.5909090909090909,0.03495749420645321,0.0,0.0,0.0,0.0,1.0,0.0,0.05746758196419721,0.0052375879921865735,0.10530608471228996,1.0054171085357666,14.684751510620117,0,0,0,0.0
4,21.488846196199443,1.3545858263969421,18,1,0,0,0.045286260545253754,0.9,0.4509490132331848,0.07144857922361957,0.0780617967247963,0,0.0,0.7222222222222222,0.001253342784755637,0.0,0.0,0.0,0.0,1.0,0.0,0.31257575091404505,0.0034646098501980305,0.09095417501197921,1.0232902765274048,21.520492553710938,0,0,0,0.0
5,7.677826076556025,12.721255153417587,91,1,0,0,0.054136183112859726,4.55,0.2738366723060608,0.12488890111773879,0.236085906624794,0,0.0,0.7802197802197802,0.06172900387418689,0.0,0.0,0.0,0.0,0.989010989010989,0.0,0.13609441260917998,0.005052941093978646,0.09484620211175182,1.0072699785232544,21.876739501953125,0,0,0,0.0
6,-21.7107423837098,32.68671225756407,136,1,0,0,0.05256020650267601,6.800000000000001,0.13152535259723663,0.2280279866364949,0.6877133250236511,0,0.0,0.8897058823529411,0.1265375970682816,0.0,0.0,0.0,0.0,0.9852941176470589,0.0,0.011415145825099254,0.0040073643904179335,0.09178411211434971,0.9496637582778931,14.827231407165527,0,0,0,0.0
7,-191.59364398078978,190.78553375788033,93,1,0,0,0.05405813083052635,4.65,0.09966626018285751,0.5591710743804773,0.8228567838668823,46,0.4946236559139785,0.6129032258064516,0.05261334726686622,0.0,0.0,0.0,0.0,0.956989247311828,0.5806451612903226,-0.049880341415481255,0.004125736032923062,0.047184216935107465,0.5403354167938232,10.139699935913086,1,1,55,2.75
8,-18.060600147715558,32.30626469105482,107,1,0,0,0.05464382469654083,5.3500000000000005,0.1394134759902954,0.2879951963218573,0.7497949004173279,0,0.0,0.5233644859813084,0.008609110251826067,0.0,0.0,0.0,0.0,0.9906542056074766,0.018691588785046728,-0.005230166183631368,0.004687863802450283,0.12924217128099125,1.2316466569900513,20.488300323486328,1,1,4,0.2
9,-8.911713309352084,27.180455699563026,71,1,0,0,0.05480785295367241,3.5500000000000003,0.125435933470726,0.33722057896600643,0.740627646446228,0,0.0,0.8169014084507042,0.10985807098617141,0.0,0.0,0.0,0.0,0.971830985915493,0.07042253521126761,-0.004506003038157902,0.004838087976398602,0.13376555359646888,1.317325234413147,21.70782470703125,1,1,12,0.6000000000000001
