episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk
0,-10.527858396832801,24.15107199922204,106,1,0,0,0.04688379541039467,5.300000000000001,0.1692013442516327,0.2154115562169057,0.5788044333457947,0,0.0,0.7264150943396226,0.01699091937068069,0.0,0.0,0.0,0.0,0.9528301886792453,0.0,0.04920135733323311,0.006346466669918231,0.17506479276871345,1.6322846412658691,44.49909973144531
1,-69.11157029156077,45.35972221381962,240,0,0,0,0.20886488258838654,12.0,0.12184766680002213,0.17756152225192637,0.7554590702056885,0,0.0,0.7916666666666666,0.10582997619526027,0.0,0.0,0.0,0.0,0.9416666666666667,0.05,-0.01649170959730556,0.004414180992171168,0.1412180293351412,1.3678004741668701,26.804420471191406
2,-89.52054044680509,49.48520340025425,240,0,0,0,0.15915006399154663,12.0,0.12002696841955185,0.19764784045207004,0.7989646196365356,0,0.0,0.7458333333333333,0.07538211899118522,0.0,0.0,0.0,0.0,0.9666666666666667,0.0125,-0.0001291769794256603,0.004092778378011038,0.07276941952101576,0.779291033744812,14.903796195983887
3,-27.78638087746276,24.142702989280224,66,0,1,1,0.22690258920192719,3.3000000000000003,0.1504524201154709,0.22454907395171397,0.661751389503479,0,0.0,0.6060606060606061,0.01349900893299041,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.01810680924536895,0.0041718527561787405,0.12438380023972555,1.213309407234192,20.124103546142578
4,-87.71471503986102,67.60993561521173,126,0,1,1,0.12044219672679901,6.300000000000001,0.02411510981619358,0.24077880425408246,0.8706471920013428,9,0.07142857142857142,0.6666666666666666,0.061346216491270755,0.0873015873015873,0.0,0.0873015873015873,0.0,0.9047619047619048,0.0873015873015873,-0.1177460802793866,0.017731894849843922,0.14296771195672808,1.4823063611984253,30.281450271606445
5,-75.57607293864984,53.75039215758443,240,0,0,0,0.12342385947704315,12.0,0.14432550966739655,0.21091856728307903,0.6352879405021667,0,0.0,0.6208333333333333,0.028122137962811065,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.01861414248464377,0.003804420435335487,0.15095348701191444,1.4757429361343384,32.05344772338867
6,-39.47956177480951,31.296602902933955,240,0,0,0,0.1382041573524475,12.0,0.20777873694896698,0.12656334990945955,0.4180130958557129,0,0.0,0.5416666666666666,0.002731692956667638,0.0,0.0,0.0,0.0,1.0,0.0,0.08777872905434114,0.0035977547056972982,0.11083583997872969,1.1217924356460571,20.07524299621582
7,15.699890804729751,5.1805959939956665,38,1,0,0,0.047767169773578644,1.9000000000000001,0.31474342942237854,0.1260746756666585,0.19220532476902008,0,0.0,0.5263157894736842,0.009226309980016388,0.0,0.0,0.0,0.0,1.0,0.0,0.17551845085158835,0.004133270465229687,0.15483619223691916,1.5082629919052124,22.353239059448242
8,-11.058909531278847,18.69707174040377,122,1,0,0,0.05354756489396095,6.1000000000000005,0.19485847651958466,0.14570260186847606,0.5370994210243225,0,0.0,0.6557377049180327,0.047055571521092736,0.00819672131147541,0.0,0.00819672131147541,0.0,0.9918032786885246,0.0,0.07485845909908478,0.0046039083590883705,0.16204907424503662,1.7123321294784546,39.934471130371094
9,-243.63875234617427,204.16814712807536,240,0,0,0,0.4783725440502167,12.0,0.07384082674980164,0.334051527781412,0.8231074213981628,40,0.16666666666666666,0.925,0.24449211682249794,0.17083333333333334,0.0,0.17083333333333334,0.0,0.7708333333333334,0.17916666666666667,-0.04616884962569859,0.03413224563313027,0.06797701937612147,0.9805716872215271,21.650287628173828
10,-115.49108776839743,119.98402920737863,182,1,0,0,0.05470052361488342,9.1,0.048013750463724136,0.3270766614414342,0.8678011298179626,19,0.1043956043956044,0.7472527472527473,0.12257172562590178,0.1043956043956044,0.0,0.1043956043956044,0.0,0.8846153846153846,0.13736263736263737,-0.07205693595763664,0.02051101559466058,0.14213719013259635,1.4847058057785034,32.27912139892578
11,8.47985347977919,9.594599679112434,57,1,0,0,0.05361751839518547,2.85,0.2699386775493622,0.15453053435735536,0.2505827248096466,0,0.0,0.5263157894736842,0.006660388918926629,0.0,0.0,0.0,0.0,1.0,0.0,0.1451091593705427,0.003973966627790217,0.18669598641102775,1.7087383270263672,47.21196746826172
