episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-56.80957380345469,53.671627352014184,198,1,0,0,0.05255125090479851,9.9,0.1252172738313675,0.2495656909157682,0.7377763986587524,0,0.0,0.8737373737373737,0.11404044997426717,0.0,0.0,0.0,0.0,0.9848484848484849,0.0,0.0,0.0,0.0034153176225332205,0.004893294036990464,0.00728040374815464,0.0013310374231124767,0.0013005846001283086,0.001930913511626046,0.14213466714489076,1.4590027332305908,26.050811767578125,1,1,51,2.5500000000000003,0,0.23369317730438677
11,8.48536767877459,9.59589870274067,57,1,0,0,0.053704164922237396,2.85,0.26984450221061707,0.15454161402426267,0.2507801353931427,0,0.0,0.5263157894736842,0.006779172360663458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1451091593705427,0.004584467626715961,0.007624227553606033,0.0013260079645796825,0.0013023300194426586,0.0018707116935075376,0.18681762387093745,1.7093874216079712,47.340248107910156,0,0,0,0.0,0,0.19784555358164746
12,-20.56576259065208,26.419397493824363,123,1,0,0,0.05333986133337021,6.15,0.17688794434070587,0.20368623685061446,0.47864338755607605,0,0.0,0.5609756097560976,0.019691167173535164,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.056887923989729194,0.005219413118997241,0.00733378529548645,0.0015110839991186692,0.0014863482002562623,0.0020938616670001815,0.15041837932133093,1.514604091644287,36.03604507446289,1,1,3,0.15000000000000002,0,0.330266770010418
13,-5.000382230798195,24.93814467638731,105,1,0,0,0.05173962935805321,5.25,0.1796363741159439,0.2329586914607457,0.3770414888858795,0,0.0,0.41904761904761906,0.01120643764925561,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.059636379064567036,0.004536233939940021,0.006794908083975315,0.0012819075690848486,0.001272867779646601,0.001847455207081068,0.10906208386378628,1.1117790937423706,21.62986183166504,1,1,6,0.30000000000000004,0,0.15732721899058416
14,-72.31357888133158,41.93229318968952,240,0,0,0,0.22393770515918732,12.0,0.15010897815227509,0.16702093491330744,0.5509175658226013,0,0.0,0.7166666666666667,0.08533896796846142,0.0,0.0,0.0,0.0,0.9875,0.0,0.0,0.0,0.02470033386629361,0.004915859329048544,0.007847420871257782,0.0013995954883284866,0.0013660213871238133,0.00196663597986723,0.09982506712743391,1.019136905670166,18.382308959960938,1,1,20,1.0,0,0.23548465793348466
15,-60.53040648228835,46.550732308998704,240,0,0,0,0.12242875248193741,12.0,0.17263229191303253,0.18482962666700284,0.6399184465408325,0,0.0,0.6208333333333333,0.021952292478911475,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.04758182641696823,0.004759789203914503,0.007233671844005585,0.0013572140014730394,0.001317762560211122,0.0018964036872300008,0.19323854941564303,1.8371902704238892,49.561668395996094,1,1,22,1.1,0,0.059018166766859864
16,2.085803153360896,11.621023843064904,113,1,0,0,0.04783140867948532,5.65,0.269578218460083,0.10049154655595796,0.2801842987537384,0,0.0,0.8407079646017699,0.08113250665990733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1495782332402975,0.004725403119439045,0.006582475267350674,0.00135602518520524,0.0013499147695513953,0.0019306216586743837,0.1221157314041547,1.2940245866775513,21.296451568603516,0,0,0,0.0,0,0.28450318340892067
17,-60.913938821074375,45.02567706257105,240,0,0,0,0.07094208896160126,12.0,0.16810837388038635,0.1803931545233354,0.491219699382782,0,0.0,0.6666666666666666,0.07372815050680896,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.04397293459126611,0.005028056236915291,0.008235873654484749,0.0014372347854077817,0.0013923518786517282,0.002000495434428255,0.10117207873990992,1.036967396736145,26.286890029907227,1,1,21,1.05,0,0.2965228116481846
18,18.20083685334602,4.504540823400021,28,1,0,0,0.04899313300848007,1.4000000000000001,0.29284167289733887,0.149904410221747,0.20893460512161255,0,0.0,0.7142857142857143,0.014111247954155777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16592716548099623,0.005775442546499627,0.006217937916517258,0.0017036231168146645,0.0016522074583917856,0.0023123240430972408,0.19778480247727462,1.8001359701156616,28.215396881103516,0,0,0,0.0,0,0.27000800205624675
19,-88.43484379893606,45.93055500090122,240,0,0,0,0.433641642332077,12.0,0.17336009442806244,0.18435710648385187,0.5525252223014832,0,0.0,0.5583333333333333,0.04869123190510313,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.05336008290747268,0.0050556646194308994,0.008501277305185795,0.0014455341850407421,0.00142875617214789,0.002008639993922164,0.12152068005913558,1.297755479812622,36.12222671508789,1,1,19,0.9500000000000001,0,0.45790427688337154
