episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-102.98243591615805,58.03872235678136,240,0,0,0,0,,,nan,0,0.24176426231861115,12.0,0.15886816382408142,0.21927257565160593,0.5482290387153625,0,0.0,0.7166666666666667,0.023405948749764396,0.004166666666666667,0.0,0.0,0.0,0.9958333333333333,0.0,0.004166666666666667,0.0,0.008868180685541155,0.0045137038920074705,0.14062905125319958,0.0011498674595107636,0.0011066080575498443,0.002230148898282399,0.2187982353226592,1.95332932472229,54.15005111694336,0,0,0,0.0,0,0.2846331528559626
1,-129.28179055571553,47.51097006350756,240,0,0,0,0,,,nan,0,0.418602854013443,12.0,0.15472793579101562,0.18295449619181453,0.5639348030090332,0,0.0,0.7875,0.07244954116317198,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.0,0.0,0.004727956425837815,0.003929258335847408,0.010598634369671345,0.0011276272824034094,0.0011027962473842004,0.0016722353873774409,0.15251956500966724,1.428896427154541,28.124431610107422,0,0,0,0.0,0,0.2967030260233481
2,-109.8722120719774,78.98300412297249,101,0,1,0,1,4,forearm_link,0.000800503853387607,1,0.4919610917568207,5.050000000000001,0.09047218412160873,0.37604592489724115,0.8243749737739563,10,0.09900990099009901,0.8910891089108911,0.19064017499560423,0.19801980198019803,0.18811881188118812,0.0,0.009900990099009901,0.801980198019802,0.0,0.009900990099009901,0.18811881188118812,-0.065206360772395,0.005617345554182435,0.16411486826837063,0.0011808803987385023,0.0011419090672884838,0.0032673431652607303,0.12329004708640647,1.4257892370224,34.30348205566406,0,0,0,0.0,0,0.23838409873694077
3,-124.67073993032226,61.85117634385824,240,0,0,0,0,,,nan,0,0.5814069509506226,12.0,0.1510709524154663,0.24146535084582865,0.519792377948761,0,0.0,0.8333333333333334,0.13859826094199354,0.0,0.0,0.0,0.0,0.9625,0.0,0.0,0.0,0.00022053416849907026,0.003969428424413005,0.00820859894156456,0.001156563439872116,0.0011123505149347086,0.001673438202124089,0.12941820093352968,1.219295859336853,23.907136917114258,0,0,0,0.0,0,0.2778313040334618
4,-54.31717616522833,47.88462233543396,15,0,1,1,1,6|7,wrist_2_link|wrist_3_link,-0.004538047639208621,1,0.3845520317554474,0.75,-0.008663663640618324,0.816537074247996,0.8914419412612915,9,0.6,1.0,0.4178401401726202,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,-0.17873576491468363,0.0030166029930114744,0.004736344330012798,0.0012487329542636872,0.0011776307597756385,0.0005620161071419715,0.0,0.0,0.0,0,0,0,0.0,0,0.020472516192373752
5,-112.35875188770376,53.522335175424814,240,0,0,0,0,,,nan,0,0.35920220613479614,12.0,0.15095379948616028,0.20971201677651455,0.49609944224357605,0,0.0,0.8708333333333333,0.07508936850230946,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0009537812258295919,0.004229229902072499,0.006211796775460243,0.001255945434483389,0.0011907930214268465,0.0017529448688340685,0.11635198479052633,1.1651180982589722,25.652658462524414,0,0,0,0.0,0,0.13491859240227
6,-45.03066810100648,39.913569716736674,187,1,0,0,0,,,nan,0,0.045896273106336594,9.35,0.15290816128253937,0.20273322387932138,0.5058024525642395,0,0.0,0.7754010695187166,0.03820960330657278,0.0,0.0,0.0,0.0,0.9893048128342246,0.0,0.0,0.0,0.002908136268429201,0.004438462169133724,0.005590848624706268,0.0013254576208279094,0.0012587459837609433,0.0018236653899206198,0.20587185772265343,1.8284339904785156,39.53744888305664,0,0,0,0.0,0,0.33798702341413855
7,-103.22713992246031,55.748470360413194,240,0,0,0,0,,,nan,0,0.33226221799850464,12.0,0.1656675487756729,0.2121067500828455,0.5137477517127991,0,0.0,0.9,0.12401367892608335,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.005841258914195929,0.004114396656708171,0.007658557966351509,0.0012424873964240154,0.001143865737443169,0.0017001354678844412,0.15580534130955737,1.450713872909546,32.03513717651367,0,0,0,0.0,0,0.2165993961145235
8,-59.36994886164082,35.38477857038379,240,0,0,0,0,,,nan,0,0.16977113485336304,12.0,0.17059147357940674,0.1415491450500364,0.490678995847702,0,0.0,0.6583333333333333,0.039452102245617196,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.020591487289374683,0.004056980301781247,0.006548931822180748,0.0012059808126650752,0.00115049434825778,0.0016724290132212143,0.12045090730534866,1.1731630563735962,23.112445831298828,0,0,0,0.0,0,0.2806768869986992
9,-110.96917587525405,53.1704068928957,240,0,0,0,0,,,nan,0,0.452147513628006,12.0,0.15136876702308655,0.20766288087082405,0.536349892616272,0,0.0,0.5708333333333333,0.04792209904040963,0.0,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.0013687539056268794,0.0041012211353518065,0.005317294970154762,0.0012112020398490132,0.0011570130552475651,0.0017052576139879724,0.12345483014748121,1.1611961126327515,26.31243896484375,0,0,0,0.0,0,0.07861910235296296
