episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-162.71110898247883,72.51499136909842,240,0,0,0,0.4211142957210541,12.0,0.15619011223316193,0.2618641326824824,0.4633936285972595,0,0.0,0.75,0.12042021510090323,0.004166666666666667,0.0,0.0,0.0,0.975,0.0,0.004166666666666667,0.0,0.0009347804977141438,0.006011362412633995,0.17386201955378056,0.001353659601105998,0.001272979483474046,0.0027062827876458565,0.08572389102143158,1.0587842464447021,19.195819854736328,1,1,135,6.75,0,0.10143905129639821
1,-63.263808223994076,25.796139776706696,48,0,1,1,0.8178103566169739,2.4000000000000004,0.14937914907932281,0.3193573661458989,0.643141508102417,0,0.0,0.8958333333333334,0.13337183075639977,0.0,0.0,0.0,0.125,0.9791666666666666,0.0,0.0,0.10416666666666667,-0.019918558569458483,0.005472272382273029,0.011225317604839802,0.0013751959001335006,0.0013203637014764051,0.002126630919519812,0.13182507011515554,1.4120066165924072,25.842933654785156,1,0,26,1.3,0,0.14071146228507836
2,21.224956038191042,3.288261294364929,14,1,0,0,0.044513095170259476,0.7000000000000001,0.2580484449863434,0.20706664770841599,0.2633821666240692,0,0.0,0.7142857142857143,0.006653954092286014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09342560738055852,0.004609177088631051,0.005952280014753342,0.0013947621253984316,0.0012299634649285249,0.0018935705135975564,0.24532400178057806,2.126004695892334,40.451454162597656,0,0,0,0.0,0,0.16612204921191964
3,-6.586365391160218,16.671117145568132,91,1,0,0,0.05353207141160965,4.55,0.20518474280834198,0.1800824537218272,0.41476842761039734,0,0.0,0.7912087912087912,0.04313613079088213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05518471403639899,0.00465189325776729,0.00722773652523756,0.0013264439652090545,0.0012904413269607575,0.0018969075856628,0.1324349798180245,1.3278053998947144,22.181699752807617,1,1,4,0.2,0,0.43034178423570546
4,21.488846562695688,1.3545858785510063,18,1,0,0,0.045286234468221664,0.9,0.4509490132331848,0.07144858336283101,0.07806194573640823,0,0.0,0.7222222222222222,0.0012533427848304324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2825757344426052,0.005901183570838637,0.012495756149291992,0.001976319899161657,0.001623537494904465,0.0021978296442992156,0.09095409067554606,1.0232899188995361,21.520477294921875,0,0,0,0.0,0,0.36610757761180157
5,7.677827825678849,12.7212473154068,91,1,0,0,0.05413644760847092,4.55,0.2738366425037384,0.12488879648211239,0.2360876202583313,0,0.0,0.7802197802197802,0.06172947670822501,0.0,0.0,0.0,0.0,0.989010989010989,0.0,0.0,0.0,0.10609428185338174,0.004959094819131788,0.008390994742512703,0.0014500801789236592,0.0014165489944619138,0.0019984769911228955,0.09484503191005397,1.0072546005249023,21.87559700012207,0,0,0,0.0,0,0.19252869589620247
6,-23.61047260426055,30.837735161185265,146,1,0,0,0.047481734305620193,7.300000000000001,0.14844761788845062,0.1979972810471711,0.6038532853126526,0,0.0,0.9315068493150684,0.17907492543738318,0.02054794520547945,0.0,0.0,0.0273972602739726,0.9657534246575342,0.0,0.02054794520547945,0.0547945205479452,-0.004684250657255085,0.008919963619531426,0.22108558285981417,0.0014122397932287765,0.001348025707706605,0.005787012881714187,0.0947036899869252,1.029314398765564,19.403518676757812,1,1,35,1.75,0,0.4129506960307866
7,-212.93004805562617,132.9783073440194,240,0,0,0,0.215863436460495,12.0,0.07116413116455078,0.26819363275232416,0.8426799774169922,21,0.0875,0.6875,0.09644066452238048,0.008333333333333333,0.0,0.0,0.13333333333333333,0.9833333333333333,0.0,0.008333333333333333,0.25416666666666665,-0.08840857554461895,0.0066032477150050305,0.17868725955486298,0.0013579527459417781,0.001290909891637663,0.003439077319732557,0.07838668745631973,0.9577399492263794,20.146900177001953,1,1,97,4.8500000000000005,0,0.004560998684529666
8,-13.450967548438847,27.234649650752544,113,1,0,0,0.04779871553182602,5.65,0.18822290003299713,0.22891693509521738,0.48321691155433655,0,0.0,0.6371681415929203,0.040542103372109166,0.0,0.0,0.0,0.008849557522123894,1.0,0.0,0.0,0.0,0.007380629086311652,0.005326185977102909,0.009630018845200539,0.0014891667308005612,0.0014081319332518408,0.002060746386713159,0.16330693291904058,1.698502779006958,29.99932098388672,1,1,27,1.35,0,0.013157300323719312
9,-11.333711276184005,31.017101254314184,130,1,0,0,0.04928966611623764,6.5,0.1609814614057541,0.21008378131171832,0.47901442646980286,0,0.0,0.9461538461538461,0.15910445167927975,0.0,0.0,0.0,0.0,0.9769230769230769,0.0,0.0,0.0,0.003261718018328724,0.005239567583283553,0.012687853537499905,0.0014348731591151311,0.0013343062251806258,0.002019086086119597,0.10119689782508291,1.1121171712875366,19.56123924255371,1,1,42,2.1,0,0.1271244098332938
