episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-10.076821854307163,23.559651661664248,104,1,0,0,0.04932224005460739,5.2,0.17476427555084229,0.21372330421581864,0.5203272700309753,0,0.0,0.7980769230769231,0.02724193477079822,0.009615384615384616,0.0,0.0,0.0,0.9711538461538461,0.0,0.009615384615384616,0.0,0.024764289672557477,0.005861496015523489,0.20972286071628332,0.0011245556301079118,0.0011060742410616232,0.003603279169720526,0.17301000654697418,1.6316739320755005,44.887542724609375,0,0,0,0.0,0,0.2916331528559626
1,-154.951756433035,129.30172524414957,240,0,0,0,0.0840877890586853,12.0,0.03104051947593689,0.2491165928542614,0.8820194005966187,22,0.09166666666666666,0.8833333333333333,0.1742016112064921,0.1125,0.10833333333333334,0.0,0.004166666666666667,0.8375,0.0,0.004166666666666667,0.12083333333333333,-0.11916592221209102,0.004971204911513875,0.15720564685761929,0.0012585291522555053,0.001242311135865748,0.0024406400936034817,0.13363000627141447,1.4801002740859985,34.72018051147461,0,0,0,0.0,0,0.3047030231450615
2,-83.99740837652082,44.96557309664786,240,0,0,0,0.14868080615997314,12.0,0.15163923799991608,0.17824971194689473,0.4942646622657776,0,0.0,0.7458333333333333,0.08266356906975521,0.0,0.0,0.0,0.0,0.9541666666666667,0.0,0.0,0.0,0.0016392135806956587,0.0033507184086677927,0.005700906738638878,0.0009406746248714626,0.0009360732277855277,0.0014507341974725326,0.07157708440208807,0.7465694546699524,13.410422325134277,0,0,0,0.0,0,0.24538409873694078
3,-29.965094781364787,26.543194971978664,72,0,1,1,0.19137144088745117,3.6,0.14813773334026337,0.2352024175019728,0.6620624661445618,0,0.0,0.6666666666666666,0.08524438575046822,0.05555555555555555,0.05555555555555555,0.0,0.0,0.9444444444444444,0.0,0.0,0.041666666666666664,-0.013279476205464685,0.003794655113274025,0.005699080415070057,0.0010958037520241407,0.0010616666404530406,0.0016113303912182648,0.1303047792106453,1.5700052976608276,35.44913864135742,0,0,0,0.0,0,0.28083133537673555
4,-54.270141067152466,47.83758723735809,15,0,1,0,0.3845520317554474,0.75,-0.005663663614541292,0.8119801918665568,0.8910155892372131,9,0.6,1.0,0.521125548945337,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,-0.17573576491468365,0.0037168014173706372,0.004984915256500244,0.0010091495389739672,0.0010321861753861108,0.0016514383256435393,0.0,0.0,0.0,0,0,0,0.0,0,0.023472516192373727
5,-50.409243104974536,50.932746687904,215,1,0,0,0.04797917604446411,10.75,0.15746955573558807,0.22153767904396668,0.5036180019378662,0,0.0,0.6790697674418604,0.03964203151154819,0.0,0.0,0.0,0.0,0.9627906976744186,0.0,0.0,0.0,0.006050430839007331,0.0038282345200693884,0.007771682925522327,0.0011224356285014817,0.001073306001896082,0.001605900372703408,0.15175645131357882,1.4664990901947021,33.87607192993164,0,0,0,0.0,0,0.1379185754434844
6,-39.47956177480951,31.296602902933955,240,0,0,0,0.1382041573524475,12.0,0.20777873694896698,0.12656334990945955,0.4180130958557129,0,0.0,0.5416666666666666,0.002731692956667638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.057778729054341144,0.003924458070347706,0.007772898301482201,0.0011367175378836692,0.0011140303569845856,0.0016468011812927823,0.11083583997872969,1.1217924356460571,20.07524299621582,0,0,0,0.0,0,0.33998702341413856
7,15.699890804729751,5.1805959939956665,38,1,0,0,0.047767169773578644,1.9000000000000001,0.31474342942237854,0.1260746756666585,0.19220532476902008,0,0.0,0.5263157894736842,0.009226309980016388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14551845085158832,0.004308003883220647,0.005821757018566132,0.0012685776394056646,0.001243280933091515,0.001767023343985018,0.15483619223691916,1.5082629919052124,22.353239059448242,0,0,0,0.0,0,0.2195994027006951
8,-9.008580188808782,18.31668341718614,121,1,0,0,0.05261353403329849,6.050000000000001,0.1980666071176529,0.14374821717766198,0.515833854675293,0,0.0,0.7272727272727273,0.050811960603133435,0.0,0.0,0.0,0.0,0.9752066115702479,0.0,0.0,0.0,0.048066622902383754,0.004410154524851929,0.006405833177268505,0.001284876176394707,0.001262701609102655,0.0018332027022011023,0.15543917475714664,1.4455922842025757,25.420873641967773,0,0,0,0.0,0,0.2876768869986992
9,-141.05036059902815,119.4471431709826,129,0,1,1,0.1964719295501709,6.45,-0.0013324340106919408,0.33387997651169465,0.8347651958465576,22,0.17054263565891473,0.9069767441860465,0.24615240117046383,0.24031007751937986,0.24031007751937986,0.0,0.0,0.7054263565891473,0.0,0.0,0.23255813953488372,-0.16126924535904016,0.004614111404259538,0.008177381008863449,0.0013659047107248343,0.0013216564056369685,0.0018954850126837576,0.06335580387232147,1.0475834608078003,25.097370147705078,0,0,0,0.0,0,0.08561910235296297
10,-53.65609837040681,53.867199178785086,208,1,0,0,0.049433160573244095,10.4,0.1514386683702469,0.23942728326297724,0.5271723866462708,0,0.0,0.8461538461538461,0.12450650913246694,0.0,0.0,0.0,0.0,0.9855769230769231,0.0,0.0,0.0,0.0014386723113398725,0.004404645851956537,0.006668909452855587,0.0013069592577476914,0.0012491556341186739,0.0018180927055744599,0.14372876226060236,1.3728671073913574,20.625465393066406,0,0,0,0.0,0,0.20369317730438674
11,8.48536767877459,9.59589870274067,57,1,0,0,0.053704164922237396,2.85,0.26984450221061707,0.15454161402426267,0.2507801353931427,0,0.0,0.5263157894736842,0.006779172360663458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1151091593705427,0.004400059368396015,0.012856220826506615,0.0014301008430489322,0.001196126813036308,0.001744848659686875,0.18681762387093745,1.7093874216079712,47.340248107910156,0,0,0,0.0,0,0.16784555358164743
12,-14.747300210485289,23.124651566147804,72,1,0,0,0.05260995030403137,3.6,0.16277442872524261,0.3031032176481353,0.5171562433242798,0,0.0,0.7361111111111112,0.01063788477403623,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.012774447234596059,0.0036960479337722063,0.005270974710583687,0.001072195061068568,0.0010400059788177411,0.0015594103606417775,0.19974660619886386,1.73582923412323,43.298919677734375,0,0,0,0.0,0,0.300266770010418
13,2.100752015824611,18.598829470574856,78,1,0,0,0.05191381275653839,3.9000000000000004,0.18144144117832184,0.23232178122569352,0.39134037494659424,0,0.0,0.48717948717948717,0.0008058014114688014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0314414199403473,0.003324087410687636,0.0053444476798176765,0.0009317031392875391,0.0009432806131931451,0.0014260410068508906,0.10199167142407252,1.0086997747421265,20.066686630249023,0,0,0,0.0,0,0.12732721899058416
14,-72.72106844230555,44.74217866361141,240,0,0,0,0.19736547768115997,12.0,0.13905508816242218,0.17842793055654813,0.634295642375946,0,0.0,0.7083333333333334,0.0952705748497586,0.041666666666666664,0.041666666666666664,0.0,0.0,0.95,0.0,0.0,0.041666666666666664,-0.01473242984914594,0.003627668713064243,0.007811578921973705,0.0010402593101995687,0.001019627651354919,0.0015431818707535665,0.10391442792800566,1.1287263631820679,23.758806228637695,0,0,0,0.0,0,0.2054846579334847
15,-54.46319752331179,38.742313381284475,240,0,0,0,0.19864916801452637,12.0,0.18949271738529205,0.1538776634649063,0.40820565819740295,0,0.0,0.6458333333333334,0.01107648558643471,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.02601442970745088,0.004253182203198472,0.006642663851380348,0.0012575014145113528,0.0012150121270678937,0.001751415047328919,0.20788787628213565,1.835296630859375,55.031002044677734,0,0,0,0.0,0,0.029018166766859865
16,2.085803153360896,11.621023843064904,113,1,0,0,0.04783140867948532,5.65,0.269578218460083,0.10049154655595796,0.2801842987537384,0,0.0,0.8407079646017699,0.08113250665990733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11957823324029751,0.005102617188101321,0.0076477378606796265,0.0015489513186358772,0.0014558247232859113,0.0020628742362677525,0.1221157314041547,1.2940245866775513,21.296451568603516,0,0,0,0.0,0,0.25450318340892064
17,-64.2765211578205,44.60493042692542,240,0,0,0,0.19931472837924957,12.0,0.15199527144432068,0.17871217040034632,0.5067964196205139,0,0.0,0.7875,0.08092858687745566,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.001995280344459255,0.004768185942278554,0.006208557635545731,0.0014668513671495021,0.0013635278407794734,0.0019051274517551064,0.08273068227572367,0.8969535827636719,22.209001541137695,0,0,0,0.0,0,0.2665228116481846
