episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,18.201178514776803,5.912246763706207,17,1,0,0,0,,,nan,0,0.053874313831329346,0.8500000000000001,0.21900993585586548,0.2707022980732076,0.3924142122268677,0,0.0,0.9411764705882353,0.1161885719425611,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.058823529411764705,0.0,0.023010032297364563,0.01482269397991545,0.18109125271439552,0.001159960951875238,0.001149041359038914,0.012484775417867829,0.2003905203412561,1.906550407409668,39.81856155395508,0,0,0,0.0,0,0.09843905129639821
1,-161.00523094131566,80.55570589005947,71,0,1,0,1,3,upper_arm_link,0.0022912157214294467,1,0.825929582118988,3.5500000000000003,0.030051270499825478,0.401218846545253,0.8512213826179504,14,0.19718309859154928,0.8309859154929577,0.22305895430209147,0.30985915492957744,0.30985915492957744,0.0,0.0,0.647887323943662,0.0,0.0,0.28169014084507044,-0.13234005118461822,0.004022289474140591,0.00645691342651844,0.0011532093253983579,0.0011237766593694687,0.0017170353438442862,0.07505125847553283,1.494834542274475,39.64517593383789,0,0,0,0.0,0,0.13371146228507835
2,9.309756099155088,14.145835593342781,56,1,0,0,0,,,nan,0,0.05328907072544098,2.8000000000000003,0.2005302906036377,0.24168250949255057,0.36405983567237854,0,0.0,0.7321428571428571,0.10308380448004227,0.0,0.0,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,0.050530285095126,0.0041447724880916735,0.005796235054731369,0.0011859663895198277,0.0011886229871639184,0.0017419983466554964,0.12467950619091946,1.2146114110946655,22.98628044128418,0,0,0,0.0,0,0.16312204921191964
3,-66.2251790186458,40.0938994307071,240,0,0,0,0,,,nan,0,0.26429957151412964,12.0,0.1695457249879837,0.16175125317337613,0.5133375525474548,0,0.0,0.5583333333333333,0.013856179392066736,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.01954572513249861,0.003856994681215535,0.0080059003084898,0.0011043571517802774,0.0010897706961259246,0.0016361317054058115,0.10068266675419485,1.0553933382034302,15.58266830444336,0,0,0,0.0,0,0.4223417839300353
4,-86.73943338842962,48.39804498851299,240,0,0,0,0,,,nan,0,0.25508761405944824,12.0,0.13636574149131775,0.19507910932103792,0.5784129500389099,0,0.0,0.6416666666666667,0.0972853227642458,0.1125,0.10833333333333334,0.0,0.004166666666666667,0.875,0.0,0.004166666666666667,0.1,-0.013634250918924534,0.004208520986139774,0.13866321928799152,0.0010411058009291688,0.0010277578956447541,0.0021143495105206966,0.09779125129959236,1.084774136543274,23.880002975463867,0,0,0,0.0,0,0.35910757761180145
5,14.504285212236091,6.242198869585991,55,1,0,0,0,,,nan,0,0.05133375898003578,2.75,0.29345425963401794,0.10337466340173375,0.2441590428352356,0,0.0,0.8545454545454545,0.019667596142808955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13532356341564133,0.004121522215956992,0.0053591858595609665,0.001200008104470643,0.0011492921886118975,0.001742607642981139,0.21889804594896056,2.0650460720062256,73.2740249633789,0,0,0,0.0,0,0.18552869589620247
6,-83.03913892721341,47.275605134665966,240,0,0,0,0,,,nan,0,0.33748874068260193,12.0,0.16954845190048218,0.18780961755352715,0.4887893795967102,0,0.0,0.8166666666666667,0.1688673448126976,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,0.018889803692100388,0.004148061596788466,0.006215969100594521,0.0012063092707345882,0.001152850524522364,0.0017602357625340422,0.12268552048675095,1.2105270624160767,24.408048629760742,0,0,0,0.0,0,0.4059506960307865
7,-68.65898910614966,62.16286736726761,18,0,1,1,0,,,nan,1,0.3534010052680969,0.9,-0.003977044019848108,0.8199520707130432,0.8588609099388123,13,0.7222222222222222,1.0,0.48047143611719445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1726325042459695,0.0030276935754550826,0.004980813711881638,0.0011572547567387421,0.0011171411412457626,0.0007259969909985861,0.0,0.0,0.0,0,0,0,0.0,1,-0.0024390013154703405
8,-64.04553912562892,75.49929640814662,129,1,0,0,0,,,nan,0,0.04600105434656143,6.45,0.07747427374124527,0.25179485023714776,0.8567807078361511,14,0.10852713178294573,0.751937984496124,0.11400453530997497,0.18604651162790697,0.18604651162790697,0.0,0.0,0.8062015503875969,0.0,0.0,0.17829457364341086,-0.07262748785826914,0.003726303238104018,0.026599004864692688,0.0011891395055739454,0.0010411742381578268,0.0014700448039428207,0.11228735798377862,1.2136350870132446,17.6830997467041,0,0,0,0.0,0,0.010157300323719337
9,16.049365058758504,7.512655153870583,25,1,0,0,0,,,nan,0,0.052264582365751266,1.25,0.21316514909267426,0.2311155903339386,0.4126555025577545,0,0.0,0.72,0.01757900803626811,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.039008427883132774,0.004039554037153721,0.005116423591971397,0.0011767163872718812,0.001109129749238491,0.0017259511351585387,0.2017803058028221,1.8277587890625,31.30814552307129,0,0,0,0.0,0,0.12012440983329378
