episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk
10,-122.26254479651854,120.47549478895962,195,1,0,0,0.054321855306625366,9.75,0.09812124818563461,0.3082699122432715,0.8415421843528748,19,0.09743589743589744,0.717948717948718,0.11840010734047403,0.0,0.0,0.0,0.0,0.9897435897435898,0.12307692307692308,-0.0557746600957974,0.0037663113373594408,0.15653072565985032,1.5366947650909424,28.635616302490234
11,8.501617783264253,9.559597164392471,57,1,0,0,0.052692536264657974,2.85,0.2700175344944,0.15410082225213972,0.24566227197647095,0,0.0,0.15789473684210525,0.00018679465615782453,0.0,0.0,0.0,0.0,1.0,0.0,0.14659019022949954,0.0037892356580286695,0.18661386630775637,1.7275352478027344,48.394412994384766
12,-14.606156435526476,23.1133993268013,72,1,0,0,0.051764413714408875,3.6,0.1629493087530136,0.3028943424837457,0.5489152669906616,0,0.0,0.5555555555555556,0.004589654299584436,0.0,0.0,0.0,0.0,1.0,0.0,0.042949337543473354,0.003570019784900877,0.1870575328874919,1.6698533296585083,41.88471221923828
13,-6.4116505835536195,26.469447158277035,106,1,0,0,0.05368456989526749,5.300000000000001,0.16946403682231903,0.24524272809613426,0.42658594250679016,0,0.0,0.3584905660377358,0.006590567371067951,0.0,0.0,0.0,0.0,1.0,0.0,0.04946402979057507,0.003679406706173465,0.11666101737404769,1.1040101051330566,21.293760299682617
14,-73.52537527155745,44.5856268517673,240,0,0,0,0.22726526856422424,12.0,0.14091379940509796,0.17748660345872244,0.6030540466308594,0,0.0,0.6083333333333333,0.08344904188878305,0.0,0.0,0.0,0.0,0.9708333333333333,0.0,0.013242389313321001,0.0035350053183113533,0.1026436394546181,1.0300846099853516,20.44767951965332
15,-60.580110340122054,47.01562732830644,240,0,0,0,0.14960314333438873,12.0,0.14500854909420013,0.18609414687380194,0.6854251027107239,0,0.0,0.1875,0.0001582229619626559,0.0,0.0,0.0,0.0,1.0,0.0,0.013011300721404051,0.0036028866345683736,0.20011761410472292,1.8319159746170044,51.12400817871094
16,1.9922884560159169,11.698270175606012,113,1,0,0,0.04808700829744339,5.65,0.2689644396305084,0.10118771753216212,0.28121158480644226,0,0.0,0.7787610619469026,0.07355487787455839,0.0,0.0,0.0,0.0,1.0,0.0,0.14896444836957945,0.0037512420388185874,0.1285455874867935,1.3871657848358154,25.20429229736328
17,-44.118164752795565,48.455184139311314,233,1,0,0,0.05143430083990097,11.65,0.12294208258390427,0.2001978597591747,0.7626871466636658,0,0.0,0.45064377682403434,0.044257541927667905,0.0,0.0,0.0,0.0,0.9914163090128756,0.0,0.0029420813489496878,0.0034942974620238904,0.1129709183210467,1.1634935140609741,27.639432907104492
18,18.381614533254755,4.309774458408356,27,1,0,0,0.0508863665163517,1.35,0.29355907440185547,0.14883655420056097,0.20145268738269806,0,0.0,0.2962962962962963,2.835052395277424e-07,0.0,0.0,0.0,0.0,1.0,0.0,0.1673193723856003,0.0034798364741382777,0.20090153537414693,1.9011311531066895,32.229129791259766
19,-104.75672623251049,57.85615701973438,240,0,0,0,0.4537079334259033,12.0,0.13330672681331635,0.23336934708058835,0.6587982177734375,0,0.0,0.5625,0.04311472322592793,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.013306702767939604,0.0037885324680246414,0.12856231294960405,1.3577395677566528,39.09505081176758
