episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk
0,-8.153679780380472,21.90543692559004,103,1,0,0,0.04718105122447014,5.15,0.18239779770374298,0.20021565594864124,0.5167598128318787,0,0.0,0.7864077669902912,0.03662939346081147,0.0,0.0,0.0,0.0,0.941747572815534,0.0,0.062397812596738156,0.007149744001262396,0.16382843067923797,1.5601178407669067,42.026676177978516
1,-76.56317495010877,53.03920796699822,240,0,0,0,0.10043735057115555,12.0,0.13472327589988708,0.2047378519317135,0.660295307636261,0,0.0,0.875,0.14300604413962315,0.0,0.0,0.0,0.0,0.95,0.058333333333333334,-0.005087198921000069,0.006504243507515639,0.123365382438836,1.172812581062317,22.253013610839844
2,-84.89996778938064,45.383522080257535,240,0,0,0,0.15494582056999207,12.0,0.1469051092863083,0.18010121992168326,0.5692839622497559,0,0.0,0.7458333333333333,0.08786037580351463,0.0,0.0,0.0,0.0,0.9708333333333333,0.0,0.02343534981081624,0.005169532440292338,0.07358978891085523,0.7623140215873718,13.697539329528809
3,-27.691652784535435,24.095263220369816,66,0,1,1,0.22294266521930695,3.3000000000000003,0.15371717512607574,0.22380014429941322,0.5977746844291687,0,0.0,0.6363636363636364,0.018837101296558505,0.0,0.0,0.0,0.0,0.9848484848484849,0.0,0.01892285540284283,0.0051798049614510755,0.12114859214334776,1.1919193267822266,19.505088806152344
4,-20.424843475169965,24.75388670526445,117,1,0,0,0.05155380815267563,5.8500000000000005,0.14980973303318024,0.19134454177612933,0.6477903723716736,0,0.0,0.6923076923076923,0.04274636832289844,0.0,0.0,0.0,0.0,1.0,0.0,0.004760491503981834,0.005157462154061367,0.15065781116230875,1.401075839996338,27.063140869140625
5,-73.63885151120581,51.94440372288227,240,0,0,0,0.12795765697956085,12.0,0.15126658976078033,0.20276251926552505,0.567564070224762,0,0.0,0.6291666666666667,0.030774368865842616,0.0,0.0,0.0,0.0,0.9833333333333333,0.0,0.025372933764438443,0.0056465183811572695,0.1484856539949154,1.4314725399017334,32.29422378540039
6,-39.479162449418816,31.2952693477273,240,0,0,0,0.13818928599357605,12.0,0.2077776938676834,0.12655833265744149,0.4180130064487457,0,0.0,0.5416666666666666,0.0027304957610241195,0.0,0.0,0.0,0.0,1.0,0.0,0.08777769302711363,0.006108637580958505,0.11083448689896613,1.1217923164367676,20.07820701599121
7,15.699897500286678,5.18059815466404,38,1,0,0,0.04776685684919357,1.9000000000000001,0.31474342942237854,0.12607472389936447,0.19220541417598724,0,0.0,0.5263157894736842,0.009226365646633108,0.0,0.0,0.0,0.0,1.0,0.0,0.17551839413412434,0.006855109534961612,0.1548358652936785,1.5082615613937378,22.353214263916016
8,-8.88908022520966,18.21122901327908,121,1,0,0,0.05210854113101959,6.050000000000001,0.20160536468029022,0.14288091176181786,0.5158334374427795,0,0.0,0.7272727272727273,0.05097641983847315,0.0,0.0,0.0,0.0,0.9752066115702479,0.0,0.081605371238748,0.006858686693320589,0.1558821784824995,1.4481031894683838,25.34069061279297
9,-245.4542405499456,207.78096552565694,240,0,0,0,0.46387654542922974,12.0,0.07259543240070343,0.3359163077082485,0.8231126666069031,41,0.17083333333333334,0.9333333333333333,0.2603905599956453,0.2125,0.0,0.2125,0.0,0.75,0.18333333333333332,-0.047407360633324985,0.04850678550622736,0.06457627898392578,0.9913226366043091,22.850297927856445
10,-51.499403587095536,54.20257308706641,193,1,0,0,0.05468330159783363,9.65,0.12720631062984467,0.2608606991276068,0.7047709226608276,0,0.0,0.8601036269430051,0.12124318472116517,0.0,0.0,0.0,0.0,0.9896373056994818,0.06735751295336788,-0.023874974894674106,0.005181591311189795,0.1377528778282163,1.3358657360076904,22.562339782714844
11,8.485353562166626,9.595907226204872,57,1,0,0,0.05370455980300903,2.85,0.26984450221061707,0.154541766565097,0.25078269839286804,0,0.0,0.5263157894736842,0.006779106604365494,0.0,0.0,0.0,0.0,1.0,0.0,0.1451091674057694,0.005541053763999228,0.18681976244899265,1.7094056606292725,47.34101867675781
12,-19.335920511841493,26.259040785953403,123,1,0,0,0.04934203624725342,6.15,0.1809471696615219,0.20286680202234567,0.472453773021698,0,0.0,0.6666666666666666,0.033312292466193605,0.0,0.0,0.0,0.0,0.967479674796748,0.0,0.06094713626864384,0.0051129812420141404,0.14002402441772988,1.4020158052444458,34.145164489746094
