episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s
10,-163.24876686071832,137.9323219936341,240,0,0,0,0.20885291695594788,12.0,0.11602575331926346,0.2434915153387313,0.8087061047554016,26,0.10833333333333334,0.7958333333333333,0.09603744315231073,0.0,0.0,0.0,0.0,0.95,0.125,-0.011606506852035847,0.004933895884702603,0.10720385284124252,1.1288385391235352,17.561166763305664,1,1,41,2.0500000000000003
11,-47.62646464558203,61.737428907305,81,1,0,0,0.05428477004170418,4.05,0.1113966703414917,0.3686341056255279,0.8117636442184448,10,0.12345679012345678,0.32098765432098764,0.003227599667685416,0.0,0.0,0.0,0.0,1.0,0.2716049382716049,-0.03266020516826093,0.0054753643380087095,0.12097942760720114,1.2652230262756348,19.825672149658203,1,1,24,1.2000000000000002
12,-114.37530057476097,74.57358209602535,240,0,0,0,0.259644091129303,12.0,0.11449114233255386,0.19754579428117722,0.81516033411026,8,0.03333333333333333,0.7083333333333334,0.05193774889806906,0.0,0.0,0.0,0.0125,0.9791666666666666,0.05,-0.012331519354375042,0.009592601016629487,0.14947497517957042,1.3841642141342163,25.29033851623535,1,1,16,0.8
13,6.789618774785588,10.513163447380066,52,1,0,0,0.054902754724025726,2.6,0.23684535920619965,0.1948602398714194,0.2560170888900757,0,0.0,0.8846153846153846,0.10716740027847484,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.11684536306153104,0.004535007272632076,0.1246869180064935,1.2125420570373535,19.927953720092773,0,0,0,0.0
14,6.998794295075335,14.882665000855923,45,1,0,0,0.0540095679461956,2.25,0.1433534175157547,0.3162532798118062,0.6148778200149536,0,0.0,0.35555555555555557,0.0014250787116998518,0.0,0.0,0.0,0.0,1.0,0.0,0.02433564517233605,0.004678202648129728,0.12976894026829136,1.2595317363739014,20.820478439331055,0,0,0,0.0
15,-74.48968447895292,52.13177282549441,240,0,0,0,0.3008790612220764,12.0,0.13938464224338531,0.20949851630721242,0.561363935470581,0,0.0,0.5041666666666667,0.013889299027024442,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.01938464230956838,0.005188443822165331,0.10575190833381688,1.1123363971710205,16.371524810791016,0,0,0,0.0
16,-41.03248705531728,35.2733251452446,7,0,1,0,0.5181923508644104,0.35000000000000003,-0.013724611140787601,0.896189272403717,0.9026117920875549,7,1.0,1.0,0.35000000067540765,1.0,0.0,1.0,0.0,0.0,1.0,-0.15948284898984313,0.23338529946548597,0.0,0.0,0.0,1,0,7,0.35000000000000003
17,-4.589472563288556,23.11394450441003,80,1,0,0,0.05275655537843704,4.0,0.14620567858219147,0.27119358596391974,0.5962844491004944,0,0.0,0.45,0.0022717978927312,0.0,0.0,0.0,0.0,1.0,0.0,0.026205664199866863,0.005889033782295883,0.1025254847947508,1.1014251708984375,24.203506469726562,0,0,0,0.0
18,7.67223638422082,7.0474118664860725,49,1,0,0,0.04613792151212692,2.45,0.2604060173034668,0.14010285251602836,0.2971413731575012,0,0.0,0.46938775510204084,0.005234499571896071,0.0,0.0,0.0,0.0,1.0,0.0,0.14780204713202744,0.004715182514367055,0.159239513305377,1.4522802829742432,28.319393157958984,0,0,0,0.0
19,5.333055520594591,18.34536435455084,59,1,0,0,0.05347776785492897,2.95,0.17072491347789764,0.2920082008181992,0.4329250454902649,0,0.0,0.8813559322033898,0.12958387547431438,0.0,0.0,0.0,0.0,0.9830508474576272,0.0,0.04777261620781806,0.005233142603883299,0.10628247810369831,1.1506989002227783,18.40656089782715,0,0,0,0.0
