episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s
0,-9.371461568842744,22.963005058467388,104,1,0,0,0.045516081154346466,5.2,0.17959116399288177,0.20829994206388408,0.527675986289978,0,0.0,0.7019230769230769,0.01856370040782471,0.0,0.0,0.0,0.0,0.9519230769230769,0.0,0.0595911662984476,0.005243158406721285,0.16273636841931596,1.546421766281128,43.29103469848633,0,0,0,0.0
1,-132.33843352953426,105.83335714787245,240,0,0,0,0.10532889515161514,12.0,0.10781771689653397,0.22929138975062718,0.8237566947937012,16,0.06666666666666667,0.8666666666666667,0.11944772212470721,0.0,0.0,0.0,0.0,0.9625,0.08333333333333333,-0.02834798108829034,0.0038397210960586865,0.11313356911220278,1.1046119928359985,24.59519386291504,1,1,22,1.1
2,-123.78872228441175,74.82321272417903,181,1,0,0,0.052932966500520706,9.05,0.1264052838087082,0.3920938725588401,0.7600835561752319,0,0.0,0.4585635359116022,0.03569133691577447,0.0,0.0,0.0,0.0,1.0,0.03314917127071823,-0.0044503925911088815,0.003821159198427398,0.06339436881398545,0.771759569644928,16.87122917175293,1,1,18,0.9
3,-26.355301749061425,23.59660867601633,65,0,1,1,0.18729643523693085,3.25,0.15441150963306427,0.22052280524602302,0.625352144241333,0,0.0,0.6307692307692307,0.011790953539086225,0.0,0.0,0.0,0.0,1.0,0.0,0.021464214627211875,0.0033807671987093413,0.13146149369959648,1.2418440580368042,19.704753875732422,0,0,0,0.0
4,-257.4561874400049,205.54940531216562,240,0,0,0,0.18583492934703827,12.0,0.08680623024702072,0.37276690499080967,0.8382472395896912,37,0.15416666666666667,0.6125,0.04446389705971635,0.0,0.0,0.0,0.0,0.9875,0.26666666666666666,-0.0787638042542586,0.0036629801189216474,0.11178071341831432,1.1521118879318237,20.873838424682617,1,1,71,3.5500000000000003
5,-80.01516513018304,55.89682409726083,240,0,0,0,0.1753614842891693,12.0,0.12564007937908173,0.21958761798062673,0.7717193365097046,0,0.0,0.625,0.028354696569047044,0.0,0.0,0.0,0.0,0.9875,0.004166666666666667,-0.0012499901898008758,0.004390365052192161,0.13076689025619997,1.3160347938537598,31.67650604248047,1,1,5,0.25
6,-39.479162449418816,31.2952693477273,240,0,0,0,0.13818928599357605,12.0,0.2077776938676834,0.12655833265744149,0.4180130064487457,0,0.0,0.5416666666666666,0.0027304957610241195,0.0,0.0,0.0,0.0,1.0,0.0,0.08777769302711363,0.004742528420562545,0.11083448689896613,1.1217923164367676,20.07820701599121,0,0,0,0.0
7,15.699897500286678,5.18059815466404,38,1,0,0,0.04776685684919357,1.9000000000000001,0.31474342942237854,0.12607472389936447,0.19220541417598724,0,0.0,0.5263157894736842,0.009226365646633108,0.0,0.0,0.0,0.0,1.0,0.0,0.17551839413412434,0.0035250302600233177,0.1548358652936785,1.5082615613937378,22.353214263916016,0,0,0,0.0
8,-9.32991842493026,18.558336313813925,121,1,0,0,0.053349316120147705,6.050000000000001,0.1921791285276413,0.14574349711626028,0.5374682545661926,0,0.0,0.7024793388429752,0.05160754078072917,0.0,0.0,0.0,0.0,0.9752066115702479,0.0,0.07217913461894249,0.004876399066391562,0.15279531843713984,1.4235175848007202,25.1689453125,0,0,0,0.0
9,-166.2309915651022,115.57570927962661,240,0,0,0,0.32895901799201965,12.0,0.11031229048967361,0.2691268655626724,0.814325213432312,16,0.06666666666666667,0.85,0.128419575879582,0.0,0.0,0.0,0.0,0.9541666666666667,0.11666666666666667,-0.024286404196288802,0.003840526135172695,0.06652545495599042,0.7613145709037781,12.971428871154785,1,1,38,1.9000000000000001
10,-123.07390163318617,122.94239430129528,192,1,0,0,0.05345993489027023,9.600000000000001,0.10165607184171677,0.29666555315877,0.8400783538818359,21,0.109375,0.7552083333333334,0.08219697880852234,0.0,0.0,0.0,0.0,0.984375,0.13541666666666666,-0.050189147323134176,0.0035863434119770923,0.1280044192923621,1.322989821434021,24.092018127441406,1,1,30,1.5
11,8.485353562166626,9.595907226204872,57,1,0,0,0.05370455980300903,2.85,0.26984450221061707,0.154541766565097,0.25078269839286804,0,0.0,0.5263157894736842,0.006779106604365494,0.0,0.0,0.0,0.0,1.0,0.0,0.1451091674057694,0.004389870797463676,0.18681976244899265,1.7094056606292725,47.34101867675781,0,0,0,0.0
12,-19.30434551990474,26.495055789127946,121,1,0,0,0.05080575868487358,6.050000000000001,0.17074455320835114,0.20769703589872388,0.47864341735839844,0,0.0,0.47107438016528924,0.01821113264793326,0.0,0.0,0.0,0.0,0.9752066115702479,0.0,0.05074451579412176,0.0042223133654756976,0.1285078262964125,1.2953829765319824,31.969284057617188,0,0,0,0.0
13,-5.615766817389183,25.74817953258753,106,1,0,0,0.04454570636153221,5.300000000000001,0.1748913675546646,0.2384028086825362,0.37047213315963745,0,0.0,0.33962264150943394,0.00556816727055885,0.0,0.0,0.0,0.0,1.0,0.0,0.054891391656342436,0.004370513354551117,0.08589233303407454,0.8655341863632202,14.974198341369629,0,0,0,0.0
14,-74.60665063155301,45.45096347108483,240,0,0,0,0.22156833112239838,12.0,0.12950946390628815,0.18134864203166218,0.7007080912590027,0,0.0,0.7166666666666667,0.06841745411015768,0.0,0.0,0.0,0.0,0.95,0.0,0.007177690162845973,0.004972908948548138,0.0919637974894916,0.9122865796089172,16.210037231445312,0,0,0,0.0
15,-55.93690054735862,38.95637428946793,240,0,0,0,0.20800961554050446,12.0,0.1875462681055069,0.1547451073070988,0.41335436701774597,0,0.0,0.6041666666666666,0.009545897114079481,0.0,0.0,0.0,0.0,1.0,0.0,0.054053860494395395,0.004650754240962366,0.18042688076384367,1.6701396703720093,51.47926330566406,0,0,0,0.0
16,2.0858020355378066,11.621025225147605,113,1,0,0,0.047831397503614426,5.65,0.2695781886577606,0.100491556215339,0.2801842987537384,0,0.0,0.8407079646017699,0.08113252761541132,0.0,0.0,0.0,0.0,1.0,0.0,0.1495781906972552,0.005160148758276374,0.12211571529144997,1.2940243482589722,21.29644775390625,0,0,0,0.0
17,-43.32463757716717,48.33312054909766,238,1,0,0,0.0547214113175869,11.9,0.1393335461616516,0.19561523094209804,0.608178973197937,0,0.0,0.5252100840336135,0.039381707139685425,0.0,0.0,0.0,0.0,0.9915966386554622,0.0,0.019333545531694585,0.004802623294106051,0.09954815744931082,1.004118800163269,24.993192672729492,0,0,0,0.0
18,18.200830082978065,4.504540346562862,28,1,0,0,0.048993486911058426,1.4000000000000001,0.2928416430950165,0.14990439718323095,0.2089337557554245,0,0.0,0.7142857142857143,0.01411113465585677,0.0,0.0,0.0,0.0,1.0,0.0,0.16592714400882208,0.005345316104856985,0.19778493219720467,1.8001368045806885,28.21543312072754,0,0,0,0.0
19,-92.46154307342593,52.07884641736746,240,0,0,0,0.4338955879211426,12.0,0.137639120221138,0.20982919906576475,0.5755927562713623,0,0.0,0.5208333333333334,0.031532872855308036,0.0,0.0,0.0,0.0,0.9875,0.0,0.017639122605915103,0.00650540468050167,0.10258882303411762,1.1319267749786377,33.34881591796875,0,0,0,0.0
