episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-97.13625846170731,90.67427873425186,130,0,1,0,1,6,wrist_2_link,0.002051450192043249,1,0.22516055405139923,6.5,0.0003199970815330744,0.32569096670127834,0.8778475522994995,12,0.09230769230769231,0.9846153846153847,0.22849252119066002,0.14615384615384616,0.13846153846153847,0.0,0.0,0.8538461538461538,0.0,0.007692307692307693,0.12307692307692308,-0.15659441458995663,0.005981155499242819,0.1590308267623186,0.0014491434423969341,0.0013938239918878446,0.0031050616015608494,0.09896858228513827,1.254348874092102,28.061567306518555,0,0,0,0.0,0,0.09843905129639821
1,-116.06290198558617,62.44185628555715,240,0,0,0,0,,,nan,0,0.3173880875110626,12.0,0.1507607102394104,0.2460377940364803,0.5095162987709045,0,0.0,0.7,0.07084347365699295,0.0,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.0007606738737987173,0.005062844468435894,0.009594127535820007,0.0014869168129128714,0.0014233010549408694,0.002117811089071135,0.14801300733815878,1.3574997186660767,26.008073806762695,0,0,0,0.0,0,0.13371146228507835
2,-46.35181298252523,39.53358522243798,240,0,0,0,0,,,nan,0,0.12279966473579407,12.0,0.23515981435775757,0.15696544335223733,0.2709513008594513,0,0.0,0.8208333333333333,0.054072275151058266,0.0,0.0,0.0,0.0,0.9875,0.0,0.0,0.0,0.08515981598218195,0.0049579458272395035,0.007343558594584465,0.0014528778459255893,0.0013995127092736462,0.002071111381519586,0.13640233023713033,1.3285008668899536,25.2484188079834,0,0,0,0.0,0,0.16312204921191964
3,-16.12235510327783,22.634718045592308,64,1,0,0,0,,,nan,0,0.052103955298662186,3.2,0.15571139752864838,0.33234920632094145,0.5311263799667358,0,0.0,0.828125,0.03904207285496801,0.0,0.0,0.0,0.0,0.953125,0.0,0.0,0.0,0.005711372263562803,0.00512288196478039,0.006342455744743347,0.001509023946709931,0.001466073328629136,0.0021124616323504597,0.17076076880039182,1.5590273141860962,28.153562545776367,0,0,0,0.0,0,0.4223417839300353
4,-113.34233117802687,55.866224851459265,240,0,0,0,0,,,nan,0,0.4532898962497711,12.0,0.15160255134105682,0.22123784370099506,0.5165597796440125,0,0.0,0.9916666666666667,0.21586784178485463,0.008333333333333333,0.004166666666666667,0.0,0.004166666666666667,0.9333333333333333,0.0,0.004166666666666667,0.004166666666666667,-0.0012600366032324561,0.005862766958307475,0.20398005191236734,0.0014592848174894849,0.0014119779923930764,0.002957819344010204,0.0768258007466405,0.9724514484405518,28.114660263061523,0,0,0,0.0,0,0.35910757761180145
5,-127.98750106251977,20.83679752610624,240,0,0,0,0,,,nan,0,0.507771909236908,12.0,0.2708021104335785,0.08354067753534763,0.25541171431541443,0,0.0,0.9041666666666667,0.16376310246443754,0.0,0.0,0.0,0.0,0.9833333333333333,0.0,0.0,0.0,0.11653506375015274,0.005238956861042728,0.007170875556766987,0.001566776093871643,0.0014776077858793238,0.002158993921087434,0.10377032002822185,1.1421970129013062,20.487855911254883,0,0,0,0.0,0,0.18552869589620247
6,-147.6750630895506,113.32475148141384,240,0,0,0,0,,,nan,0,0.3110196590423584,12.0,0.08412659913301468,0.2653639596964543,0.8501200079917908,15,0.0625,0.8708333333333333,0.15794861763820933,0.10416666666666667,0.10416666666666667,0.0,0.0,0.8416666666666667,0.0,0.0,0.1,-0.0658813132825887,0.005041920257887493,0.02141188643872738,0.0015006830100901425,0.001435841127143552,0.002071105580156048,0.14544137195140744,1.53738534450531,32.86314392089844,0,0,0,0.0,0,0.4059506960307865
7,-68.65898910614966,62.16286736726761,18,0,1,1,0,,,nan,1,0.3534010052680969,0.9,-0.003977044019848108,0.8199520707130432,0.8588609099388123,13,0.7222222222222222,1.0,0.4534299714015508,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1726325042459695,0.004034831602540281,0.006049858406186104,0.001579847445504533,0.0015379091103871663,0.0008806512794560856,0.0,0.0,0.0,0,0,0,0.0,1,-0.0024390013154703405
8,-150.93861644721832,108.2913717199117,240,0,0,0,0,,,nan,0,0.31321659684181213,12.0,0.07747427374124527,0.2627299442421645,0.8567807078361511,14,0.058333333333333334,0.7791666666666667,0.06397854763039948,0.10416666666666667,0.10416666666666667,0.0,0.0,0.8875,0.0,0.0,0.09583333333333334,-0.07262748785826914,0.004990191361866891,0.009214702062308788,0.0015221945048930743,0.0014698455925099552,0.001963161250265936,0.16779726463525246,1.662131428718567,39.34822082519531,0,0,0,0.0,0,0.010157300323719337
9,-73.2198643481073,87.51923510432243,70,1,0,0,0,,,nan,0,0.05419594794511795,3.5,0.05300925299525261,0.43589847002710613,0.8755209445953369,18,0.2571428571428571,0.7428571428571429,0.22924027118953078,0.3,0.3,0.0,0.0,0.7,0.0,0.0,0.35714285714285715,-0.09708540525331595,0.004724121160273041,0.009068750776350498,0.0014325060349489962,0.0014496241030948502,0.0018089253455400467,0.13432021087833812,1.6188699007034302,35.371360778808594,0,0,0,0.0,0,0.12012440983329378
