step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,lambda,alpha,replay_size
500,200000,2,20,-0.2035474231598102,0.0,-4.190297673047345,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.20000000298023224,500
1000,200000,4,40,-1.1325527002879254,0.0,-41.44876840627795,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.19993998110294342,1000
1500,200000,6,60,-0.8378687608668588,0.0,-29.095537068915156,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.1722155064344406,1500
2000,200000,8,80,-0.045158767896256224,0.0,-14.79434195204768,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.1487785428762436,2000
2500,200000,10,100,-0.3740960068596105,0.0,-40.13017974934167,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.12869323790073395,2500
3000,200000,12,120,0.03316846683730546,0.0,-31.47734781839164,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.11160275340080261,3000
3500,200000,14,140,-0.007586785386757811,0.0,-5.576599593394423,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.09701889753341675,3500
4000,200000,16,160,-0.14034887201694674,0.0,-8.685781462544956,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.08440983295440674,4000
4500,200000,19,70,-0.17535000265134562,0.0,-4.645488716772645,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.07350315898656845,4500
5000,200000,22,60,0.004216012511305069,0.0,-2.1180343696587314,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.06395447999238968,5000
5500,200000,25,171,-0.10325284458658424,0.0,-16.713082135387815,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.05567777529358864,5500
6000,200000,28,126,-0.3718492787742983,0.0,-20.244583511372824,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.04848022013902664,6000
6500,200000,32,55,-0.3079619781097074,0.0,-8.699001318590076,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.04231083393096924,6500
7000,200000,34,175,-0.08990603371263306,0.0,-12.584826795282103,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.03719846159219742,7000
7500,200000,37,141,-0.09134750929895638,0.0,-20.233764588017806,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.03287922963500023,7500
8000,200000,40,119,-0.1874845818588372,0.0,-14.429979811939146,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.02904525399208069,8000
8500,200000,43,15,0.03464326782061404,0.0,2.530460482537326,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.02561010606586933,8500
9000,200000,47,178,-0.1856023298543017,0.0,-7.568621101406309,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.0228431336581707,9000
9500,200000,49,198,-0.09248854776113724,0.0,-16.086253851873025,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.0207411739975214,9500
10000,200000,52,217,-0.09189187689753908,0.0,-7.9395661490657945,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01875605434179306,10000
10500,200000,56,150,-0.09373690046493835,0.0,-4.118954747108577,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01687639206647873,10500
11000,200000,60,78,-0.04714884819330267,0.0,-2.6639410648253423,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.015285538509488106,11000
11500,200000,62,98,0.010010305875562562,0.0,-1.095962055438565,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.014223014935851097,11500
12000,200000,65,87,0.022169626200791992,0.0,-2.3812314311194354,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.013517044484615326,12000
12500,200000,74,55,0.003217855633983788,0.0,1.2189632190200153,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.012782231904566288,12500
13000,200000,79,4,-0.12434689043369077,0.0,-1.1659717255251318,0.0,0.0,1.5,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.011966497637331486,13000
