step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
30,1.55,-2.372069153478991,0.6256399154663086,0.1656569391489029,0.23236083984375,0.4128350019454956,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.39014172554016113,8.826380729675293,172.3536834716797,0.7513230443000793,0.7513230443000793,0.1763883555267971,0.1656569391489029,0.01073141637789421,0.47843998479732985,0.24423087818235423,0.47610858120338256,0.21923176472543704,0.2568768164779455,0.4761085877285451,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,2.487135466797454e-09,passthrough,1,0,1,0,0,0,1,2,1.0,0.04547661053844174,0.7513230443000793,0.0,1.0,0.04727625768615068,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.4468946241149084,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_5_acceleration_lower,predictive_link_4,,,0,0,1,solved,nan,0,,0.47874918580055237,0,osqp,0.0,valid,0.04727625768615068,1.026665835150007,0|0.0124215175|0.0541378451|0.0695040517|0.0928845004|0.0928845004,0.479479314|0.27121867|0.0780945223|0.0636758969|0.0472762577|0.0502762319,0.660812605|0.452551962|0.259427814|0.245009189|0.228609549|0.231609524,0.599479314|0.39121867|0.198094522|0.183675897|0.167276258|0.170276232,0|0.15|0.15|0.15|0.15|0.15,0|0.0606923694|-0.102664673|-0.142062723|-0.18910503|-0.18910503,0|0|0|0|0|0,1.91791725|1.14556705|0.209713416|0.112640865|1.01284339e-09|0.0119998978,optimal,0.24467877080168476,0.21923176472543707,0.025447006076247697,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010196891031228006,0.002635055920109153,0.0013268140610307455,0.0024558729492127895
31,1.6,-2.0184220841507776,0.5234867930412292,0.15858083963394165,0.22699663043022156,0.34302935004234314,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.2863406240940094,3.935654640197754,183.63148498535156,0.7372868061065674,0.7372868061065674,0.16565693391922748,0.15858083963394165,0.007076094285285828,0.46528699814026403,0.21235197363340458,0.46404524403728414,0.1459544951140208,0.31809074892326333,0.4640452293876956,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.5948102184609928,filtered,2,0,1,0,1,1,1,2,1.0,0.0,0.7372868061065674,0.0,1.0,0.024155613000119563,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5422330839696581,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.8749086260795593,0,osqp,0.0,valid,0.024155613000119563,1.026720968605271,0|0.0936135114|0.2055707|0.239835917|0.243577108|0.243577108,0.479476557|0.274580613|0.066928436|0.0457845554|0.024155613|0.027155613,0.660812605|0.455916661|0.248264484|0.227120604|0.205491661|0.208491661,0.599476557|0.394580613|0.186928436|0.165784555|0.144155613|0.147155613,0|0|0.15|0.15|0.15|0.15,0|0.0689612216|-0.019985228|-0.0437334288|-0.0966224364|-0.0966224364,0|0|0|0|0|0,1.91790623|1.16728367|0.247728516|0.139404793|1.56500645e-08|0.0120000157,optimal,0.21184950354055465,0.14595449511402084,0.06589500842653381,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.009528059978038073,0.0027409549802541733,0.0014271329855546355,0.0018180820625275373
32,1.6500000000000001,-2.3167552009806767,0.6050011515617371,0.1503245085477829,0.22015494108200073,0.3980512022972107,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.3094066083431244,1.302453637123108,94.52069854736328,0.7264629602432251,0.7264629602432251,0.15858084234446,0.1503245085477829,0.00825633379667709,0.4530082784684109,0.2195425641522371,0.4523387800258811,0.16914392736376666,0.28319485266211447,0.4523387877574114,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.7354438998211013,filtered,3,0,1,0,2,1,1,2,1.0,0.0,0.7264629602432251,0.0,1.0,0.031223859781554952,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.48692093798457164,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9790683388710022,0,osqp,2.1032168506796012e-08,valid,0.031223859781554952,1.0271342351500479,0|0.0900930948|0.184629086|0.214346668|0.212305746|0.212305746,0.479455894|0.278039527|0.075899301|0.0554880298|0.0312238598|0.0342238598,0.660812605|0.459396239|0.257256013|0.236844742|0.212580572|0.215580572,0.599455894|0.398039527|0.195899301|0.17548803|0.15122386|0.15422386,0|0|0.15|0.15|0.15|0.15,0|0.0572655471|-0.047994198|-0.0732285329|-0.124895463|-0.124895463,0|0|0|0|0|0,1.91782357|1.16942366|0.255603006|0.148723586|-2.35743268e-08|0.0119999764,optimal,0.24061574274871014,0.1691439273637666,0.07147181538494354,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.009049847023561597,0.0027513299137353897,0.0012870209757238626,0.001722953049466014
33,1.7000000000000002,-2.1104386007370017,0.5430766940116882,0.14455464482307434,0.21562603116035461,0.3523741662502289,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.2568104565143585,1.4045677185058594,49.59882354736328,0.7188433408737183,0.7188433408737183,0.1503245069841554,0.14455464482307434,0.005769862161081052,0.44372752832134976,0.19071681720104663,0.44345996943113425,0.11977747861216956,0.3236824908189647,0.4434599648184053,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.670262579969042,filtered,4,0,1,0,3,1,1,2,1.0,0.0,0.7188433408737183,0.0,1.0,0.019793825559872413,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5562434532985959,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9863724708557129,0,osqp,0.0,valid,0.019793825559872413,1.027802836553826,1.93400329e-17|0.0800920368|0.185116527|0.217970422|0.219282086|0.219282086,0.479422464|0.28090382|0.0688514291|0.0466376615|0.0197938256|0.0227938034,0.660812605|0.462293962|0.250241571|0.228027803|0.201183967|0.204183945,0.599422464|0.40090382|0.188851429|0.166637662|0.139793826|0.142793803,0|0|0.15|0.15|0.15|0.15,1.16716811e-17|0.054487685|-0.0142935661|-0.0307061725|-0.079175244|-0.079175244,0|0|0|0|0|0,1.91768985|1.17810297|0.26111215|0.155844474|5.82645511e-08|0.0119999696,optimal,0.1846078974819351,0.11977747861216957,0.06483041886976552,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010092444019392133,0.0038266569608822465,0.001277918927371502,0.001731625059619546
34,1.75,-2.266401751626691,0.5834120512008667,0.13867975771427155,0.21070566773414612,0.379643052816391,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.2559283375740051,0.6112641096115112,34.62102508544922,0.7138456702232361,0.7138456702232361,0.14455465005836604,0.13867975771427155,0.005874892344094496,0.4370688048097397,0.18347288537285722,0.43697422225008387,0.12148001340717261,0.31549420884291124,0.4369742380758466,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.7738034446038128,filtered,5,0,1,0,4,1,1,2,1.0,0.0,0.7138456702232361,0.0,1.0,0.02205105121473122,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.539626935070538,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9928998351097107,0,osqp,3.5082561578025917e-09,valid,0.02205105121473122,1.0286247414104455,1.07360113e-18|0.0705987391|0.162674477|0.191674162|0.190716085|0.190716085,0.479381368|0.283608581|0.0725207436|0.0505804512|0.0220510512|0.0250510512,0.660812605|0.465039818|0.253951981|0.232011688|0.203482288|0.206482288,0.599381368|0.403608581|0.192520744|0.170580451|0.142051051|0.145051051,0|0|0.15|0.15|0.15|0.15,-3.42104663e-19|0.0456983177|-0.0265765799|-0.0428049208|-0.0882042047|-0.0882042047,0|0|0|0|0|0,1.91752547|1.18013264|0.263506394|0.159516884|1.42847748e-10|0.0120000001,optimal,0.18078233088388285,0.1214800134071726,0.05930231747671025,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.008775516995228827,0.0025483130011707544,0.0013301579747349024,0.0017501030815765262
35,1.8,-2.1380416649799607,0.5450693368911743,0.1343252807855606,0.20709604024887085,0.3491785228252411,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.22764068841934204,0.7638064026832581,22.847023010253906,0.7109466195106506,0.7109466195106506,0.13867975683244166,0.1343252807855606,0.004354476046881051,0.4328985242091354,0.16707541822063063,0.43287925035632147,0.09122539422527365,0.3416538561310478,0.4328792476037506,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.7559434168757853,filtered,6,0,1,0,5,1,1,2,1.0,0.0,0.7109466195106506,0.0,1.0,0.01573132417295245,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5800200422530173,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9943501949310303,0,osqp,5.538570713170543e-10,valid,0.01573132417295245,1.0295286796412477,0|0.0614742713|0.153847824|0.182592798|0.183360779|0.183360779,0.479336171|0.285867867|0.0690420388|0.0461435969|0.0157313242|0.0187313242,0.660812605|0.467344301|0.250518473|0.227620031|0.197207758|0.200207758,0.599336171|0.405867867|0.189042039|0.166143597|0.135731324|0.138731324,0|0|0.15|0.15|0.15|0.15,0|0.0438471451|-0.00873783494|-0.0201605378|-0.0629253|-0.0629253,0|0|0|0|0|0,1.91734469|1.18731861|0.26743032|0.16441385|-3.33361433e-09|0.0119999967,optimal,0.14091646792405818,0.09122539422527365,0.04969107369878453,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.009367482969537377,0.002618627971969545,0.0013176589272916317,0.0017420260701328516
36,1.85,-2.2156766292680077,0.5639696717262268,0.1302075833082199,0.20348480343818665,0.36150795221328735,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.22281157970428467,0.29098889231681824,16.75244903564453,0.7094458341598511,0.7094458341598511,0.13432527309672185,0.1302075833082199,0.004117689788501938,0.43058562608193973,0.16005700578128718,0.4305845371623063,0.08632461603796257,0.3442599211243438,0.4305845125154561,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.815841901959178,filtered,7,0,1,0,6,1,1,2,1.0,0.0,0.7094458341598511,0.0,1.0,0.01592523892206338,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5791139840021171,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9981430172920227,0,osqp,8.618466218468512e-10,valid,0.01592523892206338,1.0304772884280733,0|0.0561793267|0.141016755|0.167498415|0.167069074|0.167069074,0.479288741|0.288026931|0.0708849191|0.0479756967|0.0159252389|0.018925225,0.660812605|0.469550796|0.252408784|0.229499561|0.197449103|0.200449089,0.599288741|0.408026931|0.190884919|0.167975697|0.135925239|0.138925225,0|0|0.15|0.15|0.15|0.15,0|0.0391649208|-0.0125199464|-0.0232342968|-0.0637009553|-0.0637009553,0|0|0|0|0|0,1.91715496|1.19127265|0.27101973|0.16866849|3.78592921e-10|0.0119999448,optimal,0.12884646412407244,0.08632461603796254,0.0425218480861099,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.009397084009833634,0.0025935699231922626,0.0012567508965730667,0.00188448594417423
37,1.9000000000000001,-2.1321526679856557,0.5390032529830933,0.12708650529384613,0.20065459609031677,0.3403198719024658,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.20789851248264313,0.4135293960571289,10.61209774017334,0.7092174887657166,0.7092174887657166,0.13020758633020652,0.12708650529384613,0.0031210810363603847,0.4299794810685033,0.1513426414125584,0.4299784496461852,0.06650303810761209,0.3634754115385731,0.4299784596255511,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.8162906258910136,filtered,8,0,1,0,7,1,1,2,1.0,0.0,0.7092174887657166,0.0,1.0,0.012158188712827728,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.604696206951896,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9977859258651733,0,osqp,1.1727451648679832e-09,valid,0.012158188712827728,1.0314349615949707,2.82880189e-18|0.050880216|0.133991466|0.159712693|0.160002448|0.160002448,0.479240857|0.289950046|0.0694069299|0.0459217863|0.0121581887|0.015158182,0.660812605|0.471521794|0.250978678|0.227493534|0.193729937|0.19672993,0.599240857|0.409950046|0.18940693|0.165921786|0.132158189|0.135158182,0|0|0.15|0.15|0.15|0.15,9.58979763e-19|0.038572141|-0.00196944901|-0.00993867973|-0.0486327566|-0.0486327566,0|0|0|0|0|0,1.91696343|1.19837233|0.275658271|0.173748465|-1.70835872e-09|0.0119999716,optimal,0.09982568236321615,0.06650303810761207,0.03332264425560408,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010272654937580228,0.003678173990920186,0.0012927609495818615,0.0018351280596107244
38,1.9500000000000002,-2.134460963234983,0.5369288921356201,0.12458770722150803,0.19821107387542725,0.33464640378952026,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.12536050379276276,2.606849431991577,49.38723373413086,0.7099704742431641,0.7099704742431641,0.127086506291653,0.12458770722150803,0.002498799070144969,0.4307831516100017,0.06766881522024863,0.43078058555539306,0.050843671779758334,0.3799369137756347,0.4307805889376233,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.8526245002844984,filtered,9,0,1,0,8,1,1,2,1.0,0.0,0.7099704742431641,0.0,1.0,0.011582514829699048,0,0,0,0,0.31538024944972776,0.0,filtered,,0.6230496597743391,0,1,12,predictive_link_4,predictive_link_4,,,2,0,0,maximum iterations reached,nan,0,,0.8047628998756409,0,,0.0,valid,0.011582514829699048,1.0323850490060567,0|0.0484726872|0.127322972|0.151748487|0.151335518|0.151335518,0.479193353|0.291841541|0.070574379|0.046977154|0.0115825148|0.0145825148,0.660812605|0.473460794|0.252193631|0.228596406|0.193201767|0.196201767,0.599193353|0.411841541|0.190574379|0.166977154|0.131582515|0.134582515,0|0|0.124997029|0.15|0.15|0.15,0|-0.00218334586|-0.0262430367|-0.0288081578|-0.0463300604|-0.0463300604,0|0|0|0|0|0,1.91677341|1.16518282|0.256054479|0.159100458|-1.12876047e-09|0.0119999989,optimal,0.08457725496934033,0.050843671779758334,0.033733583189582,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010937893996015191,0.0029068440198898315,0.0015454599633812904,0.002326076035387814
39,2.0,-2.043303809206153,0.5118940472602844,0.12265953421592712,0.1962960660457611,0.31446391344070435,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.15708787739276886,1.85475492477417,87.99103546142578,0.6985228061676025,0.6985228061676025,0.12458771296438297,0.12265953421592712,0.0019281787484558416,0.4245983564825926,0.11205666616547341,0.4245958315103336,0.041012652895573376,0.3835831786147602,0.4245958510820941,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.8775712263788386,filtered,10,0,1,0,9,1,1,2,1.0,0.0,0.6985228061676025,0.0,1.0,0.009265490297268475,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.6235587356526756,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.8071951866149902,0,osqp,9.132904707984113e-07,valid,0.009265490297268475,1.033288232587566,0|0.00788444719|0.0514695649|0.0621889128|0.0676258707|0.0676258707,0.479148194|0.291426893|0.0654363395|0.0423742691|0.0092654903|0.0122654903,0.660812606|0.473091305|0.247100751|0.224038681|0.190929902|0.193929902,0.599148194|0.411426893|0.185436339|0.162374269|0.12926549|0.13226549,0|0.15|0.15|0.15|0.15|0.15,0|0.0273498541|-0.00226983319|-0.00868151748|-0.0370628746|-0.0370628746,0|0|0|0|0|0,1.91659278|1.19305743|0.259475525|0.160815559|-9.13455164e-07|0.0119990865,optimal,0.04881641043101965,0.041012652895573376,0.007803757535446272,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.012666239053942263,0.00381101097445935,0.0017614240059629083,0.002498212968930602
40,2.0500000000000003,-2.1303889296010654,0.5341938734054565,0.12068548798561096,0.19417047500610352,0.33124902844429016,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.17602594196796417,0.40365955233573914,33.51134490966797,0.6859553456306458,0.6859553456306458,0.12265952884323092,0.12068548798561096,0.0019740408576199575,0.41808651436085026,0.12596406244072048,0.4180831422154645,0.04271704381647945,0.37536609839898505,0.41808312390271185,0,0,disabled,0.0,1,SERVO,direct_path,0,1.496026084991172,1.496026084991172,7,1,1,1,0,2.1083724881026087,0.12612426280975342,0.05450470423857819;0.05409344556056491;0.054414981941547876;0.05130125551973882;0.051787260451411375;0.05184807030376298;0.053954250196064917,0.12612426280975342;0.12051460891962051;0.12221094220876694;0.12058798223733902;0.12213147431612015;0.12147993594408035;0.12414740771055222,448,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 350, 'obstacle_contact': 19, 'self_collision': 0}",0.0007387294376302141,376,376,nan,nan,0.8926819999962318,filtered,11,0,1,0,10,1,1,2,1.0,0.0,0.6859553456306458,0.0,1.0,0.009436920191446124,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.6055565008778417,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9991194009780884,0,osqp,1.5853901108586754e-09,valid,0.009436920191446124,1.0340523227526714,0|0.0341517877|0.0944679827|0.112441228|0.112033782|0.112033782,0.479109989|0.293080247|0.0692504357|0.045575782|0.00943692019|0.0124369119,0.660812605|0.474782863|0.250953052|0.227278398|0.191139536|0.194139528,0.599109989|0.413080247|0.189250436|0.165575782|0.12943692|0.132436912,0|0|0.0857069232|0.15|0.15|0.15,0|0.0314264739|-0.0016107744|-0.00593897969|-0.0377476835|-0.0377476835,0|0|0|0|0|0,1.91643996|1.20374746|0.275390968|0.176364148|-2.78019632e-09|0.0119999641,optimal,0.053212205392853824,0.042717043816479464,0.01049516157637436,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.00907335092779249,0.002708958927541971,0.0012570519465953112,0.0018404250731691718
