episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_command_alignment_previous,safety_filter_command_sign_change_rate,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
0,9027,configs/experiments/reaching_recovery/manifests/v1_hierarchical_temporal_consistency_9027.json,hierarchical_s1_revised_recovery_gated_goal_velocity_temporal_consistency_t005_9027_v1,,,-80.51951889005598,26.035326778888702,50,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05494837462902069,2.5,0.18680500984191895,0.3269606082141399,0.42505326867103577,0,0.0,1.0,1.0370557737246417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.00011528311961296611,0.04871272295014933,1.0773060449864715,0.9571624600887298,0.0,0.0032553225522860886,0.001593136030714959,0.01820576158585027,0.21758049860596657,0.5074711745977402,0.0,nan,0.15409761148794585,0.029913726902626885,0.84,1.9625555276870728,35.726383209228516,1,0,4,0.2,0,0.20013563998893585,1,SERVO,direct_path,1.0590055129723623,1.6747618169756606,44,1,1,1,43,0.1318183674498178,0.13806048035621643,0.00025319214370206306;0.0013951008621565738;0.001476119254662827;0.0009706640013830602;0.0025991123504944696;0.0010732096045981095;0.006212741299812131;0.004003468865143559;0.005874992083481646;0.003138997151830584;0.002124587823121205;0.007732730077123395;0.004423606341654987;0.0017420604063256096;0.003792746918913101;0.004352012185985938;0.0030735172073397847;0.004024311041575819;0.002349894108314384;0.007860129322190254;0.009269215528406935;0.00450516390725337;0.003301010127290071;0.004385300892954629;0.0029052733801727907;0.0041921266542406365;0.0051354165491525145;0.006774450756353661;0.0036813408697200178;0.004716182680927897;0.0023033811422023074;0.0056595569834601124;0.002340010374791499;0.004960448059133544;0.0030151169839848038;0.001412177428952068;0.005258627351411272;0.001973816859283818;0.002059695011299807;0.00339235044883148;0.005401919375082988;0.008118918055903226;0.008183923104977883;0.0064912586590644495,0.13205665349960327;0.13170118629932404;0.13257233798503876;0.13234564661979675;0.12739816308021545;0.13111543655395508;0.13466708362102509;0.1329183429479599;0.12885040044784546;0.13193120062351227;0.1337432861328125;0.12539701163768768;0.13121217489242554;0.13093389570713043;0.1291942596435547;0.12958690524101257;0.13022875785827637;0.13292239606380463;0.13083110749721527;0.1346747875213623;0.12960273027420044;0.1323724091053009;0.1330568939447403;0.13229820132255554;0.12038024514913559;0.13226890563964844;0.13455702364444733;0.13118834793567657;0.13207276165485382;0.13173726201057434;0.1319190114736557;0.13486619293689728;0.12982165813446045;0.12517328560352325;0.1339937001466751;0.12922795116901398;0.13337503373622894;0.13342322409152985;0.13221512734889984;0.13201625645160675;0.1333305686712265;0.12966100871562958;0.13029785454273224;0.13806048035621643,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 16, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.00025319214370206306,130,114,nan,nan,1.0,filtered,17,1,2,1,40,1,1,1,direct_path,0.6157563040032983,0,23,1.0,SUCCESS,0.22,0.06,0.0,0.72,0.0
