episode,step,reset_seed,reset_source,reset_jitter_seed,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,residual_control_enabled,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha
1,440014,9151,focused,490507544,23.520669654514293,3.3656551018357277,14,1,0,0,0,0,0,,0.0,0.2973349988460541,0.24040393584540912,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
2,440042,866553972,random,,25.899776745824546,1.3279168233275414,28,1,0,0,0,0,0,,0.0,0.411231130361557,0.047425600833126476,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
3,440063,9018,focused,2103087603,26.211688041349834,0.8159569595009089,21,1,0,0,0,0,0,,0.0,0.3183915615081787,0.03885509330956709,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
4,440303,1739956319,random,,-39.207479432244504,36.97743967175484,240,0,0,0,0,0,0,,0.0,0.23376832902431488,0.15407266529897848,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
5,440319,1668663584,random,,28.26772757263032,0.4942504372447729,16,1,0,0,0,0,0,,0.0,0.5330380797386169,0.030890652327798307,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
6,440327,1199582686,random,,25.3096148201426,0.18162676692008972,8,1,0,0,0,0,0,,0.0,0.5992706418037415,0.022703345865011215,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
7,440567,1625655488,random,,-105.25619817255186,70.03604314103723,240,0,0,0,0,0,0,,0.0,0.1404179334640503,0.29181684642098843,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
8,440577,1686376985,random,,25.439521488980688,0.4580130744725466,10,1,0,0,0,0,0,,0.0,0.3744809329509735,0.045801307447254656,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
9,440586,1400110002,random,,23.731553424390718,0.6462427638471127,9,1,0,0,0,0,0,,0.0,0.397867888212204,0.07180475153856808,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
10,440601,2027537648,random,,27.851361951726837,0.6036204881966114,15,1,0,0,0,0,0,,0.0,0.3651622235774994,0.040241365879774095,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
