step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
56,2.85,-2.0286856385287617,0.5078341960906982,0.06182936206459999,0.17536254227161407,0.33290985226631165,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.035919029265642166,0.1058478057384491,2.718970537185669,0.23693294823169708,0.23693294823169708,0.06240147231219985,0.06182936206459999,0.000572110247599858,0.14001353789473067,0.011565821227327269,0.1400122780228793,0.011440787285775836,0.12857149073710347,0.14001227530799218,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.8991653935120554,filtered,7,2,3,2,44,1,1,2,1.0,0.0,0.23693294823169708,0.0,1.0,0.0024120896722225754,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21805744205843333,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,5.616437094915772e-09,valid,0.0024120896722225754,0.8305981220620293,0|0.00414171701|0.0135791988|0.0135791988|0.0147026332|0.0147026332,,,,,,,,,,0.009924330050125718,0.0027434779331088066,0.0014771550195291638,0.0017883310792967677
57,2.9000000000000004,-2.036111637276365,0.5096915364265442,0.061264846473932266,0.1748841553926468,0.3341430425643921,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.035668499767780304,0.009682592004537582,2.049020290374756,0.23490557074546814,0.23490557074546814,0.061829363020143115,0.061264846473932266,0.0005645165462108484,0.13875321608852334,0.011397375927848435,0.1387519791569071,0.011289384201013993,0.1274625949558931,0.13875198130125235,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9203339750164027,filtered,8,2,3,2,45,1,1,2,1.0,0.0,0.23490557074546814,0.0,1.0,0.002390299273875421,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21618634187984126,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,5.701171668440197e-09,valid,0.002390299273875421,0.8304969520939006,1.21231609e-18|0.00297000472|0.0103856122|0.0103856122|0.0115626461|0.0115626461,,,,,,,,,,0.00974997493904084,0.0028338551055639982,0.001404395094141364,0.0017437890637665987
58,2.95,-2.0373591819270103,0.5095985531806946,0.06079662963747978,0.17449773848056793,0.3346385657787323,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.03411797434091568,0.06418020278215408,1.2178744077682495,0.2328944206237793,0.2328944206237793,0.06126484680474193,0.06079662963747978,0.0004682171672621485,0.13750921060725715,0.009484256557083312,0.13750799783189802,0.009361923907097407,0.1281460739248006,0.1375079985743952,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9203116860693351,filtered,9,2,3,2,46,1,1,2,1.0,0.0,0.2328944206237793,0.0,1.0,0.0019301119065048694,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2173723238234244,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,8.506015718168225e-10,valid,0.0019301119065048694,0.8303992879278062,0|0.00285181356|0.0102214735|0.0102214735|0.0113940605|0.0113940605,,,,,,,,,,0.011775790015235543,0.0030033590737730265,0.0014673499390482903,0.0015664469683542848
59,3.0,-2.042072393968048,0.5106968879699707,0.06035218760371208,0.17413248121738434,0.3354853093624115,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.03367454931139946,0.015999648720026016,0.9846128225326538,0.2312205582857132,0.2312205582857132,0.06079662775186491,0.06035218760371208,0.0004444401481528276,0.13647707238116377,0.008998159957687386,0.1364758823421024,0.008885478094751606,0.1275904042473508,0.13647587810928627,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9333513582730713,filtered,10,2,3,2,47,1,1,2,1.0,0.0,0.2312205582857132,0.0,1.0,0.0018247413622009129,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21643613313269497,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0018247413622009129,0.8302969239424283,6.50538933e-19|0.00215227351|0.00828229285|0.00828229285|0.00948161399|0.00948161399,,,,,,,,,,0.013554190983995795,0.004740908974781632,0.0017972129862755537,0.0017490839818492532
60,3.0500000000000003,-2.0437670560151098,0.5108623504638672,0.059970222413539886,0.17382656037807465,0.33595937490463257,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.032794419676065445,0.041524700820446014,0.5327053070068359,0.22962479293346405,0.22962479293346405,0.06035218991837128,0.059970222413539886,0.00038196750483139585,0.13549710580577284,0.007755349207153464,0.1354959384318653,0.007635441971507771,0.12786049646035752,0.1354959436284776,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.936059210034648,filtered,11,2,3,2,48,1,1,2,1.0,0.0,0.22962479293346405,0.0,1.0,0.0015279375206623674,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2169071857275648,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0015279375206623674,0.830193449606284,9.41257083e-19|0.00196179326|0.00779425423|0.00779425423|0.00899558605|0.00899558605,,,,,,,,,,0.010236662928946316,0.0029492469038814306,0.0015952379908412695,0.0017590480856597424
61,3.1,-2.0469390831314027,0.5115562677383423,0.05961500480771065,0.17354519665241241,0.33656856417655945,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.032382141798734665,0.017744438722729683,0.48414185643196106,0.2282477468252182,0.2282477468252182,0.05997022111301154,0.05961500480771065,0.00035521630530089415,0.13465468262094624,0.007214018718436701,0.13465353662449187,0.007100435674132746,0.12755310095035913,0.13465353370436361,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9446157052841228,filtered,12,2,3,2,49,1,1,2,1.0,0.0,0.2282477468252182,0.0,1.0,0.001405435456813306,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21638800369874336,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,2.224832407714261e-09,valid,0.001405435456813306,0.830085657795166,0|0.00153837307|0.00654148922|0.00654148922|0.0077531389|0.0077531389,,,,,,,,,,0.01199774700216949,0.002714411006309092,0.002128420048393309,0.002310218056663871
62,3.1500000000000004,-2.048587739186775,0.5117940902709961,0.05930265411734581,0.17330436408519745,0.33697986602783203,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0318443663418293,0.028453228995203972,0.22294123470783234,0.22696198523044586,0.22696198523044586,0.059615005860211734,0.05930265411734581,0.00031235174286592393,0.1338711083205577,0.006360438440407503,0.13386998306712805,0.006244402115041468,0.1276255809520866,0.1338699854305985,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9480400429295082,filtered,13,2,3,2,50,1,1,2,1.0,0.0,0.22696198523044586,0.0,1.0,0.0012030361148833019,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2165152401224842,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0012030361148833019,0.8299765687784936,0|0.00136713869|0.00600008679|0.00600008679|0.00721188624|0.00721188624,,,,,,,,,,0.014739918988198042,0.0040199150098487735,0.0019461809424683452,0.0021953389514237642
63,3.2,-2.05081984805031,0.5122588872909546,0.059014808386564255,0.1730862706899643,0.3374331593513489,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.03151411935687065,0.016377653926610947,0.2465103715658188,0.22582662105560303,0.22582662105560303,0.059302653178081005,0.059014808386564255,0.00028784479151675035,0.1331819745219462,0.005864490571265673,0.13318086879479485,0.00575356689172632,0.12742730190306853,0.1331808666854103,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.95397138821572,filtered,14,2,3,2,51,1,1,2,1.0,0.0,0.22582662105560303,0.0,1.0,0.001089305358678641,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21617748730907496,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,1.6613921341099291e-09,valid,0.001089305358678641,0.8298629373228026,0|0.00112592482|0.00514829482|0.00514829482|0.00635846872|0.00635846872,,,,,,,,,,0.01061445300001651,0.0032551720505580306,0.0012753769988194108,0.0019565189722925425
64,3.25,-2.052254171031841,0.5124954581260681,0.058757442981004715,0.17289693653583527,0.33777621388435364,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.031162559986114502,0.020400075241923332,0.08502455800771713,0.22477637231349945,0.22477637231349945,0.05901480759872087,0.058757442981004715,0.00025736461771615204,0.13254680797922008,0.0052529019199332875,0.13254572088070196,0.005142719202876054,0.1274030016778259,0.13254571911122626,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9572719385277777,filtered,15,2,3,2,52,1,1,2,1.0,0.0,0.22477637231349945,0.0,1.0,0.0009453107376916209,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21613515848320658,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0009453107376916209,0.8297456491989431,2.34647698e-20|0.00101527239|0.00465825138|0.00465825138|0.00586265776|0.00586265776,,,,,,,,,,0.010779786040075123,0.0034887520596385,0.001525849918834865,0.0017319659236818552
65,3.3000000000000003,-2.053877107679728,0.5128211379051208,0.05852095037698746,0.17272703349590302,0.3381210267543793,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.030909162014722824,0.0140233738347888,0.1310276836156845,0.22383353114128113,0.22383353114128113,0.0587574432924068,0.05852095037698746,0.00023649291541934236,0.1319788377118578,0.004831950082657505,0.13197776812941026,0.004726689753923763,0.1272510783754865,0.13197776882886467,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9615563960688857,filtered,16,2,3,2,53,1,1,2,1.0,0.0,0.22383353114128113,0.0,1.0,0.0008484075944251296,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2158732056146831,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0008484075944251296,0.829625218524487,2.04809613e-20|0.000907759823|0.00405856918|0.00405856918|0.00525125098|0.00525125098,,,,,,,,,,0.009378093993291259,0.0027712519513443112,0.0012455530231818557,0.0016135770129039884
