step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
118,5.95,-2.0729737923407754,0.5149361491203308,0.08161452412605286,0.17767038941383362,0.3241463601589203,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.006805011071264744,0.00713040865957737,0.007467977236956358,0.046992622315883636,0.046992622315883636,0.08161967430171245,0.08161452412605286,5.1501756595934145e-06,0.031772897698373846,0.0005750015930738385,0.029361999929783184,0.0001054060628462064,0.029256593866936978,0.029362000586120086,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2517777039902285,3.115117863868363,1,1,1,1,0,0.04728025951866314,0.14668971300125122,0.053762210927332514,0.14668971300125122,832,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 845, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,845,845,nan,nan,0.9894921181466393,filtered,0,0,13,12,101,5,1,2,1.0,0.0,0.046992622315883636,0.0,1.0,-8.555948641089661e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654826570995589,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999999403953552,0,osqp,3.6060277787435717e-07,valid,-8.555948641089661e-06,0.9535409733483794,0|0.000577884208|0.000460164762|0.000343351564|0.000605741726|0.000605741726,0.400419029|0.231909563|0.0807129335|0.0740311226|-8.55594864e-06|0.00299144405,0.578096078|0.409586611|0.258389982|0.251708171|0.177668493|0.180668493,0.520419029|0.351909563|0.200712933|0.194031123|0.119991444|0.122991444,0|0.15|0.15|0.15|0|0,0|-0.000374965927|-0.000110810582|-0.000132075221|3.3863187e-05|3.3863187e-05,0|0|0|0|0|0,1.60167612|0.927263284|0.322740923|0.295992415|-3.60607552e-07|0.0119996394,optimal,0.08212320369797836,0.00010540606284620635,0.08201779763513216,0.432759643|0.53099674|0.320739418,0|-0|0,0.01076345902401954,0.004171272041276097,0.001358086010441184,0.0020892700413241982
119,6.0,-2.072977163255395,0.5149361491203308,0.08160965144634247,0.1776721477508545,0.32414183020591736,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.006466252729296684,0.00677530188113451,0.00710346968844533,0.04694746062159538,0.04694746062159538,0.08161452190710651,0.08160965144634247,4.870460764042073e-06,0.03176945913678448,0.0005461389888612937,0.029358022761198137,0.00010017207022821348,0.029257850690969922,0.029358021963008376,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2517777039902285,3.115117863868363,1,1,1,1,0,0.04728025951866314,0.14668971300125122,0.053762210927332514,0.14668971300125122,832,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 845, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,845,845,nan,nan,0.99054411982075,filtered,0,0,13,12,102,6,1,2,1.0,0.0,0.04694746062159538,0.0,1.0,-8.134886181773715e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654842595366325,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999999403953552,0,osqp,3.7599673315060096e-07,valid,-8.134886181773715e-06,0.953570403922428,0|0.000549280128|0.000437451378|0.000326419559|0.000575373916|0.000575373916,0.400417558|0.231892277|0.0807067967|0.0740241793|-8.13488618e-06|0.00299182867,0.578096078|0.409570797|0.258385317|0.251702699|0.177670385|0.180670349,0.520417558|0.351892277|0.200706797|0.194024179|0.119991865|0.122991829,0|0.15|0.15|0.15|0|0,0|-0.000356352218|-0.000105387399|-0.000125567441|3.21635445e-05|3.21635445e-05,0|0|0|0|0|0,1.60167023|0.927212755|0.322721799|0.29597115|-3.76000248e-07|0.0119994782,optimal,0.08211408460131674,0.00010017207022821342,0.08201391253108853,0.432759643|0.53099674|0.320739418,0|-0|0,0.009254963952116668,0.0028158780187368393,0.0014573730295524001,0.001913066953420639
120,6.050000000000001,-2.0729806242981543,0.5149361491203308,0.08160505443811417,0.17767387628555298,0.3241373896598816,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.006144341547042131,0.006438358221203089,0.006745128892362118,0.04690677672624588,0.04690677672624588,0.08160965101893403,0.08160505443811417,4.59658081986003e-06,0.03176622829141573,0.0005186549627479265,0.02935426403299382,9.476380733925121e-05,0.02925950022565457,0.029354263879258817,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2517777039902285,3.115117863868363,1,1,1,1,0,0.04728025951866314,0.14668971300125122,0.053762210927332514,0.14668971300125122,832,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 845, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,845,845,nan,nan,0.991500399326208,filtered,0,0,13,12,103,7,1,2,1.0,0.0,0.04690677672624588,0.0,1.0,-7.753415597097635e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654926390343531,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,1.0,0,osqp,1.3959348786542636e-08,valid,-7.753415597097635e-06,0.953598389699124,0|0.000522083226|0.00041580461|0.000310206781|0.000546491788|0.000546491788,0.400416158|0.231875881|0.080700951|0.0740175855|-7.7534156e-06|0.00299223885,0.578096078|0.4095558|0.25838087|0.251697505|0.177672166|0.180672158,0.520416158|0.351875881|0.200700951|0.194017585|0.119992247|0.122992239,0|0.15|0.15|0.15|0|0,0|-0.000338517294|-9.98285136e-05|-0.000118936099|3.09997129e-05|3.09997129e-05,0|0|0|0|0|0,1.60166463|0.927165007|0.322703975|0.295951406|-1.39494686e-08|0.0119999551,optimal,0.082105152155428,9.476380733925127e-05,0.08201038834808876,0.432759643|0.53099674|0.320739418,0|-0|0,0.009346366045065224,0.0029368780087679625,0.0014013689942657948,0.0017831739969551563
121,6.1000000000000005,-2.0730177938970646,0.5149361491203308,0.0816025584936142,0.17767563462257385,0.32413285970687866,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0040870304219424725,0.04114745557308197,0.6941859126091003,0.032809123396873474,0.032809123396873474,0.081605049926591,0.0816025584936142,2.491432976800545e-06,0.02223423917302856,0.00034364092503840767,0.02054550427353061,5.489451119714679e-05,0.020490609762333464,0.020545505013489954,0,0,disabled,0.0,1,TRACK,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9923782266068492,filtered,0,0,14,13,104,0,1,2,1.0,0.0,0.032809123396873474,0.0,1.0,-7.3575629088579175e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.03259759006147919,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999948740005493,0,osqp,1.83442026413012e-07,valid,-7.3575629088579175e-06,0.9536248292822427,0|0.000496182907|0.000395075211|0.00029451551|0.000518988554|0.000518988554,0.400414836|0.231860307|0.0806954753|0.0740114203|-7.35756291e-06|0.00299264244,0.578096078|0.409541548|0.258376717|0.251692662|0.177673884|0.180673884,0.520414836|0.351860307|0.200695475|0.19401142|0.119992642|0.122992642,0|0.15|0.15|0.15|0|0,-1.57098339e-20|-0.000222628415|-5.89792645e-05|-7.06929528e-05|2.92468118e-05|2.92468118e-05,0|0|0|0|0|0,1.60165935|0.927218599|0.322722922|0.295974988|-1.83439851e-07|0.0119998166,optimal,0.08209686557770943,5.489451119714678e-05,0.08204197106651229,0.432759643|0.53099674|0.320739418,0|-0|0,0.20188875193707645,0.0024937590351328254,0.0012920059962198138,0.0015571509720757604
122,6.15,-2.0729771720084957,0.5149361491203308,0.08159789443016052,0.17767661809921265,0.3241303265094757,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.005635455250740051,0.030970705673098564,1.4423580169677734,0.04684784263372421,0.04684784263372421,0.08160255839474623,0.08159789443016052,4.6639645857049494e-06,0.03176174445808949,0.0004754745655325301,0.02934896605026147,8.916648895295475e-05,0.029259799561308513,0.029348966014702868,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9935526063029639,filtered,0,0,14,13,105,1,1,2,1.0,0.0,0.04684784263372421,0.0,1.0,-6.530793386125278e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.046546945897341645,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999924898147583,0,osqp,1.511840565159516e-08,valid,-6.530793386125278e-06,0.9536434121670446,7.75285235e-21|0.000328660361|0.000259526856|0.000190446168|0.000344208775|0.000344208775,0.400413907|0.231865738|0.0806978751|0.0740144542|-6.53079339e-06|0.00299343275,0.578096078|0.409547908|0.258380046|0.251696625|0.17767564|0.180675603,0.520413907|0.351865738|0.200697875|0.194014454|0.119993469|0.122993433,0|0.15|0.15|0.15|0|0,-9.21177632e-21|-0.000311245851|-9.36083912e-05|-0.0001113862|2.61080688e-05|2.61080688e-05,0|0|0|0|0|0,1.60165563|0.927151704|0.322697892|0.295946431|-1.51047081e-08|0.0119998391,optimal,0.08205600157744361,8.916648895295476e-05,0.08196683508849066,0.432759643|0.53099674|0.320739418,0|-0|0,0.010432832990773022,0.0025481029879301786,0.0020677190041169524,0.002408990985713899
123,6.2,-2.072986480371136,0.5149361491203308,0.0815938264131546,0.17767813801765442,0.32412639260292053,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.005353617947548628,0.005637764930725098,0.732158899307251,0.04681626334786415,0.04681626334786415,0.08159789876646056,0.0815938264131546,4.0723533059616734e-06,0.03175859900515561,0.00045202551319897295,0.02934525323266495,8.317860971997797e-05,0.029262074622944972,0.029345254792139293,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9935771484989159,filtered,0,0,14,13,106,2,1,2,1.0,0.0,0.04681626334786415,0.0,1.0,-6.636778756688444e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654907806223628,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999994039535522,0,osqp,1.5767653968243572e-08,valid,-6.636778756688444e-06,0.9536655036690117,3.05594607e-20|0.000456938743|0.00036461534|0.00027189788|0.000474549253|0.000474549253,0.400412803|0.231835552|0.0806867048|0.0740013114|-6.63677876e-06|0.00299336322,0.578096078|0.409518827|0.25836998|0.251684587|0.177676638|0.180676638,0.520412803|0.351835552|0.200686705|0.194001311|0.119993363|0.122993363,0|0.15|0.15|0.15|0|0,-2.09710853e-20|-0.000295336254|-8.77882902e-05|-0.000104288015|2.65313507e-05|2.65313507e-05,0|0|0|0|0|0,1.60165121|0.92704687|0.322659031|0.295900958|-1.57643361e-08|0.0119999842,optimal,0.0820838493358934,8.317860971997794e-05,0.08200067072617342,0.432759643|0.53099674|0.320739418,0|-0|0,0.009163054986856878,0.002854892984032631,0.0012515420094132423,0.0019434449495747685
124,6.25,-2.072989658254255,0.5149361491203308,0.08159000426530838,0.17767959833145142,0.3241226375102997,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.005087071564048529,0.005331170279532671,0.006750822067260742,0.046788692474365234,0.046788692474365234,0.08159382906260701,0.08159000426530838,3.82479729862939e-06,0.03175600202099454,0.000429355872149813,0.029342157913105068,7.912926309085224e-05,0.029263028650014216,0.029342158865881207,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9942928959613334,filtered,0,0,14,13,107,3,1,2,1.0,0.0,0.046788692474365234,0.0,1.0,-6.285415203907685e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.046549134109997635,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998807907104,0,osqp,1.638712134307348e-08,valid,-6.285415203907685e-06,0.9536886644011918,4.50045121e-22|0.000432921456|0.000344929965|0.0002574618|0.000452338363|0.000452338363,0.400411645|0.231822127|0.0806820808|0.0739962491|-6.2854152e-06|0.00299371458,0.578096078|0.409506561|0.258366514|0.251680682|0.177678148|0.180678148,0.520411645|0.351822127|0.200682081|0.193996249|0.119993715|0.122993715,0|0.15|0.15|0.15|0|0,2.59141443e-22|-0.00028068911|-8.35314691e-05|-9.92240205e-05|2.51252699e-05|2.51252699e-05,0|0|0|0|0|0,1.60164658|0.92700782|0.322644792|0.295885772|-1.63909286e-08|0.0119999836,optimal,0.08207636996467592,7.91292630908522e-05,0.08199724070158507,0.432759643|0.53099674|0.320739418,0|-0|0,0.009819013997912407,0.003004017984494567,0.0013955999165773392,0.002046355977654457
125,6.300000000000001,-2.0729910049056284,0.5149361491203308,0.0815863236784935,0.17768096923828125,0.32411912083625793,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.004833895247429609,0.005063822027295828,0.00534798763692379,0.04676390066742897,0.04676390066742897,0.0815900019774241,0.0815863236784935,3.6782989305955693e-06,0.031753541424731774,0.00040781281258906,0.029339226451940682,7.534834711398706e-05,0.029263878104826696,0.02933922562923261,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9948799944666363,filtered,0,0,14,13,108,4,1,2,1.0,0.0,0.04676390066742897,0.0,1.0,-5.936764098032898e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654910314841555,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999999403953552,0,osqp,1.6969562619556663e-08,valid,-5.936764098032898e-06,0.953710601711709,0|0.000411340404|0.000327744131|0.000244594286|0.000429684125|0.000429684125,0.400410548|0.231809212|0.0806774791|0.073991092|-5.9367641e-06|0.00299406324,0.578096078|0.409494742|0.258363009|0.251676622|0.177679593|0.180679593,0.520410548|0.351809212|0.200677479|0.193991092|0.119994063|0.122994063,0|0.15|0.15|0.15|0|0,0|-0.000266795865|-7.9525397e-05|-9.44617212e-05|2.37300927e-05|2.37300927e-05,0|0|0|0|0|0,1.60164219|0.926970052|0.322630391|0.295869906|-1.69636528e-08|0.011999983,optimal,0.08206931295842847,7.534834711398709e-05,0.08199396461131447,0.432759643|0.53099674|0.320739418,0|-0|0,0.008081006002612412,0.0025024230126291513,0.0012509829830378294,0.0015414260560646653
126,6.3500000000000005,-2.0729937632537765,0.5149361491203308,0.08158285915851593,0.17768219113349915,0.32411596179008484,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.004593333229422569,0.004811541177332401,0.005045915022492409,0.046741604804992676,0.046741604804992676,0.08158632013946406,0.08158285915851593,3.460980948125081e-06,0.031751222531402674,0.00038735830458165723,0.029336452119907094,7.180819379655378e-05,0.02926464392611054,0.02933645084735842,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9954067664170918,filtered,0,0,14,13,109,5,1,2,1.0,0.0,0.046741604804992676,0.0,1.0,-5.5937022568480765e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654900211627932,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998211860657,0,osqp,1.7509636132201573e-08,valid,-5.5937022568480765e-06,0.9537314973215456,8.12785681e-22|0.000390985039|0.00031156429|0.000232478964|0.00040812452|0.00040812452,0.400409503|0.231796893|0.0806730988|0.0739861684|-5.59370226e-06|0.00299434756,0.578096078|0.409483468|0.258359674|0.251672743|0.177680981|0.180680922,0.520409503|0.351796893|0.200673099|0.193986168|0.119994406|0.122994348,0|0.15|0.15|0.15|0|0,-4.68257659e-22|-0.000253608367|-7.57573146e-05|-8.99773581e-05|2.23572901e-05|2.23572901e-05,0|0|0|0|0|0,1.60163801|0.926933965|0.322616638|0.295854696|-1.75189017e-08|0.0119997475,optimal,0.08206265408557765,7.180819379655382e-05,0.0819908458917811,0.432759643|0.53099674|0.320739418,0|-0|0,0.010043701040558517,0.0029890979640185833,0.0013896310701966286,0.00176647596526891
127,6.4,-2.072995363304849,0.5149361491203308,0.0815795436501503,0.17768347263336182,0.3241126537322998,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.004364776890724897,0.004571404308080673,0.004811049439013004,0.04672153666615486,0.04672153666615486,0.08158285766034572,0.0815795436501503,3.3140101954182155e-06,0.03174902361633068,0.00036785961103266896,0.02933379448149485,6.800818137291536e-05,0.029265786300121936,0.029333793942815316,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9958794164317443,filtered,0,0,14,13,110,6,1,2,1.0,0.0,0.04672153666615486,0.0,1.0,-5.378406202641295e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654955424777686,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998211860657,0,osqp,1.800018273185309e-08,valid,-5.378406202641295e-06,0.9537515700662687,0|0.000371655515|0.000296214193|0.000221007469|0.000387654099|0.000387654099,0.400408499|0.231785222|0.0806688677|0.0739815099|-5.3784062e-06|0.00299462159,0.578096078|0.409472801|0.258356446|0.251669088|0.1776822|0.1806822,0.520408499|0.351785222|0.200668868|0.19398151|0.119994622|0.122994622,0|0.15|0.15|0.15|0|0,0|-0.000240933084|-7.17799194e-05|-8.5280378e-05|2.14956279e-05|2.14956279e-05,0|0|0|0|0|0,1.601634|0.926899955|0.322603691|0.295840759|-1.79969248e-08|0.011999982,optimal,0.08205586066693446,6.800818137291529e-05,0.08198785248556155,0.432759643|0.53099674|0.320739418,0|-0|0,0.008752070018090308,0.0024647779064252973,0.0014402270317077637,0.0018023119773715734
128,6.45,-2.072997694754649,0.5149361491203308,0.08157641440629959,0.17768457531929016,0.324109822511673,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0041475421749055386,0.004344952758401632,0.004541186150163412,0.0467035248875618,0.0467035248875618,0.08157954247468692,0.08157641440629959,3.1280683873285975e-06,0.03174695458988495,0.0003494208775983063,0.029331285716798806,6.49088178700389e-05,0.02926637689892877,0.02933128529417016,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.1936840859707445,3.3088019498391077,1,1,1,1,0,0.046870178861406354,0.14668971300125122,0.053762210927332514,0.14668971300125122,896,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 910, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,910,910,nan,nan,0.9963189905416235,filtered,0,0,14,13,111,7,1,2,1.0,0.0,0.0467035248875618,0.0,1.0,-5.04148375181368e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04654931334425521,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998807907104,0,osqp,1.8436246441462653e-08,valid,-5.04148375181368e-06,0.953770106873872,0|0.000353235183|0.00028147162|0.000209825031|0.000368139693|0.000368139693,0.400407572|0.231774154|0.0806649719|0.0739771204|-5.04148375e-06|0.00299492851,0.578096078|0.409462659|0.258353477|0.251665626|0.177683464|0.180683434,0.520407572|0.351774154|0.200664972|0.19397712|0.119994959|0.122994929,0|0.15|0.15|0.15|0|0,0|-0.000229044703|-6.84611457e-05|-8.13302591e-05|2.01475049e-05|2.01475049e-05,0|0|0|0|0|0,1.60163029|0.92686757|0.322591426|0.295827152|-1.84301236e-08|0.0119998616,optimal,0.08204980196897094,6.490881787003892e-05,0.0819848931511009,0.432759643|0.53099674|0.320739418,0|-0|0,0.009458935935981572,0.0029037760104984045,0.001413829973898828,0.0018662119982764125
