step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
60,3.0500000000000003,-2.0697287478988238,0.5146788954734802,0.08378694951534271,0.17746856808662415,0.324789822101593,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.11837844550609589,0.12428663671016693,0.13616977632045746,0.12720277905464172,0.12720277905464172,0.08395521959925295,0.08378694951534271,0.000168270083910238,0.034678065991963644,0.010316869509333462,0.03178645693049143,0.0034038431870017693,0.028382613743489663,0.03178645644629537,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2434101840481162,1.5262952749617398,1,1,1,1,0,0.14370760630088722,0.14668971300125122,0.053762210927332514,0.14668971300125122,384,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 390, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,390,390,nan,nan,0.34480361143012855,filtered,0,0,6,5,43,3,1,2,1.0,0.0,0.12720277905464172,0.0,1.0,0.00010040478421606547,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04594711976655434,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998211860657,0,osqp,7.117304904073404e-08,valid,0.00010040478421606547,0.946283229884252,0|0.0099934849|0.00824155961|0.00636966834|0.0108684817|0.0108684817,0.400781916|0.237459498|0.0825639268|0.0762435917|0.000100404784|0.00310040478,0.578096078|0.414773659|0.259878088|0.253557753|0.177414566|0.180414566,0.520781916|0.357459498|0.202563927|0.196243592|0.120100405|0.123100405,0|0.15|0.15|0.15|0.15|0.15,0|-0.0066510491|-0.00214746271|-0.00271883598|-0.00040169004|-0.00040169004,0|0|0|0|0|0,1.60312767|0.943186942|0.328108244|0.302255531|-7.09030693e-08|0.0119999291,optimal,0.08521511409416888,0.0034038431870017684,0.08181127090716711,0.432759643|0.53099674|0.320739418,0|-0|0,0.010157732991501689,0.003811763017438352,0.0014801259385421872,0.001624216907657683
61,3.1,-2.0701050750020613,0.5147373080253601,0.0836295410990715,0.17744863033294678,0.32482993602752686,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.11247488111257553,0.11807220429182053,0.1293887495994568,0.12170306593179703,0.12170306593179703,0.08378694753153818,0.0836295410990715,0.0001574064324666724,0.03443067365592308,0.00979307965133434,0.03159136756970303,0.003183364078727027,0.028408003490976004,0.03159136682172141,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2434101840481162,1.5262952749617398,1,1,1,1,0,0.14370760630088722,0.14668971300125122,0.053762210927332514,0.14668971300125122,384,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 390, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,390,390,nan,nan,0.3612116033000908,filtered,0,0,6,5,44,4,1,2,1.0,0.0,0.12170306593179703,0.0,1.0,9.128545285315426e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04593686848977006,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999999403953552,0,osqp,7.11370773541671e-08,valid,9.128545285315426e-05,0.9463326179701783,0|0.00949166453|0.00780641589|0.00601466385|0.0103031034|0.0103031034,0.400779447|0.237178857|0.0824763093|0.076133194|9.12854529e-05|0.00309127785,0.578096078|0.414495488|0.25979294|0.253449825|0.177407916|0.180407909,0.520779447|0.357178857|0.202476309|0.196133194|0.120091285|0.123091278,0|0.15|0.15|0.15|0.15|0.15,0|-0.00632104917|-0.002056547|-0.00259539625|-0.00036521308|-0.00036521308,0|0|0|0|0|0,1.60311779|0.942394379|0.32784869|0.30193738|-7.12682631e-08|0.0119998983,optimal,0.08507773705818897,0.003183364078727025,0.08189437297946195,0.432759643|0.53099674|0.320739418,0|-0|0,0.00888830004259944,0.002569710952229798,0.001231031958013773,0.0021040720166638494
62,3.1500000000000004,-2.070324797736686,0.514751672744751,0.08348385989665985,0.1774323284626007,0.32485151290893555,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.1068655401468277,0.11219066381454468,0.11958370357751846,0.11651547998189926,0.11651547998189926,0.08362954329883024,0.08348385989665985,0.0001456834021703879,0.03420242416380267,0.009288629007750862,0.03141054201642966,0.002946942216605066,0.028463599799824598,0.03141054284264028,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2434101840481162,1.5262952749617398,1,1,1,1,0,0.14370760630088722,0.14668971300125122,0.053762210927332514,0.14668971300125122,384,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 390, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,390,390,nan,nan,0.3774503800546265,filtered,0,0,6,5,45,5,1,2,1.0,0.0,0.11651547998189926,0.0,1.0,7.454044316713981e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.045979055960501204,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998211860657,0,osqp,7.132245533709655e-08,valid,7.454044316713981e-05,0.9463788169275963,0|0.00901963358|0.00741423192|0.00571537828|0.00978050435|0.00978050435,0.400777137|0.236909652|0.0823848762|0.0760194|7.45404432e-05|0.00307454044,0.578096078|0.414228593|0.259703817|0.253338341|0.177393481|0.180393481,0.520777137|0.356909652|0.202384876|0.1960194|0.12007454|0.12307454,0|0.15|0.15|0.15|0.15|0.15,0|-0.00599744379|-0.00193901126|-0.00244358003|-0.000298233172|-0.000298233172,0|0|0|0|0|0,1.60310855|0.941641164|0.327600494|0.30163402|-7.13991563e-08|0.0119999286,optimal,0.08491971826163107,0.0029469422166050674,0.08197277604502601,0.432759643|0.53099674|0.320739418,0|-0|0,0.013498391956090927,0.0029348409734666348,0.0014969269977882504,0.003571563051082194
63,3.2,-2.0706017969686044,0.5147892236709595,0.08334775269031525,0.1774178445339203,0.32487866282463074,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.10153583437204361,0.10659465193748474,0.11326552927494049,0.11162634938955307,0.11162634938955307,0.08348386206635529,0.08334775269031525,0.0001361093760400417,0.03399347755939332,0.008816513523534996,0.031244589771014634,0.002753511609063682,0.028491078161950952,0.031244590583042776,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2434101840481162,1.5262952749617398,1,1,1,1,0,0.14370760630088722,0.14668971300125122,0.053762210927332514,0.14668971300125122,384,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 390, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,390,390,nan,nan,0.3946175732842029,filtered,0,0,6,5,46,6,1,2,1.0,0.0,0.11162634938955307,0.0,1.0,6.615052155299617e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.045978987467588515,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,1.0,0,osqp,7.13285135778112e-08,valid,6.615052155299617e-05,0.9464225055843695,0|0.00856797932|0.00702967071|0.00540899415|0.00927741937|0.00927741937,0.400774952|0.236655853|0.0823034751|0.0759176202|6.61505216e-05|0.0030661429,0.578096078|0.413976978|0.2596246|0.253238746|0.177387276|0.180387268,0.520774952|0.356655853|0.202303475|0.19591762|0.120066151|0.123066143,0|0.15|0.15|0.15|0.15|0.15,0|-0.00569813386|-0.00185089236|-0.00232632695|-0.000264673275|-0.000264673275,0|0|0|0|0|0,1.60309981|0.940925277|0.327363008|0.301344154|-7.11886154e-08|0.0119998983,optimal,0.08479192288857457,0.002753511609063682,0.08203841127951088,0.432759643|0.53099674|0.320739418,0|-0|0,0.009224358014762402,0.00292603496927768,0.0012839359696954489,0.0016337679699063301
64,3.25,-2.070795043885299,0.514805257320404,0.08322116732597351,0.17740577459335327,0.3248961865901947,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0964718759059906,0.10128077864646912,0.10673284530639648,0.10702132433652878,0.10702132433652878,0.0833477496249767,0.08322116732597351,0.0001265822990031834,0.03380094427186124,0.00836529870020735,0.03109093386324112,0.002559411697348833,0.028531522165892286,0.03109093271978812,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.2434101840481162,1.5262952749617398,1,1,1,1,0,0.14370760630088722,0.14668971300125122,0.053762210927332514,0.14668971300125122,384,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 390, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,390,390,nan,nan,0.41190084347496914,filtered,0,0,6,5,47,7,1,2,1.0,0.0,0.10702132433652878,0.0,1.0,5.468690645331342e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04600292376443151,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998807907104,0,osqp,7.143546562875941e-08,valid,5.468690645331342e-05,0.9464633502007906,3.90701669e-20|0.00814138418|0.0066749416|0.00513640516|0.00880627827|0.00880627827,0.40077291|0.236413531|0.0822222413|0.0758167366|5.46869065e-05|0.00305468691,0.578096078|0.413736699|0.259545409|0.253139904|0.177377854|0.180377854,0.52077291|0.356413531|0.202222241|0.195816737|0.120054687|0.123054687,0|0.15|0.15|0.15|0.15|0.15,2.25216414e-20|-0.00540916167|-0.00175259525|-0.00219893964|-0.000218819026|-0.000218819026,0|0|0|0|0|0,1.60309164|0.940244964|0.32713637|0.301068007|-7.14001768e-08|0.0119999286,optimal,0.08465805286820396,0.002559411697348833,0.08209864117085514,0.432759643|0.53099674|0.320739418,0|-0|0,0.013451602892018855,0.004020113032311201,0.002049274044111371,0.002394828014075756
65,3.3000000000000003,-2.071669903820755,0.5148358941078186,0.0831356942653656,0.17739561200141907,0.32491254806518555,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06416292488574982,0.6461822986602783,10.898106575012207,0.07188156247138977,0.07188156247138977,0.08322116925050917,0.0831356942653656,8.5474985143566e-05,0.02353697711340914,0.005571092531784776,0.021664526460132484,0.001727700449121952,0.01993682601101053,0.021664526961136674,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25503986107651144,1.7813351360382512,1,1,1,1,0,0.10268795277814124,0.14668971300125122,0.053762210927332514,0.14668971300125122,448,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 455, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,455,455,nan,nan,0.42984820127786144,filtered,0,0,7,6,48,0,1,2,1.0,0.0,0.07188156247138977,0.0,1.0,4.755123899906344e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.03211835735170326,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999991655349731,0,osqp,3.258747017262191e-08,valid,4.755123899906344e-05,0.9465022212649646,0|0.00773489375|0.00633289717|0.00486750951|0.0083557357|0.0083557357,0.400770967|0.236184252|0.0821474677|0.0757237776|4.7551239e-05|0.00304752856,0.578096078|0.413509363|0.259472579|0.253048889|0.177372662|0.18037264,0.520770967|0.356184252|0.202147468|0.195723778|0.120047551|0.123047529,0|0.15|0.15|0.15|0.15|0.15,0|-0.00361372882|-0.00121879737|-0.00151944944|-0.000190237583|-0.000190237583,0|0|0|0|0|0,1.60308387|0.941123278|0.327371073|0.301375661|-3.2627157e-08|0.0119998766,optimal,0.08454146996728641,0.0017277004491219523,0.08281376951816447,0.432759643|0.53099674|0.320739418,0|-0|0,0.2673100660322234,0.004642193904146552,0.0012560210889205337,0.001693704049102962
66,3.35,-2.071420740017643,0.5149076581001282,0.08302351087331772,0.17738687992095947,0.3249262571334839,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.08845342695713043,0.485818475484848,22.639986038208008,0.09982907772064209,0.09982907772064209,0.08313569433854744,0.08302351087331772,0.00011218346522971767,0.03350703629996922,0.007646394174811068,0.030854527255565273,0.002251142465663367,0.028603384789901907,0.03085452728272558,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.25503986107651144,1.7813351360382512,1,1,1,1,0,0.10268795277814124,0.14668971300125122,0.053762210927332514,0.14668971300125122,448,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 455, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,455,455,nan,nan,0.44682330555192057,filtered,0,0,7,6,49,1,1,2,1.0,0.0,0.09982907772064209,0.0,1.0,3.7814730611276937e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04605170011781738,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999982118606567,0,osqp,7.186076794621181e-08,valid,3.7814730611276937e-05,0.9465614963975935,0|0.00514888447|0.00422986|0.00327220511|0.00556667969|0.00556667969,0.400768003|0.236269866|0.0821642982|0.0757471828|3.78147306e-05|0.00303781473,0.578096078|0.41359794|0.259492373|0.253075258|0.17736589|0.18036589,0.520768003|0.356269866|0.202164298|0.195747183|0.120037815|0.123037815,0|0.15|0.15|0.15|0.15|0.15,0|-0.00494852341|-0.00158642225|-0.00198984227|-0.000151330789|-0.000151330789,0|0|0|0|0|0,1.60307201|0.940130939|0.32707077|0.300998889|-7.18667281e-08|0.0119999281,optimal,0.08371458186247781,0.002251142465663366,0.08146343939681444,0.432759643|0.53099674|0.320739418,0|-0|0,0.010076877078972757,0.0030170419486239552,0.0014691209653392434,0.0016598730580881238
67,3.4000000000000004,-2.0716489205135558,0.5149333477020264,0.08292144536972046,0.17738232016563416,0.3249141573905945,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.08404803276062012,0.08812297135591507,11.478446006774902,0.09592556208372116,0.09592556208372116,0.08302351164515319,0.08292144536972046,0.00010206627543273006,0.03335457557524332,0.0072551017558613335,0.030731095366294592,0.0020644009129952862,0.028666694453299307,0.030731095651988956,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.25503986107651144,1.7813351360382512,1,1,1,1,0,0.10268795277814124,0.14668971300125122,0.053762210927332514,0.14668971300125122,448,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 455, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,455,455,nan,nan,0.4613054750108652,filtered,0,0,7,6,50,2,1,2,1.0,0.0,0.09592556208372116,0.0,1.0,1.845302230703283e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04612302540210715,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999995827674866,0,osqp,7.196517367376483e-08,valid,1.845302230703283e-05,0.9469325591347435,0|0.00708994997|0.0057887081|0.00443411619|0.00763610725|0.00763610725,0.40074945|0.235803322|0.0820103293|0.0755577694|1.84530223e-05|0.00301841742,0.578096078|0.41314995|0.259356957|0.252904397|0.177365081|0.180365045,0.52074945|0.355803322|0.202010329|0.195557769|0.120018453|0.123018417,0|0.15|0.15|0.15|0.15|0.15,0|-0.00468874427|-0.00147359413|-0.00184539135|-7.38839418e-05|-7.38839418e-05,0|0|0|0|0|0,1.6029978|0.938524543|0.326567723|0.300385686|-7.18525967e-08|0.0119997857,optimal,0.08428863674741965,0.002064400912995286,0.08222423583442437,0.432759643|0.53099674|0.320739418,0|-0|0,0.009591765934601426,0.002783479983918369,0.0013818519655615091,0.0020947190932929516
68,3.45,-2.071813334519375,0.5149462223052979,0.08282738924026489,0.17738035321235657,0.3249047100543976,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.07985665649175644,0.08383386582136154,0.08707493543624878,0.09226389229297638,0.09226389229297638,0.08292144466467417,0.08282738924026489,9.405542440928116e-05,0.033216549945901945,0.006881276925544316,0.030619498296911643,0.0019022640272543358,0.028717234269657308,0.030619498036566887,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.25503986107651144,1.7813351360382512,1,1,1,1,0,0.10268795277814124,0.14668971300125122,0.053762210927332514,0.14668971300125122,448,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 455, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,455,455,nan,nan,0.48082100745839007,filtered,0,0,7,6,51,3,1,2,1.0,0.0,0.09226389229297638,0.0,1.0,6.573512602039977e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.04617205581416288,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999998807907104,0,osqp,7.217627554976201e-08,valid,6.573512602039977e-06,0.9472894386365338,0|0.00673392994|0.0054816439|0.00418433369|0.00724763471|0.00724763471,0.400731606|0.235589856|0.0819360438|0.0754691776|6.5735126e-06|0.00300657351,0.578096078|0.412954328|0.259300516|0.252833649|0.177371045|0.180371045,0.520731606|0.355589856|0.201936044|0.195469178|0.120006574|0.123006574,0|0.15|0.15|0.15|0.15|0.15,0|-0.00444529906|-0.00137741059|-0.00172447687|-2.63661696e-05|-2.63661696e-05,0|0|0|0|0|0,1.60292642|0.937914127|0.326366765|0.300152233|-7.21191931e-08|0.0119999279,optimal,0.08416048375280641,0.001902264027254336,0.08225821972555207,0.432759643|0.53099674|0.320739418,0|-0|0,0.012230125023052096,0.00397497892845422,0.002688382985070348,0.002360749989748001
69,3.5,-2.07188154690049,0.5149361491203308,0.08274095505475998,0.17738085985183716,0.3248933255672455,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.07587436586618423,0.07965371757745743,0.08362625539302826,0.08883044868707657,0.08883044868707657,0.0828273891748799,0.08274095505475998,8.643412011992424e-05,0.03309093661290793,0.006526198239188165,0.030517593992203045,0.0017481042563829228,0.028769489735820122,0.03051759396811207,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.25503986107651144,1.7813351360382512,1,1,1,1,0,0.10268795277814124,0.14668971300125122,0.053762210927332514,0.14668971300125122,448,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 455, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,455,455,nan,nan,0.5004347276781618,filtered,0,0,7,6,52,4,1,2,1.0,0.0,0.08883044868707657,0.0,1.0,-5.208923566243917e-06,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.046225854592526254,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999997615814209,0,osqp,7.241019387023949e-08,valid,-5.208923566243917e-06,0.947628775942699,0|0.00639600327|0.00519471782|0.00395347094|0.00687449943|0.00687449943,0.400714639|0.235386989|0.0818647353|0.07538412|-5.20892357e-06|0.00299479108,0.578096078|0.412768428|0.259246174|0.252765559|0.17737623|0.18037623,0.520714639|0.355386989|0.201864735|0.19538412|0.119994791|0.122994791,0|0.15|0.15|0.15|0.15|0.15,0|-0.00421310655|-0.00128283195|-0.00160624586|2.07631996e-05|2.07631996e-05,0|0|0|0|0|0,1.60285856|0.937334849|0.326176109|0.299930234|-7.24946178e-08|0.0119999275,optimal,0.08403318687198907,0.0017481042563829235,0.08228508261560614,0.432759643|0.53099674|0.320739418,0|-0|0,0.008317538071423769,0.002518185996450484,0.0012842349242419004,0.0016226980369538069
70,3.5500000000000003,-2.072008867354861,0.5149361491203308,0.08266302943229675,0.17738470435142517,0.3248834013938904,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.07207050919532776,0.07610572129487991,0.07538316398859024,0.08561453223228455,0.08561453223228455,0.08274095731575087,0.08266302943229675,7.792788345412083e-05,0.03297690987810557,0.006172189117773583,0.0304247679752262,0.001576374391296748,0.028848393583929453,0.030424768806617663,0,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.25503986107651144,1.7813351360382512,1,1,1,1,0,0.10268795277814124,0.14668971300125122,0.053762210927332514,0.14668971300125122,448,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 455, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,455,455,nan,nan,0.5203829911449201,filtered,0,0,7,6,53,5,1,2,1.0,0.0,0.08561453223228455,0.0,1.0,-1.6700788450771387e-05,0,0,0,0,0.1472218018947355,0.0,filtered,osqp optimal,0.046314400818709786,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,0.9999990463256836,0,osqp,7.330723988670067e-08,valid,-1.6700788450771387e-05,0.9479512550887402,0|0.0060748717|0.00492161175|0.00373258001|0.00651997738|0.00651997738,0.400698515|0.235194947|0.0817987718|0.0753054067|-1.67007885e-05|0.00298327656,0.578096078|0.41259251|0.259196335|0.252702969|0.177380862|0.180380839,0.520698515|0.355194947|0.201798772|0.195305407|0.119983299|0.122983277,0|0.15|0.15|0.15|0|0,0|-0.00397641223|-0.00116766267|-0.00146993359|6.67298267e-05|6.67298267e-05,0|0|0|0|0|0,1.60279406|0.936803377|0.326027424|0.299751693|-7.33270791e-08|0.0119998361,optimal,0.08379318611177482,0.001576374391296747,0.08221681172047807,0.432759643|0.53099674|0.320739418,0|-0|0,0.01151086890604347,0.0025070459814742208,0.0019973149755969644,0.002141167060472071
