step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.9318234460654969,0.22322222590446472,0.29575315117836,0.36569249629974365,0.16861145198345184,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.41601184010505676,8.320236206054688,166.4047393798828,1.3449963331222534,1.3449963331222534,0.3036935902809086,0.29575315117836,0.007940439102548602,0.42639288305064627,0.1782601930862046,0.3997184098680773,0.16404815498265923,0.23567025488541804,0.3997184068836672,0,0,disabled,0.0,1,TRACK,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.9796235654684025,1.3449963331222534,0.0,1.0,0.1967397704749444,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.1277097361928088,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.16904815284482205,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.1967397704749444,0.8888786198500727,0|0|0|0|0|0,0.45580482|0.284207169|0.19673977|0.21114431|0.212710551|0.215710551,0.630248751|0.4586511|0.371183701|0.385588241|0.387154482|0.390154482,0.57580482|0.404207169|0.31673977|0.33114431|0.332710551|0.335710551,0|0|0|0|0|0,-4.28002111e-18|0.000792345049|-0.113086845|-0.141401676|-0.172138208|-0.172138208,0|0|0|0|0|0,1.82321928|1.13762102|0.673872236|0.703175562|0.678703996|0.690703996,optimal,0.16904815284482205,0.16404815498265923,0.004999997862162819,0.28085047|0.568458498|0.535240352,0|-0|-0,0.01492034806869924,0.0026808379916474223,0.001300805015489459,0.007030659005977213
1,0.1,-1.4688713928608448,0.39742526412010193,0.27994734048843384,0.3543870747089386,0.30621200799942017,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8323612809181213,8.327005386352539,0.4902458190917969,1.3499001264572144,1.3499001264572144,0.29575315043053824,0.27994734048843384,0.0158058099421044,0.42214600676791475,0.35520142821936507,0.3958463424706172,0.3244114873565728,0.07143485511404435,0.3958463414697064,0,0,disabled,0.0,1,TRACK,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.8384481863790373,filtered,0,0,1,0,0,0,1,2,1.0,0.8398580918214099,1.3499001264572144,0.0,1.0,0.1743772946914256,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0562166209121606,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.3294114849104351,1,continuity_tiebreak,0.9999989867210388,0,goal_velocity_linprog,0.0,valid,0.1743772946914256,0.8849182972274333,1.11000549e-17|0.0880912598|0.140319677|0.154747841|0.177623839|0.177623839,0.456002836|0.284505845|0.174377295|0.183662957|0.179052613|0.182052613,0.630248751|0.458751759|0.34862321|0.357908872|0.353298528|0.356298528,0.576002836|0.404505845|0.294377295|0.303662957|0.299052613|0.302052613,0|0|0.15|0.15|0.15|0.15,-8.71450261e-18|0.00625395421|-0.231681621|-0.276863936|-0.339516013|-0.339516013,0|0|0|0|0|0,1.82401134|1.14427733|0.465827558|0.457787891|0.376694438|0.388694438,optimal,0.3294114849104351,0.32441148735657277,0.004999997553862323,0.28085047|0.568458498|0.535240352,0|-0|-0,0.01912697998341173,0.0038157040253281593,0.001284326077438891,0.010257036075927317
2,0.15000000000000002,-1.969795822948578,0.5610036253929138,0.25698819756507874,0.33700406551361084,0.4122268259525299,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2494865655899048,8.34267807006836,1.1171150207519531,1.3143188953399658,1.3143188953399658,0.2799473530005962,0.25698819756507874,0.022959155435517464,0.41612889156412514,0.5287966477668318,0.3973943792556634,0.4740957275129902,-0.07670134825732677,0.39739439701708595,0,0,disabled,0.0,1,TRACK,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7824405674249248,filtered,0,0,1,0,0,0,1,2,1.0,0.6156233067727829,1.3143188953399658,0.0,1.0,0.13849972908364527,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0803301754285581,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.4790957148123848,1,continuity_tiebreak,0.9999964237213135,0,goal_velocity_linprog,0.0,valid,0.13849972908364527,0.876914023971807,0|0.175339271|0.284574292|0.307025825|0.352621613|0.352621613,0.456403049|0.285451804|0.145937334|0.150887775|0.138499729|0.141499729,0.630248751|0.459297506|0.319783036|0.324733476|0.31234543|0.31534543,0.576403049|0.405451804|0.265937334|0.270887775|0.258499729|0.261499729,0|0|0.15|0.15|0.15|0.15,0|0.023529579|-0.358163554|-0.398928143|-0.494367736|-0.494367736,0|0|0|0|0|0,1.8256122|1.1653368|0.225585784|0.204622956|0.0596311808|0.0716311808,optimal,0.4790957148123848,0.47409572751299023,0.004999987299394548,0.28085047|0.568458498|0.535240352,0|-0|-0,0.017152720014564693,0.003345804987475276,0.0010740070138126612,0.005698396940715611
3,0.2,-1.8133018901196447,0.5173937082290649,0.2363615185022354,0.3186070919036865,0.3819073736667633,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2187180519104004,5.721665382385254,221.82366943359375,1.096562147140503,1.096562147140503,0.25698821495910085,0.2363615185022354,0.020626696456865434,0.24125102663366682,0.4500554353880273,0.23749838430769474,0.41962897998127807,-0.18213059567358333,0.2374984003825658,0,0,disabled,0.0,1,TRACK,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.8219695990516187,filtered,0,0,1,0,0,0,1,2,1.0,0.33167739140469743,1.096562147140503,0.0,1.0,0.09306838262475159,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,0.9155915424393001,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.42462897681426987,1,continuity_tiebreak,0.9734375476837158,0,goal_velocity_linprog,0.0,valid,0.09306838262475159,0.8647218672532396,0|0.261291241|0.435439274|0.454865092|0.522882512|0.522882512,0.457012657|0.28775251|0.110855642|0.114674164|0.0930683826|0.0960683826,0.630248751|0.460988603|0.284091736|0.287910257|0.266304476|0.269304476,0.577012657|0.40775251|0.230855642|0.234674164|0.213068383|0.216068383,0|0|0.15|0.15|0.15|0.15,0|0.0164671452|-0.318390543|-0.319470598|-0.37227354|-0.37227354,0|0|0|0|0|0,1.82805063|1.16747719|0.125032026|0.139226058|-9.72389619e-09|0.0119999903,optimal,0.42462897681426987,0.419628979981278,0.004999996832991849,0.28085047|0.568458498|0.535240352,0|-0|-0,0.02020179503597319,0.0021480079740285873,0.0017606460023671389,0.008116872049868107
4,0.25,-1.9334281119751586,0.5653829574584961,0.21297717094421387,0.2990560233592987,0.4102100729942322,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3657721281051636,4.578195571899414,96.48887634277344,1.0923912525177002,1.0923912525177002,0.23636151761698995,0.21297717094421387,0.023384346672776085,0.21980893122403325,0.5257751263277858,0.2173609462921778,0.48096850638732186,-0.2636075600951441,0.21736094547809523,0,0,disabled,0.0,1,TRACK,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.8349654826467259,filtered,0,0,1,0,0,0,1,2,1.0,0.32905608371695855,1.0923912525177002,0.0,1.0,0.09264897339471337,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0622369027856446,0,1,12,predictive_link_4|joint_0_velocity_upper|joint_2_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.48596851381343864,1,continuity_tiebreak,0.9907554388046265,0,goal_velocity_linprog,0.0,valid,0.09264897339471337,0.8494584114759558,4.79596166e-19|0.176562492|0.342548812|0.350154037|0.445039302|0.445039302,0.45777583|0.28980731|0.103859326|0.10966174|0.0926489734|0.0956489734,0.630248751|0.46228023|0.276332247|0.28213466|0.265121894|0.268121894,0.57777583|0.40980731|0.223859326|0.22966174|0.212648973|0.215648973,0|0|0.15|0.15|0.15|0.15,4.16037622e-19|0.00447881852|-0.362608673|-0.362416747|-0.370595888|-0.370595888,0|0|0|0|0|0,1.83110332|1.16370806|0.0528286304|0.076230212|5.77611925e-09|0.0120000058,optimal,0.48596851381343864,0.48096850638732186,0.0050000074261167815,0.28085047|0.568458498|0.535240352,0|-0|-0,0.017695760005153716,0.0027724389219656587,0.0018308019498363137,0.00851189298555255
5,0.30000000000000004,-1.9047453997650021,0.5544072389602661,0.19147557020187378,0.28259357810020447,0.4006873667240143,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.357354998588562,2.8626372814178467,91.98123168945312,1.0544755458831787,1.0544755458831787,0.21297717566469013,0.19147557020187378,0.021501605462816348,0.16898939919069694,0.5132403663732552,0.16862163588287798,0.4458126117562504,-0.27719097587337244,0.1686216396202477,0,0,disabled,0.0,1,TRACK,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.9723960168460183,filtered,0,0,1,0,0,0,1,2,1.0,0.21878283691279743,1.0544755458831787,0.0,1.0,0.07500525390604759,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0212738362778107,0,1,12,predictive_link_2|joint_0_velocity_upper|joint_2_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.45081261741895623,1,continuity_tiebreak,0.9944936037063599,0,goal_velocity_linprog,0.0,valid,0.07500525390604759,0.8311537386053152,0|0.149781633|0.414020022|0.414020022|0.520026647|0.520026647,0.458691064|0.291238926|0.0796568791|0.0866568791|0.0750052539|0.0780052539,0.630248751|0.462796613|0.251214566|0.258214566|0.246562941|0.249562941,0.578691064|0.411238926|0.199656879|0.206656879|0.195005254|0.198005254,0|0|0.15|0.15|0.15|0.15,0|-0.0110686756|-0.318627512|-0.318627512|-0.283243781|-0.283243781,0|0|0|0|0|0,1.83476425|1.15388703|4.2036829e-09|0.0280000042|0.0167772342|0.0287772342,optimal,0.45081261741895623,0.4458126117562503,0.00500000566270592,0.28085047|0.568458498|0.535240352,0|-0|-0,0.013526721973903477,0.002793336985632777,0.001104801893234253,0.005879434058442712
6,0.35000000000000003,-1.9784121124888816,0.5660712122917175,0.17226848006248474,0.26914820075035095,0.40579909086227417,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3457499742507935,2.2405967712402344,18.676925659179688,1.0532225370407104,1.0532225370407104,0.19147557749912766,0.17226848006248474,0.019207097436642923,0.15261369149660503,0.5088811595126699,0.15238042271691768,0.40502131019646936,-0.2526408874795517,0.152380428524231,0,0,disabled,0.0,1,TRACK,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.9685135328789821,filtered,0,0,1,0,0,0,1,2,1.0,0.18493962592544497,1.0532225370407104,0.0,1.0,0.0695903401480712,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0230165242824416,0,1,12,predictive_link_2|joint_2_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.41002131196770536,1,continuity_tiebreak,0.9966013431549072,0,goal_velocity_linprog,0.0,valid,0.0695903401480712,0.8127579983422626,0|0.0962601142|0.412125279|0.412125279|0.507855901|0.507855901,0.459610851|0.291305453|0.0695903401|0.0765903401|0.0699923065|0.0729922946,0.630248751|0.461943353|0.24022824|0.24722824|0.240630206|0.243630195,0.579610851|0.411305453|0.18959034|0.19659034|0.189992306|0.192992295,0|0.15|0.15|0.15|0.15|0.15,0|-0.0269078419|-0.27836136|-0.27836136|-0.209633941|-0.209633941,0|0|0|0|0|0,1.8384434|1.13831397|6.773197e-10|0.0280000007|0.0703352851|0.0823352377,optimal,0.41002131196770536,0.4050213101964693,0.005000001771236051,0.28085047|0.568458498|0.535240352,0|-0|-0,0.014192859991453588,0.0024252469884231687,0.0011412609601393342,0.006332054967060685
7,0.4,-2.0786046692392643,0.5814462900161743,0.1558304727077484,0.2580413520336151,0.4166489839553833,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3431205749511719,1.1720455884933472,21.372621536254883,0.8577625155448914,0.8577625155448914,0.1722684841646606,0.1558304727077484,0.016438011456912177,0.3396618778658191,0.5066201159912843,0.3358865209717734,0.35693729837645294,-0.021050777404679533,0.3358865289701349,0,0,disabled,0.0,1,SERVO,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.9713203889055203,filtered,1,0,1,0,0,0,1,2,1.0,0.13025232074494744,0.8577625155448914,0.0,1.0,0.060840371319191594,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.3666898127281253,0,1,12,predictive_link_2|joint_2_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.36193730297238563,1,continuity_tiebreak,0.9990518689155579,0,goal_velocity_linprog,2.7755575615628914e-17,valid,0.060840371319191594,0.7941878198109856,0|0.0610638118|0.423274696|0.423274696|0.503834741|0.503834741,0.46053936|0.287680903|0.0608403713|0.0678403713|0.0677192653|0.0707192653,0.630248751|0.457390294|0.230549762|0.237549762|0.237428656|0.240428656,0.58053936|0.407680903|0.180840371|0.187840371|0.187719265|0.190719265,0|0.15|0.15|0.15|0.15|0.15,0|-0.0378762663|-0.243361482|-0.243361482|-0.149650631|-0.149650631,0|0|0|0|0|0,1.84215744|1.11284735|3.40889275e-09|0.0280000034|0.12122643|0.13322643,optimal,0.36193730297238563,0.3569372983764529,0.00500000459593275,0.28085047|0.568458498|0.535240352,0|-0|-0,0.012626131996512413,0.002528882003389299,0.0011332860449329019,0.005958897992968559
8,0.45,-2.1792471631905768,0.5934547185897827,0.14274537563323975,0.2452758401632309,0.42682525515556335,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.370556354522705,1.4406652450561523,21.795515060424805,0.9575952887535095,0.9575952887535095,0.15583047072294953,0.14274537563323975,0.013085095089709786,0.3483574647962456,0.5065553480676168,0.3431359587127537,0.2989214709922108,0.04421448772054293,0.34313595434226146,0,0,disabled,0.0,1,SERVO,direct_path,0,0.46588620997499675,0.46588620997499675,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,1.0,filtered,2,0,1,0,0,0,1,2,1.0,0.07757482041274304,0.9575952887535095,0.0,1.0,0.05241197126603889,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.524698244178377,0,1,12,predictive_link_2|joint_0_velocity_upper|joint_2_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.3039214745682621,1,continuity_tiebreak,0.9987950921058655,0,goal_velocity_linprog,0.0,valid,0.05241197126603889,0.7753315567111888,7.74871961e-17|0.051662783|0.433183298|0.433183298|0.501664636|0.501664636,0.461482173|0.284955512|0.0524119713|0.0594119713|0.0659977631|0.0689977631,0.630248751|0.453722089|0.221178549|0.228178549|0.234764341|0.237764341,0.581482173|0.404955512|0.172411971|0.179411971|0.185997763|0.188997763,0|0.15|0.15|0.15|0.15|0.15,-4.17849488e-17|-0.0483556126|-0.209647881|-0.209647881|-0.0973505171|-0.0973505171,0|0|0|0|0|0,1.84592869|1.09146643|3.77096185e-09|0.0280000038|0.166640535|0.178640535,optimal,0.3039214745682621,0.2989214709922107,0.005000003576051348,0.28085047|0.568458498|0.535240352,0|-0|-0,0.016561554046347737,0.004390917019918561,0.0011914430651813745,0.006675801007077098
