step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.15875486563807734,0.046778418123722076,0.24365320801734924,0.5057161450386047,0.035027820616960526,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.40551242232322693,8.110248565673828,162.20497131347656,0.8525619506835938,0.8525619506835938,0.25219043482168046,0.24365320801734924,0.008537226804331222,0.34702215576648265,0.2257123235103871,0.33855943435398694,0.17571316368859768,0.16284627066538926,0.338559426203158,0,0,disabled,0.0,1,TRACK,direct_path,0,1.3476260739844292,1.3476260739844292,50,1,1,1,49,0.5930184551862853,0.500670313835144,0.0005840501150066413;0.00052410843017871;0.002541513383177887;0.001512032875716931;0.005457182636852207;0.005591844807884089;0.0028503686692498;0.003525712050174847;0.008597236795481411;0.003029584128928731;0.006956640285315468;0.00537366261731778;0.006060962190188535;0.004943897420697623;0.005296483096688456;0.007742518901404008;0.0044812536473303795;0.0069352961827891385;0.0016904904632195092;0.004400409763080204;0.004913745562590867;0.003062531927721829;0.003922804205722625;0.006182126352638551;0.004958643646866196;0.004562686400516425;0.006946634023374833;0.0051697177519560685;0.004565772076444524;0.003329104823812401;0.0052650812179418655;0.007711511643564349;0.004656793450215964;0.010602769895587387;0.0032863176033079223;0.004351158981918629;0.003746934090760004;0.001957482671786028;0.005582769254822693;0.0048271372437603535;0.002966869479500868;0.004848690605178091;0.005364295984678774;0.003174384067665846;0.004224217762002643;0.002804895222391987;0.005571520372249789;0.0036496960989380826;0.005182994071746856;0.009161171816677714,0.5850762724876404;0.5880813598632812;0.5710335969924927;0.5776041150093079;0.6624869704246521;0.5828973054885864;0.5581275224685669;0.6468525528907776;0.5932026505470276;0.5771080255508423;0.605671763420105;0.5478536486625671;0.6275174021720886;0.5720374584197998;0.580230176448822;0.548844039440155;0.5431742072105408;0.57540363073349;0.5943264365196228;0.6081817150115967;0.6330719590187073;0.5676860809326172;0.597976565361023;0.5953642725944519;0.5783777236938477;0.6043398976325989;0.631982684135437;0.6062554717063904;0.5510845184326172;0.624856173992157;0.5817223787307739;0.5772036910057068;0.6359916925430298;0.5456100106239319;0.5934779047966003;0.5502429604530334;0.5654011368751526;0.5444347858428955;0.6200525760650635;0.6028640866279602;0.5448914766311646;0.550370454788208;0.5852562189102173;0.5565212368965149;0.5842627882957458;0.5909594893455505;0.5802024006843567;0.5462560653686523;0.5701771378517151;0.5821311473846436,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 15, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.00052410843017871,65,50,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,1.0,0.8525619506835938,0.0,1.0,0.325181863493557,0,0,0,0,0.325181863493557,0.0,filtered,linprog goal-velocity priority optimal,0.6062862543148256,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.18071316097632847,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.325181863493557,0.9097688243900832,0|0|0|0|0|0,0.580034792|0.453243779|0.340944401|0.325181863|0.327181863|0.385697331,0.755523233|0.62873222|0.516432843|0.500670305|0.502670305|0.561185772,0.700034792|0.573243779|0.460944401|0.445181863|0.447181863|0.505697331,0|0|0|0|0|0,0|-0.0453794443|0.0542411723|0.0991914603|0.0991914603|0.109242529,0|0|0|0|0|0,2.32013917|1.76759567|1.41801878|1.39991891|1.40791891|1.65203185,optimal,0.18071316097632847,0.17571316368859763,0.004999997287730845,0.659188688|-0.550215006|0.360591888,-0|0|0,0.02087745803873986,0.003796921926550567,0.0019978489726781845,0.009009353001601994
1,0.1,-0.005598502399900618,0.050577521324157715,0.22665110230445862,0.5166276097297668,0.04497302323579788,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8112475872039795,8.114724159240723,0.5394744873046875,0.8388551473617554,0.8388551473617554,0.24365320852041925,0.22665110230445862,0.017002106215960627,0.33519139005295745,0.4496240303278718,0.32839879268799954,0.34801549711803986,-0.01961670443004032,0.3283987933660435,0,0,disabled,0.0,1,TRACK,direct_path,0,1.3476260739844292,1.3476260739844292,50,1,1,1,49,0.5930184551862853,0.500670313835144,0.0005840501150066413;0.00052410843017871;0.002541513383177887;0.001512032875716931;0.005457182636852207;0.005591844807884089;0.0028503686692498;0.003525712050174847;0.008597236795481411;0.003029584128928731;0.006956640285315468;0.00537366261731778;0.006060962190188535;0.004943897420697623;0.005296483096688456;0.007742518901404008;0.0044812536473303795;0.0069352961827891385;0.0016904904632195092;0.004400409763080204;0.004913745562590867;0.003062531927721829;0.003922804205722625;0.006182126352638551;0.004958643646866196;0.004562686400516425;0.006946634023374833;0.0051697177519560685;0.004565772076444524;0.003329104823812401;0.0052650812179418655;0.007711511643564349;0.004656793450215964;0.010602769895587387;0.0032863176033079223;0.004351158981918629;0.003746934090760004;0.001957482671786028;0.005582769254822693;0.0048271372437603535;0.002966869479500868;0.004848690605178091;0.005364295984678774;0.003174384067665846;0.004224217762002643;0.002804895222391987;0.005571520372249789;0.0036496960989380826;0.005182994071746856;0.009161171816677714,0.5850762724876404;0.5880813598632812;0.5710335969924927;0.5776041150093079;0.6624869704246521;0.5828973054885864;0.5581275224685669;0.6468525528907776;0.5932026505470276;0.5771080255508423;0.605671763420105;0.5478536486625671;0.6275174021720886;0.5720374584197998;0.580230176448822;0.548844039440155;0.5431742072105408;0.57540363073349;0.5943264365196228;0.6081817150115967;0.6330719590187073;0.5676860809326172;0.597976565361023;0.5953642725944519;0.5783777236938477;0.6043398976325989;0.631982684135437;0.6062554717063904;0.5510845184326172;0.624856173992157;0.5817223787307739;0.5772036910057068;0.6359916925430298;0.5456100106239319;0.5934779047966003;0.5502429604530334;0.5654011368751526;0.5444347858428955;0.6200525760650635;0.6028640866279602;0.5448914766311646;0.550370454788208;0.5852562189102173;0.5565212368965149;0.5842627882957458;0.5909594893455505;0.5802024006843567;0.5462560653686523;0.5701771378517151;0.5821311473846436,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 15, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.00052410843017871,65,50,nan,nan,0.711134544332759,filtered,0,0,1,0,0,0,1,2,1.0,1.0,0.8388551473617554,0.0,1.0,0.33045750419563397,0,0,0,0,0.325181863493557,0.0,filtered,linprog goal-velocity priority optimal,0.6016134316944189,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.3530154943030868,1,continuity_tiebreak,0.9999987483024597,0,goal_velocity_linprog,0.0,valid,0.33045750419563397,0.9051724672509978,0|0.0898017684|0.217843919|0.253688997|0.253688997|0.224768798,0.58026461|0.4450226|0.344046378|0.330457504|0.332457504|0.391403578,0.755523233|0.620281223|0.519305001|0.505716128|0.507716128|0.566662201,0.70026461|0.5650226|0.464046378|0.450457504|0.452457504|0.511403578,0|0.15|0|0|0|0,0|-0.0849902156|0.116441548|0.209288926|0.209288926|0.225216148,0|0|0|0|0|0,2.32105844|1.69510018|1.49262706|1.53111894|1.53911894|1.79083046,optimal,0.3530154943030868,0.3480154971180398,0.0049999971850470115,0.659188688|-0.550215006|0.360591888,-0|0|0,0.021561426110565662,0.003944849013350904,0.001983094960451126,0.009143476956523955
2,0.15000000000000002,0.1192470139937265,0.059400398284196854,0.2019287794828415,0.5347747206687927,0.053278446197509766,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2175217866897583,8.125724792480469,1.2834763526916504,0.8151599764823914,0.8151599764823914,0.22665110766757923,0.2019287794828415,0.02472232818473774,0.3122187677572646,0.6689395326800219,0.30827055613640697,0.5096471383731233,-0.20137658223671628,0.30827056343084386,0,0,disabled,0.0,1,TRACK,direct_path,0,1.3476260739844292,1.3476260739844292,50,1,1,1,49,0.5930184551862853,0.500670313835144,0.0005840501150066413;0.00052410843017871;0.002541513383177887;0.001512032875716931;0.005457182636852207;0.005591844807884089;0.0028503686692498;0.003525712050174847;0.008597236795481411;0.003029584128928731;0.006956640285315468;0.00537366261731778;0.006060962190188535;0.004943897420697623;0.005296483096688456;0.007742518901404008;0.0044812536473303795;0.0069352961827891385;0.0016904904632195092;0.004400409763080204;0.004913745562590867;0.003062531927721829;0.003922804205722625;0.006182126352638551;0.004958643646866196;0.004562686400516425;0.006946634023374833;0.0051697177519560685;0.004565772076444524;0.003329104823812401;0.0052650812179418655;0.007711511643564349;0.004656793450215964;0.010602769895587387;0.0032863176033079223;0.004351158981918629;0.003746934090760004;0.001957482671786028;0.005582769254822693;0.0048271372437603535;0.002966869479500868;0.004848690605178091;0.005364295984678774;0.003174384067665846;0.004224217762002643;0.002804895222391987;0.005571520372249789;0.0036496960989380826;0.005182994071746856;0.009161171816677714,0.5850762724876404;0.5880813598632812;0.5710335969924927;0.5776041150093079;0.6624869704246521;0.5828973054885864;0.5581275224685669;0.6468525528907776;0.5932026505470276;0.5771080255508423;0.605671763420105;0.5478536486625671;0.6275174021720886;0.5720374584197998;0.580230176448822;0.548844039440155;0.5431742072105408;0.57540363073349;0.5943264365196228;0.6081817150115967;0.6330719590187073;0.5676860809326172;0.597976565361023;0.5953642725944519;0.5783777236938477;0.6043398976325989;0.631982684135437;0.6062554717063904;0.5510845184326172;0.624856173992157;0.5817223787307739;0.5772036910057068;0.6359916925430298;0.5456100106239319;0.5934779047966003;0.5502429604530334;0.5654011368751526;0.5444347858428955;0.6200525760650635;0.6028640866279602;0.5448914766311646;0.550370454788208;0.5852562189102173;0.5565212368965149;0.5842627882957458;0.5909594893455505;0.5802024006843567;0.5462560653686523;0.5701771378517151;0.5821311473846436,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 15, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.00052410843017871,65,50,nan,nan,0.7171839304873143,filtered,0,0,1,0,0,0,1,2,1.0,1.0,0.8151599764823914,0.0,1.0,0.3418399482981063,0,0,0,0,0.325181863493557,0.0,filtered,linprog goal-velocity priority optimal,0.8902694501397528,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.5146471235081769,1,continuity_tiebreak,0.9999949932098389,0,goal_velocity_linprog,0.0,valid,0.3418399482981063,0.8957531408010684,0|0.180617267|0.421779654|0.504980061|0.504980061|0.445885531,0.580735576|0.436316591|0.350658133|0.341839948|0.343839948|0.403365828,0.755523233|0.611104248|0.52544579|0.516627605|0.518627605|0.578153485,0.700735576|0.556316591|0.470658133|0.461839948|0.463839948|0.523365828,0|0.15|0|0|0|0,0|-0.112722857|0.191401013|0.344740008|0.344740008|0.35637251,0|0|0|0|0|0,2.3229423|1.63254351|1.59403354|1.7120998|1.7200998|1.96983582,optimal,0.5146471235081769,0.5096471383731231,0.0049999851350537305,0.659188688|-0.550215006|0.360591888,-0|0|0,0.021369002060964704,0.003994742990471423,0.0019477478927001357,0.008842571987770498
3,0.2,0.24486739631964383,0.036654770374298096,0.17656536400318146,0.5496719479560852,0.031630318611860275,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3058761358261108,5.200331687927246,170.0067901611328,0.7898627519607544,0.7898627519607544,0.20192878297077885,0.17656536400318146,0.02536341896759739,0.2812046607306509,0.6611915522655133,0.28005220963669253,0.5207820014796305,-0.24072979184293797,0.28005221447406425,0,0,disabled,0.0,1,TRACK,direct_path,0,1.3476260739844292,1.3476260739844292,50,1,1,1,49,0.5930184551862853,0.500670313835144,0.0005840501150066413;0.00052410843017871;0.002541513383177887;0.001512032875716931;0.005457182636852207;0.005591844807884089;0.0028503686692498;0.003525712050174847;0.008597236795481411;0.003029584128928731;0.006956640285315468;0.00537366261731778;0.006060962190188535;0.004943897420697623;0.005296483096688456;0.007742518901404008;0.0044812536473303795;0.0069352961827891385;0.0016904904632195092;0.004400409763080204;0.004913745562590867;0.003062531927721829;0.003922804205722625;0.006182126352638551;0.004958643646866196;0.004562686400516425;0.006946634023374833;0.0051697177519560685;0.004565772076444524;0.003329104823812401;0.0052650812179418655;0.007711511643564349;0.004656793450215964;0.010602769895587387;0.0032863176033079223;0.004351158981918629;0.003746934090760004;0.001957482671786028;0.005582769254822693;0.0048271372437603535;0.002966869479500868;0.004848690605178091;0.005364295984678774;0.003174384067665846;0.004224217762002643;0.002804895222391987;0.005571520372249789;0.0036496960989380826;0.005182994071746856;0.009161171816677714,0.5850762724876404;0.5880813598632812;0.5710335969924927;0.5776041150093079;0.6624869704246521;0.5828973054885864;0.5581275224685669;0.6468525528907776;0.5932026505470276;0.5771080255508423;0.605671763420105;0.5478536486625671;0.6275174021720886;0.5720374584197998;0.580230176448822;0.548844039440155;0.5431742072105408;0.57540363073349;0.5943264365196228;0.6081817150115967;0.6330719590187073;0.5676860809326172;0.597976565361023;0.5953642725944519;0.5783777236938477;0.6043398976325989;0.631982684135437;0.6062554717063904;0.5510845184326172;0.624856173992157;0.5817223787307739;0.5772036910057068;0.6359916925430298;0.5456100106239319;0.5934779047966003;0.5502429604530334;0.5654011368751526;0.5444347858428955;0.6200525760650635;0.6028640866279602;0.5448914766311646;0.550370454788208;0.5852562189102173;0.5565212368965149;0.5842627882957458;0.5909594893455505;0.5802024006843567;0.5462560653686523;0.5701771378517151;0.5821311473846436,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 15, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.00052410843017871,65,50,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,1.0,0.7898627519607544,0.0,1.0,0.3607250758178276,0,0,0,0,0.325181863493557,0.0,filtered,linprog goal-velocity priority optimal,0.949502519514686,0,1,12,workspace_z_lower|joint_0_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.5257820102605317,1,continuity_tiebreak,0.9811935424804688,0,goal_velocity_linprog,0.0,valid,0.3607250758178276,0.8809923884051876,2.60191497e-19|0.273361607|0.598683204|0.751577351|0.751577351|0.660128873,0.581473613|0.428666669|0.361441763|0.360725076|0.362725076|0.4224021,0.755523233|0.602716289|0.535491382|0.534774695|0.536774695|0.596451719,0.701473613|0.548666669|0.481441763|0.480725076|0.482725076|0.5424021,0|0.15|0|0|0|0,1.81011544e-19|-0.0269323965|0.283420523|0.450696483|0.450696483|0.439825639,0|0|0|0|0|0,2.32589445|1.68773428|1.72918758|1.89359679|1.90159679|2.12943404,optimal,0.5257820102605317,0.5207820014796305,0.005000008780901233,0.659188688|-0.550215006|0.360591888,-0|0|0,0.021046129055321217,0.003829041961580515,0.001868409919552505,0.008879572967998683
4,0.25,0.22791106193874128,0.0340331494808197,0.1536610871553421,0.5644726753234863,0.02724928967654705,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2838521003723145,3.177835464477539,72.00341033935547,1.0640500783920288,1.0640500783920288,0.1765653712375133,0.1536610871553421,0.02290428408217121,0.31775620409619826,0.6090057036825941,0.28808736564739246,0.47414651663522883,-0.18605915098783637,0.2880873774510643,0,0,disabled,0.0,1,SERVO,direct_path,0,1.3476260739844292,1.3476260739844292,50,1,1,1,49,0.5930184551862853,0.500670313835144,0.0005840501150066413;0.00052410843017871;0.002541513383177887;0.001512032875716931;0.005457182636852207;0.005591844807884089;0.0028503686692498;0.003525712050174847;0.008597236795481411;0.003029584128928731;0.006956640285315468;0.00537366261731778;0.006060962190188535;0.004943897420697623;0.005296483096688456;0.007742518901404008;0.0044812536473303795;0.0069352961827891385;0.0016904904632195092;0.004400409763080204;0.004913745562590867;0.003062531927721829;0.003922804205722625;0.006182126352638551;0.004958643646866196;0.004562686400516425;0.006946634023374833;0.0051697177519560685;0.004565772076444524;0.003329104823812401;0.0052650812179418655;0.007711511643564349;0.004656793450215964;0.010602769895587387;0.0032863176033079223;0.004351158981918629;0.003746934090760004;0.001957482671786028;0.005582769254822693;0.0048271372437603535;0.002966869479500868;0.004848690605178091;0.005364295984678774;0.003174384067665846;0.004224217762002643;0.002804895222391987;0.005571520372249789;0.0036496960989380826;0.005182994071746856;0.009161171816677714,0.5850762724876404;0.5880813598632812;0.5710335969924927;0.5776041150093079;0.6624869704246521;0.5828973054885864;0.5581275224685669;0.6468525528907776;0.5932026505470276;0.5771080255508423;0.605671763420105;0.5478536486625671;0.6275174021720886;0.5720374584197998;0.580230176448822;0.548844039440155;0.5431742072105408;0.57540363073349;0.5943264365196228;0.6081817150115967;0.6330719590187073;0.5676860809326172;0.597976565361023;0.5953642725944519;0.5783777236938477;0.6043398976325989;0.631982684135437;0.6062554717063904;0.5510845184326172;0.624856173992157;0.5817223787307739;0.5772036910057068;0.6359916925430298;0.5456100106239319;0.5934779047966003;0.5502429604530334;0.5654011368751526;0.5444347858428955;0.6200525760650635;0.6028640866279602;0.5448914766311646;0.550370454788208;0.5852562189102173;0.5565212368965149;0.5842627882957458;0.5909594893455505;0.5802024006843567;0.5462560653686523;0.5701771378517151;0.5821311473846436,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 15, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.00052410843017871,65,50,nan,nan,1.0,filtered,1,0,1,0,0,0,1,2,1.0,1.0,1.0640500783920288,0.0,1.0,0.37637239882072104,0,0,0,0,0.325181863493557,0.0,filtered,linprog goal-velocity priority optimal,0.8877710440096257,0,1,12,workspace_z_lower|joint_0_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.4791465215670378,1,continuity_tiebreak,0.9926153421401978,0,goal_velocity_linprog,1.1102230246251565e-16,valid,0.37637239882072104,0.8659903445469623,0|0.212829665|0.530322712|0.709546867|0.732456331|0.651054976,0.582223716|0.439660023|0.376372399|0.384293298|0.38657255|0.445341106,0.755523233|0.612959541|0.549671916|0.557592815|0.559872067|0.618640623,0.702223716|0.559660023|0.496372399|0.504293298|0.50657255|0.565341106,0|0.15|0|0|0|0,0|0.0232676512|0.300860117|0.448713263|0.46805131|0.438169065,0|0|0|0|0|0,2.32889486|1.78190775|1.80634971|1.98588645|2.01434151|2.21953349,optimal,0.4791465215670378,0.4741465166352288,0.005000004931809021,0.659188688|-0.550215006|0.360591888,-0|0|0,0.02123085700441152,0.00431475299410522,0.0022192259784787893,0.009012117981910706
5,0.30000000000000004,0.20572737861289142,0.03172073885798454,0.1331689953804016,0.5792587399482727,0.02582184411585331,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2901582717895508,2.7916932106018066,14.763091087341309,0.9954359531402588,0.9954359531402588,0.1536610880595779,0.1331689953804016,0.020492092679176288,0.2921216143934533,0.5737359217656809,0.2738971089501802,0.43037802957291543,-0.15648092062273522,0.2738971105619583,0,0,disabled,0.0,1,SERVO,direct_path,0,1.3476260739844292,1.3476260739844292,50,1,1,1,49,0.5930184551862853,0.500670313835144,0.0005840501150066413;0.00052410843017871;0.002541513383177887;0.001512032875716931;0.005457182636852207;0.005591844807884089;0.0028503686692498;0.003525712050174847;0.008597236795481411;0.003029584128928731;0.006956640285315468;0.00537366261731778;0.006060962190188535;0.004943897420697623;0.005296483096688456;0.007742518901404008;0.0044812536473303795;0.0069352961827891385;0.0016904904632195092;0.004400409763080204;0.004913745562590867;0.003062531927721829;0.003922804205722625;0.006182126352638551;0.004958643646866196;0.004562686400516425;0.006946634023374833;0.0051697177519560685;0.004565772076444524;0.003329104823812401;0.0052650812179418655;0.007711511643564349;0.004656793450215964;0.010602769895587387;0.0032863176033079223;0.004351158981918629;0.003746934090760004;0.001957482671786028;0.005582769254822693;0.0048271372437603535;0.002966869479500868;0.004848690605178091;0.005364295984678774;0.003174384067665846;0.004224217762002643;0.002804895222391987;0.005571520372249789;0.0036496960989380826;0.005182994071746856;0.009161171816677714,0.5850762724876404;0.5880813598632812;0.5710335969924927;0.5776041150093079;0.6624869704246521;0.5828973054885864;0.5581275224685669;0.6468525528907776;0.5932026505470276;0.5771080255508423;0.605671763420105;0.5478536486625671;0.6275174021720886;0.5720374584197998;0.580230176448822;0.548844039440155;0.5431742072105408;0.57540363073349;0.5943264365196228;0.6081817150115967;0.6330719590187073;0.5676860809326172;0.597976565361023;0.5953642725944519;0.5783777236938477;0.6043398976325989;0.631982684135437;0.6062554717063904;0.5510845184326172;0.624856173992157;0.5817223787307739;0.5772036910057068;0.6359916925430298;0.5456100106239319;0.5934779047966003;0.5502429604530334;0.5654011368751526;0.5444347858428955;0.6200525760650635;0.6028640866279602;0.5448914766311646;0.550370454788208;0.5852562189102173;0.5565212368965149;0.5842627882957458;0.5909594893455505;0.5802024006843567;0.5462560653686523;0.5701771378517151;0.5821311473846436,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 15, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.00052410843017871,65,50,nan,nan,0.8343320131616432,filtered,2,0,1,0,0,0,1,2,1.0,1.0,0.9954359531402588,0.0,1.0,0.3918090256178747,0,0,0,0,0.325181863493557,0.0,filtered,linprog goal-velocity priority optimal,0.8760674323140433,0,1,12,workspace_z_lower|joint_0_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.4353780371210234,1,continuity_tiebreak,0.994130551815033,0,goal_velocity_linprog,0.0,valid,0.3918090256178747,0.8532736942359922,1.94494196e-17|0.16915201|0.445620832|0.612778602|0.669050737|0.59897517,0.582859548|0.444132532|0.391809026|0.406800588|0.41079835|0.467810283,0.755523233|0.616796217|0.56447271|0.579464273|0.583462035|0.640473967,0.702859548|0.564132532|0.511809026|0.526800588|0.53079835|0.587810283,0|0|0|0|0|0,-1.30214337e-17|0.0552733803|0.303056487|0.426615773|0.468849972|0.423967431,0|0|0|0|0|0,2.33143819|1.83180351|1.87029259|2.05381813|2.11204337|2.29520856,optimal,0.4353780371210234,0.4303780295729154,0.005000007548108032,0.659188688|-0.550215006|0.360591888,-0|0|0,0.020340948016382754,0.004167862934991717,0.0019941700156778097,0.009065943071618676
