episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
10,9137,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-43.341557235906535,15.679971143603325,45,1,0,0,0,0,0,,any,0,0,,,nan,0,0.053136758506298065,2.25,0.2334631085395813,0.23196600940492418,0.3464048206806183,0,0.0,0.13333333333333333,0.05133619927608923,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05394880222009957,0.009801559464540333,0.013838431041222066,0.0027128686636893285,0.001286801910545263,0.001597919013713383,0.07859775548179944,0.5487443817986383,0.0,1.1762229204177856,22.798885345458984,0,0,0,0.0,0,0.19009202466000713,1,SERVO,direct_path,1.0761442389921285,1.0761442389921285,65,1,1,1,47,1.2787416653407218,0.30129510164260864,0.0004292451037098296;0.00043254756022567366;0.0018802252626864185;0.0009118364659855638;0.005644176362715781;0.006733043513546541;0.0033909176068379157;0.003352231874129104;0.0062675612284647155;0.002089141918075073;0.0014647683404132145;0.002617626380178426;0.004708824515515288;0.003931780404203741;0.005348618865853795;0.004569897439685232;0.00864704887456202;0.0017139218689204991;0.005663386707214961;0.005915345436441248;0.005310791541874314;0.004723064256770331;0.006142188225718142;0.004565660847225848;0.003705551129726749;0.002960398649060976;0.0031813771492304925;0.007050396005346125;0.011035644776053944;0.009053734623987704;0.006218795967977683;0.005662838101445577;0.012118943096915219;0.007171944100501962;0.004951043333819597;0.008941077923992525;0.007858410942599307;0.009638923539257013;0.0018975725387080239;0.0040841357889401676;0.004959873762885902;0.006732136832065164;0.007760845487364417;0.002640242840574853;0.007603245452676072;0.006270583098727976;0.008894310414124714;0.007417901346452332;0.006109850834937734;0.013028412741503627;0.003559762896143565;0.004836001529731376;0.010573473622394395;0.005317814554782311;0.005822108146391179;0.0021905870733113196;0.01034947194415572;0.004550831598254788;0.008012121517706644;0.002667342385053628;0.007326073678165529;0.00835979666314403;0.00207693633504872;0.00507316429453738;0.005542306437411817,0.29393768310546875;0.2939332127571106;0.29332712292671204;0.2936215400695801;0.2995538115501404;0.28748753666877747;0.2969701290130615;0.29423943161964417;0.2948688864707947;0.29617220163345337;0.2953389286994934;0.2925315201282501;0.29168182611465454;0.29307374358177185;0.2949150502681732;0.29785335063934326;0.2822656035423279;0.2935015559196472;0.29451122879981995;0.2971790134906769;0.29547184705734253;0.29660797119140625;0.2888326346874237;0.2966372072696686;0.29699257016181946;0.2943277060985565;0.2973242998123169;0.30091533064842224;0.2935580015182495;0.2890366017818451;0.2891230285167694;0.29917171597480774;0.28878992795944214;0.2881268560886383;0.28986579179763794;0.28741946816444397;0.287067174911499;0.291545569896698;0.28442490100860596;0.2924089729785919;0.2897518575191498;0.29288816452026367;0.2886304557323456;0.2958950698375702;0.29432550072669983;0.2906344532966614;0.29619118571281433;0.30129510164260864;0.2972153127193451;0.2868756651878357;0.2931884825229645;0.29424044489860535;0.29344668984413147;0.290452778339386;0.29996949434280396;0.2958708107471466;0.28636807203292847;0.2918303608894348;0.28652843832969666;0.292540043592453;0.29012489318847656;0.28966987133026123;0.294059157371521;0.2973957657814026;0.2945680320262909,1,0,0,1,1,1,direct_path,1.0761442389921285,0,65,1.0,SUCCESS,0.8444444444444444,0.0,0.0,0.15555555555555556,0.0
11,9138,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,12.730837470230359,1.9593269117176533,34,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05489017814397812,1.7000000000000002,0.46158453822135925,0.039709254880161846,0.0513840988278389,0,0.0,0.7352941176470589,0.08133432504564024,0.0,0.0,0.0,0.0,0.0,0.9705882352941176,0.0,0.0,0.0,0.2823653800664721,0.010118704006719567,0.016366024035960436,0.0027262778569232017,0.001348812472047832,0.0016297847357825102,0.09640388453707975,0.9918259732863483,0.0,1.1710875034332275,19.766305923461914,0,0,0,0.0,0,0.2823653800664721,1,SERVO,direct_path,1.9027072619646788,1.9027072619646788,64,1,1,1,63,1.6055824188218712,0.4594847857952118,0.027664615741452746;0.027772363568479952;0.03231736983492143;0.029610638647477858;0.027155821718763906;0.037494046402239085;0.03260085185403268;0.03370170428810021;0.030948871757147986;0.027403924578462135;0.02387662031039598;0.029083585160161834;0.04096181776326708;0.04572105564332325;0.027759059234574904;0.0395177607603307;0.04325219495582453;0.03614832171062387;0.04202794225209264;0.029260023440258548;0.04695218008403328;0.033178444270870695;0.03593196225510018;0.03674876023100892;0.032627143580065604;0.04228636296182723;0.04208617670378579;0.04319845918109746;0.04044551802164729;0.033542087134389116;0.0316743298616319;0.025954854466811384;0.0283987052481133;0.040229415647231835;0.04107151242701295;0.024108629079600905;0.03178824038703049;0.036260560911725595;0.02942951494153127;0.0470458789700091;0.024223573568740938;0.028397033126030622;0.031140513258600958;0.028161804948685087;0.03947712385537715;0.03186492680815342;0.02771476265740283;0.03282107809733873;0.026697669328863964;0.033915408521923006;0.037374635771692;0.047805903520855175;0.03341601077705347;0.044103919367133225;0.023662836997045193;0.03854740831459706;0.042828945091793996;0.04438752628596605;0.026910085098080502;0.0410778341879496;0.036240327072727986;0.04540441324678602;0.03313101948578756;0.03414863544990425,0.49924081563949585;0.4993351101875305;0.4948933720588684;0.4970279932022095;0.5226290822029114;0.4869017004966736;0.4921557903289795;0.5179890990257263;0.49804794788360596;0.5060576796531677;0.5140811800956726;0.4982505440711975;0.5050853490829468;0.4991442561149597;0.5084092617034912;0.5206860303878784;0.4872993230819702;0.4909076690673828;0.5119396448135376;0.5348219275474548;0.533428966999054;0.5349695682525635;0.5037561058998108;0.4856269955635071;0.4930936098098755;0.4866124987602234;0.48587721586227417;0.4876185655593872;0.5186606049537659;0.5170036554336548;0.49603891372680664;0.5144087672233582;0.5228495001792908;0.48429346084594727;0.49979299306869507;0.5052623748779297;0.4945736527442932;0.4892444610595703;0.4968630075454712;0.4846597909927368;0.5215426087379456;0.5107139348983765;0.4936788082122803;0.5360509157180786;0.4969704747200012;0.5164966583251953;0.5001499056816101;0.49112653732299805;0.5127565264701843;0.4913891553878784;0.48737066984176636;0.48225998878479004;0.5249004364013672;0.48679250478744507;0.5226796269416809;0.4883151054382324;0.5263108611106873;0.49904489517211914;0.5088635683059692;0.5012344121932983;0.4867055416107178;0.4927937388420105;0.5147210955619812;0.5033809542655945,1,0,0,1,1,1,direct_path,1.9027072619646788,0,64,1.0,SUCCESS,0.7941176470588235,0.0,0.0,0.20588235294117646,0.0
12,9142,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-317.8344557731001,17.810275554656982,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.7167539000511169,12.0,0.4322229027748108,0.05200399085879326,0.05200399085879326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2558937702300218,0.018908891975297593,0.22708995500579476,0.002522078873880673,0.0013004289086287221,0.001599506612304443,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.2558937702300218,1,PLAN_FAILED,ik_not_found,0.2057479220093228,2.4868006599717773,0,0,0,0,-1,nan,nan,,,12,0,0,0,0,0,ik_not_found,0.21641339699272066,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
13,9175,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-340.7251754808504,81.11895215511322,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.17290660738945007,12.0,0.22920987010002136,0.22460169376184544,0.3839256763458252,0,0.0,0.8041666666666667,0.3093962371227727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03642776744249415,0.017872873034745378,0.4566928109852597,0.0028118766242793453,0.0013218770596722606,0.001671813247958198,0.2703010373399593,0.7533550058801969,0.0,2.455853223800659,73.39875030517578,1,1,129,6.45,0,0.135592448617967,1,SERVO,direct_path,0.44729695096611977,1.834271813975647,23,1,1,1,17,2.038376940607292,0.1550409197807312,0.00021579006366062524;0.0003803592134452108;0.0009083888749049463;0.0064973243671270645;0.0037082678226196173;0.003180358243211292;0.007411519445700598;0.005057292846728607;0.003516994208171698;0.003627606275750119;0.0031051817125024098;0.0030114501939962103;0.005220780811427945;0.008194062501136011;0.003945034654713508;0.002286122855051266;0.00033323894792800494;0.0026379356163266656;0.0014962533564020445;0.004140601896824318;0.005424611391256253;0.002501664163939016;0.0075826168761253,0.1363265961408615;0.12252659350633621;0.12317854911088943;0.13459981977939606;0.15345165133476257;0.15285226702690125;0.1501477062702179;0.13555939495563507;0.15320412814617157;0.14370359480381012;0.13754470646381378;0.1521725058555603;0.153203547000885;0.13898725807666779;0.1522245705127716;0.15355432033538818;0.15440428256988525;0.1550409197807312;0.13497339189052582;0.15342172980308533;0.1534067988395691;0.14082841575145721;0.1412748247385025,5,4,20,1,1,1,direct_path,0.19335662299999967,0,2,1.0,FILTER_STOP_TIMEOUT,0.13333333333333333,0.06666666666666667,0.016666666666666666,0.7833333333333333,0.0
14,9192,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-305.2081919287097,18.127448558807373,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.6962674260139465,12.0,0.42750370502471924,0.05349079146981239,0.05349079146981239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25324766129001386,0.018508319925361623,0.3198403369751759,0.0025888000321477498,0.0013405343968770466,0.00164672612324163,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.25324766129001386,1,PLAN_FAILED,ik_not_found,0.16405295103322715,2.288522635062691,0,0,0,0,-1,nan,nan,,,12,0,0,0,0,0,ik_not_found,0.16963889898033813,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
15,9027,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-323.63589093323424,78.54186755418777,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.14197693765163422,12.0,0.23281705379486084,0.2060870353442927,0.35247665643692017,0,0.0,0.7958333333333333,0.29822485688700906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03887556525461844,0.013550169208125832,0.7370916440268047,0.0026558607178837216,0.001254266071919119,0.0015974233928621592,0.2420281937724212,0.6748489061991374,0.0,2.140679359436035,71.32917785644531,1,1,127,6.3500000000000005,0,0.20013563998893585,1,SERVO,direct_path,0.7275584950111806,1.2908136420301162,39,1,1,1,22,1.4136835990755037,0.13574744760990143,0.0006460819625842393;0.0014864803985746434;0.000940252276524828;0.00021523094653809105;0.0026958039674658497;0.006568347285557282;0.004525117443040055;0.003824990359763214;0.007122384132145469;0.002570993588745361;0.0021558204133545027;0.004437557781712126;0.002331946159848102;0.004832696844782995;0.002287331787108183;0.0026632385708687677;0.007043975559282027;0.003223563111398028;0.013181482506077475;0.0033948518750618467;0.0034786556928937565;0.0033790201148205887;0.004601577416043133;0.00793647855093639;0.00444073260448621;0.005156966188862894;0.0025526074588137202;0.005499122811147161;0.0032766288407801098;0.001310343301357999;0.002979366557038596;0.007251883754350635;0.0018818338760155967;0.003526516464727875;0.0035089303298431805;0.003026484421257427;0.010229883257622094;0.009931557708145248;0.008709728387607474,0.1253451257944107;0.12286970764398575;0.1324038952589035;0.12962059676647186;0.13135114312171936;0.1347542256116867;0.13302510976791382;0.13572128117084503;0.1285475492477417;0.12617924809455872;0.13373401761054993;0.13112695515155792;0.13005854189395905;0.12943141162395477;0.12985119223594666;0.13331478834152222;0.12632004916667938;0.1305783987045288;0.1278301626443863;0.13271716237068176;0.13360774517059326;0.1324591189622879;0.13574744760990143;0.13093385100364685;0.12192893773317337;0.13159500062465668;0.13155369460582733;0.1348021924495697;0.13377153873443604;0.1307094693183899;0.13435035943984985;0.13291096687316895;0.1332976222038269;0.13259823620319366;0.13202674686908722;0.13399861752986908;0.1292596310377121;0.12840326130390167;0.12798646092414856,2,1,5,1,1,1,direct_path,0.5632551470189355,0,23,1.0,FILTER_STOP_TIMEOUT,0.10416666666666667,0.016666666666666666,0.004166666666666667,0.875,0.0
16,9033,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-304.8750621990706,73.1521974503994,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.15926280617713928,12.0,0.24268825352191925,0.19635856319218875,0.31084489822387695,0,0.0,0.8,0.3329968048383011,0.0,0.0,0.0,0.0,0.0,0.9875,0.0,0.0,0.0,0.05415148961826688,0.010784789361302198,0.01724249799735844,0.002702643433440244,0.0012871713860173864,0.0016117169725475833,0.2409633158861349,0.7702034605046113,0.0,2.0854575634002686,70.13239288330078,1,1,134,6.7,0,0.1397384420951846,1,SERVO,direct_path,0.7389991040108725,0.7389991040108725,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,1,0,0,1,1,1,direct_path,0.7389991040108725,0,38,1.0,SERVO_TIMEOUT,0.06666666666666667,0.0,0.0,0.9333333333333333,0.0
17,9062,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-316.39165660691503,77.08538123965263,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.13116586208343506,12.0,0.24237596988677979,0.21915848267575105,0.3802986145019531,0,0.0,0.8625,0.35971936387855513,0.0,0.0,0.0,0.0,0.0,0.9458333333333333,0.0,0.0,0.0,0.043526097591065294,0.01054441930221704,0.01760413800366223,0.0026416353372042066,0.0012688041361495076,0.0015755558134211848,0.3042611367845287,0.8045529884596666,0.0,2.586974620819092,90.41777801513672,1,1,131,6.550000000000001,0,0.1967397704749444,1,SERVO,direct_path,0.5068232939811423,0.5068232939811423,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,1,0,0,1,1,1,direct_path,0.5068232939811423,0,18,1.0,SERVO_TIMEOUT,0.04583333333333333,0.0,0.0,0.9541666666666667,0.0
18,9093,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-352.595932744931,82.33052170276642,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.2208486646413803,12.0,0.23348380625247955,0.2058025473728776,0.36710476875305176,0,0.0,0.5083333333333333,0.20220268578110703,0.0,0.0,0.0,0.0,0.0,0.9875,0.0,0.0,0.0,0.0336946133164068,0.022511293636246894,0.7742488399962895,0.002748182290573216,0.0013241518468324405,0.0016426539012172725,0.14924033967618017,0.6646419655531645,0.0,1.67354154586792,31.26190948486328,1,1,124,6.2,0,0.15114524307088373,1,SERVO,direct_path,0.7163671880261973,3.4499723680783063,42,1,1,1,5,0.8911074878242153,0.17583493888378143,0.008918017028662354;0.010265686840501475;0.010206550475071534;0.008602548021541123;0.022481144792259603;0.030906966935442093;0.03507800730687826;0.01521382565292662;0.029280217099812114;0.032276764768921475;0.02959147829382903;0.01543318078194918;0.008660676678720775;0.02704134939198197;0.010611287779465475;0.014899905229835336;0.02882483239111136;0.037659576073247956;0.01770531459153805;0.016744567025148194;0.013156265262697345;0.011701636149726434;0.008317096325303329;0.029640120950798356;0.03150931564419158;0.021172560038767184;0.02887942966410212;0.02300333776594691;0.012255007908892631;0.003544279963587187;0.018852003074475054;0.03603202172014983;0.00463591409388081;0.022334189346878267;0.006845072664241521;0.029439762437271203;0.010702497102587638;0.02190734019103274;0.025736046287520534;0.02013456409992458;0.008607877995847293;0.009565139030780637,0.1540765017271042;0.15091584622859955;0.13707159459590912;0.14626385271549225;0.1650947779417038;0.17583493888378143;0.16988347470760345;0.1588578075170517;0.15114153921604156;0.17508544027805328;0.1719789057970047;0.16213171184062958;0.12325411289930344;0.1731785088777542;0.1528628021478653;0.16300268471240997;0.17194803059101105;0.14063777029514313;0.1494472473859787;0.16307015717029572;0.14127127826213837;0.14885972440242767;0.12049762159585953;0.12522098422050476;0.13939835131168365;0.14677445590496063;0.16272936761379242;0.16200579702854156;0.15159501135349274;0.1373533457517624;0.14757896959781647;0.16617082059383392;0.14466573297977448;0.15464146435260773;0.15120775997638702;0.12219666689634323;0.15428809821605682;0.15358929336071014;0.13315536081790924;0.1286870688199997;0.15452657639980316;0.1548638790845871,5,4,44,1,1,1,direct_path,0.6355019900365733,0,24,1.0,FILTER_STOP_TIMEOUT,0.2833333333333333,0.15,0.016666666666666666,0.55,0.0
19,9107,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-336.1172017836934,82.5643125474453,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.08146719634532928,12.0,0.23078757524490356,0.2170161919047435,0.3641742765903473,0,0.0,0.8958333333333334,0.2884788307154569,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.03611884799908319,0.02430411841099461,1.1809436840121634,0.0027387470904310855,0.001276311087713111,0.0016416116935336806,0.26714415979804473,0.6010522902011871,0.0,2.3771145343780518,63.446678161621094,1,1,111,5.550000000000001,0,0.1550263288463407,1,SERVO,direct_path,0.9852558539714664,4.408083332004026,65,1,1,1,36,1.2840848533666205,0.18671712279319763,0.00044361243899622015;0.0011955200440863074;0.0010574834177273335;0.0003769219937740546;0.004192253699412534;0.003987224531591801;0.007139874595701762;0.005049641686066401;0.003230778330799569;0.008098581720365716;0.004580082560686279;0.002097285324435415;0.004258930818898736;0.0018469628744657049;0.0038160334797275254;0.017473957321392425;0.015602458842522565;0.008370582675342308;0.00256840838135323;0.00520648185274254;0.00511141206112549;0.015422574556845989;0.0025963087396947714;0.004391596158372147;0.007721414223614366;0.004005347076299567;0.008969294033729343;0.009265723097564352;0.0017196664340918132;0.005819811303394858;0.00209017801544216;0.006694999041980798;0.011268107618184057;0.012907326002127939;0.006088125941183532;0.011844118226641682;0.012897979137875491;0.00352356107749515;0.004041098462898556;0.0038790624572621352;0.005966266759032307;0.011575052143966022;0.003371365488885325;0.010423377686339838;0.01496237144911452;0.002776662403604018;0.005554605914939143;0.012315661932018933;0.004344934075629038;0.004326423810341535;0.009499736859402618;0.004709570139047153;0.0072224841725530495;0.006168839288172824;0.0061562328331655515;0.009139444180981681;0.005219870954876349;0.014046039207926816;0.003171672889549472;0.004670447029961447;0.00337837994025782;0.005206379233031838;0.003206009685328925;0.0016673876074611096;0.008795061733203144,0.18090718984603882;0.1805972456932068;0.1810290515422821;0.18095853924751282;0.18474489450454712;0.1770341396331787;0.1857665479183197;0.18107998371124268;0.18289223313331604;0.18233615159988403;0.17846938967704773;0.18145310878753662;0.18006032705307007;0.18055495619773865;0.1823204755783081;0.18336334824562073;0.1781567931175232;0.18318477272987366;0.18149742484092712;0.18440335988998413;0.18127253651618958;0.17793327569961548;0.18141970038414001;0.17854967713356018;0.18272921442985535;0.18175208568572998;0.17388451099395752;0.17637121677398682;0.18062099814414978;0.18166550993919373;0.18227574229240417;0.1804729402065277;0.1797144114971161;0.17825603485107422;0.17872914671897888;0.1797318160533905;0.18671712279319763;0.18057000637054443;0.18234753608703613;0.18419024348258972;0.1758059561252594;0.17812544107437134;0.18042606115341187;0.18241837620735168;0.17480692267417908;0.18059960007667542;0.1800212264060974;0.17893779277801514;0.18377646803855896;0.1822616159915924;0.18209347128868103;0.18218815326690674;0.1832807958126068;0.1762172281742096;0.17907118797302246;0.1823129951953888;0.1805013120174408;0.17852658033370972;0.17895740270614624;0.18147599697113037;0.18094894289970398;0.18029993772506714;0.18187621235847473;0.18056902289390564;0.18209049105644226,4,3,18,1,1,1,direct_path,1.1354088649968617,0,65,1.0,FILTER_STOP_TIMEOUT,0.15,0.0625,0.0125,0.775,0.0
20,9112,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_v2,,,-304.0579982734137,74.22573612630367,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.1137361004948616,12.0,0.23873496055603027,0.18129215873777865,0.31747910380363464,0,0.0,0.8583333333333333,0.26274310098987563,0.0,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,0.03699467466542128,0.01618572934094118,1.2699724069680087,0.0027736236494092736,0.0013171150589187165,0.0016511686514907827,0.22829590890711796,0.638534827902913,0.0,2.046177864074707,68.7975845336914,1,1,129,6.45,0,0.2041965213331719,1,SERVO,direct_path,1.2553949760040268,2.6742984460433945,64,1,1,1,25,1.0864959530069827,0.16888803243637085,0.01862202453896304;0.020743163280187084;0.02449811850888325;0.021255906807932753;0.022532949267352803;0.034275008033751206;0.019011237091092398;0.02880985492709843;0.03362612373838269;0.04187721998384237;0.030847877830998932;0.019938199141135548;0.033571902148719975;0.028234686050602344;0.03303546612055913;0.02121254387768868;0.019652023471200812;0.020090723884070672;0.021414581000804355;0.017881317750179544;0.028281737876288505;0.03334004749414304;0.029013833979674632;0.0334351518996826;0.03720364754883694;0.015684100273295365;0.0255913175033827;0.04133471602646172;0.026999432461721488;0.025196722098139477;0.03939014977576741;0.027638694937892175;0.02951789425071122;0.03883465959842223;0.04302910763145298;0.04385264805994478;0.037392603788473755;0.03318543916301632;0.03142095176119046;0.039307153870139645;0.04033705193921244;0.02179276381153737;0.03611602670979766;0.016468932075728616;0.03050628571677882;0.0329475413045228;0.03898689476981544;0.03556450894861416;0.04022349776293052;0.017749625310758323;0.029906701822604524;0.028812917282199077;0.0417638929350056;0.02116754717206111;0.03667220593834235;0.04051196536943844;0.020623787448106955;0.041672547631282954;0.02197171851152509;0.02991599960773875;0.032957260901022;0.02088592771599295;0.026520523306205215;0.019101279061086787,0.1657564342021942;0.16570791602134705;0.16537746787071228;0.16556888818740845;0.1502760499715805;0.16288164258003235;0.16659760475158691;0.1511506885290146;0.16392925381660461;0.16502279043197632;0.1658174693584442;0.16697624325752258;0.16299551725387573;0.16716405749320984;0.1661471128463745;0.1642213761806488;0.16692110896110535;0.16631191968917847;0.1642240583896637;0.1662246286869049;0.1661616861820221;0.16694214940071106;0.14872495830059052;0.16571447253227234;0.16673141717910767;0.16888803243637085;0.16666647791862488;0.16777530312538147;0.1643892228603363;0.1474822610616684;0.1559746116399765;0.16234512627124786;0.16486454010009766;0.16745483875274658;0.16775748133659363;0.1634567677974701;0.16743388772010803;0.16327738761901855;0.16757702827453613;0.16408571600914001;0.1636660099029541;0.16848716139793396;0.165878564119339;0.16553646326065063;0.16783127188682556;0.1641577184200287;0.16316503286361694;0.1626751720905304;0.16692566871643066;0.1664825677871704;0.16814029216766357;0.16069023311138153;0.16365882754325867;0.14663468301296234;0.16627171635627747;0.16578829288482666;0.1678411066532135;0.1639310121536255;0.16511261463165283;0.16603979468345642;0.16418513655662537;0.15622954070568085;0.16704699397087097;0.16681145131587982,2,1,6,1,1,1,direct_path,1.4189034700393677,0,64,1.0,FILTER_STOP_TIMEOUT,0.1125,0.020833333333333332,0.004166666666666667,0.8625,0.0
