episode,step,reset_seed,reset_source,reset_jitter_seed,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,residual_control_enabled,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha
1,480028,477987587,random,,23.608860304477883,1.090874569490552,28,1,0,0,0,0,0,,0.0,0.3572545647621155,0.038959806053234,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
2,480040,1504344183,random,,26.51873071817235,0.2810080610215664,12,1,0,0,0,0,0,,0.0,0.5481611490249634,0.023417338418463867,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
3,480048,1995904371,random,,25.03267189479652,0.7224880456924438,8,1,0,0,0,0,0,,0.0,0.2905551493167877,0.09031100571155548,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
4,480056,1993375381,random,,25.64138432471651,0.23665716126561165,8,1,0,0,0,0,0,,0.0,0.6015591025352478,0.029582145158201456,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
5,480072,9118,focused,759134282,24.619219017808003,0.5638005919754505,16,1,0,0,0,0,0,,0.0,0.5053768157958984,0.03523753699846566,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
6,480118,9176,focused,722714502,19.91648384337883,6.638323210179806,46,1,0,0,0,0,0,,0.0,0.25376924872398376,0.1443113741343436,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
7,480137,9115,focused,717008878,26.13413702100835,2.1221898533403873,19,1,0,0,0,0,0,,0.0,0.23300279676914215,0.1116942028073888,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
8,480156,1567071596,random,,25.930672589649276,0.9860159289091825,19,1,0,0,0,0,0,,0.0,0.30188509821891785,0.05189557520574645,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
9,480168,439207105,random,,24.13654329757048,1.0592777878046036,12,1,0,0,0,0,0,,0.0,0.3754614591598511,0.08827314898371696,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
10,480233,80099379,random,,24.271900925103488,2.2007155008614063,65,1,0,0,0,0,0,,0.0,0.478189617395401,0.03385716155171394,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
11,480473,562628591,random,,-92.62157394661399,36.688821490854025,240,0,0,0,0,0,0,,0.0,0.18511058390140533,0.1528700895452251,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
12,480483,421151282,random,,26.121183377281902,0.4486962091177702,10,1,0,0,0,0,0,,0.0,0.35723167657852173,0.04486962091177702,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
13,480501,9059,focused,489170800,27.285448655717836,0.6537439431995153,18,1,0,0,0,0,0,,0.0,0.3506680727005005,0.03631910795552863,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
14,480517,930409863,random,,23.42141873664688,2.630897890776396,16,1,0,0,0,0,0,,0.0,0.4032241404056549,0.16443111817352474,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
15,480526,950156796,random,,26.42625936261475,0.36475485004484653,9,1,0,0,0,0,0,,0.0,0.41327953338623047,0.04052831667164961,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
16,480537,9068,focused,642741060,28.7384330396114,0.26180959679186344,11,1,0,0,0,0,0,,0.0,0.5122610330581665,0.02380087243562395,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
17,480777,513806217,random,,-76.00201124427993,34.5036099627614,240,0,0,0,0,0,0,,0.0,0.26054897904396057,0.14376504151150585,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
18,480793,9200,focused,2101375179,26.24530828668909,0.9094583876430988,16,1,0,0,0,0,0,,0.0,0.33780166506767273,0.05684114922769368,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
19,480817,1816432142,random,,23.190907440911396,3.8429634496569633,24,1,0,0,0,0,0,,0.0,0.32279807329177856,0.16012347706904015,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
20,480837,272617804,random,,24.075172397529055,2.979052897542715,20,1,0,0,0,0,0,,0.0,0.40329602360725403,0.14895264487713575,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
21,480847,1287325967,random,,24.804995350673153,0.24452493712306023,10,1,0,0,0,0,0,,0.0,0.5487284660339355,0.024452493712306022,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
22,480881,9117,focused,1107310558,17.26715356220757,9.267822414636612,34,1,0,0,0,0,0,,0.0,0.23397868871688843,0.2725830121951945,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
23,480937,9185,focused,1970387875,18.297223818325648,4.880051180720329,56,1,0,0,0,0,0,,0.0,0.3665854036808014,0.0871437710842916,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
24,480943,9158,focused,944636531,22.275469049931345,1.7758591622114182,6,1,0,0,0,0,0,,0.0,0.24400579929351807,0.29597652703523636,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
25,480958,1533692697,random,,26.996913186112934,1.0439804196357727,15,1,0,0,0,0,0,,0.0,0.26703938841819763,0.06959869464238484,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
26,480977,9180,focused,1031216096,25.342897611721682,2.4918542206287384,19,1,0,0,0,0,0,,0.0,0.2643805146217346,0.13115022213835464,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
27,480997,9149,focused,1805022028,23.927568145176902,4.032570913434029,20,1,0,0,0,0,0,,0.0,0.31947872042655945,0.20162854567170144,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
28,481001,2118340318,random,,24.23067390159163,0.16250675916671753,4,1,0,0,0,0,0,,0.0,0.46035152673721313,0.04062668979167938,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
29,481010,868432524,random,,27.066004944410473,0.770865298807621,9,1,0,0,0,0,0,,0.0,0.47158282995224,0.08565169986751345,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
30,481029,9115,focused,370113439,25.720556219427543,2.530514031648636,19,1,0,0,0,0,0,,0.0,0.2005886286497116,0.13318494903413872,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
31,481040,2104633073,random,,28.25919043282931,0.5523235611617565,11,1,0,0,0,0,0,,0.0,0.3843044936656952,0.050211232832886955,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
32,481062,9018,focused,431674961,25.469493449716538,1.0100896675139666,22,1,0,0,0,0,0,,0.0,0.2926582098007202,0.0459131667051803,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
33,481076,304140080,random,,25.53727810343766,0.7005428168922663,14,1,0,0,0,0,0,,0.0,0.3569931089878082,0.05003877263516188,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
34,481085,1958641284,random,,26.14323660760232,0.4278858993202448,9,1,0,0,0,0,0,,0.0,0.49107325077056885,0.04754287770224942,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
35,481129,9180,focused,497369415,21.39219534042115,5.042405527085066,44,1,0,0,0,0,0,,0.0,0.26539790630340576,0.11460012561556968,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
36,481136,9158,focused,494715380,20.82586830791002,2.9974108934402466,7,1,0,0,0,0,0,,0.0,0.20067229866981506,0.4282015562057495,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
37,481143,335466793,random,,24.24805562768401,0.5653358846902847,7,1,0,0,0,0,0,,0.0,0.3495590388774872,0.08076226924146925,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
38,481383,9029,focused,1681089080,-42.837419840624676,32.94933010265231,240,0,0,0,0,0,0,,0.0,0.20329724252223969,0.13728887542771798,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
39,481396,26925190,random,,26.20713462491818,0.5442019887268543,13,1,0,0,0,0,0,,0.0,0.4621753990650177,0.04186169144052725,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
40,481406,1979359664,random,,25.99407536951344,0.6783588975667953,10,1,0,0,0,0,0,,0.0,0.31649425625801086,0.06783588975667953,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
41,481419,1325601901,random,,25.749089194472155,0.8718398865312338,13,1,0,0,0,0,0,,0.0,0.28995898365974426,0.06706460665624875,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
42,481439,9165,focused,482067303,25.111078088332633,1.1990500185638666,20,1,0,0,0,0,0,,0.0,0.280857652425766,0.059952500928193334,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
43,481679,1617498607,random,,-150.87877339962944,86.60956805944443,240,0,0,0,0,0,0,,0.0,0.14037702977657318,0.3608732002476851,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
44,481686,1723876274,random,,23.59715210935524,0.629270114004612,7,1,0,0,0,0,0,,0.0,0.37871235609054565,0.08989573057208743,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
45,481696,1578645003,random,,24.159541717647603,0.6799928545951843,10,1,0,0,0,0,0,,0.0,0.5070460438728333,0.06799928545951843,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
46,481708,1873586965,random,,25.756857728457078,1.5571199357509613,12,1,0,0,0,0,0,,0.0,0.2521313428878784,0.12975999464591345,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
47,481728,9018,focused,2032681163,25.93446041768437,0.91039720736444,20,1,0,0,0,0,0,,0.0,0.29941627383232117,0.045519860368222,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
48,481736,1336137682,random,,23.55105997254109,2.1629192382097244,8,1,0,0,0,0,0,,0.0,0.21957805752754211,0.27036490477621555,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
49,481976,1544167680,random,,-122.04481924624285,63.19175861775875,240,0,0,0,0,0,0,,0.0,0.18154211342334747,0.26329899424066144,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
50,481983,9185,focused,1477132400,22.722906302911575,0.8982074782252312,7,1,0,0,0,0,0,,0.0,0.3754851222038269,0.1283153540321759,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
51,481993,148020146,random,,24.739703703138275,0.31922156549990177,10,1,0,0,0,0,0,,0.0,0.5272184014320374,0.03192215654999018,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
52,482003,19274066,random,,27.163360823503588,0.8714208081364632,10,1,0,0,0,0,0,,0.0,0.3303733468055725,0.08714208081364631,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.20000000298023224
