episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
2,9060,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v2,2,4,-151.3622905087019,41.437053978443146,103,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05423283204436302,5.15,0.17497572302818298,0.2876875046821474,0.42260950803756714,0,0.0,0.7378640776699029,0.17608175709625856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005674381434178893,0.043636064209016855,0.8826094429241493,0.002911240082839956,0.0014557992402030138,0.0018160906055200736,0.16164997114474405,0.6152922106020658,0.0,nan,0.09275339305450858,0.022004192452733096,0.7475728155339806,1.8280465602874756,36.481075286865234,1,1,27,1.35,0,0.2784192015832014,1,SERVO,direct_path,0.7296240000287071,4.697886782931164,36,1,1,1,35,0.47335750536156523,0.13473765552043915,0.00043381376095219293;0.0016848427935185763;0.0035283244823614995;0.001970589704033335;0.0060345884383340926;0.011195920903763947;0.010848611075335319;0.010196416669733529;0.012404053720848457;0.00447046080497541;0.007132011712867541;0.004086417248210696;0.004102852557153661;0.011554642307054068;0.003663560727409594;0.00742775468540862;0.003889021099723301;0.006028313759090264;0.005604418188070536;0.00487674233482474;0.005401318211795909;0.0013909970383427402;0.0014392012746825182;0.00634226423851837;0.007146180367216805;0.004819985019361486;0.008016904434852326;0.0060604517776893015;0.0016909357966338613;0.005330867149827405;0.00562648040209592;0.0020856886534029624;0.0067779928648342685;0.004002052717148756;0.0057460014402625865;0.007940879001604598,0.12786908447742462;0.12729889154434204;0.12548652291297913;0.1266302764415741;0.12790115177631378;0.12012458592653275;0.12018337100744247;0.12339746206998825;0.12125604599714279;0.12353228777647018;0.12239504605531693;0.12647131085395813;0.1259007602930069;0.12162912636995316;0.1265503615140915;0.12345849722623825;0.12517280876636505;0.12308492511510849;0.12145446985960007;0.12355712801218033;0.12404205650091171;0.12857745587825775;0.12705320119857788;0.12961646914482117;0.12281870096921921;0.12484868615865707;0.12444200366735458;0.13089539110660553;0.12903830409049988;0.12987521290779114;0.12463776022195816;0.12694621086120605;0.12280728667974472;0.12439478188753128;0.12245792895555496;0.13473765552043915,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 28, 'obstacle_clearance': 244, 'obstacle_contact': 12, 'self_collision': 0}",nan,nan,0.7026421984203609,filtered,18,0,6,5,47,1,1,0,rrt_connect,1.3534314238931984,1,9,1.0,SUCCESS,0.5631067961165048,0.2621359223300971,0.0,0.17475728155339806,0.0
6,9102,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v2,2,4,-375.1683816331788,15.058351688086987,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.810051679611206,12.0,0.4552517235279083,0.04527924093417823,0.04553133621811867,0,0.0,0.6208333333333333,0.0014132586270447908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28049618741071725,0.027428195236522394,0.40388644207268953,0.0028030006016100135,0.001408801943277164,0.0017428941937396303,0.0005686250081421319,0.0,0.0,nan,0.0005425430790472822,-0.0005425430790472822,0.975,0.03791932761669159,1.1252813339233398,0,0,0,0.0,0,0.28049618741071725,1,PLAN_FAILED,ik_not_found,0.3692327250028029,5.135497435112484,0,0,0,0,-1,nan,nan,,,960,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 889, 'obstacle_contact': 71, 'self_collision': 0}",nan,nan,0.0,passthrough,0,0,12,0,0,0,0,0,ik_not_found,1.0909745659446344,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
10,9137,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v2,2,4,-44.42558451611488,15.944460555911064,46,1,0,0,0,0,0,,any,0,0,,,nan,0,0.054042983800172806,2.3000000000000003,0.2334631085395813,0.2305356387210929,0.3464048206806183,0,0.0,0.15217391304347827,0.05022019524320642,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05394880222009957,0.0120420868473087,0.017387015046551824,0.0033018916728906333,0.0015862608257600148,0.001920155917658754,0.07897834649876408,0.5363215781424356,0.0,nan,0.2423440304424546,0.019860922589657368,1.0,1.1784536838531494,22.964435577392578,0,0,0,0.0,0,0.19009202466000713,1,SERVO,direct_path,1.3077607660088688,1.3077607660088688,65,1,1,1,47,1.2787416653407218,0.30129510164260864,0.0004292451037098296;0.00043254756022567366;0.0018802252626864185;0.0009118364659855638;0.005644176362715781;0.006733043513546541;0.0033909176068379157;0.003352231874129104;0.0062675612284647155;0.002089141918075073;0.0014647683404132145;0.002617626380178426;0.004708824515515288;0.003931780404203741;0.005348618865853795;0.004569897439685232;0.00864704887456202;0.0017139218689204991;0.005663386707214961;0.005915345436441248;0.005310791541874314;0.004723064256770331;0.006142188225718142;0.004565660847225848;0.003705551129726749;0.002960398649060976;0.0031813771492304925;0.007050396005346125;0.011035644776053944;0.009053734623987704;0.006218795967977683;0.005662838101445577;0.012118943096915219;0.007171944100501962;0.004951043333819597;0.008941077923992525;0.007858410942599307;0.009638923539257013;0.0018975725387080239;0.0040841357889401676;0.004959873762885902;0.006732136832065164;0.007760845487364417;0.002640242840574853;0.007603245452676072;0.006270583098727976;0.008894310414124714;0.007417901346452332;0.006109850834937734;0.013028412741503627;0.003559762896143565;0.004836001529731376;0.010573473622394395;0.005317814554782311;0.005822108146391179;0.0021905870733113196;0.01034947194415572;0.004550831598254788;0.008012121517706644;0.002667342385053628;0.007326073678165529;0.00835979666314403;0.00207693633504872;0.00507316429453738;0.005542306437411817,0.29393768310546875;0.2939332127571106;0.29332712292671204;0.2936215400695801;0.2995538115501404;0.28748753666877747;0.2969701290130615;0.29423943161964417;0.2948688864707947;0.29617220163345337;0.2953389286994934;0.2925315201282501;0.29168182611465454;0.29307374358177185;0.2949150502681732;0.29785335063934326;0.2822656035423279;0.2935015559196472;0.29451122879981995;0.2971790134906769;0.29547184705734253;0.29660797119140625;0.2888326346874237;0.2966372072696686;0.29699257016181946;0.2943277060985565;0.2973242998123169;0.30091533064842224;0.2935580015182495;0.2890366017818451;0.2891230285167694;0.29917171597480774;0.28878992795944214;0.2881268560886383;0.28986579179763794;0.28741946816444397;0.287067174911499;0.291545569896698;0.28442490100860596;0.2924089729785919;0.2897518575191498;0.29288816452026367;0.2886304557323456;0.2958950698375702;0.29432550072669983;0.2906344532966614;0.29619118571281433;0.30129510164260864;0.2972153127193451;0.2868756651878357;0.2931884825229645;0.29424044489860535;0.29344668984413147;0.290452778339386;0.29996949434280396;0.2958708107471466;0.28636807203292847;0.2918303608894348;0.28652843832969666;0.292540043592453;0.29012489318847656;0.28966987133026123;0.294059157371521;0.2973957657814026;0.2945680320262909,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,4.73390430214507e-10,passthrough,8,0,1,0,0,1,1,1,direct_path,1.3077607660088688,0,65,1.0,SUCCESS,0.8260869565217391,0.0,0.0,0.17391304347826086,0.0
14,9192,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v2,2,4,-305.2081919287097,18.127448558807373,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.6962674260139465,12.0,0.42750370502471924,0.05349079146981239,0.05349079146981239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25324766129001386,0.020733104700047987,0.31241969706024975,0.0029271451984338153,0.0014906654415729767,0.001849059099428511,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.25324766129001386,1,PLAN_FAILED,ik_not_found,0.19473798398394138,3.0276335799135268,0,0,0,0,-1,nan,nan,,,960,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 948, 'obstacle_contact': 60, 'self_collision': 0}",nan,nan,0.0,passthrough,0,0,12,0,0,0,0,0,ik_not_found,0.7066138500813395,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
18,9093,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v2,2,4,-462.14790578926653,114.08530616760254,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.08960697054862976,12.0,0.1924496442079544,0.27146492519726356,0.3612416684627533,0,0.0,0.8458333333333333,0.330643630639394,0.0,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.45416666666666666,-1.825801147330164e-05,0.022952759257653572,0.88930547691416,0.0029778328345855696,0.0014393456857457446,0.001872244010155555,0.04342375589580267,0.5136469375342131,0.0,nan,0.03265942633002101,0.23109025382260012,0.7125,0.9547130465507507,20.108383178710938,1,1,17,0.8500000000000001,0,0.15114524307088373,1,SERVO,direct_path,0.6782670309767127,3.83962447301019,38,1,1,1,5,0.8955023905908001,0.1721511334180832,0.004050560720525975;0.008812391261383333;0.00902100779561089;0.005815980571043847;0.019642306384466415;0.02628390874500429;0.03137938464183034;0.012479703652132804;0.02706017378231382;0.027856412943160786;0.025131295804705925;0.012536283235254728;0.022823809020051513;0.009182606638487552;0.012805761687354962;0.023409060668980276;0.03637771734406749;0.015569305645266842;0.01204766058354897;0.013410808214374183;0.009359960206176375;0.030347123496254586;0.019602529151251227;0.025664564229070475;0.020871770364391817;0.009072124841779803;0.003793427621175917;0.01918227722751732;0.031771289671816305;0.0030925207329070767;0.019524083070707354;0.004505476569965446;0.008162602682837286;0.019355827284328605;0.0256789536642255;0.0198544808784274;0.004326507399239532;0.0068716075112976,0.1452590376138687;0.14478854835033417;0.12853331863880157;0.13730646669864655;0.1615941971540451;0.1721511334180832;0.1626061648130417;0.15315766632556915;0.14153353869915009;0.17045889794826508;0.16665886342525482;0.15761561691761017;0.16926546394824982;0.1464143544435501;0.1591329723596573;0.16718946397304535;0.1291857212781906;0.14117072522640228;0.1570097953081131;0.1337859183549881;0.1415054053068161;0.12782786786556244;0.13896767795085907;0.15510813891887665;0.1563977748155594;0.1433546096086502;0.12737290561199188;0.14054565131664276;0.1564805656671524;0.13777004182338715;0.14589844644069672;0.14488331973552704;0.14810271561145782;0.14478029310703278;0.12470156699419022;0.12037668377161026;0.14786632359027863;0.14856712520122528,320,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 160, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,0.9998597265450792,filtered,143,2,5,4,198,1,1,1,direct_path,0.8192099099978805,0,24,1.0,FILTER_STOP_TIMEOUT,0.1875,0.058333333333333334,0.0,0.7541666666666667,0.0
22,9143,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v2,2,4,-481.1820769181649,120.12315101921558,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.0644218698143959,12.0,0.18424636125564575,0.30132668372243643,0.4090798497200012,0,0.0,0.9791666666666666,0.2021215399170348,0.0,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,9.953280821109467e-06,0.023382068873130872,1.1685882869642228,0.003060233844735194,0.0015213912027926804,0.0018876359400261814,0.028379373284595506,0.2889820559571187,0.0,nan,0.019576127521088095,0.1345073524603008,0.9666666666666667,0.75164794921875,18.264829635620117,1,1,7,0.35000000000000003,0,0.1164433456925924,1,SERVO,direct_path,1.0487030369695276,3.995092978933826,50,1,1,1,18,1.5936882029841881,0.14291918277740479,9.013675824460189e-05;0.0012274446080694096;0.0010935889267681502;0.0005554608534331333;0.002890129848469746;0.003735134645072671;0.002248752455373401;0.006509911084138981;0.00633374437144372;0.003999589371876706;0.006179435904996918;0.004422904761401048;0.005414521758121441;0.0033806815905122003;0.006341096187676517;0.008081133199205325;0.0028636985999473522;0.003676457998801664;0.00863590900120486;0.003887484108482795;0.0029794255513439644;0.005962146791703964;0.002465096060397558;0.007050104065343352;0.0073331040578626765;0.0036130858874000925;0.0030551956475124453;0.0014790326346048556;0.004306456923122571;0.0019116261759741765;0.007004883206336776;0.00910864814334317;0.0033738601431022148;0.0033729765754653873;0.0013759168346761108;0.004324554159103847;0.0037498239590266144;0.01496515451355763;0.0029654109522650584;0.004081376925165989;0.0057207427770738254;0.0038216317012591127;0.0017788354736726175;0.003200052586243424;0.005116831900846645;0.0021247043146887983;0.0019104639584793276;0.006075873354740349;0.003038083834523363;0.006288016654929624,0.13641329109668732;0.13555434346199036;0.13717514276504517;0.13676850497722626;0.1342523992061615;0.1351272165775299;0.13536322116851807;0.14078617095947266;0.12496932595968246;0.13202324509620667;0.1346997171640396;0.1400499939918518;0.1408141553401947;0.13573585450649261;0.12947703897953033;0.12216285616159439;0.13505227863788605;0.12489777058362961;0.14291918277740479;0.1309584230184555;0.13591036200523376;0.1335449367761612;0.13240565359592438;0.13602428138256073;0.14256787300109863;0.13466717302799225;0.13572104275226593;0.13667798042297363;0.12935341894626617;0.1376897096633911;0.13081085681915283;0.13033603131771088;0.1393321454524994;0.1341313123703003;0.13609805703163147;0.12003228813409805;0.1339694708585739;0.12798801064491272;0.13820675015449524;0.13988760113716125;0.13485074043273926;0.13888490200042725;0.13753587007522583;0.13872313499450684;0.1305054873228073;0.13518735766410828;0.13582584261894226;0.12816379964351654;0.1309615820646286;0.14022961258888245,256,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 73, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,0.9941305799027812,filtered,173,2,4,3,218,1,1,1,direct_path,0.9113509709713981,0,40,1.0,FILTER_STOP_TIMEOUT,0.1,0.020833333333333332,0.0,0.8791666666666667,0.0
