step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.9652586448880175,0.3093801736831665,0.639439582824707,0.4661579728126526,0.29771286249160767,0.35,3,0,0,0,0.3944186568260193,7.888372898101807,157.7674560546875,0.4353688061237335,1.0,0.31767688699869917,0,0,0,0.0,filtered,0.05506751228032097,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.31767688699869917,0.012387383729219437
1,0.1,-0.8824620668282853,0.3455764651298523,0.6255499124526978,0.4451749324798584,0.3333550989627838,0.35,3,0,0,0,0.6783900856971741,6.53779935836792,101.69219207763672,0.6783893704414368,1.0,0.2968030711852391,0,0,0,0.0,filtered,1.1237122992774664e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2968030711852391,0.002467699348926544
2,0.15000000000000002,-0.8464541199752467,0.31852859258651733,0.6129066944122314,0.42826080322265625,0.30356189608573914,0.35,3,0,0,0,0.8784298896789551,6.4762797355651855,89.83641815185547,0.8812193870544434,1.0,0.2756406497839875,0,0,0,0.0,filtered,0.035780906639007196,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2756406497839875,0.015418177470564842
3,0.2,-0.8262449189069437,0.2695072591304779,0.6032710671424866,0.41623109579086304,0.2519417703151703,0.35,3,0,0,0,1.0321159362792969,4.8031134605407715,49.9941520690918,1.0321154594421387,1.0,0.2586088233931928,0,0,0,0.0,filtered,6.480845339554498e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2586088233931928,0.0023201582953333855
4,0.25,-0.802132314882438,0.23984746634960175,0.5951164364814758,0.407218873500824,0.21977880597114563,0.35,3,0,0,0,1.1205343008041382,2.72223162651062,79.00843811035156,1.12053382396698,1.0,0.24660073646168856,0,0,0,0.0,filtered,7.464282108285231e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.24660073646168856,0.01723614428192377
5,0.30000000000000004,-0.7781177343380185,0.2387113869190216,0.5867767930030823,0.39937275648117065,0.21603012084960938,0.35,3,0,0,0,1.1655696630477905,3.0098512172698975,48.01821517944336,1.1655689477920532,1.0,0.23779699014092948,0,0,0,0.0,filtered,1.1471963509218714e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.23779699014092948,0.012727461755275726
6,0.35000000000000003,-0.758049539309618,0.22253957390785217,0.579232931137085,0.3933454155921936,0.19741588830947876,0.35,3,0,0,0,1.1741490364074707,1.6670392751693726,37.04520034790039,1.1741487979888916,1.0,0.23037860898039125,0,0,0,0.0,filtered,3.027260881068467e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.23037860898039125,0.002382778562605381
7,0.4,-0.743983230777333,0.2778978943824768,0.5690580010414124,0.380511611700058,0.2489517778158188,0.35,4,0,0,0,1.124541997909546,3.9749982357025146,87.02664184570312,1.1245418787002563,1.0,0.2250535893761469,0,0,0,0.0,filtered,3.396519952867034e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2250535893761469,0.0028813881799578667
8,0.45,-0.7227287883307124,0.21639522910118103,0.5620413422584534,0.3700346350669861,0.18535025417804718,0.35,4,0,0,0,1.0935131311416626,2.919719934463501,111.62763214111328,1.0935128927230835,1.0,0.21125662995448347,0,0,0,0.0,filtered,3.5692973838266647e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.21125662995448347,0.003519875928759575
9,0.5,-0.7129495611277992,0.26056164503097534,0.5530194044113159,0.35766172409057617,0.22709137201309204,0.35,4,0,0,0,1.0440165996551514,5.58737325668335,139.91372680664062,1.0496703386306763,1.0,0.20147484493677664,0,0,0,0.0,filtered,0.08052708941111561,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20147484493677664,0.002742420881986618
10,0.55,-0.6780680597141246,0.2894713878631592,0.5418912172317505,0.3443602919578552,0.2535766661167145,0.35,4,0,0,0,1.0509849786758423,4.014795780181885,80.92340850830078,1.0509849786758423,1.0,0.19020532410740726,0,0,0,0.0,passthrough,1.5758359519612733e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19020532410740726,0.0023805666714906693
11,0.6000000000000001,-0.632310454960191,0.26562124490737915,0.5309109091758728,0.3331989049911499,0.2283916175365448,0.35,4,0,0,0,1.0631422996520996,2.4535038471221924,37.098365783691406,1.06314218044281,1.0,0.17848546946290633,0,0,0,0.0,filtered,2.7974594733763074e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.17848546946290633,0.002363208681344986
12,0.65,-0.6042910337799834,0.23333683609962463,0.5212823152542114,0.3252633810043335,0.19577191770076752,0.35,4,0,0,0,1.0804938077926636,2.825568675994873,51.344356536865234,1.0804935693740845,1.0,0.1694367994635505,0,0,0,0.0,filtered,3.6852673585127266e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1694367994635505,0.0024600159376859665
13,0.7000000000000001,-0.5993759800873457,0.1965905725955963,0.5141759514808655,0.32132405042648315,0.1586112231016159,0.35,4,0,0,0,1.124591588973999,4.411504745483398,43.54740905761719,1.124591588973999,1.0,0.16415341628364571,0,0,0,0.0,passthrough,5.954819638448533e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.16415341628364571,0.002396857365965843
14,0.75,-0.6117475792276903,0.15896496176719666,0.5103028416633606,0.318729966878891,0.12189953029155731,0.35,5,0,0,0,1.1880418062210083,4.099528789520264,31.5435848236084,1.1880409717559814,1.0,0.1607811501262873,0,0,0,0.0,filtered,1.2121961916484948e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1607811501262873,0.00256204791367054
15,0.8,-0.6424697321357644,0.1473362147808075,0.5089566707611084,0.31703755259513855,0.11283759772777557,0.35,5,0,0,0,1.2041528224945068,3.5927820205688477,49.37029266357422,1.2412117719650269,1.0,0.15935580161138313,0,0,0,0.0,filtered,0.06101671216193796,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,1.930141269035346e-08,valid,0.15935580161138313,0.018131078220903873
16,0.8500000000000001,-0.6562406089847448,0.1558176875114441,0.5079897046089172,0.3141920566558838,0.1235138401389122,0.35,5,0,0,0,1.1478474140167236,4.148773193359375,50.578739166259766,1.2476822137832642,1.0,0.16045770011960375,0,0,0,0.0,filtered,0.1857978998251413,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,4.323681251916511e-08,valid,0.16045770011960375,0.0030698319897055626
17,0.9,-0.6646945415752956,0.17871518433094025,0.5064274668693542,0.3095460832118988,0.14801925420761108,0.35,5,0,0,0,1.0874868631362915,3.4089267253875732,40.486507415771484,1.1770728826522827,1.0,0.16034078217985964,0,0,0,0.0,filtered,0.192879323736274,0,1,12,workspace_x_lower,workspace_x_lower,0,0,1,solved,osqp,3.873469600623736e-08,valid,0.16034078217985964,0.0025639040395617485
18,0.9500000000000001,-0.6847520848707791,0.21260565519332886,0.5043649673461914,0.303825706243515,0.18328845500946045,0.35,5,0,0,0,1.0424857139587402,2.243614435195923,36.80484390258789,1.1376539468765259,1.0,0.15825443788973004,0,0,0,0.0,filtered,0.21175285993444212,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,1.639306682066355e-07,valid,0.15825443788973004,0.002563558518886566
19,1.0,-0.6907779560322262,0.23273685574531555,0.5017863512039185,0.29762518405914307,0.2048662006855011,0.35,5,0,0,0,0.9985147714614868,2.9615981578826904,46.19303512573242,1.093851923942566,1.0,0.15502153388913553,0,0,0,0.0,filtered,0.2291203953312593,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,1.551119325482464e-07,valid,0.15502153388913553,0.0023951455950737
