step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.07717994916972473,0.12869611382484436,0.14935781061649323,0.43848612904548645,0.1188938319683075,0.35,2,0,0,0,0.3666330873966217,7.3326616287231445,146.65322875976562,0.40392449498176575,1.0,0.2965228116481846,0,0,0,0.0,filtered,0.0402478124356988,0,0,12,joint_0_acceleration_upper|joint_2_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2965228116481846,0.014967227354645729
1,0.1,0.015367507315403345,0.11556223779916763,0.13976125419139862,0.43159183859825134,0.10538031160831451,0.35,2,0,0,0,0.5734708905220032,5.236271858215332,111.04122161865234,0.5734708905220032,1.0,0.2889933390623928,0,0,0,0.0,passthrough,5.345012274424532e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2889933390623928,0.00243487861007452
2,0.15000000000000002,0.004794593287888033,0.1282079815864563,0.13034217059612274,0.424306720495224,0.12529224157333374,0.35,2,0,0,0,0.5457416772842407,5.0623779296875,157.35379028320312,0.5400744676589966,1.0,0.28260383730488614,0,0,0,0.0,filtered,0.028941805722829953,0,0,12,joint_2_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.28260383730488614,0.002438473515212536
3,0.2,-0.008778182583320138,0.12300178408622742,0.122275710105896,0.41744986176490784,0.11565607041120529,0.35,2,0,0,0,0.5121461749076843,3.2710680961608887,139.81019592285156,0.5121461749076843,1.0,0.2759172288517485,0,0,0,0.0,passthrough,6.868863773981525e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2759172288517485,0.0023158639669418335
4,0.25,-0.005476407475566922,0.12300248444080353,0.11427382379770279,0.41085413098335266,0.11203619837760925,0.35,2,0,0,0,0.49412932991981506,1.9770253896713257,86.11554718017578,0.49412932991981506,1.0,0.2696755574029741,0,0,0,0.0,passthrough,5.564164013699769e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2696755574029741,0.015620362013578415
5,0.30000000000000004,-0.03795087679388119,0.1316092163324356,0.10774089395999908,0.40405622124671936,0.12001471221446991,0.35,2,0,0,0,0.42043453454971313,2.679919958114624,46.232879638671875,0.42043453454971313,1.0,0.2637182744408897,0,0,0,0.0,passthrough,5.155504802330035e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2637182744408897,0.002709992229938507
6,0.35000000000000003,-0.04756634024542063,0.12978900969028473,0.10200165957212448,0.3976233899593353,0.11788885295391083,0.35,2,0,0,0,0.4015790522098541,1.6579276323318481,69.23753356933594,0.4015790522098541,1.0,0.2575334590624663,0,0,0,0.0,passthrough,5.17233536705655e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2575334590624663,0.00911330059170723
7,0.4,-0.0773092748208297,0.13489529490470886,0.09769544005393982,0.39119967818260193,0.1226724311709404,0.35,2,0,0,0,0.4031248092651367,2.8933253288269043,67.0735092163086,0.4031248092651367,1.0,0.251749869337235,0,0,0,0.0,passthrough,6.184784257074928e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.251749869337235,0.019791818223893642
8,0.45,-0.07660680336828872,0.13792487978935242,0.0933002308011055,0.38486525416374207,0.1254165768623352,0.35,2,0,0,0,0.44773608446121216,1.964240312576294,60.5592155456543,0.44773608446121216,1.0,0.24594261813456864,0,0,0,0.0,passthrough,8.003859640646134e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24594261813456864,0.002816721796989441
9,0.5,-0.11867684118314976,0.14628541469573975,0.09078392386436462,0.37840571999549866,0.13343475759029388,0.35,2,0,0,0,0.47000622749328613,3.4662797451019287,72.12322998046875,0.47000622749328613,1.0,0.24027665052028474,0,0,0,0.0,passthrough,8.85736150802883e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24027665052028474,0.008570786565542221
