step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8364511836097699,0.3875948190689087,0.43109941482543945,0.25318101048469543,0.35738426446914673,0.35,3,0,0,0,0,0,0,,,,nan,0,0.2934300899505615,5.8686017990112305,117.37203216552734,0.699999988079071,1.0,0.08284482310890237,1,1,0,0,0.08284482310890237,0.699999988079071,filtered,0.45955012441216747,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.08284482310890237,0.37621642|0.0970197037|0.151983877|0.0828448231|0.0957268648|0.0854140046,0.52621642|0.247019704|0.301983877|0.232844823|0.245726865|0.235414005,0.49621642|0.217019704|0.271983877|0.202844823|0.215726865|0.205414005,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0251197121|0.118136552|0.176677186|0.162974285,-0.127699033|-0.138890362|-0.158929975|-0.147945007|-0.125584846|-0.131048741,1.37716665|0.249188452|0.474125244|0.301570838|0.433999799|0.373581561,0.350281358|0.561374664|0.419202209,-0.00872976519|-0.160522223|-0.000251085701,0.0046685682609677315,0.0008036410436034203,0.0009228372946381569,0.0013500750064849854
11,0.6000000000000001,-1.1568277177481725,0.6046587824821472,0.4816458523273468,0.18203969299793243,0.5438833236694336,0.35,1,0,0,0,0,0,0,,,,nan,0,0.286422997713089,5.72845983505249,137.195556640625,0.699999988079071,1.0,0.017639034130836506,1,1,0,0,0.08284482310890237,0.699999988079071,recovery_relaxed,0.46483170440268995,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.07648571569058654,valid,0.017639034130836506,0.306193859|0.0176390341|0.140782415|0.134609518|0.173075653|0.154710812,0.456193859|0.167639034|0.290782415|0.284609518|0.323075653|0.304710812,0.426193859|0.137639034|0.260782415|0.254609518|0.293075653|0.274710812,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0307714278|0.14392783|0.166942217|0.156567343,-0.118948645|-0.147041852|-0.160287344|-0.138656036|-0.117010393|-0.120506496,1.10582679|-0.0764857157|0.433613742|0.543709866|0.742234437|0.654904096,0.345478058|0.473088712|0.419064522,-0.00872976519|-0.160522223|-0.000251085701,0.00791188795119524,0.0014288481324911118,0.0011941837146878242,0.0025415709242224693
12,0.65,-1.1715688977674088,0.5926182866096497,0.48732274770736694,0.17632369697093964,0.5285773277282715,0.35,1,0,0,0,0,0,0,,,,nan,0,0.42294663190841675,4.242137908935547,109.66936492919922,0.7000000476837158,1.0,0.009777791529785473,1,1,0,0,0.08284482310890237,0.7000000476837158,recovery_relaxed,0.28532394022772417,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.1084418963091337,valid,0.009777791529785473,0.300192736|0.00977779153|0.135151786|0.13454676|0.174951795|0.156184202,0.450192736|0.159777792|0.285151786|0.28454676|0.324951795|0.306184202,0.420192736|0.129777792|0.255151786|0.25454676|0.294951795|0.276184202,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0732753977|0.239085395|0.243283474|0.232967237,-0.117993207|-0.147553062|-0.160168852|-0.137506431|-0.115607334|-0.118994808,1.08277774|-0.108441896|0.453713689|0.639766003|0.827483319|0.738709238,0.345041394|0.465062469|0.419052005,-0.00872976519|-0.160522223|-0.000251085701,0.00816074013710022,0.001492982730269432,0.0014019608497619629,0.002655726857483387
13,0.7000000000000001,-1.1198384409889617,0.5250476002693176,0.4931894838809967,0.17341001331806183,0.45925575494766235,0.35,1,0,0,0,0,0,0,,,,nan,0,0.6010944843292236,5.213305473327637,39.815391540527344,0.699999988079071,1.0,0.003966044290702853,1,1,0,0,0.08284482310890237,0.699999988079071,recovery_relaxed,0.0991388966015448,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.1323555193620486,valid,0.003966044290702853,0.294160864|0.00396604429|0.132392894|0.138989842|0.180702931|0.161445755,0.444160864|0.153966044|0.282392894|0.288989842|0.330702931|0.311445755,0.414160864|0.123966044|0.252392894|0.258989842|0.300702931|0.281445755,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.120049419|0.312532974|0.286506695|0.279837712,-0.117024421|-0.148219697|-0.159889057|-0.136970351|-0.115296329|-0.118510452,1.05961903|-0.132355519|0.489731939|0.731521991|0.89402209|0.807110281,0.344604731|0.457036227|0.419039488,-0.00872976519|-0.160522223|-0.000251085701,0.008589736185967922,0.0014887591823935509,0.0014561647549271584,0.0027519864961504936
14,0.75,-1.0673554280432953,0.46271228790283203,0.49906212091445923,0.17185167968273163,0.39605993032455444,0.35,1,0,0,0,0,0,0,,,,nan,0,0.6930857300758362,2.8454742431640625,53.08756637573242,0.699999988079071,1.0,0.000997392340876646,1,1,0,0,0.08284482310890237,0.699999988079071,recovery_relaxed,0.02523114152452161,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.14461622113629746,valid,0.000997392340876646,0.288104258|0.000997392341|0.132464155|0.146653161|0.188622224|0.168850843,0.438104258|0.150997392|0.282464155|0.296653161|0.338622224|0.318850843,0.408104258|0.120997392|0.252464155|0.266653161|0.308622224|0.288850843,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.139254146|0.325989971|0.282639732|0.279948958,-0.116042903|-0.14860579|-0.159368142|-0.137448516|-0.116474366|-0.1194834,1.03637413|-0.144616221|0.509742624|0.775154099|0.920654261|0.835868928,0.344168067|0.449009985|0.419026971,-0.00872976519|-0.160522223|-0.000251085701,0.008187451399862766,0.0014843419194221497,0.0014454396441578865,0.0024222079664468765
15,0.8,-1.2141568083847099,0.5883837938308716,0.505325973033905,0.16798867285251617,0.5194838047027588,0.35,1,0,0,0,0,0,0,,,,nan,0,0.47654351592063904,4.811442852020264,149.93206787109375,0.0,1.0,-0.000561122311679374,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.47654350357572256,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.15085245340565062,valid,-0.000561122311679374,0.282075675|-0.000561122312|0.133469391|0.154787956|0.196405588|0.176151466,0.432075675|0.149438878|0.283469391|0.304787956|0.346405588|0.326151466,0.402075675|0.119438878|0.253469391|0.274787956|0.316405588|0.296151466,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0932819575|0.244210074|0.227284412|0.222839628,-0.115040017|-0.148607964|-0.158626714|-0.138518082|-0.11843135|-0.121242612,1.01326268|-0.150852453|0.468532809|0.724843815|0.894475415|0.80620288,0.343731403|0.440983742|0.419014454,-0.00872976519|-0.160522223|-0.000251085701,0.008288094773888588,0.0014596851542592049,0.0013842014595866203,0.002770836465060711
16,0.8500000000000001,-1.2401753927796062,0.6538495421409607,0.509021520614624,0.1626671701669693,0.5819217562675476,0.35,1,0,0,0,0,0,0,,,,nan,0,0.2768042981624603,4.0002217292785645,53.31832504272461,0.0,1.0,-0.0044440419241748574,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.27680428197961265,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.16652155539506217,valid,-0.0044440419241748574,0.276177006|-0.00444404192|0.131473535|0.159362232|0.201474927|0.180826635,0.426177006|0.145555958|0.281473535|0.309362232|0.351474927|0.330826635,0.396177006|0.115555958|0.251473535|0.279362232|0.321474927|0.300826635,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0542937626|0.138886587|0.127896858|0.12605827,-0.11399225|-0.148745388|-0.158006452|-0.138806529|-0.119137503|-0.121792441,0.990715776|-0.166521555|0.422181451|0.637528987|0.814659061|0.72757237,0.34329474|0.4329575|0.419001937,-0.00872976519|-0.160522223|-0.000251085701,0.007971834391355515,0.0015717558562755585,0.0013199727982282639,0.0026125460863113403
17,0.9,-1.2503410085193218,0.7157912254333496,0.5097572803497314,0.15586940944194794,0.639950156211853,0.35,1,0,0,0,0,0,0,,,,nan,0,0.07872726023197174,4.00142240524292,1.2933865785598755,0.0,1.0,-0.009738161769321407,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.07872725941238722,0,0,12,joint_0_acceleration_upper,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.187492439368907,valid,-0.009738161769321407,0.270405163|-0.00973816177|0.126976089|0.159026539|0.201795056|0.180874662,0.420405163|0.140261838|0.276976089|0.309026539|0.351795056|0.330874662,0.390405163|0.110261838|0.246976089|0.279026539|0.321795056|0.300874662,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0154761138|0.0356624678|0.0302466337|0.0306445749,-0.112896641|-0.148539792|-0.15760602|-0.138704545|-0.119090862|-0.121655278,0.968724009|-0.187492439|0.365774448|0.533064078|0.718335997|0.632487943,0.342858076|0.424931258|0.41898942,-0.00872976519|-0.160522223|-0.000251085701,0.006430353038012981,0.0014133751392364502,0.0007677832618355751,0.001714344136416912
18,0.9500000000000001,-1.2855357043192523,0.7656055092811584,0.5097561478614807,0.14839790761470795,0.6852422952651978,0.35,1,0,0,0,0,0,0,,,,nan,0,0.0,1.5745452642440796,50.33053207397461,0.0,1.0,-0.016461005604363588,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.0,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity,recovery_hard_constraints,0.21383070488391206,valid,-0.016461005604363588,0.264760097|-0.0164610056|0.120095753|0.153854416|0.197449843|0.176366618,0.414760097|0.133538994|0.270095753|0.303854416|0.347449843|0.326366618,0.384760097|0.103538994|0.240095753|0.273854416|0.317449843|0.296366618,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.111750748|-0.147986682|-0.157484184|-0.138165515|-0.11825017|-0.120785373,0.94728964|-0.213830705|0.322898827|0.477252148|0.671549203|0.584681098,0.342421412|0.416905016|0.418976903,-0.00872976519|-0.160522223|-0.000251085701,0.006342210806906223,0.0007968945428729057,0.0008583609014749527,0.0031358925625681877
19,1.0,-1.3227019162804936,0.8030004501342773,0.5097560882568359,0.14095355570316315,0.7228914499282837,0.35,1,0,0,0,0,0,0,,,,nan,0,0.0,0.0,31.490903854370117,0.0,1.0,-0.02384413026762211,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.0,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity,recovery_hard_constraints,0.24270847575227783,valid,-0.02384413026762211,0.259201923|-0.0238441303|0.112221478|0.146965871|0.191569251|0.1703595,0.409201923|0.12615587|0.262221478|0.296965871|0.341569251|0.3203595,0.379201923|0.0961558697|0.232221478|0.266965871|0.311569251|0.2903595,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.110563403|-0.147331955|-0.157484172|-0.137360069|-0.116971943|-0.119493847,0.926244287|-0.242708476|0.291401739|0.450503413|0.649305062|0.561944152,0.341984749|0.408878773|0.418964386,-0.00872976519|-0.160522223|-0.000251085701,0.005799139849841595,0.0008097803220152855,0.0008776504546403885,0.002520335838198662
20,1.05,-1.3357568832070683,0.8160543441772461,0.5097560882568359,0.133538618683815,0.7627092599868774,0.35,1,0,0,0,0,0,0,,,,nan,0,0.0,0.0,0.0,0.0,1.0,-0.031193567110187337,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.0,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity,recovery_hard_constraints,0.2714014394594244,valid,-0.031193567110187337,0.253703997|-0.0311935671|0.104347097|0.140118803|0.185753616|0.164418203,0.403703997|0.118806433|0.254347097|0.290118803|0.335753616|0.314418203,0.373703997|0.0888064329|0.224347097|0.260118803|0.305753616|0.284418203,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.109340702|-0.146627171|-0.157484171|-0.136514267|-0.115644765|-0.118148503,0.905475286|-0.271401439|0.259904219|0.423960947|0.627369699|0.53952431,0.341548085|0.400852531|0.418951869,-0.00872976519|-0.160522223|-0.000251085701,0.0064030541107058525,0.0008218511939048767,0.000967130996286869,0.0030113011598587036
21,1.1,-1.3288818867007102,0.8241156339645386,0.5089974403381348,0.12674756348133087,0.7967766523361206,0.35,1,0,0,0,0,0,0,,,,nan,0,0.08141355961561203,1.628271222114563,32.565425872802734,0.0,1.0,-0.0385063666843945,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.08141356291073448,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved inaccurate,recovery_maximin,0.2998927027837256,valid,-0.0385063666843945,0.248268111|-0.0385063667|0.0964727172|0.133315092|0.180005624|0.158545581,0.398268111|0.111493633|0.246472717|0.283315092|0.330005624|0.308545581,0.368268111|0.0814936333|0.216472717|0.253315092|0.300005624|0.278545581,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0115958902|0.0210585961|0.0105124026|0.0138807621,-0.108081641|-0.145867236|-0.157484171|-0.135625767|-0.114266705|-0.116746925,0.884990805|-0.299892703|0.240002588|0.418693198|0.616268193|0.531316162,0.341111422|0.392826289|0.418939352,-0.00872976519|-0.160522223|-0.000251085701,0.008574927225708961,0.0014903116971254349,0.001447862945497036,0.0028545837849378586
