step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8364511836097699,0.3875948190689087,0.43109941482543945,0.25318101048469543,0.35738426446914673,0.35,3,0,0,0,0,0,0,,,,nan,0,0.2934300899505615,5.8686017990112305,117.37203216552734,0.699999988079071,1.0,0.08284482310890237,1,1,0,0,0.08284482310890237,0.699999988079071,filtered,0.45955012441216747,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.08284482310890237,0.37621642|0.0970197037|0.151983877|0.0828448231|0.0957268648|0.0854140046,0.52621642|0.247019704|0.301983877|0.232844823|0.245726865|0.235414005,0.49621642|0.217019704|0.271983877|0.202844823|0.215726865|0.205414005,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0251197121|0.118136552|0.176677186|0.162974285,-0.127699033|-0.138890362|-0.158929975|-0.147945007|-0.125584846|-0.131048741,1.37716665|0.249188452|0.474125244|0.301570838|0.433999799|0.373581561,0.350281358|0.561374664|0.419202209,-0.00872976519|-0.160522223|-0.000251085701,0.0046685682609677315,0.0008036410436034203,0.0009228372946381569,0.0013500750064849854
1,0.1,-0.8778057306918597,0.4105665981769562,0.43585771322250366,0.24891532957553864,0.37762853503227234,0.35,1,0,0,0,0,0,0,,,,nan,0,0.4696423411369324,4.056931018829346,73.68250274658203,0.7000000476837158,1.0,0.08103234318707672,1,1,0,0,0.08284482310890237,0.7000000476837158,filtered,0.25531342656429534,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.08103234318707672,0.369754296|0.0874371248|0.147697304|0.0810323432|0.0975430199|0.0865873669,0.519754296|0.237437125|0.297697304|0.231032343|0.24754302|0.236587367,0.489754296|0.207437125|0.267697304|0.201032343|0.21754302|0.206587367,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0577489226|0.234393152|0.299341652|0.276810611,-0.126999088|-0.139130316|-0.159187633|-0.146808224|-0.123567375|-0.129002952,1.3520181|0.210618183|0.489350507|0.4117143|0.565946357|0.494157127,0.349844694|0.55334878|0.419189692,-0.00872976519|-0.160522223|-0.000251085701,0.004582943394780159,0.0007979748770594597,0.000838019885122776,0.001385367475450039
2,0.15000000000000002,-0.9060243383690643,0.4171524941921234,0.44129058718681335,0.24027152359485626,0.3813660740852356,0.35,1,0,0,0,0,0,0,,,,nan,0,0.6515124440193176,4.006679534912109,9.76491928100586,0.699999988079071,1.0,0.07775081381970536,1,1,0,0,0.08284482310890237,0.699999988079071,filtered,0.052327685257921724,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.07775081381970536,0.36323227|0.0777508138|0.147115833|0.084841625|0.105380177|0.0934968177,0.51323227|0.227750814|0.297115833|0.234841625|0.255380177|0.243496818,0.48323227|0.197750814|0.267115833|0.204841625|0.225380177|0.213496818,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0932030199|0.351695107|0.412343521|0.383036196,-0.126288666|-0.14002514|-0.159615368|-0.145457653|-0.121811336|-0.127081171,1.32664041|0.170978115|0.522050984|0.545603954|0.712052892|0.629942296,0.349408031|0.545322895|0.419177175,-0.00872976519|-0.160522223|-0.000251085701,0.004583278670907021,0.0008489927276968956,0.0008411211892962456,0.001305251382291317
3,0.2,-0.9426526406597641,0.4247780442237854,0.44777682423591614,0.23241256177425385,0.38610580563545227,0.35,1,0,0,0,0,0,0,,,,nan,0,0.699999988079071,1.0684610605239868,59.35647201538086,0.699999988079071,1.0,0.06889439352227764,1,1,0,0,0.08284482310890237,0.699999988079071,passthrough,5.183289542659355e-11,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.06889439352227764,0.356655549|0.0688943935|0.149943624|0.094263898|0.118612146|0.105602457,0.506655549|0.218894394|0.299943624|0.244263898|0.268612146|0.255602457,0.476655549|0.188894394|0.269943624|0.214263898|0.238612146|0.225602457,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.104904764|0.386615986|0.439212767|0.409696441,-0.125568305|-0.141487211|-0.160113483|-0.144126708|-0.120681524|-0.125661047,1.30105389|0.134090364|0.544565777|0.619544869|0.792979828|0.70644522,0.348971367|0.53729701|0.419164658,-0.00872976519|-0.160522223|-0.000251085701,0.004506891593337059,0.000805993564426899,0.0008105086162686348,0.0012542959302663803
4,0.25,-0.973203612226401,0.4300767779350281,0.45495155453681946,0.22536687552928925,0.38857927918434143,0.35,1,0,0,0,0,0,0,,,,nan,0,0.7000000476837158,0.445588618516922,19.83626365661621,0.7000000476837158,1.0,0.06079804164766653,1,1,0,0,0.08284482310890237,0.7000000476837158,passthrough,5.3021614682225905e-11,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.06079804164766653,0.35009702|0.0607980416|0.153238072|0.105536159|0.133294274|0.119177437,0.50009702|0.210798042|0.303238072|0.255536159|0.283294274|0.269177437,0.47009702|0.180798042|0.273238072|0.225536159|0.253294274|0.239177437,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.109150062|0.392716305|0.434631665|0.407276154,-0.124831296|-0.143128415|-0.160492024|-0.142912562|-0.119903891|-0.124560778,1.27555678|0.100063751|0.561610326|0.671948379|0.847904869|0.759425127,0.348534703|0.529271126|0.419152141,-0.00872976519|-0.160522223|-0.000251085701,0.004957753233611584,0.0008285082876682281,0.0009376527741551399,0.0014508683234453201
5,0.30000000000000004,-0.9876481105016405,0.4277002215385437,0.46230843663215637,0.21932537853717804,0.3835771977901459,0.35,1,0,0,0,0,0,0,,,,nan,0,0.699999988079071,0.8113573789596558,8.648637771606445,0.699999988079071,1.0,0.05351786085772056,1,1,0,0,0.08284482310890237,0.699999988079071,passthrough,7.265178145878916e-11,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.05351786085772056,0.343582614|0.0535178609|0.156044392|0.117157536|0.147831685|0.132693527,0.493582614|0.203517861|0.306044392|0.267157536|0.297831685|0.282693527,0.463582614|0.173517861|0.276044392|0.237157536|0.267831685|0.252693527,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.114934355|0.397884598|0.426405002|0.401365534,-0.124074597|-0.144754883|-0.160705467|-0.141870427|-0.119392152|-0.123732157,1.25025586|0.06931656|0.578406456|0.724644316|0.89833959|0.808407485,0.34809804|0.521245241|0.419139624,-0.00872976519|-0.160522223|-0.000251085701,0.004702952690422535,0.000947834923863411,0.000881509855389595,0.0012969886884093285
6,0.35000000000000003,-0.9992959616944393,0.4222748279571533,0.46983370184898376,0.21420840919017792,0.37576743960380554,0.35,1,0,0,0,0,0,0,,,,nan,0,0.699999988079071,0.8885102272033691,5.5478105545043945,0.699999988079071,1.0,0.04725555165483328,1,1,0,0,0.08284482310890237,0.699999988079071,passthrough,1.2200902438994491e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.04725555165483328,0.337111382|0.0472555517|0.158492944|0.129038927|0.162041639|0.145953954,0.487111382|0.197255552|0.308492944|0.279038927|0.312041639|0.295953954,0.457111382|0.167255552|0.278492944|0.249038927|0.282041639|0.265953954,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.120167905|0.399828207|0.41673457|0.393332531,-0.123297939|-0.146292314|-0.160756696|-0.141069963|-0.119216349|-0.123250701,1.22514759|0.0427298921|0.593382983|0.774913951|0.945684779|0.853897644,0.347661376|0.513219357|0.419127107,-0.00872976519|-0.160522223|-0.000251085701,0.005299567244946957,0.0011743344366550446,0.0008581690490245819,0.0015901820734143257
7,0.4,-0.9405771510808513,0.41836801171302795,0.4737429916858673,0.2098308652639389,0.3699999749660492,0.35,1,0,0,0,0,0,0,,,,nan,0,0.4749614894390106,5.456260681152344,106.2226333618164,0.0,1.0,0.04193640930047579,1,1,0,0,0.08284482310890237,0.0,filtered,0.4749614829313619,0,0,12,joint_0_acceleration_upper,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.04193640930047579,0.330685688|0.0419364093|0.160573979|0.141017612|0.175818168|0.158835267,0.480685688|0.191936409|0.310573979|0.291017612|0.325818168|0.308835267,0.450685688|0.161936409|0.280573979|0.261017612|0.295818168|0.278835267,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0910384149|0.26000814|0.24946491|0.239073386,-0.122500643|-0.147704222|-0.160645855|-0.140513219|-0.119344636|-0.12308658,1.20024211|0.0200414147|0.572688476|0.683565371|0.833392947|0.751327875,0.347224712|0.505193472|0.41911459,-0.00872976519|-0.160522223|-0.000251085701,0.005881547927856445,0.000827370211482048,0.0014442456886172295,0.0020055528730154037
8,0.45,-0.9719997714532409,0.472687304019928,0.47619765996932983,0.20421414077281952,0.4220075011253357,0.35,1,0,0,0,0,0,0,,,,nan,0,0.2749605178833008,4.000019550323486,74.21797943115234,0.0,1.0,0.037502929702081106,1,1,0,0,0.08284482310890237,0.0,filtered,0.27496050318272425,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.037502929702081106,0.324387162|0.0375029297|0.159660741|0.14639612|0.181958555|0.164396044,0.474387162|0.18750293|0.309660741|0.29639612|0.331958555|0.314396044,0.444387162|0.15750293|0.279660741|0.26639612|0.301958555|0.284396044,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0527433998|0.149539465|0.143340654|0.137828296,-0.121668594|-0.148087936|-0.160470653|-0.140404007|-0.119653289|-0.123226113,1.17588005|0.00192378253|0.530915709|0.594719939|0.751521587|0.672186361,0.346788049|0.497167438|0.419102073,-0.00872976519|-0.160522223|-0.000251085701,0.004492343403398991,0.0008182190358638763,0.0007944582030177116,0.0012973491102457047
9,0.5,-0.9973019825108715,0.5276056528091431,0.4769294857978821,0.19727520644664764,0.4740578830242157,0.35,1,0,0,0,0,0,0,,,,nan,0,0.07496076077222824,3.999994993209839,0.0013366612838581204,0.0,1.0,0.03188861166664789,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.07496075730157284,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.020503615910367617,valid,0.03188861166664789,0.318214165|0.0318886117|0.155675632|0.1465242|0.182934091|0.164977525,0.468214165|0.181888612|0.305675632|0.2965242|0.332934091|0.314977525,0.438214165|0.151888612|0.275675632|0.2665242|0.302934091|0.284977525,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0143798761|0.0405538919|0.0387790147|0.0373785761,-0.120799007|-0.148058063|-0.16033187|-0.140072592|-0.11934308|-0.122829402,1.15205765|-0.0205036159|0.476750535|0.486578101|0.651172301|0.574459275,0.346351385|0.489141196|0.419089556,-0.00872976519|-0.160522223|-0.000251085701,0.0077177854254841805,0.001345289871096611,0.001583704724907875,0.00228699017316103
10,0.55,-1.021377359525596,0.5662593841552734,0.4769279658794403,0.1898260861635208,0.5095119476318359,0.35,1,0,0,0,0,0,0,,,,nan,0,0.0,1.4992152452468872,50.01559066772461,0.0,1.0,0.025006210981758037,1,1,0,0,0.08284482310890237,0.0,recovery_relaxed,0.0,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.04761657520858603,valid,0.025006210981758037,0.312165117|0.025006211|0.148796782|0.141562332|0.17895955|0.160769163,0.462165117|0.175006211|0.298796782|0.291562332|0.32895955|0.310769163,0.432165117|0.145006211|0.268796782|0.261562332|0.29895955|0.280769163,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.119890049|-0.147641419|-0.160287348|-0.13944242|-0.118339336|-0.121816456,1.12877042|-0.0476165752|0.434899781|0.426806907|0.597498862|0.521260197,0.345914721|0.481114954|0.419077039,-0.00872976519|-0.160522223|-0.000251085701,0.007420694455504417,0.001478642225265503,0.0011917268857359886,0.0023185713216662407
