step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.3533151707216055,0.25541096925735474,0.27747923135757446,0.34483659267425537,0.2246222048997879,0.35,5,0,0,0,0,0,0,,,,nan,0,0.38789886236190796,7.75797700881958,155.1595458984375,0.4394569993019104,1.0,0.16402323047498601,0,0,0,0,0.16402323047498601,0.0,filtered,0.057527560424344724,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.16402323047498601,0.499855274|0.351465393|0.327242513|0.243853688|0.191806149|0.16402323,0.649855274|0.501465393|0.477242513|0.393853688|0.341806149|0.31402323,0.619855274|0.471465393|0.447242513|0.363853688|0.311806149|0.28402323,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00652270127|0.036690047|0.0508313141|0.0753394796,-0.179518938|-0.184179041|-0.267315193|-0.266292224|-0.267747621|-0.269747082,1.81990216|1.22168253|1.03513216|0.745812573|0.55030829|0.46168532,0.612179875|0.558900714|0.314537197,-0.0440604091|-0.256598681|0.0710129961,0.0040941666811704636,0.0008014990016818047,0.0007906146347522736,0.0014820117503404617
1,0.1,-0.255612021223078,0.1994001716375351,0.2722153663635254,0.3388124406337738,0.18812158703804016,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6279237270355225,5.252626419067383,84.46849060058594,0.6279233694076538,1.0,0.15437516013913366,0,0,0,0,0.16402323047498601,0.0,filtered,6.09797551325879e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.15437516013913366,0.490839978|0.339036477|0.316450438|0.232747867|0.181225229|0.15437516,0.640839978|0.489036477|0.466450438|0.382747867|0.331225229|0.30437516,0.610839978|0.459036477|0.436450438|0.352747867|0.301225229|0.27437516,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00714283188|0.0694016663|0.0963369195|0.140071034,-0.176974936|-0.182889507|-0.267503435|-0.266681203|-0.268130481|-0.269731217,1.78638498|1.1732564|0.991155486|0.733711933|0.553107356|0.487840457,0.609976888|0.546070457|0.318087727,-0.0440604091|-0.256598681|0.0710129961,0.004086382687091827,0.0007955674082040787,0.0008263802155852318,0.0013570114970207214
2,0.15000000000000002,-0.2975129338625675,0.2108490914106369,0.26888251304626465,0.33324897289276123,0.2038627415895462,0.35,5,0,0,0,0,0,0,,,,nan,0,0.7096452713012695,4.538270950317383,103.92536163330078,0.7096444368362427,1.0,0.14838196352308075,0,0,0,0,0.16402323047498601,0.0,filtered,1.285723415223852e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.14838196352308075,0.481874004|0.324310238|0.307613183|0.223644812|0.173200164|0.148381964,0.631874004|0.474310238|0.457613183|0.373644812|0.323200164|0.298381964,0.601874004|0.444310238|0.427613183|0.343644812|0.293200164|0.268381964,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00790202199|0.0549199621|0.0875152944|0.146686768,-0.174358838|-0.182510731|-0.267760161|-0.26746765|-0.268798906|-0.269504719,1.75313718|1.11473022|0.954790548|0.682031562|0.511517045|0.470709902,0.6077739|0.533240199|0.321638256,-0.0440604091|-0.256598681|0.0710129961,0.0041749728843569756,0.0007823538035154343,0.0010260958224534988,0.0014025373384356499
3,0.2,-0.3243669971222568,0.2082682102918625,0.26735517382621765,0.32810866832733154,0.19705604016780853,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6995211243629456,2.5165748596191406,96.23576354980469,0.6995206475257874,1.0,0.14291564555535052,0,0,0,0,0.16402323047498601,0.0,filtered,6.440330204743042e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.14291564555535052,0.473038501|0.308892244|0.297634331|0.213841324|0.16499622|0.142915646,0.623038501|0.458892244|0.447634331|0.363841324|0.31499622|0.292915646,0.593038501|0.428892244|0.417634331|0.333841324|0.28499622|0.262915646,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.000184976564|0.070586404|0.103415486|0.160443215,-0.171655128|-0.182476287|-0.268120739|-0.268365605|-0.26938655|-0.268793072,1.72049887|1.05309269|0.922231608|0.657586095|0.494013817|0.463312725,0.605570912|0.520409942|0.325188786,-0.0440604091|-0.256598681|0.0710129961,0.003901064395904541,0.0008402373641729355,0.0008346959948539734,0.0012903111055493355
4,0.25,-0.3580999301932186,0.22594022750854492,0.26676076650619507,0.32233044505119324,0.1939639002084732,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6548460125923157,2.3160769939422607,47.283477783203125,0.6548454761505127,1.0,0.1379150643961462,0,0,0,0,0.16402323047498601,0.0,filtered,7.116346814297943e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.1379150643961462,0.464353677|0.29459266|0.287946324|0.204683471|0.157530052|0.137915064,0.614353677|0.44459266|0.437946324|0.354683471|0.307530052|0.287915064,0.584353677|0.41459266|0.407946324|0.324683471|0.277530052|0.257915064,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00383185684|0.0707097763|0.0988245368|0.150662569,-0.168858239|-0.181990138|-0.268313632|-0.268983681|-0.269623715|-0.267768259,1.68855647|0.996380504|0.887303522|0.620459979|0.459321029|0.434554568,0.603367925|0.507579684|0.328739315,-0.0440604091|-0.256598681|0.0710129961,0.004373196512460709,0.0007872479036450386,0.000995139591395855,0.0012726020067930222
5,0.30000000000000004,-0.4190912872018078,0.2428663671016693,0.2684918940067291,0.3161938786506653,0.20870938897132874,0.35,5,0,0,0,0,0,0,,,,nan,0,0.601065456867218,2.9813265800476074,78.95298767089844,0.601065456867218,1.0,0.13228461149173343,0,0,0,0,0.16402323047498601,0.0,filtered,2.23969466850826e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.13228461149173343,0.455844684|0.281663623|0.277913761|0.195330365|0.14979526|0.132284611,0.605844684|0.431663623|0.427913761|0.345330365|0.29979526|0.282284611,0.575844684|0.401663623|0.397913761|0.315330365|0.26979526|0.252284611,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0060498258|0.066413545|0.0929700046|0.144217714,-0.165961318|-0.180902372|-0.268358421|-0.269331167|-0.269618881|-0.266681548,1.65741742|0.945752119|0.849346449|0.578403837|0.422532162|0.406674611,0.601164937|0.494749576|0.332289845,-0.0440604091|-0.256598681|0.0710129961,0.003851514309644699,0.0008144481107592583,0.0008363379165530205,0.0012620920315384865
6,0.35000000000000003,-0.4736964134707443,0.24967317283153534,0.2726229429244995,0.3104200065135956,0.21329306066036224,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6095302700996399,3.1903321743011475,46.17647933959961,0.6095302700996399,1.0,0.12633337299683609,0,0,0,0,0.16402323047498601,0.0,passthrough,8.526893030837659e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12633337299683609,0.447492967|0.269259494|0.267505207|0.185608723|0.141805894|0.126333373,0.597492967|0.419259494|0.417505207|0.335608723|0.291805894|0.276333373,0.567492967|0.389259494|0.387505207|0.305608723|0.261805894|0.246333373,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00588727107|0.0675560702|0.0975647492|0.151454546,-0.16296606|-0.17956908|-0.268374461|-0.269596708|-0.269405308|-0.265316523,1.62700581|0.897468896|0.807533638|0.540394254|0.395383019|0.391471515,0.598961949|0.481919676|0.335840374,-0.0440604091|-0.256598681|0.0710129961,0.0041998568922281265,0.0008047660812735558,0.0008521517738699913,0.0014507221058011055
7,0.4,-0.478067479318934,0.25230672955513,0.27663248777389526,0.3051442801952362,0.21775096654891968,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6132825613021851,2.3192150592803955,93.12542724609375,0.6132825613021851,1.0,0.12083428317131192,0,0,0,0,0.16402323047498601,0.0,passthrough,9.469858840703063e-10,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.12083428317131192,0.439283933|0.256225828|0.256919988|0.175921231|0.134055653|0.120834283,0.589283933|0.406225828|0.406919988|0.325921231|0.284055653|0.270834283,0.559283933|0.376225828|0.376919988|0.295921231|0.254055653|0.240834283,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00545117936|0.0759787713|0.107637072|0.161668969,-0.159873796|-0.178541353|-0.268367109|-0.269782697|-0.268866613|-0.263291886,1.59726194|0.84636196|0.76476402|0.509880998|0.374993072|0.381714215,0.596758962|0.469089776|0.339390904,-0.0440604091|-0.256598681|0.0710129961,0.0038365237414836884,0.0007988512516021729,0.0008000386878848076,0.0012819236144423485
8,0.45,-0.471107527231153,0.2453974038362503,0.28040993213653564,0.30079612135887146,0.22710604965686798,0.35,5,0,0,0,0,0,0,,,,nan,0,0.635269820690155,2.1369714736938477,28.203264236450195,0.6352696418762207,1.0,0.1158924454537362,0,0,0,0,0.16402323047498601,0.0,filtered,3.11288604059021e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.1158924454537362,0.431234209|0.242794957|0.246416961|0.166703686|0.12679283|0.115892445,0.581234209|0.392794957|0.396416961|0.316703686|0.27679283|0.265892445,0.551234209|0.362794957|0.366416961|0.286703686|0.24679283|0.235892445,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00805772068|0.0917452337|0.124902298|0.178538133,-0.156679745|-0.177720305|-0.268244027|-0.269746994|-0.268029656|-0.260829759,1.56825709|0.793459524|0.725481537|0.488812984|0.364043963|0.381278155,0.594555974|0.456259876|0.342941433,-0.0440604091|-0.256598681|0.0710129961,0.0039221979677677155,0.0008272752165794373,0.0008451556786894798,0.001303994096815586
9,0.5,-0.5546619979746437,0.28076666593551636,0.2864569127559662,0.2953413426876068,0.23784565925598145,0.35,5,0,0,0,0,0,0,,,,nan,0,0.5607796311378479,3.057049512863159,92.8599624633789,0.5607796311378479,1.0,0.11191963778746403,0,0,0,0,0.16402323047498601,0.0,passthrough,8.672153137736231e-10,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.11191963778746403,0.423344679|0.229402653|0.236378616|0.158337497|0.120422169|0.111919638,0.573344679|0.379402653|0.386378616|0.308337497|0.270422169|0.261919638,0.543344679|0.349402653|0.356378616|0.278337497|0.240422169|0.231919638,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00892939994|0.0735670398|0.104518486|0.154188211,-0.153382444|-0.17691145|-0.267980576|-0.269480191|-0.266916218|-0.258061544,1.53999627|0.740699162|0.686463288|0.437436836|0.319290946|0.343805219,0.592352986|0.443429977|0.346491963,-0.0440604091|-0.256598681|0.0710129961,0.003971287049353123,0.0008039381355047226,0.0008327299728989601,0.001381266862154007
