step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.718863943761868,0.6053888201713562,0.2381964772939682,0.22226296365261078,0.5050992965698242,0.35,1,0,0,0,0,0,0,,,,nan,0,0.0,0.0,0.0,0.7000000476837158,1.0,0.04901064256705376,1,1,0,0,0.04901064256705376,0.7000000476837158,safe_stop_compute_budget,0.7000000476837158,1,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.04901064256705376,0.284005002|0.052620664|0.124063431|0.100569713|0.0649231095|0.0490106426,0.434005002|0.202620664|0.274063431|0.250569713|0.21492311|0.199010643,0.404005002|0.172620664|0.244063431|0.220569713|0.18492311|0.169010643,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.12922742|-0.188031627|-0.322092195|-0.329988995|-0.322327595|-0.329353017,1.00679259|0.0224510291|0.17416153|0.0722898562|-0.0626351571|-0.133310446,0.423374295|0.444388241|0.256795883,0.0840980038|-0.319023639|0.081552878,0.16220226977020502,0.0016156751662492752,0.0014915205538272858,0.15444844495505095
1,0.1,-0.5725225317751733,0.562753438949585,0.23247699439525604,0.2149278074502945,0.45339927077293396,0.35,1,0,0,0,0,0,0,,,,nan,0,0.3401719927787781,6.803439617156982,136.06878662109375,0.699999988079071,1.0,0.0325720498450833,1,1,0,0,0.04901064256705376,0.699999988079071,recovery_relaxed,0.5264581147826142,0,0,12,,predictive_link_5,0,1,1,zero_sensitivity; recovery=solved inaccurate,recovery_maximin,0.06074137439124058,valid,0.0325720498450833,0.277755248|0.0434451752|0.107959762|0.0840928368|0.0488513494|0.0325720498,0.427755248|0.193445175|0.257959762|0.234092837|0.198851349|0.18257205,0.397755248|0.163445175|0.227959762|0.204092837|0.168851349|0.15257205,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0576579342|0.156458363|0.129286794|0.137124195,-0.120717901|-0.17887421|-0.322050006|-0.329060224|-0.320493317|-0.32815377,0.99030309|-0.00509350965|0.167446978|0.163769486|0.00419887425|-0.0607413755,0.427579284|0.428436965|0.260873556,0.0840980038|-0.319023639|0.081552878,0.006878364831209183,0.0010527223348617554,0.0010042795911431313,0.002815104089677334
2,0.15000000000000002,-0.3812430110957463,0.4643285870552063,0.22219716012477875,0.21101661026477814,0.3498498499393463,0.35,1,0,0,0,0,0,0,,,,nan,0,0.6006206274032593,5.664172172546387,70.54421997070312,0.699999988079071,1.0,0.022320091696214128,1,1,0,0,0.04901064256705376,0.699999988079071,recovery_relaxed,0.49086842922927615,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved inaccurate,recovery_maximin,0.017351377207223406,valid,0.022320091696214128,0.271830887|0.0376233002|0.0978145728|0.0748497819|0.0389812437|0.0223200917,0.421830887|0.1876233|0.247814573|0.224849782|0.188981244|0.172320092,0.391830887|0.1576233|0.217814573|0.194849782|0.158981244|0.142320092,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.114817585|0.283787002|0.237254931|0.250136009,-0.111982339|-0.167844578|-0.32014891|-0.328049027|-0.320763621|-0.328619666,0.975341208|-0.0173513772|0.185926965|0.255137103|0.0724162845|0.0107967097,0.431784272|0.412485689|0.264951229,0.0840980038|-0.319023639|0.081552878,0.006368601694703102,0.0010038278996944427,0.0009914888069033623,0.0022048577666282654
3,0.2,-0.5258603585415785,0.46825850009918213,0.21984754502773285,0.20543156564235687,0.4136998653411865,0.35,1,0,0,0,0,0,0,,,,nan,0,0.6567478775978088,5.682467937469482,160.8004608154297,0.7000000476837158,1.0,0.01735562250074102,1,1,0,0,0.04901064256705376,0.7000000476837158,recovery_relaxed,0.20177653641272134,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_upper,predictive_link_1,0,1,1,zero_sensitivity,recovery_hard_constraints,0.012539198558461084,valid,0.01735562250074102,0.266236914|0.0355478441|0.0935642425|0.0718639817|0.0342698547|0.0173556225,0.416236914|0.185547844|0.243564242|0.221863982|0.184269855|0.167355623,0.386236914|0.155547844|0.213564242|0.191863982|0.154269855|0.137355623,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.1319874|0.361157942|0.366826419|0.368249921,-0.103030941|-0.154730575|-0.316335318|-0.327316799|-0.323228615|-0.330722777,0.961916715|-0.0125391986|0.189909052|0.32129707|0.180677222|0.106949633,0.435989261|0.396534413|0.269028902,0.0840980038|-0.319023639|0.081552878,0.011100470088422298,0.0015469584614038467,0.0015901532024145126,0.004827788099646568
4,0.25,-0.7325590093743455,0.53682941198349,0.225009486079216,0.19792236387729645,0.4813137948513031,0.35,1,0,0,0,0,0,0,,,,nan,0,0.7000001072883606,3.9447696208953857,52.25906753540039,0.699999988079071,1.0,0.017968826787625902,1,1,0,0,0.04901064256705376,0.699999988079071,recovery_relaxed,1.479796166377744e-07,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity,recovery_hard_constraints,0.019608288281377867,valid,0.017968826787625902,0.260986397|0.0313363278|0.0915176661|0.0728167259|0.0353353386|0.0179688268,0.410986397|0.181336328|0.241517666|0.222816726|0.185335339|0.167968827,0.380986397|0.151336328|0.211517666|0.192816726|0.155335339|0.137968827,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.126030397|0.377969145|0.41800508|0.412139346,-0.0938752027|-0.144953599|-0.311849856|-0.327304159|-0.325023529|-0.331969981,0.950070386|-0.0196082883|0.180251206|0.34193189|0.234322906|0.152044672,0.440194249|0.380583137|0.273106575,0.0840980038|-0.319023639|0.081552878,0.011092809028923512,0.001836945302784443,0.0015486637130379677,0.004849384538829327
5,0.30000000000000004,-0.6315935699641386,0.4924531579017639,0.2269260436296463,0.1930529922246933,0.43841275572776794,0.35,1,0,0,0,0,0,0,,,,nan,0,0.7615545392036438,4.063887119293213,154.4142608642578,0.699999988079071,1.0,0.020991414024275512,1,1,0,0,0.04901064256705376,0.699999988079071,recovery_relaxed,0.207074808649229,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.03884729454189606,valid,0.020991414024275512,0.256156104|0.0247955713|0.0893111075|0.0747172309|0.0389701296|0.020991414,0.406156104|0.174795571|0.239311107|0.224717231|0.18897013|0.170991414,0.376156104|0.144795571|0.209311107|0.194717231|0.15897013|0.140991414,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.149936341|0.412418811|0.418879254|0.423659708,-0.0845042789|-0.13802958|-0.307261796|-0.327618223|-0.32602801|-0.332466274,0.940120138|-0.0388472945|0.199918975|0.383669512|0.248731762|0.17515909,0.444399238|0.364631861|0.277184248,0.0840980038|-0.319023639|0.081552878,0.009722775779664516,0.0016154544427990913,0.0017618462443351746,0.002993752248585224
6,0.35000000000000003,-0.46277742507205943,0.3887259066104889,0.2253078669309616,0.19089378416538239,0.33885347843170166,0.35,1,0,0,0,0,0,0,,,,nan,0,0.8502664566040039,4.063777923583984,11.928339004516602,0.7000000476837158,1.0,0.021307293372671565,1,1,0,0,0.04901064256705376,0.7000000476837158,recovery_relaxed,0.4048239781017335,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved inaccurate,recovery_maximin,0.04307000659415597,valid,0.021307293372671565,0.251788939|0.0213072934|0.0891863424|0.0779012195|0.042666834|0.0242798478,0.401788939|0.171307293|0.239186342|0.227901219|0.192666834|0.174279848,0.371788939|0.141307293|0.209186342|0.197901219|0.162666834|0.144279848,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.167632557|0.437115357|0.407871889|0.423398951,-0.0749218818|-0.12829918|-0.301275075|-0.327429859|-0.328263907|-0.333966937,0.932233876|-0.0430700066|0.223102852|0.421290376|0.250275318|0.186551405,0.448604226|0.348680586|0.281261921,0.0840980038|-0.319023639|0.081552878,0.009572839364409447,0.0016205757856369019,0.0017228946089744568,0.003436223603785038
7,0.4,-0.6689773135857935,0.4811103940010071,0.22978338599205017,0.18689243495464325,0.43396636843681335,0.35,1,0,0,0,0,0,0,,,,nan,0,0.7324866056442261,4.1313042640686035,163.35498046875,0.7000000476837158,1.0,0.02102398955132251,1,1,0,0,0.04901064256705376,0.7000000476837158,recovery_relaxed,0.18798551531359783,0,0,12,,predictive_link_1,0,1,1,zero_sensitivity,recovery_hard_constraints,0.03110428793679111,valid,0.02102398955132251,0.247908867|0.0210239896|0.0909667053|0.0820692021|0.045868954|0.027270972,0.397908867|0.17102399|0.240966705|0.232069202|0.195868954|0.177270972,0.367908867|0.14102399|0.210966705|0.202069202|0.165868954|0.147270972,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.137279932|0.387029517|0.394604986|0.402145417,-0.0651406948|-0.115200246|-0.293678186|-0.32632627|-0.331228073|-0.335995469,0.926494772|-0.0311042879|0.207468567|0.388980055|0.246852729|0.175233836,0.452809215|0.33272931|0.285339594,0.0840980038|-0.319023639|0.081552878,0.011239919811487198,0.0015907064080238342,0.0017629647627472878,0.004670989699661732
8,0.45,-0.5138127643339299,0.3632739186286926,0.2320690006017685,0.1853937953710556,0.3211436867713928,0.35,1,0,0,0,0,0,0,,,,nan,0,0.8490838408470154,4.105776786804199,164.63848876953125,0.699999988079071,1.0,0.018602468917950976,1,1,0,0,0.04901064256705376,0.699999988079071,recovery_relaxed,0.3850369441563292,0,0,12,joint_1_acceleration_lower,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved inaccurate,recovery_maximin,0.02974284333876344,valid,0.018602468917950976,0.244541753|0.0186024689|0.090539098|0.0841524604|0.0481571131|0.0292703399,0.394541753|0.168602469|0.240539098|0.23415246|0.198157113|0.17927034,0.364541753|0.138602469|0.210539098|0.20415246|0.168157113|0.14927034,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.161387676|0.428632865|0.404666982|0.42213104,-0.055173754|-0.104152719|-0.286735476|-0.32529736|-0.333067759|-0.337116116,0.922993257|-0.0297428433|0.236808592|0.439945346|0.264227675|0.202096284,0.457014203|0.316778034|0.289417267,0.0840980038|-0.319023639|0.081552878,0.009674967266619205,0.0015516206622123718,0.0017015626654028893,0.003380340524017811
9,0.5,-0.44545519381892973,0.33684176206588745,0.23203206062316895,0.1866028755903244,0.3019653856754303,0.35,1,0,0,0,0,0,0,,,,nan,0,0.9641451239585876,4.000746250152588,17.720312118530273,0.699999988079071,1.0,0.019112885902430043,1,1,0,0,0.04901064256705376,0.699999988079071,recovery_relaxed,0.5709336925630922,0,0,12,joint_1_acceleration_lower,predictive_link_1,0,1,1,zero_sensitivity; recovery=solved,recovery_maximin,0.013786487826568383,valid,0.019112885902430043,0.241662573|0.0191128859|0.0925256065|0.0880070132|0.051002253|0.0319865171,0.391662573|0.169112886|0.242525606|0.238007013|0.201002253|0.181986517,0.361662573|0.139112886|0.212525606|0.208007013|0.171002253|0.151986517,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.179519021|0.449623032|0.398888617|0.425498911,-0.0450591477|-0.0902380314|-0.277869759|-0.323205738|-0.335049118|-0.338131218,0.921591146|-0.0137864878|0.271751688|0.478445347|0.267848511|0.215313762,0.461219192|0.300826758|0.29349494,0.0840980038|-0.319023639|0.081552878,0.0061348723247647285,0.0009803343564271927,0.0010033976286649704,0.0021942565217614174
