episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
10,9137,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-47.86248437739634,16.79233719408512,49,1,0,0,0,0,0,,any,0,0,,,nan,0,0.053500011563301086,2.45,0.2334631085395813,0.22727956181886244,0.3464048206806183,0,0.0,0.10204081632653061,0.04457638975462601,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.05394880222009957,0.010236755416167862,0.015059948025736958,0.0028220816973919924,0.0013287649394906297,0.0016168573733457193,0.07229376411331552,0.5017644656555993,0.0,1.1087552309036255,22.664043426513672,0,0,0,0.0,0,0.19009202466000713,1,SERVO,direct_path,1.0822114620241337,1.0822114620241337,65,1,1,1,47,1.2787416653407218,0.30129510164260864,0.0004292451037098296;0.00043254756022567366;0.0018802252626864185;0.0009118364659855638;0.005644176362715781;0.006733043513546541;0.0033909176068379157;0.003352231874129104;0.0062675612284647155;0.002089141918075073;0.0014647683404132145;0.002617626380178426;0.004708824515515288;0.003931780404203741;0.005348618865853795;0.004569897439685232;0.00864704887456202;0.0017139218689204991;0.005663386707214961;0.005915345436441248;0.005310791541874314;0.004723064256770331;0.006142188225718142;0.004565660847225848;0.003705551129726749;0.002960398649060976;0.0031813771492304925;0.007050396005346125;0.011035644776053944;0.009053734623987704;0.006218795967977683;0.005662838101445577;0.012118943096915219;0.007171944100501962;0.004951043333819597;0.008941077923992525;0.007858410942599307;0.009638923539257013;0.0018975725387080239;0.0040841357889401676;0.004959873762885902;0.006732136832065164;0.007760845487364417;0.002640242840574853;0.007603245452676072;0.006270583098727976;0.008894310414124714;0.007417901346452332;0.006109850834937734;0.013028412741503627;0.003559762896143565;0.004836001529731376;0.010573473622394395;0.005317814554782311;0.005822108146391179;0.0021905870733113196;0.01034947194415572;0.004550831598254788;0.008012121517706644;0.002667342385053628;0.007326073678165529;0.00835979666314403;0.00207693633504872;0.00507316429453738;0.005542306437411817,0.29393768310546875;0.2939332127571106;0.29332712292671204;0.2936215400695801;0.2995538115501404;0.28748753666877747;0.2969701290130615;0.29423943161964417;0.2948688864707947;0.29617220163345337;0.2953389286994934;0.2925315201282501;0.29168182611465454;0.29307374358177185;0.2949150502681732;0.29785335063934326;0.2822656035423279;0.2935015559196472;0.29451122879981995;0.2971790134906769;0.29547184705734253;0.29660797119140625;0.2888326346874237;0.2966372072696686;0.29699257016181946;0.2943277060985565;0.2973242998123169;0.30091533064842224;0.2935580015182495;0.2890366017818451;0.2891230285167694;0.29917171597480774;0.28878992795944214;0.2881268560886383;0.28986579179763794;0.28741946816444397;0.287067174911499;0.291545569896698;0.28442490100860596;0.2924089729785919;0.2897518575191498;0.29288816452026367;0.2886304557323456;0.2958950698375702;0.29432550072669983;0.2906344532966614;0.29619118571281433;0.30129510164260864;0.2972153127193451;0.2868756651878357;0.2931884825229645;0.29424044489860535;0.29344668984413147;0.290452778339386;0.29996949434280396;0.2958708107471466;0.28636807203292847;0.2918303608894348;0.28652843832969666;0.292540043592453;0.29012489318847656;0.28966987133026123;0.294059157371521;0.2973957657814026;0.2945680320262909,7.159150675906423e-10,passthrough,11,0,1,0,0,1,1,1,direct_path,1.0822114620241337,0,65,1.0,SUCCESS,0.7755102040816326,0.0,0.0,0.22448979591836735,0.0
11,9138,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,11.84033724742787,2.173683572560549,38,1,0,0,0,0,0,,any,0,0,,,nan,0,0.053506042808294296,1.9000000000000001,0.46158453822135925,0.039276944375351855,0.0513840988278389,0,0.0,0.7368421052631579,0.07251755178898633,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.2823653800664721,0.009635158609231248,0.014968032017350197,0.0026468119283794963,0.0012767607159299874,0.001558726183200059,0.09150167471288066,0.9096985969104265,0.0,1.1429188251495361,22.028297424316406,0,0,0,0.0,0,0.2823653800664721,1,SERVO,direct_path,1.8927099509746768,1.8927099509746768,64,1,1,1,63,1.6055824188218712,0.4594847857952118,0.027664615741452746;0.027772363568479952;0.03231736983492143;0.029610638647477858;0.027155821718763906;0.037494046402239085;0.03260085185403268;0.03370170428810021;0.030948871757147986;0.027403924578462135;0.02387662031039598;0.029083585160161834;0.04096181776326708;0.04572105564332325;0.027759059234574904;0.0395177607603307;0.04325219495582453;0.03614832171062387;0.04202794225209264;0.029260023440258548;0.04695218008403328;0.033178444270870695;0.03593196225510018;0.03674876023100892;0.032627143580065604;0.04228636296182723;0.04208617670378579;0.04319845918109746;0.04044551802164729;0.033542087134389116;0.0316743298616319;0.025954854466811384;0.0283987052481133;0.040229415647231835;0.04107151242701295;0.024108629079600905;0.03178824038703049;0.036260560911725595;0.02942951494153127;0.0470458789700091;0.024223573568740938;0.028397033126030622;0.031140513258600958;0.028161804948685087;0.03947712385537715;0.03186492680815342;0.02771476265740283;0.03282107809733873;0.026697669328863964;0.033915408521923006;0.037374635771692;0.047805903520855175;0.03341601077705347;0.044103919367133225;0.023662836997045193;0.03854740831459706;0.042828945091793996;0.04438752628596605;0.026910085098080502;0.0410778341879496;0.036240327072727986;0.04540441324678602;0.03313101948578756;0.03414863544990425,0.49924081563949585;0.4993351101875305;0.4948933720588684;0.4970279932022095;0.5226290822029114;0.4869017004966736;0.4921557903289795;0.5179890990257263;0.49804794788360596;0.5060576796531677;0.5140811800956726;0.4982505440711975;0.5050853490829468;0.4991442561149597;0.5084092617034912;0.5206860303878784;0.4872993230819702;0.4909076690673828;0.5119396448135376;0.5348219275474548;0.533428966999054;0.5349695682525635;0.5037561058998108;0.4856269955635071;0.4930936098098755;0.4866124987602234;0.48587721586227417;0.4876185655593872;0.5186606049537659;0.5170036554336548;0.49603891372680664;0.5144087672233582;0.5228495001792908;0.48429346084594727;0.49979299306869507;0.5052623748779297;0.4945736527442932;0.4892444610595703;0.4968630075454712;0.4846597909927368;0.5215426087379456;0.5107139348983765;0.4936788082122803;0.5360509157180786;0.4969704747200012;0.5164966583251953;0.5001499056816101;0.49112653732299805;0.5127565264701843;0.4913891553878784;0.48737066984176636;0.48225998878479004;0.5249004364013672;0.48679250478744507;0.5226796269416809;0.4883151054382324;0.5263108611106873;0.49904489517211914;0.5088635683059692;0.5012344121932983;0.4867055416107178;0.4927937388420105;0.5147210955619812;0.5033809542655945,2.1506750178310944e-09,passthrough,11,0,1,0,0,1,1,1,direct_path,1.8927099509746768,0,64,1.0,SUCCESS,0.7105263157894737,0.0,0.0,0.2894736842105263,0.0
12,9142,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-317.8344557731001,17.810275554656982,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.7167539000511169,12.0,0.4322229027748108,0.05200399085879326,0.05200399085879326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2558937702300218,0.019743746234841333,0.26335844199638814,0.0026374013223782336,0.001357427497957057,0.0016403643964925626,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.2558937702300218,1,PLAN_FAILED,ik_not_found,0.20605040295049548,2.5961340800276957,0,0,0,0,-1,nan,nan,,,0.0,passthrough,0,0,12,0,0,0,0,0,ik_not_found,0.20796670200070366,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
13,9175,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-340.9058591033851,82.78527665138245,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.10331680625677109,12.0,0.2305070459842682,0.22911262301107246,0.3723981976509094,0,0.0,0.7541666666666667,0.24006807935573146,0.0,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.03682877438939902,0.022407686471706257,0.6168121029622853,0.002674782414881823,0.0012809143954655156,0.00159565061549074,0.24461947371407103,0.5637562708308299,0.0,2.2526581287384033,63.22871398925781,1,1,107,5.3500000000000005,0,0.135592448617967,1,SERVO,direct_path,0.4997220999794081,3.049101077951491,29,1,1,1,28,0.27242551499049755,0.1573428511619568,0.0002145554839161422;0.00037141714819856206;0.0018622679791051185;0.0009084770422845795;0.006888627058638755;0.005667864121818195;0.0020785103524083837;0.0037848191396845582;0.006293267257281884;0.009830525327040006;0.002953786675759531;0.0020995865333520293;0.00435302334651236;0.009068380447995772;0.0023710398301778923;0.003542816754413195;0.004228096065517498;0.0022443305871421592;0.004135629473654712;0.012294961306308043;0.00865022453917992;0.005138587099728604;0.003495148865497094;0.002663422011325028;0.0038664304072592525;0.0026615112684145476;0.0032870821743111503;0.0033203756625436727;0.0054830543425877145,0.1536484956741333;0.13580502569675446;0.12341267615556717;0.13910530507564545;0.13938482105731964;0.12741850316524506;0.154221773147583;0.13280576467514038;0.13614891469478607;0.14832842350006104;0.15162500739097595;0.15301385521888733;0.15018963813781738;0.1503509283065796;0.1521337330341339;0.15412285923957825;0.12575656175613403;0.14067168533802032;0.1520991027355194;0.149846613407135;0.13489674031734467;0.1504797339439392;0.1383715122938156;0.15295365452766418;0.1516100913286209;0.15437614917755127;0.1293528825044632;0.1510578691959381;0.1573428511619568,0.9186805389127526,filtered,149,2,7,6,19,1,1,1,direct_path,0.1983491990249604,0,2,1.0,FILTER_STOP_TIMEOUT,0.15416666666666667,0.0625,0.0,0.7833333333333333,0.0
14,9192,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-305.2081919287097,18.127448558807373,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.6962674260139465,12.0,0.42750370502471924,0.05349079146981239,0.05349079146981239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25324766129001386,0.017258764107828027,0.20320821600034833,0.0025212513130099977,0.0013141791008820292,0.0015934304089266031,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.25324766129001386,1,PLAN_FAILED,ik_not_found,0.16311578796012327,2.0493154929718003,0,0,0,0,-1,nan,nan,,,0.0,passthrough,0,0,12,0,0,0,0,0,ik_not_found,0.16688265302218497,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
15,9027,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-334.86335801240307,81.36722731590271,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.14977793395519257,12.0,0.23281705379486084,0.2144323501425485,0.40715187788009644,0,0.0,0.6833333333333333,0.22034821086134984,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.032459395811657604,0.019254683334293077,0.7260135799879208,0.002820290291613977,0.0013578550756695525,0.0016381159128892855,0.2288372931293755,0.46760876281186936,0.0,2.0321478843688965,59.36370849609375,1,1,103,5.15,0,0.20013563998893585,1,SERVO,direct_path,0.5739544550306164,2.481305172026623,36,1,1,1,24,0.9645142893630735,0.13515304028987885,0.00020295405396616922;0.0015348103676906986;0.0009839838306874198;0.00043344131502342647;0.0027377949348202694;0.004091624068298995;0.0035083298907164578;0.0033623185527867977;0.004842079496403586;0.00570881817492096;0.004513166937579329;0.0026028909095963137;0.004525208867259892;0.00354514385532869;0.0028704623508152114;0.0032352988276804174;0.005962861145944077;0.00357599030079482;0.013080246484978408;0.004044707245990329;0.009296228889142572;0.005348376825133815;0.004939074922519421;0.00224358220608992;0.007415804673266997;0.005753939772798755;0.010850291413676829;0.0020673095041957943;0.0025396573398592296;0.005321743919413946;0.004291176369274675;0.001030841784470286;0.014931143553091199;0.004114514503175362;0.005959608229960152;0.004614856524871506,0.13198509812355042;0.13166648149490356;0.13241738080978394;0.13220824301242828;0.1313198059797287;0.13052085041999817;0.13011570274829865;0.13478632271289825;0.12998923659324646;0.12873710691928864;0.1333947479724884;0.13108350336551666;0.12913928925991058;0.13096700608730316;0.12992236018180847;0.12956517934799194;0.12944363057613373;0.13076280057430267;0.13091108202934265;0.13199393451213837;0.12790605425834656;0.1338876336812973;0.12849105894565582;0.13077214360237122;0.13515304028987885;0.13083326816558838;0.1298297643661499;0.133759006857872;0.13230393826961517;0.13164936006069183;0.12955118715763092;0.1290193349123001;0.12979939579963684;0.13110780715942383;0.1281808763742447;0.13458086550235748,1.4232681453892877e-10,passthrough,168,2,4,3,7,1,1,1,direct_path,0.5154904299997725,0,23,1.0,FILTER_STOP_TIMEOUT,0.11666666666666667,0.016666666666666666,0.0,0.8666666666666667,0.0
16,9033,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-316.2263241347345,76.09955859184265,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.13953706622123718,12.0,0.24268825352191925,0.20365426018834115,0.3817174434661865,0,0.0,0.7875,0.266261203419702,0.0,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.040121336144501335,0.019402794096337554,0.9458378849667497,0.0029052132068803378,0.0014130818286503199,0.0017342196784738916,0.22974286539732322,0.538760831207037,0.0,2.002898931503296,54.484596252441406,1,1,108,5.4,0,0.1397384420951846,1,SERVO,direct_path,0.9361289599910378,2.665283538051881,52,1,1,1,20,1.363352286977914,0.13815107941627502,0.00019111035915864052;0.0004991458208797082;0.0017284388179022445;0.0008393393789005569;0.00363063823276632;0.011089377181882288;0.004596409310218047;0.005341300611959022;0.0057482917423083545;0.004486643245446965;0.007824414253102156;0.005388886538957957;0.005630153447437465;0.00397251697174191;0.004503952390248843;0.005255370935009324;0.004316523777195021;0.0027250467346109026;0.009112284779702082;0.007130498686324235;0.00831752024141085;0.007170381324069071;0.006112596295853212;0.006485043256627455;0.002839470158460646;0.0037675782975546755;0.004340169260859184;0.005050765852452692;0.0019069409859139622;0.005616987813669658;0.005434843903407768;0.0029521152658580963;0.0012699370952174212;0.003941045626321313;0.0014983284508056482;0.005788282854226926;0.0016686322290272568;0.001966480451616569;0.0023470200125099475;0.004285436051755177;0.0015164382406091439;0.0010315086991365362;0.003144752311869424;0.003181066909305541;0.005489991196492421;0.0056486323516544605;0.007325746613347115;0.004777304708802942;0.005109686856371136;0.0029845386292319835;0.0038696755505677766;0.00583851879891832,0.13320784270763397;0.13144604861736298;0.13383308053016663;0.13352595269680023;0.13217677175998688;0.13712438941001892;0.13408973813056946;0.1361258327960968;0.1312059611082077;0.1328989863395691;0.1342417299747467;0.12775729596614838;0.13449141383171082;0.13539834320545197;0.13491076231002808;0.12449903041124344;0.13644003868103027;0.124415822327137;0.13561536371707916;0.13357436656951904;0.13815107941627502;0.13435009121894836;0.12878234684467316;0.13280227780342102;0.12457593530416489;0.13302646577358246;0.13708674907684326;0.12878258526325226;0.1328422874212265;0.1377345323562622;0.12230106443166733;0.13282831013202667;0.1334596872329712;0.13141734898090363;0.13218262791633606;0.134743794798851;0.13470585644245148;0.13268305361270905;0.134578675031662;0.12970544397830963;0.13419365882873535;0.1339886486530304;0.13272477686405182;0.13199210166931152;0.13591833412647247;0.13549992442131042;0.13591177761554718;0.13447782397270203;0.12900830805301666;0.13574111461639404;0.13122832775115967;0.13658583164215088,1.5612285792091942e-10,passthrough,183,2,3,2,0,1,1,1,direct_path,0.809243381023407,0,38,1.0,SERVO_TIMEOUT,0.075,0.0,0.0,0.925,0.0
17,9062,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-342.2370537275603,83.8265272974968,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.12722264230251312,12.0,0.2330997884273529,0.24043580293655395,0.4337505102157593,0,0.0,0.7875,0.26406217206827753,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03140494434726937,0.01647600224193108,0.664670089026913,0.0027976174251913713,0.0013161747949197889,0.0016485521341868055,0.2741521551739424,0.5244581370304028,0.0,2.3465094566345215,68.2574234008789,1,1,114,5.7,0,0.1967397704749444,1,SERVO,direct_path,0.6469421359943226,1.812181981978938,30,1,1,1,7,0.995835085033033,0.1261001080274582,0.002141124574106765;0.0038656975951165407;0.005575761049083092;0.0033176601902407637;0.005477551712100033;0.0043198516385079665;0.0027640729998621664;0.007500512857250908;0.005496483248697614;0.00331713179439202;0.001548169524536998;0.004761830804964078;0.004514994733928464;0.0069041296962426444;0.0035528258538793157;0.003065528322627592;0.005216865951892597;0.0027880829957418808;0.0072698213245665855;0.003878169435958018;0.00536558083235056;0.002023597757434152;0.005830203122357019;0.004710367204431261;0.0055235002021953175;0.00632346994995831;0.00558614189618228;0.005599159732737463;0.004751917044405272;0.004183205768862637,0.12105435878038406;0.12142295390367508;0.1205153837800026;0.12184011191129684;0.12468642741441727;0.12407631427049637;0.12068391591310501;0.1261001080274582;0.12338200956583023;0.12162419408559799;0.12079287320375443;0.12150893360376358;0.12096493691205978;0.12169546633958817;0.1224009320139885;0.12367760390043259;0.12546198070049286;0.12172044068574905;0.12033014744520187;0.12045464664697647;0.12207784503698349;0.12206663936376572;0.12023475021123886;0.12214458733797073;0.12329316884279251;0.12054213136434555;0.12037605792284012;0.12206772714853287;0.12213071435689926;0.12194254249334335,0.7488810574308392,filtered,189,2,3,2,18,1,1,1,direct_path,0.5101816050009802,0,18,1.0,FILTER_STOP_TIMEOUT,0.05416666666666667,0.0,0.0,0.9458333333333333,0.0
18,9093,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-352.54714467713654,82.48292997479439,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.2318585366010666,12.0,0.2334068864583969,0.20556618372599283,0.3817400634288788,0,0.0,0.45416666666666666,0.16658788519976298,0.0,0.0,0.0,0.0,0.004166666666666667,0.9916666666666667,0.0,0.0,0.0,0.03267507270278025,0.02684905248825089,0.8458074030349962,0.003010037979402114,0.0014002154333866202,0.0022155191346731346,0.1419031396403928,0.6065051175033053,0.0,1.6377564668655396,32.6412467956543,1,1,119,5.95,0,0.15114524307088373,1,SERVO,direct_path,0.8347513630287722,4.154040028050076,48,1,1,1,30,1.4511968575090122,0.17896272242069244,0.012473824101266476;0.011715748418935062;0.011430256225705334;0.010916189757968854;0.024591375500681925;0.020551543956002193;0.034890868219427655;0.004844550669709053;0.026637677497644358;0.014370609595643654;0.024695498525592517;0.04305838651691007;0.015964035936793717;0.02655595324174557;0.0164966171635989;0.030458528782258427;0.01390210874455486;0.0031734531941665727;0.03877047910664186;0.023991906069881757;0.004714657135923909;0.02878178607633626;0.02306923223584019;0.025465403801508715;0.014122190358958014;0.03142081798227793;0.002819952193836174;0.02439216191731995;0.033097870564651105;0.01967296815806486;0.036468664540712084;0.02406949529806163;0.003946568139298647;0.03363324504699376;0.007456459344998641;0.002525139236935954;0.0060793400619121125;0.006911764878652512;0.016534758511878907;0.004940223075750172;0.015081401724253339;0.01866828179753129;0.009978133287078233;0.012840465659712511;0.032747774321844926;0.04263422055587461;0.013003739649236873;0.009442039368812388,0.15868525207042694;0.15436677634716034;0.14196555316448212;0.15113048255443573;0.16729183495044708;0.1218545064330101;0.1353200525045395;0.13695396482944489;0.16675187647342682;0.16262225806713104;0.12021202594041824;0.17801330983638763;0.13656918704509735;0.17044992744922638;0.1570643037557602;0.1719791442155838;0.15215833485126495;0.12827537953853607;0.17679597437381744;0.16959141194820404;0.14032812416553497;0.1310352236032486;0.12246481329202652;0.1404864341020584;0.13089542090892792;0.16937009990215302;0.13564424216747284;0.16560812294483185;0.1749608963727951;0.1664457768201828;0.17896272242069244;0.1387680619955063;0.1278284788131714;0.15421642363071442;0.15377239882946014;0.12107550352811813;0.1362791806459427;0.13105256855487823;0.13413335382938385;0.14953379333019257;0.15073703229427338;0.15118037164211273;0.13567863404750824;0.1301482766866684;0.13600464165210724;0.17643316090106964;0.1613941639661789;0.15587441623210907,0.8319244340206906,filtered,85,2,6,5,50,1,1,1,direct_path,0.6329902629950084,0,24,1.0,FILTER_STOP_TIMEOUT,0.3375,0.1625,0.0,0.5,0.0
19,9107,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_tracker_v4,,,-344.5343574798134,84.95755189657211,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.07104478031396866,12.0,0.2318202555179596,0.22343665591130654,0.40321964025497437,0,0.0,0.7416666666666667,0.18444726673897094,0.0,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,0.02954723868462103,0.03377503866213374,1.2161793999839574,0.0027933968071010896,0.00134208776774661,0.0016715653626306448,0.19845584667831037,0.41112775274862845,0.0,1.9606767892837524,50.55487823486328,1,1,114,5.7,0,0.1550263288463407,1,SERVO,direct_path,1.036944448016584,6.678578487015329,65,1,1,1,54,1.1213908828150703,0.1879088282585144,0.00012852901376659672;0.0012115024942484288;0.001109402328976522;0.000515312607054509;0.00421634702905204;0.003953300860911159;0.006650763870950839;0.007571144285613425;0.0030837706013376555;0.0028576205464692847;0.01158815083482039;0.0042911094718592335;0.0048072816624209;0.005104936099579893;0.01731190372367378;0.007425949871380942;0.0030907912515049808;0.002561149019256854;0.004028075970495497;0.01146314655976877;0.004943680837555324;0.016687199222338044;0.01807987259381713;0.007410226080875232;0.009720555678763438;0.007224904932221514;0.008015421109063846;0.01611400311049646;0.009376294278135435;0.0014394440342814323;0.011111827785535853;0.003091518381642361;0.004629825953180256;0.0023310115471055497;0.0038927224266758786;0.007340898992776722;0.0062830753446147915;0.007152635840206576;0.003695439210140234;0.003778163978916589;0.011434294819997772;0.0005751297708525907;0.011231131529688994;0.009940015708650848;0.007511375090611004;0.0021493946252319567;0.004805010722114872;0.009507950408960091;0.006168545175222489;0.00036293314945728375;0.0039717404772948;0.0041139546545379555;0.004490156230048076;0.011798086770008761;0.016655343146432834;0.005403571094300025;0.016905193988584234;0.004225236899702246;0.004172220083280854;0.0025627970554720483;0.004115976472356323;0.0031770920135000447;0.0019641322855002592;0.016022926244292558;0.007153375561553121,0.18095555901527405;0.18059158325195312;0.181051105260849;0.18099892139434814;0.18478798866271973;0.17707008123397827;0.18371906876564026;0.18193355202674866;0.1817476749420166;0.18240487575531006;0.18045005202293396;0.17919623851776123;0.17974093556404114;0.18436071276664734;0.18307772278785706;0.1805550754070282;0.17938661575317383;0.1804312765598297;0.18011260032653809;0.18421295285224915;0.18396571278572083;0.17440995573997498;0.1772938072681427;0.17771899700164795;0.1829875409603119;0.18042287230491638;0.1814744770526886;0.17182505130767822;0.17982208728790283;0.17991679906845093;0.18021968007087708;0.1834602653980255;0.1848756968975067;0.18272921442985535;0.1817106008529663;0.1823003888130188;0.18421971797943115;0.18389922380447388;0.1801900863647461;0.18261894583702087;0.1778111755847931;0.18108588457107544;0.17739072442054749;0.18313667178153992;0.18276387453079224;0.18238264322280884;0.1835629940032959;0.18362411856651306;0.1808704137802124;0.1811414361000061;0.18069076538085938;0.1794331967830658;0.1827404499053955;0.18007084727287292;0.1879088282585144;0.17969584465026855;0.17722269892692566;0.17945429682731628;0.1845320463180542;0.18119147419929504;0.17761892080307007;0.18132156133651733;0.1817643642425537;0.17540639638900757;0.1866251528263092,4.5284454041364487e-10,passthrough,148,2,6,5,28,1,1,1,direct_path,1.2377344179549254,0,65,1.0,FILTER_STOP_TIMEOUT,0.1625,0.058333333333333334,0.0,0.7791666666666667,0.0
