step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,lambda,alpha,replay_size
480500,580000,5,4,0.3668986815651988,0.03706884756684303,0.069996593692628,0.18371107429265976,0.03706884756684303,0.49410608410835266,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,500
481000,580000,22,8,-0.25943468028692934,0.33122575283050537,-2.9903359140914483,2.4484551697969437,0.33122575283050537,0.3217043876647949,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,1000
481500,580000,41,25,-0.6473097666168569,0.23049065470695496,-13.560607844253369,7.134886011481285,0.23049065470695496,0.22096729278564453,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,1500
482000,580000,54,70,-0.06299609194485484,0.0607767179608345,-7.169881172846866,5.46298486366868,0.0607767179608345,0.40673255920410156,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,2000
482500,580000,61,53,-0.5599097181143771,0.3115382492542267,-26.334255876182958,14.069609731435776,0.3115382492542267,0.21720728278160095,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,2500
483000,580000,65,39,0.07697973434706212,0.05209888517856598,-1.866249814816057,2.7016179375350475,0.05209888517856598,0.43191608786582947,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,3000
483500,580000,70,172,-0.34029566789070953,0.09907704591751099,-47.36741513318503,20.78912952542305,0.09907704591751099,0.3425240218639374,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,3500
484000,580000,84,27,-0.6432535519428433,0.18585816025733948,-12.910485649401249,7.748567767441273,0.18585816025733948,0.24880805611610413,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,4000
484500,580000,88,35,-0.021372162243686155,0.04677889123558998,-0.3861825001485939,1.4941107258200645,0.04677889123558998,0.5804407000541687,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,4500
485000,580000,98,143,-0.3104579244948576,0.1351616084575653,-82.79421187593184,38.8818037584424,0.1351616084575653,0.2910286784172058,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,5000
485500,580000,111,10,0.4261962738250302,0.22130019962787628,-0.7802053926143802,2.309924677014351,0.22130019962787628,0.30115652084350586,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,5500
486000,580000,121,118,-0.6187417003834355,0.3245405852794647,-74.96826387247025,36.557957142591476,0.3245405852794647,0.22153565287590027,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,6000
486500,580000,125,59,-0.39352299506090094,0.16052310168743134,-26.959877736324444,12.80728366971016,0.16052310168743134,0.2680601179599762,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,6500
487000,580000,131,3,-0.10932687592443763,0.06612332165241241,-0.826744606014812,0.22768433392047882,0.06612332165241241,0.39349421858787537,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,7000
487500,580000,136,194,-0.9749345287935856,0.3481450378894806,-138.8209841533263,54.66205406188965,0.3481450378894806,0.16870062053203583,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,7500
488000,580000,147,96,-0.3487385796948058,0.18652553856372833,-44.65175659162884,22.22369208931923,0.18652553856372833,0.2483404278755188,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,8000
488500,580000,153,42,-0.04511544003561797,0.024062301963567734,-1.848132602038013,1.4365670084953308,0.024062301963567734,0.6004152894020081,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,8500
489000,580000,158,14,0.30479519360575347,0.018688930198550224,2.4469420139819897,0.380401898175478,0.018688930198550224,0.7070524096488953,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,9000
489500,580000,161,14,21.139886660095737,0.03640399128198624,26.162591676725924,0.812507126480341,0.03640399128198624,0.5103853940963745,1,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,9500
490000,580000,171,116,-1.1858571645123284,0.46322107315063477,-83.70117158168229,30.405651330947876,0.46322107315063477,0.1769101768732071,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010328046046197414,10000
