episode,step,reset_seed,reset_source,reset_jitter_seed,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,residual_control_enabled,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha
4855,520013,1999375426,random,,19.323000843519242,3.4259486719965935,13,1,0,0,0,0,0,,0.0,0.3196079432964325,0.2635345132305072,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4856,520025,709734357,random,,24.881128582701145,0.42283979430794716,12,1,0,0,0,0,0,,0.0,0.46587321162223816,0.035236649525662266,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4857,520029,116213933,random,,22.709845113497778,0.6139648631215096,4,1,0,0,0,0,0,,0.0,0.3480894863605499,0.1534912157803774,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4858,520038,533999814,random,,23.625002059493973,0.8236113116145134,9,1,0,0,0,0,0,,0.0,0.4564833641052246,0.09151236795716816,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4859,520050,9031,focused,320454313,19.23670232360018,3.1794534251093864,12,1,0,0,0,0,0,,0.0,0.2768372595310211,0.2649544520924489,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4860,520075,9023,focused,1544214219,12.198300412507926,6.583600632846355,25,1,0,0,0,0,0,,0.0,0.27293550968170166,0.2633440253138542,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4861,520095,9165,focused,484106468,24.83649099537816,1.066179871559143,20,1,0,0,0,0,0,,0.0,0.29940474033355713,0.05330899357795715,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4862,520335,1785132397,random,,-132.08896242129165,46.31967557966709,240,0,0,0,0,0,0,,0.0,0.20840731263160706,0.19299864824861288,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4863,520345,1399967710,random,,25.312407628456985,0.8195272907614708,10,1,0,0,0,0,0,,0.0,0.6436386704444885,0.08195272907614708,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
4864,520354,9029,focused,901979110,27.050325622289456,0.9298903457820415,9,1,0,0,0,0,0,,0.0,0.28630873560905457,0.10332114953133795,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
