step,total_steps,episode,reset_seed,reset_source,reset_jitter_seed,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha,loss_actor,loss_actor_anchor,loss_reward_q,loss_cost_q,replay_size
520500,680000,4865,1055033505,random,,142,-0.8410730924823014,0.420762300491333,-87.77005990608465,41.06891244649887,0.420762300491333,0.20803216099739075,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,500
521000,680000,4876,1426204277,random,,18,0.01972530961160031,0.025713719427585602,4.923660889428571,0.9373475890606642,0.025713719427585602,0.5804566144943237,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,1000
521500,680000,4891,9140,focused,1186116800,11,-0.15922175305587302,0.20289956033229828,-1.3468160617495024,1.753253847360611,0.20289956033229828,0.3367711305618286,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,1500
522000,680000,4910,1595908433,random,,48,-0.5151943741432548,0.23597201704978943,-17.96213923474541,11.885668069124222,0.23597201704978943,0.21999728679656982,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,2000
522500,680000,4916,1279692298,random,,9,1.5110350511576258,0.052055180072784424,2.8866187530311587,1.0789545997977257,0.052055180072784424,0.43205729126930237,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,2500
523000,680000,4931,9031,focused,235141906,5,0.047183830675109395,0.13750799000263214,-0.0374661229369149,0.6568322256207466,0.13750799000263214,0.3496769666671753,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,3000
523500,680000,4963,9023,focused,669399853,6,-0.40816223148051933,0.20409826934337616,-3.7022810905096746,1.066066101193428,0.20409826934337616,0.6478543877601624,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,3500
524000,680000,4978,9114,focused,1990814641,11,-0.18120243622692234,0.22058388590812683,-1.3204846887839317,3.0235638320446014,0.22058388590812683,0.282200425863266,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,4000
524500,680000,4995,149382031,random,,19,-0.7639227129502496,0.4722045361995697,-11.286553222139377,6.477455362677574,0.4722045361995697,0.22844651341438293,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,4500
525000,680000,4999,693452071,random,,17,0.0012289722553867066,0.13515670597553253,-0.2300920426152615,2.1723595932126045,0.13515670597553253,0.30627286434173584,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.006169328466057777,nan,nan,nan,nan,5000
