episode,step,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,lambda,alpha
1,620012,27.2251491831524,0.39037337712943554,12,1,0,0,0,0,0,,0.0,0.4464300572872162,0.032531114760786295,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
2,620020,24.942057606208014,0.6472644731402397,8,1,0,0,0,0,0,,0.0,0.2835378348827362,0.08090805914252996,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
3,620260,-119.62071915699235,55.447758346796036,240,0,0,0,0,0,0,,0.0,0.19330638647079468,0.23103232644498348,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
4,620268,22.239626495857948,1.4260725416243076,8,1,0,0,0,0,0,,0.0,0.4265078008174896,0.17825906770303845,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
5,620350,-6.8661804840104494,13.87527596578002,82,1,0,0,0,0,0,,0.0,0.2336302101612091,0.16921068250951243,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
6,620376,20.078475826865393,2.9081871807575226,26,1,0,0,0,0,0,,0.0,0.47380268573760986,0.11185335310605857,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
7,620395,23.693918467877623,1.6864423528313637,19,1,0,0,0,0,0,,0.0,0.2362390160560608,0.08876012383322966,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
8,620415,22.620707217622787,1.0859765112400055,20,1,0,0,0,0,0,,0.0,0.3963489234447479,0.054298825562000275,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
9,620448,15.723440866959313,4.695563048124313,33,1,0,0,0,0,0,,0.0,0.28464365005493164,0.1422897893371004,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
10,620688,-112.77809818882724,51.16414536908269,240,0,0,0,0,0,0,,0.0,0.18501579761505127,0.21318393903784455,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.011215024627745152
