episode,step,reset_seed,reset_source,reset_jitter_seed,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,residual_control_enabled,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha
1,280069,4302,default,,9.592821597926712,13.740950152277946,69,1,0,0,0,0,0,,0.0,0.23045659065246582,0.19914420510547748,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
2,280309,,default,,-165.19793503277032,159.64524613320827,240,0,0,0,0,0,0,,0.0875,0.10521339625120163,0.4026885255550345,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
3,280401,,default,,17.64239794002767,3.9654907546937466,92,1,0,0,0,0,0,,0.0,0.36571329832077026,0.04310316037710594,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
4,280641,,default,,-12.9081188306809,8.186495469883084,240,0,0,0,0,0,0,,0.0,0.4983643889427185,0.03411039779117952,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
5,280654,,default,,22.697546198002,1.0022306591272354,13,1,0,0,0,0,0,,0.0,0.3192879557609558,0.07709466608671042,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
6,280676,,default,,-11.313980065365417,34.67235745489597,22,1,0,0,0,0,0,,0.3181818181818182,0.09169851988554001,0.6214707934043624,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
7,280685,,default,,20.731706812861244,0.8591698929667473,9,1,0,0,0,0,0,,0.0,0.3044707775115967,0.0954633214407497,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
8,280702,,default,,17.66322433955863,6.092289507389069,17,1,0,0,0,0,0,,0.0,0.18478721380233765,0.35836997102288637,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
9,280942,,default,,-15.166547319056066,11.080902505666018,240,0,0,0,0,0,0,,0.0,0.3551671504974365,0.04617042710694174,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
10,280968,,default,,16.713992124398906,8.083516716957092,26,1,0,0,0,0,0,,0.0,0.22138234972953796,0.3109044891137343,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
11,281006,,default,,22.216863040196618,1.6229888405650854,38,1,0,0,0,0,0,,0.0,0.2892497777938843,0.04271023264644962,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
12,281035,,default,,22.326347250565902,1.9241715632379055,29,1,0,0,0,0,0,,0.0,0.4520028233528137,0.06635074355992777,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
13,281275,,default,,-58.89789603436574,60.317195892333984,240,0,0,0,0,0,0,,0.0,0.19742846488952637,0.2513216495513916,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
14,281497,,default,,5.208498417427153,13.361050559207797,222,1,0,0,0,0,0,,0.0,0.3589216470718384,0.06018491242886395,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
15,281565,,default,,11.123890060378859,11.491407915949821,68,1,0,0,0,0,0,,0.0,0.2374209761619568,0.16899129288161502,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
16,281593,,default,,21.455878433018917,2.671840127557516,28,1,0,0,0,0,0,,0.0,0.2666592597961426,0.09542286169848271,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
17,281833,,default,,-14.476080636387884,8.031619189307094,240,0,0,0,0,0,0,,0.0,0.5102657675743103,0.033465079955446224,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
18,281863,,default,,15.969450385765473,7.564774498343468,30,1,0,0,0,0,0,,0.0,0.24519214034080505,0.2521591499447823,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
19,281877,,default,,23.87794670166398,1.5772431641817093,14,1,0,0,0,0,0,,0.0,0.38249534368515015,0.11266022601297923,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
20,282117,,default,,-38.64540274274842,32.001453537493944,240,0,0,0,0,0,0,,0.0,0.27201929688453674,0.1333393897395581,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
21,282129,,default,,18.877053578467685,3.972112327814102,12,1,0,0,0,0,0,,0.0,0.15714840590953827,0.3310093606511752,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004878867883235216
