step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,lambda,alpha,replay_size
280500,480000,2,213,-0.08161165481083324,0.036230430006980896,-20.834820447140334,11.682301264256239,0.036230430006980896,0.49874019622802734,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.005210882052779198,500
281000,480000,4,233,-0.04681608423129788,0.045778319239616394,-38.35295433618891,13.364465642720461,0.045778319239616394,0.4542869031429291,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.005904651712626219,1000
281500,480000,7,13,-3.7425917180822132,3.845840573310852,-16.209983774015683,17.61863684654236,0.845840573310852,0.08738475292921066,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.006716115400195122,1500
282000,480000,9,33,-0.37688801333869404,0.09722069650888443,-5.101952781991849,6.145093187689781,0.09722069650888443,0.3365309238433838,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.007545308209955692,2000
282500,480000,12,28,-0.3223861619196464,0.08006174862384796,-1.717332343470602,3.0473504662513733,0.08006174862384796,0.36459478735923767,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.00853842031210661,2500
283000,480000,14,165,-0.2428254905727028,0.13393379747867584,-31.8567590299772,22.832081951200962,0.13393379747867584,0.3170333802700043,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.009748879820108414,3000
283500,480000,17,84,-0.21624100488980114,0.1157068982720375,-21.26335345932996,8.928601127117872,0.1157068982720375,0.31221115589141846,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.010988419875502586,3500
284000,480000,19,104,-0.36859159255285884,0.04558204114437103,-15.81630586112605,4.182727016508579,0.04558204114437103,0.6412428617477417,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.012354971840977669,4000
284500,480000,23,84,-0.2234310842383694,0.026186473667621613,-8.075098496461338,4.5273613184690475,0.026186473667621613,0.5753050446510315,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.013720161281526089,4500
285000,480000,26,45,0.05466028202468677,0.04680719971656799,-0.7312037021228791,1.7738820277154446,0.04680719971656799,0.7056732773780823,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.015086091123521328,5000
285500,480000,30,5,-0.33549483735240876,0.11151640117168427,-1.3326795780979317,0.6403922662138939,0.11151640117168427,0.3173080086708069,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016041411086916924,5500
286000,480000,34,5,-0.4121726385117433,0.05391877144575119,-2.0825825762448065,0.34766000881791115,0.05391877144575119,0.4261789619922638,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017067208886146545,6000
286500,480000,36,25,-0.14007423018480494,0.10936545580625534,-0.6033117023659003,2.798640012741089,0.10936545580625534,0.3200107514858246,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017844675108790398,6500
287000,480000,38,45,-0.34332444648378857,0.2643633782863617,-14.028288147539868,12.407458305358887,0.2643633782863617,0.20345288515090942,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018581965938210487,7000
287500,480000,41,42,-0.21564739778001366,0.41120073199272156,-8.711512804473683,11.629760220646858,0.41120073199272156,0.24476975202560425,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.019295191392302513,7500
288000,480000,43,62,-0.10935857710319852,0.05215764790773392,-9.178287240457301,4.689212787896395,0.05215764790773392,0.43172648549079895,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.019307445734739304,8000
288500,480000,46,57,-0.023846094093738106,0.017892399802803993,-0.9776311371245946,1.5723669454455376,0.017892399802803993,0.7356811761856079,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018333490937948227,8500
289000,480000,48,161,-0.1742581640857054,0.040927957743406296,-15.843336135893523,8.971879590302706,0.040927957743406296,0.4748190641403198,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018031466752290726,9000
289500,480000,50,181,-0.11949014981827207,0.0540643185377121,-9.859097850238918,6.8187649473547935,0.0540643185377121,0.6095659732818604,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01757836900651455,9500
290000,480000,54,136,-1.6837279033488406,0.12346658855676651,-118.45127573443222,61.52108856290579,0.12346658855676651,0.4107116460800171,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017476480454206467,10000
290500,480000,56,156,-0.3311836393057002,0.2639397382736206,-71.83112754422058,57.4990301579237,0.2639397382736206,0.209541916847229,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01776289753615856,10500
291000,480000,59,149,-0.29975137766974086,0.1596933901309967,-41.46617740325504,32.118157498538494,0.1596933901309967,0.273891419172287,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018262537196278572,11000
291500,480000,61,169,-0.3298829165187977,0.09791632741689682,-58.162364553086675,33.636713460087776,0.09791632741689682,0.3355207145214081,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.019316401332616806,11500
292000,480000,64,125,-0.8939272921802012,0.04737965017557144,-64.0622577871566,5.645784314721823,0.04737965017557144,0.5080664157867432,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018800200894474983,12000
292500,480000,66,194,-0.0827983650087832,0.09207185357809067,-31.751972886167596,19.2659331895411,0.09207185357809067,0.39100876450538635,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018517788499593735,12500
293000,480000,68,214,0.09483805109783355,0.03975182771682739,-19.637122526761505,9.154210122302175,0.03975182771682739,0.5148472785949707,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018163757398724556,13000
293500,480000,70,234,-1.7325964412447596,0.04050577059388161,-94.63056017310674,8.062566256150603,0.04050577059388161,0.685730516910553,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018155081197619438,13500
294000,480000,74,225,-0.19907143104984726,0.021224720403552055,-30.53151991808974,6.454045403748751,0.021224720403552055,0.6849802732467651,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018518932163715363,14000
294500,480000,81,34,-0.19608261663067225,0.05859362334012985,-3.7104225376998587,4.489246942102909,0.05859362334012985,0.4225664436817169,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018450850620865822,14500
295000,480000,85,40,-0.03463209944900074,0.05229876562952995,-0.515435078724311,0.9553988371044397,0.05229876562952995,0.744483232498169,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.019137373194098473,15000
295500,480000,87,60,-0.18847846345780156,0.11580182611942291,-13.106214499481226,9.300944045186043,0.11580182611942291,0.312854528427124,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01940310373902321,15500
296000,480000,91,25,-0.29896323645343986,0.12352225184440613,-1.9583672491561293,3.9247784093022346,0.12352225184440613,0.30324772000312805,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018694719299674034,16000
296500,480000,95,21,0.06673453091762765,0.026770351454615593,1.7617846425486927,0.959657896310091,0.026770351454615593,0.5692334175109863,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018761370331048965,16500
297000,480000,97,41,0.027710111792423997,0.159942626953125,-4.494156897254136,4.354900158941746,0.159942626953125,0.46087631583213806,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018555713817477226,17000
297500,480000,99,61,-0.6382433015623212,0.215968519449234,-136.22762420138375,129.25533966720104,0.215968519449234,0.22933705151081085,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01873963698744774,17500
298000,480000,101,81,-0.19965949403886044,0.06976443529129028,-19.19513710459923,9.910704270005226,0.06976443529129028,0.3888263404369354,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01863611489534378,18000
298500,480000,105,45,0.0033702912888948153,0.05659659579396248,-4.979389010589147,2.2409662790596485,0.05659659579396248,0.5994676351547241,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017810171470046043,18500
299000,480000,107,65,-0.13380262371663776,0.020560605451464653,-3.0642894513322965,2.293698148801923,0.020560605451464653,0.6584974527359009,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01803733967244625,19000
299500,480000,111,49,-0.367235318496449,0.059317633509635925,-2.2582867838972978,2.6447036229074,0.059317633509635925,0.50586998462677,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018456684425473213,19500
300000,480000,113,69,-0.761731517470309,0.6776201128959656,-36.65987956971765,32.3938212543726,0.6776201128959656,0.13810086250305176,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01856324076652527,20000
300500,480000,117,185,-0.11321375539840234,0.06923236697912216,-17.88461503439921,10.275583362206817,0.06923236697912216,0.5679088830947876,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018587300553917885,20500
301000,480000,119,205,-0.050607615518933925,0.06963865458965302,-47.40783310664773,11.069436261430383,0.06963865458965302,0.5324589610099792,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018862631171941757,21000
301500,480000,122,116,0.04791340051436173,0.031738609075546265,-16.327737859145408,7.193964529782534,0.031738609075546265,0.5271697640419006,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018657654523849487,21500
302000,480000,125,113,-0.19040117465672446,0.04094504937529564,-4.8562468909337895,4.575722238048911,0.04094504937529564,0.5139588713645935,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018866680562496185,22000
302500,480000,127,133,-0.3182642698044215,0.059172697365283966,-15.75976252603681,6.71358035877347,0.059172697365283966,0.44450363516807556,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018696043640375137,22500
303000,480000,130,38,-0.39449194665287934,0.017359843477606773,-4.419350676451597,0.7029137518256903,0.017359843477606773,0.7595165371894836,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01913514733314514,23000
303500,480000,132,58,-0.11795705385092908,0.09406645596027374,-13.525220914408669,6.598539888858795,0.09406645596027374,0.341221421957016,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.019123639911413193,23500
304000,480000,135,69,-0.10022019272121732,0.04055988788604736,-1.1418635923084783,2.8775380700826645,0.04055988788604736,0.4776938557624817,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018376192077994347,24000
304500,480000,137,89,-0.27293424596027777,0.21314117312431335,-18.399659728191608,13.631046272814274,0.21314117312431335,0.2680879235267639,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018132785335183144,24500
305000,480000,140,104,-0.4571323626211904,0.4134525954723358,-23.236208244158192,18.92777429521084,0.4134525954723358,0.19426582753658295,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01811923459172249,25000
305500,480000,142,124,-0.13804597181363562,0.1290651261806488,-18.757225918381717,10.920173488557339,0.1290651261806488,0.4318864047527313,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.018057597801089287,25500
306000,480000,144,144,-0.006319604984615777,0.033036742359399796,-13.755715740927894,6.0504483841359615,0.033036742359399796,0.518239438533783,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017478404566645622,26000
306500,480000,148,162,-0.25905098923784187,0.12428081780672073,-76.01039242666293,64.07126352190971,0.12428081780672073,0.30241233110427856,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017160966992378235,26500
307000,480000,150,219,-0.053616556625425624,0.12553665041923523,-56.11268857614737,33.40681650489569,0.12553665041923523,0.4621938169002533,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016414102166891098,27000
307500,480000,155,171,-0.5694884654365444,0.2755414545536041,-74.56244826589617,57.85651761293411,0.2755414545536041,0.23183615505695343,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01653403230011463,27500
308000,480000,158,182,-0.12658346922139407,0.0464591383934021,-23.01244499639819,10.534307645633817,0.0464591383934021,0.45166680216789246,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01671457663178444,28000
308500,480000,163,109,-0.08117910432249391,0.08625230938196182,-18.761910061630907,7.086151137948036,0.08625230938196182,0.37996357679367065,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016152730211615562,28500
309000,480000,168,79,-0.36925779877374915,0.02605367824435234,-22.54880284668236,2.0690231770277023,0.02605367824435234,0.6972309947013855,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016362830996513367,29000
309500,480000,172,44,-0.35106407091610237,0.08014320582151413,-7.255179601523013,3.0871574636548758,0.08014320582151413,0.54390549659729,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01695450209081173,29500
310000,480000,176,28,-0.11753142355186187,0.034566160291433334,-0.6999050145605603,1.0777124296873808,0.034566160291433334,0.5341028571128845,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016995832324028015,30000
310500,480000,179,36,-0.2663152822545466,0.03718745708465576,0.5993166007219707,1.719867829233408,0.03718745708465576,0.49865132570266724,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016964472830295563,30500
311000,480000,181,206,-1.0564736092479783,0.018036914989352226,-103.50822941502794,13.889475924894214,0.018036914989352226,0.7299540042877197,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017183132469654083,31000
311500,480000,184,36,-0.4195428494566824,0.03694108501076698,-7.687454236080835,1.7208719290792942,0.03694108501076698,0.4948008060455322,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016993651166558266,31500
312000,480000,187,12,-0.11487716472690665,0.038320668041706085,2.068655152600492,0.766052320599556,0.038320668041706085,0.49365749955177307,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017082735896110535,32000
312500,480000,189,32,-0.06744675929761797,0.06170017644762993,0.35556991821546197,1.9100149683654308,0.06170017644762993,0.4300721287727356,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017089026048779488,32500
313000,480000,191,52,-0.2536963027017191,0.030815400183200836,-8.993796746316423,1.9679497331380844,0.030815400183200836,0.5339511632919312,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017274899408221245,33000
313500,480000,195,30,-0.03707569633908948,0.055133894085884094,-0.724144832014773,1.5130200423300266,0.055133894085884094,0.49018943309783936,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01761065237224102,33500
314000,480000,197,50,-0.2912507027660246,0.11871665716171265,-9.826928045073032,6.38850774616003,0.11871665716171265,0.3118441700935364,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017252178862690926,34000
314500,480000,199,70,0.1399769056780235,0.03784343972802162,-4.788192415525831,2.973946239799261,0.03784343972802162,0.48997819423675537,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017654171213507652,34500
315000,480000,202,14,0.2616038963286134,0.22517359256744385,-2.305784233582384,1.1490393914282322,0.22517359256744385,0.45881107449531555,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01783100701868534,35000
315500,480000,207,164,-0.4178685838354957,0.044460006058216095,-48.78224383313079,13.85990247130394,0.044460006058216095,0.5861107110977173,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.017300758510828018,35500
316000,480000,211,146,-0.048091498456026976,0.043486062437295914,-8.80679469256244,6.773491721600294,0.043486062437295914,0.46355438232421875,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016940884292125702,36000
316500,480000,213,195,-0.29197513645188594,0.023269234225153923,-25.977341360824976,5.977548282593489,0.023269234225153923,0.6113244891166687,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01661350391805172,36500
317000,480000,217,20,-0.042634026783394174,0.039664607495069504,0.7726163254320226,0.5668283142149448,0.039664607495069504,0.5740405321121216,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016400059685111046,37000
317500,480000,220,142,0.27622384621361495,0.10766293853521347,-25.873757717642015,19.86578580364585,0.10766293853521347,0.32219403982162476,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.016308415681123734,37500
318000,480000,223,34,-0.00908876065669095,0.03006398119032383,3.148368785630201,1.1580379139631987,0.03006398119032383,0.539768397808075,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,0.0,0.01621406525373459,38000
