step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.7619820924238775,0.1394117772579193,0.6129803657531738,0.3213030695915222,0.10965193808078766,0.35,5,0,0,0,0.4771231710910797,9.542462348937988,190.84925842285156,0.5492991805076599,1.0,0.16791857544348443,filtered,0.08246774809479773,0,0,12,joint_1_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.16791857544348443,0.0038409028202295303
1,0.1,-0.6140254793561246,0.12841813266277313,0.5997294187545776,0.33045822381973267,0.10149193555116653,0.35,5,0,0,0,0.8207176923751831,6.909153938293457,57.1280403137207,0.8207172155380249,1.0,0.16811762034731864,filtered,8.223821064377499e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.16811762034731864,0.0034626778215169907
2,0.15000000000000002,-0.5235791786330083,0.11414986103773117,0.584437370300293,0.3458333909511566,0.09840517491102219,0.35,5,0,0,0,0.99407958984375,3.939683198928833,82.6389389038086,0.9940794110298157,1.0,0.17795566450708294,filtered,5.863459811618774e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.17795566450708294,0.002813958562910557
3,0.2,-0.4865470940598769,0.1018441841006279,0.5696955323219299,0.36487123370170593,0.09965857118368149,0.35,5,0,0,0,1.1105523109436035,3.082198143005371,51.48650360107422,1.1105519533157349,1.0,0.19407979552051574,filtered,8.086545103458259e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19407979552051574,0.002898666076362133
4,0.25,-0.4868061982585667,0.10334914922714233,0.5565581917762756,0.3852829337120056,0.10097216069698334,0.35,5,0,0,0,1.1882202625274658,2.0374915599823,42.31621551513672,1.1882199048995972,1.0,0.2138779528160834,filtered,9.189670986756309e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2138779528160834,0.0029928619042038918
5,0.30000000000000004,-0.5017743484211417,0.10493075847625732,0.5455235242843628,0.40591728687286377,0.10234826803207397,0.35,5,0,0,0,1.2224973440170288,1.6606435775756836,27.03811264038086,1.222496747970581,1.0,0.2349985156018043,filtered,1.0272183334692372e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2349985156018043,0.0029548900201916695
6,0.35000000000000003,-0.5266442845769623,0.10659182071685791,0.5368198752403259,0.42561477422714233,0.10378905385732651,0.35,5,0,0,0,1.225081443786621,1.915697693824768,18.048242568969727,1.2250807285308838,1.0,0.2562844886740211,filtered,1.12746952102053e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2562844886740211,0.002985788509249687
7,0.4,-0.524443515715682,0.10833509266376495,0.5287789702415466,0.4408664107322693,0.10529667884111404,0.35,5,0,0,0,1.153859257698059,4.037714958190918,53.74141311645508,1.2031606435775757,1.0,0.2765842872906903,filtered,0.08571836837681587,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,7.855954775592977e-11,valid,0.2765842872906903,0.002947961911559105
8,0.45,-0.5090853136310673,0.1169019490480423,0.5203321576118469,0.4517015218734741,0.11330530792474747,0.35,5,0,0,0,1.130048155784607,5.229610919952393,36.36109161376953,1.1558496952056885,1.0,0.2923557679866705,filtered,0.05653519789412908,0,1,12,workspace_z_upper|joint_4_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2923557679866705,0.0028514843434095383
9,0.5,-0.5052611912154692,0.13028904795646667,0.5119224786758423,0.4585651755332947,0.1263366937637329,0.35,5,0,0,0,1.131183385848999,4.708625793457031,26.5823974609375,1.1463050842285156,1.0,0.30368064335986045,filtered,0.0394939074240224,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,2.897304618443286e-11,valid,0.30368064335986045,0.003074592910706997
10,0.55,-0.5142854252563078,0.13974487781524658,0.5043904185295105,0.4619941711425781,0.13538478314876556,0.35,5,0,0,0,1.1232045888900757,3.603111982345581,37.886260986328125,1.1262191534042358,1.0,0.3110392430523525,filtered,0.009982395052981657,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,5.204864317320812e-12,valid,0.3110392430523525,0.002979493699967861
11,0.6000000000000001,-0.4843048630281249,0.14997568726539612,0.49563756585121155,0.46369028091430664,0.1451464146375656,0.35,5,0,0,0,1.1572109460830688,2.3818702697753906,40.46620178222656,1.166383981704712,1.0,0.3149963851355781,filtered,0.03712589050397843,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.7520318529307133e-11,valid,0.3149963851355781,0.0029071951285004616
12,0.65,-0.43603902441596004,0.1617833971977234,0.48473823070526123,0.4645434617996216,0.15640895068645477,0.35,5,0,0,0,1.209079384803772,2.2390964031219482,20.174530029296875,1.2124792337417603,1.0,0.3172020374844792,filtered,0.01839387248560564,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,7.569069087054459e-07,valid,0.3172020374844792,0.0028626639395952225
13,0.7000000000000001,-0.39297572696403626,0.1691184937953949,0.47235921025276184,0.46461695432662964,0.163130983710289,0.35,5,0,0,0,1.2141540050506592,2.081235885620117,33.3757438659668,1.2141540050506592,1.0,0.31852886145681486,passthrough,6.114805900566093e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.31852886145681486,0.0029848478734493256
14,0.75,-0.3450916170463191,0.17347052693367004,0.4584711194038391,0.4634522795677185,0.16680946946144104,0.35,5,0,0,0,1.175007939338684,3.4859585762023926,37.273433685302734,1.175007939338684,1.0,0.3190265738063424,passthrough,6.696499436779435e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3190265738063424,0.0028823772445321083
15,0.8,-0.26670164073622354,0.17875632643699646,0.4415155351161957,0.45984572172164917,0.17135308682918549,0.35,5,0,0,0,1.146202564239502,5.721796989440918,46.13022232055664,1.1342586278915405,1.0,0.31821379702996216,filtered,0.09646582550468842,0,0,12,joint_5_acceleration_lower|joint_2_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.31821379702996216,0.0030585341155529022
16,0.8500000000000001,-0.21220619935866608,0.18186324834823608,0.42315930128097534,0.45310378074645996,0.17244383692741394,0.35,3,0,0,0,1.161895990371704,5.125984191894531,29.178686141967773,1.162966012954712,1.0,0.31349771589000414,filtered,0.044193762571881005,0,0,12,joint_5_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.31349771589000414,0.002912933938205242
17,0.9,-0.14153998404551005,0.20014989376068115,0.40191465616226196,0.4405032992362976,0.18958722054958344,0.35,3,0,0,0,1.2057288885116577,2.688718318939209,63.03388214111328,1.2057288885116577,1.0,0.3013978483406855,passthrough,1.1913836992042997e-11,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3013978483406855,0.0029548369348049164
18,0.9500000000000001,-0.08934305817796058,0.2003779113292694,0.37966376543045044,0.4285151958465576,0.19017678499221802,0.35,3,0,0,0,1.2043622732162476,3.4525792598724365,114.76642608642578,1.2043620347976685,1.0,0.2885302238626982,filtered,1.494218847724641e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2885302238626982,0.0026668012142181396
19,1.0,-0.025081913260914995,0.22105631232261658,0.354771226644516,0.4157559275627136,0.20774473249912262,0.35,3,0,0,0,1.2364299297332764,1.9132500886917114,82.35954284667969,1.2364299297332764,1.0,0.27621671721758245,passthrough,6.6858762308338246e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.27621671721758245,0.0030194222927093506
20,1.05,0.0036595291123194262,0.21910274028778076,0.3302741050720215,0.4038662910461426,0.2057833969593048,0.35,3,0,0,0,1.2297776937484741,0.48938676714897156,41.0610466003418,1.2297776937484741,1.0,0.2630721704443186,passthrough,7.603789832716695e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2630721704443186,0.002862566150724888
21,1.1,0.009008323993143663,0.22437551617622375,0.30684494972229004,0.3926813006401062,0.2105260044336319,0.35,3,0,0,0,1.2053240537643433,0.5771462917327881,12.204241752624512,1.2053231000900269,1.0,0.2507844469710425,filtered,1.1766837616104005e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2507844469710425,0.0029256902635097504
22,1.1500000000000001,0.007975212561907419,0.23265278339385986,0.28448113799095154,0.3817758858203888,0.21732473373413086,0.35,3,0,0,0,1.1775192022323608,0.7847257852554321,9.023910522460938,1.1775178909301758,1.0,0.23920993534082124,filtered,1.4715346442055494e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.23920993534082124,0.002784784883260727
23,1.2000000000000002,-0.007336097372626693,0.24035051465034485,0.2637972831726074,0.3712065517902374,0.2234305590391159,0.35,3,0,0,0,1.1378780603408813,1.081463098526001,9.69355297088623,1.1378780603408813,1.0,0.22792902725244618,passthrough,7.44525495240987e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.22792902725244618,0.0028932541608810425
24,1.25,-0.03208209801670164,0.24688294529914856,0.2451757788658142,0.3610592186450958,0.2282804697751999,0.35,3,0,0,0,1.0897778272628784,1.2802544832229614,9.303340911865234,1.0897778272628784,1.0,0.2170143760036542,passthrough,6.67395137954555e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2170143760036542,0.0030288100242614746
25,1.3,-0.06067750837079139,0.2518858313560486,0.22872617840766907,0.3515801429748535,0.23154476284980774,0.35,3,0,0,0,1.0343724489212036,1.5910873413085938,12.831315040588379,1.0343724489212036,1.0,0.2065637165308497,passthrough,7.56287666906514e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2065637165308497,0.0028919996693730354
26,1.35,-0.10129824103574595,0.2560395896434784,0.21494223177433014,0.34294393658638,0.2339399755001068,0.35,3,0,0,0,0.9261667728424072,3.113462209701538,34.3791389465332,0.9261660575866699,1.0,0.19682933828601712,filtered,1.0073869676642122e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19682933828601712,0.0028327591717243195
27,1.4000000000000001,-0.15681710418415862,0.25215837359428406,0.20482486486434937,0.3358374536037445,0.22843396663665771,0.35,3,0,0,0,0.7903337478637695,5.352461338043213,48.0254020690918,0.7810720801353455,1.0,0.18801062216258768,filtered,0.028428304373364573,0,0,12,joint_3_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.18801062216258768,0.003207666799426079
28,1.4500000000000002,-0.24494375639963387,0.2404947131872177,0.200315922498703,0.33063098788261414,0.21545036137104034,0.35,3,0,0,0,0.6697219610214233,7.319199085235596,59.85900115966797,0.6535526514053345,1.0,0.1808453688545575,filtered,0.05473876567377716,0,0,12,joint_1_acceleration_lower|joint_4_acceleration_lower|joint_3_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1808453688545575,0.003111959435045719
29,1.5,-0.3424070437820771,0.23175278306007385,0.2017432004213333,0.32632753252983093,0.20569315552711487,0.35,3,0,0,0,0.6669469475746155,5.968769073486328,39.93376541137695,0.6678400039672852,1.0,0.17579199494898423,filtered,0.09663367590333723,0,0,12,joint_4_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.17579199494898423,0.002893678843975067
30,1.55,-0.4509168709153266,0.222574383020401,0.20934975147247314,0.3211648464202881,0.19581936299800873,0.35,2,0,0,0,0.8356359601020813,6.13997745513916,56.16478729248047,0.8461045622825623,1.0,0.17185560582992054,filtered,0.04835846207621971,0,0,12,joint_4_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.17185560582992054,0.0029354430735111237
31,1.6,-0.5627286707392622,0.22141019999980927,0.2227073460817337,0.31487277150154114,0.19418330490589142,0.35,2,0,0,0,0.943128764629364,4.1044416427612305,68.22990417480469,0.9431279301643372,1.0,0.16972039526846538,filtered,1.4135861637369938e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.16972039526846538,0.0031024720519781113
32,1.6500000000000001,-0.5972416665137643,0.24040499329566956,0.23627068102359772,0.30814990401268005,0.21262767910957336,0.35,2,0,0,0,0.8523059487342834,3.23878812789917,98.75650024414062,0.9011104702949524,1.0,0.16560201696645527,filtered,0.09486085856361585,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,8.580147758951995e-09,valid,0.16560201696645527,0.002995596267282963
33,1.7000000000000002,-0.6001899912414375,0.2709221839904785,0.24756024777889252,0.3005627393722534,0.24232478439807892,0.35,2,0,0,0,0.6164671778678894,5.902078628540039,112.8603515625,0.6736662983894348,1.0,0.15980136658114968,filtered,0.09950954734163513,0,1,12,workspace_z_upper|joint_4_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.15980136658114968,0.003012298606336117
34,1.75,-0.6025431399810035,0.2907593250274658,0.2573607563972473,0.292658269405365,0.26126495003700256,0.35,2,0,0,0,0.5178869962692261,5.390307903289795,71.39949035644531,0.5497556328773499,1.0,0.15306444932098212,filtered,0.06415282904067196,0,1,12,workspace_z_upper|joint_4_acceleration_upper,workspace_z_upper,0,0,1,solved,osqp,2.4703410150817007e-09,valid,0.15306444932098212,0.0029877545312047005
35,1.8,-0.5733351795143007,0.30068239569664,0.26452144980430603,0.2849472165107727,0.270362913608551,0.35,2,0,0,0,0.44669970870018005,6.178274154663086,135.38592529296875,0.44669970870018005,1.0,0.14600786202247862,passthrough,7.789561640670611e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.14600786202247862,0.0028180787339806557
36,1.85,-0.5457081971326347,0.3260926604270935,0.26846930384635925,0.27677610516548157,0.29471275210380554,0.35,2,0,0,0,0.5321539044380188,6.6352314949035645,88.44257354736328,0.5318185091018677,1.0,0.1391603429306057,filtered,0.04197813871858422,0,0,12,joint_5_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1391603429306057,0.0029234858229756355
37,1.9000000000000001,-0.4792280260298867,0.35240939259529114,0.2674751281738281,0.26816526055336,0.3197648823261261,0.35,2,0,0,0,0.5351700782775879,4.034733295440674,155.20521545410156,0.5351691246032715,1.0,0.1317610123162261,filtered,1.0892571707976803e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1317610123162261,0.0029571466147899628
38,1.9500000000000002,-0.42604729354373405,0.3979903757572174,0.2612760663032532,0.2586710751056671,0.35955318808555603,0.35,2,0,0,0,0.5646044611930847,5.576437950134277,93.78418731689453,0.5646033883094788,1.0,0.12386884052764713,filtered,1.1886671614142166e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.12386884052764713,0.002762596122920513
39,2.0,-0.40455676969857346,0.433287113904953,0.2525118291378021,0.24887658655643463,0.3912573754787445,0.35,2,0,0,0,0.6943225264549255,3.874889612197876,94.86023712158203,0.6943225264549255,1.0,0.11501067681208538,passthrough,4.837894276053075e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.11501067681208538,0.002924082800745964
40,2.0500000000000003,-0.40739811195008035,0.4687940776348114,0.2425488978624344,0.2390567511320114,0.4225928485393524,0.35,2,0,0,0,0.7255540490150452,1.663915753364563,85.70207214355469,0.7255540490150452,1.0,0.10580190750838059,passthrough,5.661514428304373e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.10580190750838059,0.0028654104098677635
41,2.1,-0.4477177818466086,0.4940079152584076,0.23387806117534637,0.2295161634683609,0.44346338510513306,0.35,2,0,0,0,0.7306588292121887,1.9673128128051758,43.2497444152832,0.7306578755378723,1.0,0.09657487892781247,filtered,1.0564268039460457e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.09657487892781247,0.002880578860640526
42,2.15,-0.49302944215030353,0.5286532044410706,0.22619383037090302,0.2200058549642563,0.4735097587108612,0.35,2,0,0,0,0.6998783349990845,1.910744547843933,58.28997039794922,0.6998772621154785,1.0,0.08664406497346766,filtered,1.1531957885917105e-06,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.08664406497346766,0.002974908798933029
43,2.2,-0.554112179131027,0.5552051067352295,0.22069934010505676,0.2110769897699356,0.4957202672958374,0.35,2,0,0,0,0.6181519627571106,1.9786350727081299,36.432254791259766,0.6181519627571106,0.9389573823562196,0.07511659058849757,passthrough,4.788406024043737e-12,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.07511659058849757,0.0031201662495732307
44,2.25,-0.6233030905270752,0.5808395743370056,0.21771280467510223,0.20110754668712616,0.5176817774772644,0.35,3,0,0,0,0.444694459438324,3.7728283405303955,43.17210006713867,0.44469374418258667,0.8043985059764246,0.06435188047811397,filtered,7.384232286484837e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.06435188047811397,0.002879304811358452
45,2.3000000000000003,-0.6822065884944246,0.6004536747932434,0.21694453060626984,0.19154827296733856,0.5346686840057373,0.35,3,0,0,0,0.29112493991851807,3.8104963302612305,22.172719955444336,0.29112479090690613,0.6811578343975367,0.05449262675180294,filtered,1.9289433941269297e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.05449262675180294,0.002754916436970234
46,2.35,-0.7247540016123867,0.6214735507965088,0.21738171577453613,0.18276675045490265,0.5540116429328918,0.35,3,0,0,0,0.18779703974723816,3.0024940967559814,44.281272888183594,0.18779703974723816,0.5730955918977148,0.04584764735181718,passthrough,5.025670287423701e-10,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.04584764735181718,0.002951505593955517
47,2.4000000000000004,-0.7689908787908213,0.637532114982605,0.21930590271949768,0.174901083111763,0.5696740746498108,0.35,3,0,0,0,0.1340821534395218,2.516427755355835,27.48502540588379,0.1340821534395218,0.47694335023344064,0.038155468018675254,passthrough,3.071370003553201e-10,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.038155468018675254,0.002948564477264881
48,2.45,-0.8021911376935578,0.654396653175354,0.22201895713806152,0.16774876415729523,0.5873768925666809,0.35,3,0,0,0,0.1354852169752121,1.9356403350830078,21.023191452026367,0.1354852169752121,0.3948270446215388,0.0315861635697231,passthrough,2.8078907683260876e-10,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.0315861635697231,0.002778865396976471
49,2.5,-0.8251832830376964,0.6721822619438171,0.22489702701568604,0.1611700803041458,0.6070493459701538,0.35,3,0,0,0,0.13994574546813965,0.6198207139968872,28.961933135986328,0.13994574546813965,0.32394565474815895,0.025915652379852716,passthrough,2.972418630781174e-10,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.025915652379852716,0.002811356447637081
50,2.5500000000000003,-0.840981248302042,0.6932120323181152,0.22736093401908875,0.15495093166828156,0.6308445930480957,0.35,3,0,0,0,0.11810541152954102,0.5735964179039001,15.389771461486816,0.11810541152954102,0.2618077125441154,0.02094461700352923,passthrough,2.493030124123774e-10,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.02094461700352923,0.0029662596061825752
51,2.6,-0.8535452191057769,0.7151139974594116,0.22921210527420044,0.14903433620929718,0.6563141942024231,0.35,3,0,0,0,0.09182941913604736,0.5810391306877136,6.100559711456299,0.09182941913604736,0.20534897326059884,0.016427917860847907,passthrough,1.9492280750791863e-10,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.016427917860847907,0.002874649129807949
