step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.43599773141753784,0.42322567105293274,0.29315072298049927,0.19640304148197174,0.37321391701698303,0.35,5,0,0,0,0.3307717442512512,6.615434646606445,132.30868530273438,0.3307717442512512,0.7377270845857483,0.059018166766859864,passthrough,2.605652140878134e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.059018166766859864,0.0031628794968128204
1,0.1,-0.27076363507247897,0.3381982743740082,0.28060367703437805,0.19531460106372833,0.28718623518943787,0.35,5,0,0,0,0.45743098855018616,3.0583338737487793,94.9473876953125,0.45743098855018616,0.6952855926995568,0.055622847415964544,passthrough,4.070601752491927e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.055622847415964544,0.002904880791902542
2,0.15000000000000002,-0.2343839960201155,0.33360713720321655,0.26714780926704407,0.19523559510707855,0.28204190731048584,0.35,5,0,0,0,0.5046140551567078,1.5702695846557617,39.273433685302734,0.5046140551567078,0.6791084556857983,0.05432867645486386,passthrough,4.859173611287879e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.05432867645486386,0.003581724129617214
3,0.2,-0.2141570513464007,0.33201366662979126,0.2534584701061249,0.19600214064121246,0.28034111857414246,0.35,5,0,0,0,0.5327345728874207,0.831248939037323,15.7417573928833,0.5327345728874207,0.6756732561799424,0.054053860494395395,passthrough,5.539351139368218e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.054053860494395395,0.002764747478067875
4,0.25,-0.19651172617647383,0.32818087935447693,0.2397553026676178,0.19758839905261993,0.27685585618019104,0.35,5,0,0,0,0.5537419319152832,0.47592437267303467,11.015342712402344,0.5537419319152832,0.6831923381099436,0.054655387048795495,passthrough,5.992910118499057e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.054655387048795495,0.0028521716594696045
5,0.30000000000000004,-0.17783122939591423,0.3218849301338196,0.22607241570949554,0.20010991394519806,0.27140966057777405,0.35,5,0,0,0,0.5759509801864624,0.4559629559516907,3.128105640411377,0.5759509801864624,0.7014346961512149,0.05611477569209719,passthrough,6.294985155752707e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.05611477569209719,0.0034599723294377327
6,0.35000000000000003,-0.1560410633229146,0.31262025237083435,0.21236059069633484,0.20382694900035858,0.263587087392807,0.35,5,0,0,0,0.6071315407752991,0.6294459700584412,4.777839660644531,0.6071315407752991,0.7318906055389877,0.058551248443119014,passthrough,6.564659808176289e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.058551248443119014,0.00444249901920557
7,0.4,-0.12956710234919064,0.2996199131011963,0.19852802157402039,0.20917390286922455,0.2527509331703186,0.35,5,0,0,0,0.6583012342453003,1.0328733921051025,8.497109413146973,0.6583012342453003,0.7778626256375605,0.06222901005100484,passthrough,7.053024721794729e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.06222901005100484,0.002686958760023117
8,0.45,-0.09937002111729457,0.281813383102417,0.18459047377109528,0.2168523520231247,0.2380104809999466,0.35,5,0,0,0,0.7411710619926453,1.6888234615325928,13.408060073852539,0.7411710619926453,0.8448434171700464,0.06758747337360371,passthrough,7.938879355305357e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.06758747337360371,0.0026618223637342453
9,0.5,-0.07475890501404509,0.25764477252960205,0.17113669216632843,0.22808288037776947,0.21808059513568878,0.35,5,0,0,0,0.8737000226974487,2.6583199501037598,20.286376953125,0.8737000226974487,0.9417287364856627,0.07533829891885302,passthrough,9.359815784316646e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.07533829891885302,0.002637520432472229
10,0.55,-0.10340686389209425,0.22876302897930145,0.16123193502426147,0.2429940551519394,0.19434323906898499,0.35,5,0,0,0,1.0194534063339233,3.062661647796631,19.577892303466797,1.0194531679153442,1.0,0.08672954101478902,filtered,7.238499096058561e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.08672954101478902,0.0026598088443279266
11,0.6000000000000001,-0.2197082026284079,0.20048277080059052,0.1594538688659668,0.2595745325088501,0.17119073867797852,0.35,5,0,0,0,1.0759105682373047,1.948204517364502,42.476806640625,1.075910210609436,1.0,0.10193292682113009,filtered,7.312948728995111e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.10193292682113009,0.0025931913405656815
12,0.65,-0.380298039351311,0.1749027967453003,0.16770994663238525,0.2767917215824127,0.15030592679977417,0.35,5,0,0,0,1.0718153715133667,2.3077919483184814,37.73143768310547,1.071815013885498,1.0,0.11895619145825842,filtered,6.85386261041678e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.11895619145825842,0.0026428010314702988
13,0.7000000000000001,-0.5276756981469908,0.1525687575340271,0.1847166121006012,0.2941400110721588,0.13208448886871338,0.35,5,0,0,0,1.0489373207092285,2.7322311401367188,20.72370719909668,1.0489367246627808,1.0,0.13675712115366812,filtered,1.069791107270382e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.13675712115366812,0.002692531794309616
14,0.75,-0.6172319243943731,0.1333780288696289,0.20683327317237854,0.3114083707332611,0.11638329923152924,0.35,5,0,0,0,1.027162790298462,1.392804503440857,37.40536117553711,1.0271620750427246,1.0,0.15480243120244314,filtered,1.5052791712913782e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.15480243120244314,0.002724185585975647
15,0.8,-0.6633309736725599,0.11833585798740387,0.23110610246658325,0.32691535353660583,0.10408549755811691,0.35,5,0,0,0,0.9801899194717407,3.5554566383361816,58.87558364868164,0.9801899194717407,1.0,0.1728222802145114,passthrough,4.984380527706639e-12,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1728222802145114,0.002701924182474613
16,0.8500000000000001,-0.6057217839810871,0.1091386154294014,0.25153547525405884,0.3373787999153137,0.09664134681224823,0.35,5,0,0,0,0.8299224376678467,4.810683727264404,63.914390563964844,0.8299219012260437,1.0,0.18912067357391293,filtered,9.193252607710008e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.18912067357391293,0.002647543326020241
17,0.9,-0.4820138260066804,0.10586849600076675,0.2643924355506897,0.34107616543769836,0.09416228532791138,0.35,5,0,0,0,0.5638471245765686,7.0095109939575195,114.31291198730469,0.5408623814582825,1.0,0.20029937085338606,filtered,0.10635747680144542,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20029937085338606,0.0026609832420945168
18,0.9500000000000001,-0.35891502262628827,0.1150534600019455,0.2696460783481598,0.3395161032676697,0.1034628227353096,0.35,5,0,0,0,0.48442214727401733,6.2273406982421875,61.090145111083984,0.4970705211162567,1.0,0.2045390363790432,filtered,0.0872986277341004,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2045390363790432,0.002691349945962429
