step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.9876495900190305,0.6575475931167603,0.38509491086006165,0.20922614634037018,0.5358676910400391,0.35,5,0,0,0,0.31369057297706604,6.273811340332031,125.47622680664062,0.3136903643608093,0.6684064524046716,0.053472516192373726,filtered,4.288724557872058e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.053472516192373726,0.002985551953315735
1,0.1,-1.057063933027905,0.6998100876808167,0.38818636536598206,0.1959480494260788,0.5651887655258179,0.35,5,0,0,0,0.341415673494339,1.5177475214004517,121.16546630859375,0.341415673494339,0.495294764091864,0.03962358112734912,passthrough,5.206878112912743e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.03962358112734912,0.002826070412993431
2,0.15000000000000002,-1.1189847750596416,0.7676870822906494,0.39071470499038696,0.18190856277942657,0.6181377172470093,0.35,5,0,0,0,0.2350250482559204,2.1716771125793457,61.324249267578125,0.2350250482559204,0.3341679010683319,0.026733432085466552,passthrough,3.306076271372515e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.026733432085466552,0.0029884548857808113
3,0.2,-1.1726449396966383,0.8436567783355713,0.3918919563293457,0.166682168841362,0.6825178265571594,0.35,5,0,0,0,0.1091957613825798,2.5278971195220947,14.356311798095703,0.1091957613825798,0.1646234269086215,0.01316987415268972,passthrough,1.6410997025765064e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.01316987415268972,0.0028410935774445534
4,0.25,-1.1742691876817164,0.8628538846969604,0.3920885920524597,0.15076132118701935,0.7497916221618652,0.35,5,0,0,0,0.01565026119351387,2.0222065448760986,14.40078353881836,0.0,0.0,-0.001550912272738264,filtered,0.015650260555490778,0,0,12,,predictive_link_5,0,0,1,solved,osqp,1.7256883225874597e-07,valid,-0.001550912272738264,0.0019507389515638351
5,0.30000000000000004,-1.204845080666393,0.8511711359024048,0.39439961314201355,0.13808469474315643,0.7812215089797974,0.35,5,0,0,0,0.17163071036338806,3.1200249195098877,89.16938781738281,0.0,0.0,-0.016940096498339996,filtered,0.1716307145394819,0,1,12,predictive_link_5,predictive_link_5,2,0,0,inaccurate_solution,,0.0,valid,-0.016940096498339996,0.001927848905324936
6,0.35000000000000003,-1.2397930522867526,0.845105767250061,0.3986354470252991,0.12799397110939026,0.8128827810287476,0.35,5,0,0,0,0.29394638538360596,2.493663787841797,18.858240127563477,0.0,0.0,-0.028992809601689706,filtered,0.2939463827811013,0,1,12,predictive_link_5,predictive_link_5,2,0,0,inaccurate_solution,,0.0,valid,-0.028992809601689706,0.0025117285549640656
7,0.4,-4.281460668099688,3.8449267148971558,0.4046727120876312,0.11994221806526184,0.8449267148971558,0.35,5,1,0,0,0.3829912543296814,1.8524963855743408,20.251998901367188,0.0,0.0,-0.03829453303455532,filtered,0.3829912711474566,0,0,12,,predictive_link_5,0,0,1,solved,osqp,6.443785508236655e-07,valid,-0.03829453303455532,0.001860983669757843
8,0.45,-4.3121448948540255,3.8351736664772034,0.4122743010520935,0.11350204050540924,0.8351736664772034,0.35,5,1,0,0,0.44565802812576294,1.4227732419967651,17.6697998046875,0.0,0.0,-0.045319849414640456,filtered,0.44565804737845266,0,0,12,,predictive_link_5,0,0,1,solved,osqp,2.1081707557435436e-07,valid,-0.045319849414640456,0.0020225755870342255
9,0.5,-4.341776669912524,3.827167510986328,0.42114877700805664,0.10833609104156494,0.8271675109863281,0.35,5,1,0,0,0.4826894998550415,1.1662201881408691,13.244759559631348,0.0,0.0,-0.05037726196370815,filtered,0.4826894875951515,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,2.4994605635209055e-08,valid,-0.05037726196370815,0.00215698778629303
10,0.55,-4.367480557884111,3.8204217553138733,0.4309031069278717,0.10419794917106628,0.8204216957092285,0.35,5,1,0,0,0.49595949053764343,1.1220022439956665,12.525190353393555,0.0,0.0,-0.05367696719662987,filtered,0.4959594837102464,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,4.5527445702298053e-10,valid,-0.05367696719662987,0.0018174443393945694
11,0.6000000000000001,-4.386574184553821,3.8145289421081543,0.4410603940486908,0.10092993080615997,0.8145288825035095,0.35,5,1,0,0,0.4879286289215088,1.206365942955017,11.39029312133789,0.0,0.0,-0.05534774465421674,filtered,0.4879286050181478,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,1.0987690146624374e-08,valid,-0.05534774465421674,0.0020142514258623123
12,0.65,-4.397547222187441,3.809182822704315,0.4511253535747528,0.09845393896102905,0.8091828227043152,0.35,5,1,0,0,0.46249017119407654,1.2921251058578491,9.950806617736816,0.0,0.0,-0.05547695304208597,filtered,0.46249017696007066,0,0,12,,predictive_link_5,0,0,1,solved,osqp,1.0987099233195075e-07,valid,-0.05547695304208597,0.0027747778221964836
13,0.7000000000000001,-4.400681177930258,3.8041950464248657,0.46067386865615845,0.09674778580665588,0.8041950464248657,0.35,5,1,0,0,0.4248710572719574,1.3116154670715332,8.56505012512207,0.0,0.0,-0.054154670832600504,filtered,0.4248710536666077,0,0,12,,predictive_link_5,0,0,1,solved,osqp,4.5030189113615116e-07,valid,-0.054154670832600504,0.0027724364772439003
14,0.75,-4.398110988701112,3.800000011920929,0.4694104790687561,0.09580886363983154,0.800000011920929,0.35,5,1,0,0,0.3804146647453308,1.2633037567138672,7.423544406890869,0.0,0.0,-0.05150423528199788,filtered,0.38041466737217045,0,0,12,,predictive_link_5,0,0,1,solved,osqp,9.614304173066746e-07,valid,-0.05150423528199788,0.0027129454538226128
15,0.8,-4.395189412412077,3.800000011920929,0.47716984152793884,0.09562134742736816,0.800000011920929,0.35,5,1,0,0,0.33326828479766846,1.1779682636260986,6.392956256866455,0.0,0.0,-0.04768964395473879,filtered,0.3332682803169902,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,2.805411430939486e-09,valid,-0.04768964395473879,0.002964247018098831
16,0.8500000000000001,-4.389163056697255,3.800000011920929,0.48387911915779114,0.0961381047964096,0.800000011920929,0.35,5,1,0,0,0.2859307825565338,1.086478352546692,5.357962131500244,0.0,0.0,-0.04290560780833197,filtered,0.28593078166705727,0,1,12,predictive_link_5,predictive_link_5,0,0,1,solved,osqp,3.0878618273444403e-09,valid,-0.04290560780833197,0.003014698624610901
17,0.9,-4.382434746048258,3.800000011920929,0.48959600925445557,0.09727165102958679,0.800000011920929,0.35,5,1,0,0,0.24077564477920532,1.1054766178131104,10.872844696044922,0.0,0.0,-0.03736052675136731,filtered,0.24077564387646835,0,1,12,predictive_link_5,predictive_link_5,2,0,0,inaccurate_solution,,0.0,valid,-0.03736052675136731,0.0028942618519067764
18,0.9500000000000001,-4.370944150149022,3.800000011920929,0.49417462944984436,0.09893935918807983,0.800000011920929,0.35,5,1,0,0,0.19473525881767273,1.057572364807129,19.161788940429688,0.0,0.0,-0.03126117500860881,filtered,0.19473525819791074,0,0,12,,predictive_link_5,0,0,1,solved,osqp,8.255857866512617e-07,valid,-0.03126117500860881,0.0029995348304510117
19,1.0,-4.361605444830165,3.800000011920929,0.4978336989879608,0.10113833844661713,0.800000011920929,0.35,5,1,0,0,0.1545339673757553,0.8086873888969421,10.757458686828613,0.0,0.0,-0.02508909717767352,filtered,0.15453397094025645,0,0,12,,predictive_link_5,0,0,1,solved,osqp,5.933436280497473e-07,valid,-0.02508909717767352,0.0027132323011755943
20,1.05,-4.354760987848197,3.800000011920929,0.5007863640785217,0.10399708151817322,0.800000011920929,0.35,5,1,0,0,0.12329857051372528,0.6248152256011963,4.018853187561035,0.0,0.0,-0.020065031416668516,filtered,0.1232985737329564,0,0,12,,predictive_link_5,0,0,1,solved,osqp,4.492395438010499e-07,valid,-0.020065031416668516,0.002889762632548809
21,1.1,-4.349178428466395,3.800000011920929,0.5031644105911255,0.10758641362190247,0.800000011920929,0.35,5,1,0,0,0.09843596071004868,0.49730420112609863,2.5517141819000244,0.0,0.0,-0.01604812152516183,filtered,0.09843596039603593,0,0,12,,predictive_link_5,0,0,1,solved,osqp,3.443367489197602e-07,valid,-0.01604812152516183,0.0030774548649787903
