step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
32,1.6500000000000001,-1.563304011041131,0.06273536384105682,0.810055136680603,0.4562648832798004,0.04527410864830017,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.587537841871381e-05,0.00023941980907693505,0.0012864548480138183,0.0,0.0,0.8100560306347696,0.810055136680603,8.939541665808903e-07,0.0,3.0765475555884854e-05,0.0,1.7503880489975833e-05,-1.7503880489975833e-05,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.28171159767456183,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,4.587537800173886e-05,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,1.0000001192092896,0,osqp,9.471936531344112e-08,valid,0.28171159767456183,0.8910631037103252,1.18528663e-24|2.0596823e-05|2.27462747e-05|3.77437633e-05|4.25474049e-05|3.88864637e-05,0.448987079|0.286517235|0.281711598|0.355032768|0.383643819|0.437881107,0.623540234|0.46107039|0.456264753|0.529585923|0.558196974|0.612434262,0.568987079|0.406517235|0.401711598|0.475032768|0.503643819|0.557881107,0|0|0|0.15|0.15|0.15,-5.67272171e-26|7.47289754e-06|3.43063931e-06|-5.70707656e-06|-9.1209177e-06|-9.06146753e-06,0|0|0|0|0|0,1.79594832|1.14607641|1.12684982|1.42012536|1.53456615|1.75151537,optimal,0.21015600651859678,1.7503880489975833e-05,0.2101385026381068,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.014489304972812533,0.0038919709622859955,0.0019783000461757183,0.0024055580142885447
33,1.7000000000000002,-1.5633047630929466,0.06273532658815384,0.8100544214248657,0.45626506209373474,0.04527406394481659,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,3.631647632573731e-05,0.00019117802730761468,0.0009648353443481028,0.0,0.0,0.8100551418034385,0.8100544214248657,7.203785727938339e-07,0.0,2.4354995443660475e-05,0.0,1.385663357800076e-05,-1.385663357800076e-05,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.28171177822105753,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,3.631647646629118e-05,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,1.0000001192092896,0,osqp,7.498246216923235e-08,valid,0.28171177822105753,0.8910630604660781,9.3331918e-25|1.63341324e-05|1.80387963e-05|2.99325413e-05|3.37418819e-05|3.08386511e-05,0.448987081|0.286517632|0.281711778|0.355032687|0.383643702|0.437881003,0.623540234|0.461070785|0.456264931|0.52958584|0.558196855|0.612434156,0.568987081|0.406517632|0.401711778|0.475032687|0.503643702|0.557881003,0|0|0|0.15|0.15|0.15,-4.49070575e-26|5.91580986e-06|2.71580835e-06|-4.51790607e-06|-7.22042227e-06|-7.17336205e-06,0|0|0|0|0|0,1.79594832|1.14607644|1.12684983|1.42012623|1.53456759|1.75151684,optimal,0.21015146571605656,1.3856633578000759e-05,0.21013760908247855,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.014950513956137002,0.003913016989827156,0.0020441730739548802,0.002553829923272133
34,1.75,-1.563304739120646,0.06273526698350906,0.810053825378418,0.4562651813030243,0.0452740341424942,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,2.8812319214921445e-05,0.00015008312766440213,0.0008218979928642511,0.0,0.0,0.8100544490645439,0.810053825378418,6.236861259667492e-07,0.0,1.9322472731581452e-05,0.0,1.0993388052834982e-05,-1.0993388052834982e-05,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2817118914942517,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,2.8812319397122812e-05,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,1.0,0,osqp,5.948834565911148e-08,valid,0.2817118914942517,0.8910635762482204,4.97333105e-25|1.29309501e-05|1.42804494e-05|2.36960224e-05|2.67118803e-05|2.44134685e-05,0.448987055|0.286517917|0.281711891|0.355032613|0.383643592|0.43788089,0.623540234|0.461071096|0.45626507|0.529585791|0.55819677|0.612434069,0.568987055|0.406517917|0.401711891|0.475032613|0.503643592|0.55788089,0|0|0|0.15|0.15|0.15,-2.19046823e-26|4.69342157e-06|2.15463448e-06|-3.58435851e-06|-5.72845579e-06|-5.69111353e-06,0|0|0|0|0|0,1.79594822|1.14607636|1.12684972|1.42012687|1.53456864|1.75151787,optimal,0.21014780210046372,1.0993388052834984e-05,0.2101368087124109,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.014465751009993255,0.003989464952610433,0.0019636309007182717,0.0022955149179324508
35,1.8,-1.563306576045496,0.06273525953292847,0.8100534081459045,0.45626524090766907,0.04527401924133301,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,2.282685636600945e-05,0.00011970930063398555,0.0006074766279198229,0.0,0.0,0.8100538535053344,0.8100534081459045,4.4535942989032407e-07,0.0,1.530843728751985e-05,0.0,8.709617286481737e-06,-8.709617286481737e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.28171202405648377,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,2.282685534613491e-05,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.6576946973800659,0,osqp,4.7130029703038536e-08,valid,0.28171202405648377,0.8910632941646704,3.89733792e-25|1.02586897e-05|1.13293455e-05|1.87992615e-05|2.11917068e-05|1.9368334e-05,0.448987069|0.286518169|0.281712024|0.355032576|0.383643515|0.437880841,0.623540234|0.461071334|0.456265189|0.529585741|0.55819668|0.612434005,0.568987069|0.406518169|0.401712024|0.475032576|0.503643515|0.557880841,0|0|0|0.15|0.15|0.15,-1.73541795e-26|3.71841708e-06|1.70703195e-06|-2.83974199e-06|-4.53842666e-06|-4.50884535e-06,0|0|0|0|0|0,1.79594828|1.14607639|1.1268498|1.42012746|1.53456952|1.75151885,optimal,0.2101449809501161,8.709617286481735e-06,0.2101362713328296,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.014974081073887646,0.003983122995123267,0.0019065829692408442,0.002545078983530402
36,1.85,-1.563306341126514,0.06273522228002548,0.8100530505180359,0.4562653601169586,0.04527398943901062,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.8092096070176922e-05,9.469519136473536e-05,0.0005002822144888341,0.0,0.0,0.810053393532618,0.8100530505180359,3.4301458207153246e-07,0.0,1.213315683103654e-05,0.0,6.903058196188789e-06,-6.903058196188789e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2817120719787946,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,1.8092095777820424e-05,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.4129856526851654,0,osqp,3.735416033402956e-08,valid,0.2817120719787946,0.8910637976279465,3.11160111e-25|8.12769838e-06|8.97595036e-06|1.48941123e-05|1.67896757e-05|1.5345035e-05,0.448987044|0.286518336|0.281712072|0.3550325|0.383643431|0.437880763,0.623540234|0.461071526|0.456265262|0.52958569|0.558196621|0.612433953,0.568987044|0.406518336|0.401712072|0.4750325|0.503643431|0.557880763,0|0|0|0.15|0.15|0.15,-1.37545643e-26|2.94714395e-06|1.35295774e-06|-2.25072028e-06|-3.59706719e-06|-3.57361896e-06,0|0|0|0|0|0,1.79594818|1.14607629|1.12684964|1.42012775|1.53457013|1.75151948,optimal,0.2101426988317485,6.90305819618879e-06,0.2101357957735523,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.01454665802884847,0.0038982750847935677,0.001978148939087987,0.002406054991297424
37,1.9000000000000001,-1.5633063887468328,0.06273520737886429,0.810052752494812,0.4562654197216034,0.045273974537849426,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4340027519210707e-05,7.504136738134548e-05,0.00039307645056396723,0.0,0.0,0.8100530590797453,0.810052752494812,3.065849333294679e-07,0.0,9.61689724929386e-06,0.0,5.471447682745609e-06,-5.471447682745609e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.28171215759760215,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,1.4340028079629564e-05,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.25944116711616516,0,osqp,2.9607308884807587e-08,valid,0.28171215759760215,0.8910636638980739,2.47037947e-25|6.44181058e-06|7.11412231e-06|1.18047239e-05|1.33070832e-05|1.21621017e-05,0.448987051|0.286518503|0.281712158|0.355032484|0.383643403|0.437880736,0.623540234|0.461071686|0.456265341|0.529585667|0.558196586|0.612433919,0.568987051|0.406518503|0.401712158|0.475032484|0.503643403|0.557880736,0|0|0|0.15|0.15|0.15,-1.01140299e-26|2.33594615e-06|1.0723714e-06|-1.7839485e-06|-2.85108165e-06|-2.83249633e-06,0|0|0|0|0|0,1.7959482|1.14607635|1.1268497|1.42012815|1.53457076|1.75152011,optimal,0.21014086882906372,5.471447682745609e-06,0.21013539738138096,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.014749868074432015,0.003961866023018956,0.001875265035778284,0.0024728949647396803
38,1.9500000000000002,-1.5633065400922415,0.0627351701259613,0.8100525140762329,0.4562654197216034,0.045273974537849426,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1302638085908256e-05,6.0747792304027826e-05,0.0002858715015463531,0.0,0.0,0.8100527782492536,0.8100525140762329,2.641730206809356e-07,0.0,7.579926329192289e-06,0.0,4.312528369331246e-06,-4.312528369331246e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.28171220555184906,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,1.1302637898225147e-05,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.16208013892173767,0,osqp,2.3336070432828787e-08,valid,0.28171220555184906,0.8910640043517326,1.94986751e-25|5.10585701e-06|5.6387439e-06|9.35657311e-06|1.05473623e-05|9.63983562e-06,0.448987034|0.286518616|0.281712206|0.355032441|0.383643351|0.437880689,0.623540234|0.461071817|0.456265406|0.529585642|0.558196551|0.612433889,0.568987034|0.406518616|0.401712206|0.475032441|0.503643351|0.557880689,0|0|0|0.15|0.15|0.15,-8.59284659e-27|1.84116619e-06|8.45230476e-07|-1.40608682e-06|-2.24718951e-06|-2.2325405e-06,0|0|0|0|0|0,1.79594814|1.14607631|1.12684967|1.42012836|1.53457116|1.75152052,optimal,0.21013947374045025,4.312528369331246e-06,0.21013516121208092,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.014248935040086508,0.003992442972958088,0.001961710979230702,0.002174939028918743
39,2.0,-1.563308239991545,0.06273515522480011,0.8100523948669434,0.45626547932624817,0.04527395963668823,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,8.979930498753674e-06,4.645414082915522e-05,0.00028587295673787594,0.0,0.0,0.8100525313152876,0.8100523948669434,1.3644834429005215e-07,0.0,6.022242608710121e-06,0.0,3.426296680191439e-06,-3.426296680191439e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.36808100703638047,1.8298947741277516,0,0,0,0,-1,nan,nan,,,512,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 468, 'obstacle_contact': 11, 'self_collision': 0}",0.01810546901003409,479,479,nan,nan,1.0,filtered,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.281712260046447,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,8.979930710225653e-06,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.10149691253900528,0,osqp,1.85404440405395e-08,valid,0.281712260046447,0.8910637247180136,1.58594223e-25|4.02468583e-06|4.44471027e-06|7.37515417e-06|8.31395187e-06|7.5985537e-06,0.448987048|0.286518713|0.28171226|0.355032443|0.383643329|0.437880671,0.623540234|0.461071899|0.456265446|0.529585629|0.558196516|0.612433857,0.568987048|0.406518713|0.40171226|0.475032443|0.503643329|0.557880671,0|0|0|0.15|0.15|0.15,-6.82699793e-27|1.46280481e-06|6.71534724e-07|-1.11713409e-06|-1.7853887e-06|-1.77375083e-06,0|0|0|0|0|0,1.79594819|1.14607631|1.12684971|1.42012865|1.53457153|1.75152091,optimal,0.21013832190466072,3.4262966801914396e-06,0.21013489560798054,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.015094027970917523,0.0038685229374095798,0.0023512240732088685,0.0025398359866812825
40,2.0500000000000003,-1.5633078239261078,0.06273514777421951,0.8100522756576538,0.45626553893089294,0.04527394473552704,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,7.0145642894203775e-06,3.9307327824644744e-05,0.00014293628919404,0.0,0.0,0.8100524002412155,0.8100522756576538,1.245835616892066e-07,0.0,4.704202599503952e-06,0.0,2.6764092193106498e-06,-2.6764092193106498e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2528447109507397,2.0827394850784913,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 524, 'obstacle_contact': 19, 'self_collision': 0}",0.01727583717587154,543,543,nan,nan,1.0,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.28171229779577495,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,7.014564531337426e-06,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.06299030780792236,0,osqp,1.4482622553106046e-08,valid,0.28171229779577495,0.891063709280939,1.20515089e-25|3.197259e-06|3.53096165e-06|5.85908833e-06|6.60469988e-06|6.03642816e-06,0.448987049|0.286518801|0.281712298|0.355032434|0.38364329|0.437880656,0.623540234|0.461071987|0.456265483|0.529585619|0.558196476|0.612433842,0.568987049|0.406518801|0.401712298|0.475032434|0.50364329|0.557880656,0|0|0|0.15|0.15|0.15,-5.33282384e-27|1.1426528e-06|5.24560997e-07|-8.72635155e-07|-1.39463455e-06|-1.38554393e-06,0|0|0|0|0|0,1.79594819|1.14607635|1.12684972|1.42012886|1.53457177|1.75152124,optimal,0.21013743294217255,2.6764092193106498e-06,0.21013475653295324,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.26547388499602675,0.004808105994015932,0.0014280329924076796,0.001876409980468452
41,2.1,-1.5633061716479553,0.06273514777421951,0.8100520968437195,0.45626553893089294,0.04527394473552704,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,5.585207418334903e-06,2.8587135602720082e-05,0.00021440384443849325,0.0,0.0,0.8100522549964327,0.8100520968437195,1.5815271325880786e-07,0.0,3.745628428941841e-06,0.0,2.1310372512930765e-06,-2.1310372512930765e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2528447109507397,2.0827394850784913,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 524, 'obstacle_contact': 19, 'self_collision': 0}",0.01727583717587154,543,543,nan,nan,1.0,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2817123315469202,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,5.585207551233429e-06,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.039177797734737396,0,osqp,1.153148743044329e-08,valid,0.2817123315469202,0.8910637715305529,1.03329769e-25|2.49808283e-06|2.75876399e-06|4.57752828e-06|5.1603956e-06|4.71631123e-06,0.448987046|0.286518865|0.281712332|0.355032425|0.383643263|0.437880631,0.623540234|0.461072054|0.45626552|0.529585613|0.558196452|0.61243382,0.568987046|0.406518865|0.401712332|0.475032425|0.503643263|0.557880631,0|0|0|0.15|0.15|0.15,-4.24615755e-27|9.09814978e-07|4.1767134e-07|-6.94818478e-07|-1.11045041e-06|-1.10321194e-06,0|0|0|0|0|0,1.79594818|1.14607637|1.12684974|1.420129|1.53457194|1.75152142,optimal,0.21013671084201074,2.1310372512930765e-06,0.21013457980475944,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.013025496969930828,0.0044107550056651235,0.0013137719361111522,0.0017070990288630128
42,2.15,-1.5633080646790318,0.06273513287305832,0.8100520372390747,0.45626553893089294,0.04527394473552704,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,4.423855443747016e-06,2.322703949175775e-05,0.00010720192221924663,0.0,0.0,0.8100521363593605,0.8100520372390747,9.912028575698173e-08,0.0,2.9667868352738766e-06,0.0,1.6879227235000327e-06,-1.6879227235000327e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2528447109507397,2.0827394850784913,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 524, 'obstacle_contact': 19, 'self_collision': 0}",0.01727583717587154,543,543,nan,nan,1.0,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.281712340739802,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,4.423855460540923e-06,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.024708151817321777,0,osqp,9.13369630865149e-09,valid,0.281712340739802,0.8910639146309867,7.40830195e-26|1.98852905e-06|2.19608075e-06|3.64407847e-06|4.10778202e-06|3.7543535e-06,0.448987038|0.286518907|0.281712341|0.355032392|0.383643247|0.43788062,0.623540234|0.461072103|0.456265536|0.529585588|0.558196442|0.612433816,0.568987038|0.406518907|0.401712341|0.475032392|0.503643247|0.55788062,0|0|0|0.15|0.15|0.15,-3.36323794e-27|7.20634118e-07|3.30823371e-07|-5.50342314e-07|-8.79550655e-07|-8.73817238e-07,0|0|0|0|0|0,1.79594815|1.14607635|1.12684969|1.42012902|1.53457211|1.75152161,optimal,0.21013614542807804,1.6879227235000327e-06,0.21013445750535453,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.010289045982062817,0.002703040954656899,0.0012654149904847145,0.0017083639977499843
43,2.2,-1.5633079907568574,0.0627351626753807,0.8100519776344299,0.45626553893089294,0.045273978263139725,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,3.441172793827718e-06,1.9653651179396547e-05,7.14677880750969e-05,0.0,0.0,0.8100520516186169,0.8100519776344299,7.398418699899878e-08,0.0,2.3077670159721453e-06,0.0,1.3129799272868025e-06,-1.3129799272868025e-06,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2528447109507397,2.0827394850784913,0,0,0,0,-1,nan,nan,,,576,0,0,0,0,1,0,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 33, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 524, 'obstacle_contact': 19, 'self_collision': 0}",0.01727583717587154,543,543,nan,nan,1.0,filtered,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2817123631176452,0,0,0,0,0.28049618741071725,0.0,filtered,osqp optimal,3.4411729713030147e-06,0,1,12,workspace_z_lower,workspace_z_lower,,,0,0,1,solved,nan,0,,0.015223253518342972,0,osqp,7.104799527837523e-09,valid,0.2817123631176452,0.8910638064778361,6.03594251e-26|1.57515367e-06|1.73955089e-06|2.88649296e-06|3.25385818e-06|2.97388579e-06,0.448987044|0.286518954|0.281712363|0.355032393|0.383643241|0.437880608,0.623540234|0.461072144|0.456265553|0.529585583|0.558196432|0.612433798,0.568987044|0.406518954|0.401712363|0.475032393|0.503643241|0.557880608,0|0|0|0.15|0.15|0.15,-2.61615202e-27|5.60557927e-07|2.57336675e-07|-4.28093172e-07|-6.84173753e-07|-6.79713991e-07,0|0|0|0|0|0,1.79594818|1.14607638|1.12684971|1.42012914|1.53457228|1.75152175,optimal,0.21013571401018527,1.3129799272868027e-06,0.210134401030258,0.522412837|-0.463916302|0.409347355,-0|0|-0,0.014779921970330179,0.004052959033288062,0.002061260980553925,0.0023000440560281277
