step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.292656175086211,0.31887558102607727,0.2887621521949768,0.2898857295513153,0.21381989121437073,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.3743703365325928,7.487405776977539,149.7481231689453,1.4131556749343872,1.4131556749343872,0.2973854604824292,0.2887621521949768,0.008623308287452391,0.36063702325940433,0.2526225793815789,0.3464851079413025,0.18289792846813602,0.16358717947316648,0.3464851152867881,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6778844079235569,0.6778844079235569,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.47777091057870247,1.4131556749343872,0.0,1.0,0.1164433456925924,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.270913958193811,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_0_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.1878979263911131,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.1164433456925924,0.979021937582727,0|0|0|0|0|0,0.304863968|0.217477461|0.127451262|0.143937675|0.116443346|0.119443346,0.483815065|0.396428558|0.306402359|0.322888772|0.295394443|0.298394443,0.424863968|0.337477461|0.247451262|0.263937675|0.236443346|0.239443346,0|0|0|0|0|0,0|0.00144464346|-0.0569267839|-0.0722601975|-0.11796869|-0.11796869,0|0|0|0|0|0,1.21945587|0.871354489|0.452878266|0.503490504|0.347804692|0.359804692,optimal,0.1878979263911131,0.18289792846813602,0.00499999792297709,0.411498696|0.443161875|0.261451662,0|-0|-0,0.01353522203862667,0.002597590093500912,0.0012440920108929276,0.00529407593421638
1,0.1,-1.7126632304800848,0.4656539261341095,0.27190324664115906,0.27904805541038513,0.3289421796798706,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.750032365322113,7.513371467590332,1.3556623458862305,1.1999459266662598,1.1999459266662598,0.28876214164161107,0.27190324664115906,0.016858895000452012,0.26688996178468644,0.5076506207090501,0.2562747124457995,0.35642856393820843,-0.10015385149240891,0.25627470307974953,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6778844079235569,0.6778844079235569,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.8993446233394062,filtered,0,0,1,0,0,0,1,2,1.0,0.3441233775648542,1.1999459266662598,0.0,1.0,0.09505974041037668,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.08249565276649,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_0_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.3614285617593122,1,continuity_tiebreak,0.9999911785125732,0,goal_velocity_linprog,0.0,valid,0.09505974041037668,0.9819327244182305,0|0.0768854886|0.208150771|0.243178759|0.253791808|0.253791808,0.304718429|0.217277604|0.117559324|0.131689114|0.0950597404|0.0980597404,0.483815065|0.396374241|0.29665596|0.31078575|0.274156377|0.277156377,0.424718429|0.337277604|0.237559324|0.251689114|0.21505974|0.21805974,0|0|0.15|0.15|0.15|0.15,0|0.00608039916|-0.0806432173|-0.0968309359|-0.189305562|-0.189305562,0|0|0|0|0|0,1.21887372|0.875190817|0.389594077|0.429925521|0.1909334|0.2029334,optimal,0.3614285617593122,0.3564285639382085,0.004999997821103719,0.411498696|0.443161875|0.261451662,0|-0|-0,0.013248504954390228,0.0025124918902292848,0.001066486001946032,0.005550617002882063
2,0.15000000000000002,-2.008975483948482,0.5727477073669434,0.2490355223417282,0.263579785823822,0.4103703200817108,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.116852879524231,7.460770130157471,32.935523986816406,1.0104082822799683,1.0104082822799683,0.2719032513307112,0.2490355223417282,0.022867728988982983,0.1921332247040847,0.7512344457417877,0.1852018741698637,0.4978253483643669,-0.3126234741945032,0.18520187736406554,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6778844079235569,0.6778844079235569,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,0.9021203611848785,filtered,0,0,1,0,0,0,1,2,1.0,0.2133626946564972,1.0104082822799683,0.0,1.0,0.07413803114503956,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.1697682156441798,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5028253383239653,1,continuity_tiebreak,0.9972540736198425,0,goal_velocity_linprog,0.0,valid,0.07413803114503956,0.9875092130059555,1.73459658e-19|0.152573713|0.423581643|0.488548474|0.51205829|0.51205829,0.304439605|0.217286371|0.110002324|0.122675983|0.0741380311|0.0771380311,0.483815065|0.396661831|0.289377785|0.302051444|0.253513492|0.256513492,0.424439605|0.337286371|0.230002324|0.242675983|0.194138031|0.197138031,0|0|0.15|0.15|0.15|0.15,-1.87772511e-19|0.0190792009|-0.059210511|-0.0636218806|-0.199571382|-0.199571382,0|0|0|0|0|0,1.21775842|0.888224683|0.380798786|0.427082053|0.0969807425|0.108980742,optimal,0.5028253383239653,0.49782534836436704,0.004999989959598217,0.411498696|0.443161875|0.261451662,0|-0|-0,0.011677642003633082,0.002167150960303843,0.0010312470840290189,0.005018854979425669
3,0.2,-2.1664237459529545,0.6156980395317078,0.22673870623111725,0.24743223190307617,0.4443306624889374,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.297229528427124,4.640470027923584,94.53036499023438,0.995339572429657,0.995339572429657,0.24903552737531548,0.22673870623111725,0.02229682114419823,0.17625926529901584,0.8296978622053074,0.17064428997208275,0.5024491507800212,-0.3318048608079384,0.17064429342120083,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6778844079235569,0.6778844079235569,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.10009995056188395,0.995339572429657,0.0,1.0,0.056015992089901434,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.2601423305912627,0,0,12,joint_0_velocity_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5074491591601246,1,continuity_tiebreak,0.9926494359970093,0,goal_velocity_linprog,0.0,valid,0.056015992089901434,0.9944166631396021,3.25246641e-20|0.225414589|0.635597223|0.718023777|0.759700283|0.759700283,0.304094232|0.218116684|0.106505369|0.117378352|0.0560159921|0.0590159921,0.483815065|0.397837517|0.286226202|0.297099185|0.235736825|0.238736825,0.424094232|0.338116684|0.226505369|0.237378352|0.176015992|0.179015992,0|0|0.118719474|0.146623043|0.15|0.15,2.66567915e-20|0.0209146144|-0.0250624264|-0.0125859917|-0.108693936|-0.108693936,0|0|0|0|0|0,1.21637693|0.893381351|0.40095905|0.456927417|0.115370032|0.127370032,optimal,0.5074491591601246,0.5024491507800213,0.005000008380103282,0.411498696|0.443161875|0.261451662,0|-0|-0,0.012647710042074323,0.0023016739869490266,0.001160627929493785,0.005044260993599892
4,0.25,-2.4672694968481665,0.6745375990867615,0.20894432067871094,0.23255985975265503,0.468797504901886,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1743459701538086,4.585391998291016,135.71627807617188,0.9771254062652588,0.9771254062652588,0.2267387028617469,0.20894432067871094,0.017794382183035973,0.16028827606788631,0.7022752412062867,0.15570341551657063,0.4075286841852181,-0.25182526866864746,0.1557034132027951,0,0,disabled,0.0,1,TRACK,direct_path,0,0.6778844079235569,0.6778844079235569,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.02990757671452672,0.9771254062652588,0.0,1.0,0.044785212274324276,0,0,0,0,0.1164433456925924,0.0,filtered,linprog goal-velocity priority optimal,1.153102240697341,0,0,12,joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.4125286937336554,1,continuity_tiebreak,0.9877036809921265,0,goal_velocity_linprog,0.0,valid,0.044785212274324276,1.0015324077288994,0|0.227828448|0.695648728|0.77369715|0.83923413|0.83923413,0.303738445|0.219240003|0.10308713|0.112394142|0.0447852123|0.0477852123,0.483815065|0.399316624|0.283163751|0.292470763|0.224861833|0.227861833,0.423738445|0.339240003|0.22308713|0.232394142|0.164785212|0.167785212,0|0|0.0803409074|0.120412264|0.149591114|0.149591114,0|-0.00205372108|-0.0747536437|-0.0634499572|-0.0842628405|-0.0842628405,0|0|0|0|0|0,1.21495378|0.874906293|0.337594878|0.386126612|0.0948780086|0.106878009,optimal,0.4125286937336554,0.4075286841852181,0.005000009548437323,0.411498696|0.443161875|0.261451662,0|-0|-0,0.011649771011434495,0.0022762269945815206,0.001081310911104083,0.004796691006049514
5,0.30000000000000004,-2.664205909205919,0.7150465250015259,0.19378751516342163,0.21925395727157593,0.4869462251663208,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1274681091308594,4.165460586547852,53.55816650390625,0.3499999940395355,0.0,0.20894432815256236,0.19378751516342163,0.015156812989140733,0.2354239035865134,0.6179442878643955,-0.18593570348867156,0.3476551495948488,-0.5335908530835203,0.0,1,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.6778844079235569,0.6778844079235569,40,1,1,1,24,1.6822910830600932,0.14472931623458862,0.000812171776988065;0.0011794954495837609;0.0009259980646515488;0.00018143545194606166;0.0029169751841171977;0.004195704316316064;0.008650652396829451;0.006608957974480165;0.001455467667895171;0.0035187902348163685;0.003213544108558832;0.006930145380329694;0.006497350320220328;0.003252104550682607;0.001629023875769218;0.014408141469427621;0.003492268684538375;0.004734789360483309;0.007147785352282363;0.002023518577517784;0.0021149325339439706;0.0021399243500630294;0.007144747729771467;0.011647558705690935;0.009993085538450562;0.004092609876165324;0.00890267452673385;0.004955782312896945;0.00835983070397475;0.0033877324961721165;0.009313417162883121;0.004748499308896792;0.0017741685670971583;0.0018693440969533228;0.00712981228412372;0.005252128100925907;0.003841608155726484;0.002342224795506193;0.009157912033419547;0.005017539613166754,0.1358819305896759;0.13559217751026154;0.13704225420951843;0.13643847405910492;0.1342204213142395;0.13250628113746643;0.1272931843996048;0.13220013678073883;0.1353163868188858;0.12106648832559586;0.12164615839719772;0.12972886860370636;0.12345046550035477;0.12309323996305466;0.13678394258022308;0.13848228752613068;0.1340026706457138;0.13426317274570465;0.1330944150686264;0.13760581612586975;0.13499824702739716;0.13585107028484344;0.13177333772182465;0.1276533305644989;0.14472931623458862;0.13427984714508057;0.13052672147750854;0.13748911023139954;0.14261630177497864;0.12873362004756927;0.13157223165035248;0.13964921236038208;0.13511908054351807;0.1354890763759613;0.13326917588710785;0.1412794291973114;0.1391618251800537;0.13705259561538696;0.1421259492635727;0.13349264860153198,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 25, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,65,65,nan,nan,1.0,filtered,0,0,1,0,1,1,1,2,1.0,0.0,0.0,0.0,1.0,0.026344435792290427,1,1,0,0,0.1164433456925924,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.2306225008475677,0,1,12,predictive_link_4|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.35265515571516326,1,continuity_tiebreak,0.984449028968811,0,goal_velocity_linprog,0.0,valid,0.026344435792290427,1.0070266982400127,3.88752878e-17|0.166905936|0.572549299|0.629364883|0.707413645|0.707413645,0.30346373|0.219340554|0.092821563|0.0984807816|0.0263444358|0.0293444252,0.483815065|0.399691889|0.273172898|0.278832117|0.206695771|0.20969576,0.42346373|0.339340554|0.212821563|0.218480782|0.146344436|0.149344425,0|0|0.136708726|0.15|0.15|0.15,-2.81657039e-17|-0.0330323951|-0.061990092|-0.0753407549|-0.105377741|-0.105377741,0|0|0|0|0|0,1.21385492|0.84432982|0.30929616|0.318582371|2.56563397e-09|0.0119999601,optimal,0.35265515571516326,0.3476551495948489,0.005000006120314371,0.411498696|0.443161875|0.261451662,0|-0|-0,0.015829225070774555,0.002207256038673222,0.0013242469867691398,0.007312184083275497
