step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.0824523182935708,0.26213282346725464,0.30183807015419006,0.3120172917842865,0.18149524927139282,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4500933885574341,9.001867294311523,180.037353515625,1.3556346893310547,1.3556346893310547,0.31052667734102024,0.30183807015419006,0.008688607186830177,0.41985663862741834,0.181161653236242,0.4002953442706516,0.18034979247137903,0.21994555179927258,0.40029535499016766,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6233652630949037,1.3556346893310547,0.0,1.0,0.1397384420951846,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,0.9282570677305814,0,0,12,joint_3_acceleration_lower|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.1397384420951846,0.9475877746786376,0|0|0|0|0|0,,,,,,,,,,0.015772684011608362,0.004271490965038538,0.0021172920241951942,0.002424165024422109
1,0.1,-1.465149342376255,0.39041754603385925,0.2869739830493927,0.30276474356651306,0.28568241000175476,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8319764733314514,7.952730178833008,68.36714935302734,1.2969907522201538,1.2969907522201538,0.3018380748214678,0.2869739830493927,0.014864091772075094,0.33419609882110435,0.30975881712501935,0.3139787032052716,0.2987035133234881,0.015275189881783502,0.31397870806027817,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.6847398307494144,filtered,0,0,1,0,0,0,1,2,1.0,0.4916115711593184,1.2969907522201538,0.0,1.0,0.11865785138549095,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,0.5196152101916882,0,0,12,joint_3_acceleration_lower|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.11865785138549095,0.9479245047669085,0|0.0913028965|0.131224186|0.16919411|0.181506342|0.181506342,,,,,,,,,,0.011778449057601392,0.004546897020190954,0.0012428079498931766,0.0016218830132856965
2,0.15000000000000002,-1.2900072789659407,0.33350229263305664,0.27578696608543396,0.296324223279953,0.23026897013187408,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.068994402885437,7.243971824645996,135.7864990234375,1.1843770742416382,1.1843770742416382,0.2869739838965859,0.27578696608543396,0.011187017811151945,0.24694084612159894,0.23906656481027536,0.2285654379619212,0.22215746954437454,0.00640796841754665,0.22856543863668302,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.4006313917830369,filtered,0,0,1,0,0,0,1,2,1.0,0.3559870061472634,1.1843770742416382,0.0,1.0,0.09695792098356215,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,0.14142135212145676,0,0,12,joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.09695792098356215,0.9497501164934076,0|0.120717245|0.207104263|0.274835921|0.311108179|0.311108179,,,,,,,,,,0.009934558998793364,0.002543600043281913,0.0012657289626076818,0.0015764229465276003
3,0.2,-1.3337722847979265,0.3504660427570343,0.26420360803604126,0.28985947370529175,0.240664541721344,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1810647249221802,2.831016778945923,107.46099090576172,1.1810648441314697,1.1810648441314697,0.27578695732856134,0.26420360803604126,0.011583349292520084,0.24734912490552785,0.24734908038456724,0.2300707668245318,0.23007071921555863,4.7608973180457426e-08,0.23007075951925401,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.11940568185348359,filtered,0,0,1,0,0,0,1,2,1.0,0.370252220157343,1.1810648441314697,0.0,1.0,0.09924035522517488,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,6.66672331092812e-08,0,0,12,joint_4_velocity_upper|joint_5_velocity_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.09924035522517488,0.9529018750315897,0|0.0812321718|0.141941147|0.185556909|0.241268657|0.241268657,,,,,,,,,,0.010517093003727496,0.002953137969598174,0.0015475599793717265,0.0018866079626604915
4,0.25,-1.2929143108373822,0.3370417356491089,0.2539460062980652,0.2843427062034607,0.22757454216480255,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.129217505455017,2.0175511837005615,68.10770416259766,1.129217505455017,1.129217505455017,0.2642035973060564,0.2539460062980652,0.01025759100799123,0.2191581795686354,0.2191581343838565,0.20395400189329266,0.20395395358969504,4.830359762175718e-08,0.20395399361019853,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,5.644671707954094e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.32848036779743794,1.129217505455017,0.0,1.0,0.09255685884759007,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,6.968148652150397e-08,0,0,12,joint_4_velocity_upper|joint_5_velocity_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.09255685884759007,0.9558974073774608,1.45467492e-17|0.0800432875|0.142319993|0.183323983|0.249567922|0.249567922,,,,,,,,,,0.01069559808820486,0.0031222919933497906,0.0012444279855117202,0.0019027809612452984
5,0.30000000000000004,-1.293547038731213,0.3359551429748535,0.24449919164180756,0.27929407358169556,0.22447001934051514,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.073832631111145,1.4471392631530762,28.590532302856445,1.0738327503204346,1.0738327503204346,0.25394599473543206,0.24449919164180756,0.0094468030936245,0.20119620656492,0.20119620656492074,0.1879478657292504,0.18794786572924974,6.661338147750939e-16,0.18794785717163515,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,6.170776328288136e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.31123690847283586,1.0738327503204346,0.0,1.0,0.08979790535565374,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,3.389297271374471e-08,0,0,12,joint_5_velocity_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08979790535565374,0.9583270657793738,1.22603808e-17|0.0672119663|0.121223607|0.154232834|0.220759508|0.220759508,,,,,,,,,,0.0100765930255875,0.0027155359275639057,0.0011750230332836509,0.001626483048312366
6,0.35000000000000003,-1.2836338383719843,0.3309937119483948,0.23603981733322144,0.27477824687957764,0.2184266895055771,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9630436897277832,2.2318992614746094,26.6721134185791,0.9630423188209534,0.9630423188209534,0.24449919420319496,0.23603981733322144,0.008459376869973528,0.17957326049310113,0.17957332193653275,0.16841404650890426,0.1684140918252615,-4.531635725002481e-08,0.16841404827321937,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,3.156261783190255e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.28789153641939474,0.9630423188209534,0.0,1.0,0.08606264582710316,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,1.6831795747118374e-06,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08606264582710316,0.9604508205261031,3.4695685e-19|0.0606507373|0.110810244|0.139438099|0.20250236|0.20250236,,,,,,,,,,0.01296996499877423,0.0030362230027094483,0.0019590839510783553,0.002047187997959554
7,0.4,-1.278737839335123,0.32804134488105774,0.2283671349287033,0.27068647742271423,0.21415208280086517,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8658780455589294,1.9433128833770752,7.826440811157227,0.8658780455589294,0.8658780455589294,0.23603982144041433,0.2283671349287033,0.007672686511711019,0.162397660804484,0.162397660804484,0.15283219962191358,0.15283219962191358,0.0,0.15283220228125866,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.7477732201556246e-06,filtered,0,0,1,0,0,0,1,2,1.0,0.2691786534601389,0.8658780455589294,0.0,1.0,0.08306858455362223,0,0,0,0,0.1397384420951846,0.0,passthrough,osqp optimal,5.010045570998173e-12,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.08306858455362223,0.9622714312723551,0|0.053583002|0.099011488|0.123391847|0.180589354|0.180589354,,,,,,,,,,0.009898555930703878,0.002710508997552097,0.0013471790589392185,0.0015803170390427113
8,0.45,-1.2924510789033514,0.33136358857154846,0.22109615802764893,0.2668124735355377,0.21502740681171417,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8140884041786194,1.0357927083969116,18.150402069091797,0.8140876889228821,0.8140876889228821,0.22836713453612562,0.22109615802764893,0.00727097650847669,0.15347308238751892,0.15347308238751892,0.14487377552383376,0.14487377552383376,0.0,0.14487377527478648,0,0,disabled,0.0,1,TRACK,direct_path,0,1.20751698105596,1.20751698105596,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,5.786086847558491e-12,passthrough,0,0,1,0,0,0,1,2,1.0,0.25112294248204814,0.8140876889228821,0.0,1.0,0.0801796707971277,0,0,0,0,0.1397384420951846,0.0,filtered,osqp optimal,1.0570848766380737e-06,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0801796707971277,0.963858663442209,2.76598107e-19|0.0480075081|0.0896320344|0.110750179|0.163204916|0.163204916,,,,,,,,,,0.010405943030491471,0.002726962906308472,0.0012714909389615059,0.0015166349476203322
