step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
99,5.0,-0.345010501098225,0.40052226185798645,0.18934482336044312,0.16927646100521088,0.3501414954662323,0.35,2,0,0,0,0,,,nan,0,1.0747085809707642,0.5001910328865051,5.9919209480285645,0.830535888671875,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.5007047745344998,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,1.1986142149991719e-08,valid,0.002834933171679238,0.27018304|0.0163565774|0.00283493317|0.139123525|0.130255356|0.133255356,0.42018304|0.166356577|0.152834933|0.289123525|0.280255356|0.283255356,0.39018304|0.136356577|0.122834933|0.259123525|0.250255356|0.253255356,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0871521705|0.102871568|0.0861250892|-0.0025627817|0,-0.0138861446|-0.0795409694|-0.114211297|-0.129359984|-0.116083741|0,1.06684602|0.0730375107|3.24083024e-09|0.513259205|0.4023749|0.533021423,0.421685606|-0.1335866|0.444874913,-0.0356687307|-0.125761181|-0.0347223654,0.004531665705144405,0.0013027405366301537,0.00128092709928751,0.0019187293946743011
100,5.050000000000001,-0.3524261848298825,0.40130236744880676,0.18291078507900238,0.16867829859256744,0.3512246012687683,0.35,2,0,0,0,0,,,nan,0,1.0543248653411865,0.4878098964691162,6.232595443725586,0.8204597234725952,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.49295523885205345,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.0081619553070631e-08,valid,0.0023042055970892983,0.269528654|0.0168063357|0.0023042056|0.136939573|0.12430985|0.12730984,0.419528654|0.166806336|0.152304206|0.286939573|0.27430985|0.27730984,0.389528654|0.136806336|0.122304206|0.256939573|0.24430985|0.24730984,0.15|0.15|0.15|0.15|0.15|0.15,0|0.086515501|0.103855016|0.0889909139|0.00271967715|0,-0.0122819725|-0.0769250045|-0.11307185|-0.12993562|-0.1166429|0,1.06583264|0.0768158394|-1.23555795e-08|0.506813586|0.383316176|0.509239359,0.419902116|-0.139874592|0.443138629,-0.0356687307|-0.125761181|-0.0347223654,0.004768745042383671,0.0014562271535396576,0.001434898003935814,0.0018439032137393951
101,5.1000000000000005,-0.3610653543617116,0.40193915367126465,0.17715153098106384,0.16816271841526031,0.3522089123725891,0.35,2,0,0,0,0,,,nan,0,1.037292718887329,0.523875892162323,4.980961799621582,0.8150519728660583,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.48268228547790437,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.0487135382319934e-08,valid,0.0018795765575596313,0.26895461|0.017353212|0.00187957656|0.134873211|0.118608219|0.121608209,0.41895461|0.167353212|0.151879577|0.284873211|0.268608219|0.271608209,0.38895461|0.137353212|0.121879577|0.254873211|0.238608219|0.241608209,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0850247228|0.104391065|0.0923151546|0.00783020659|0,-0.0106725564|-0.0743195383|-0.111909382|-0.130450617|-0.117112444|0,1.06514588|0.0801180323|-1.09030124e-08|0.501357382|0.365150637|0.486432835,0.418118626|-0.146162584|0.441402346,-0.0356687307|-0.125761181|-0.0347223654,0.004700178280472755,0.001560908742249012,0.0011765090748667717,0.0019330838695168495
102,5.15,-0.37022927652347465,0.4024505615234375,0.17207039892673492,0.1677132397890091,0.3531043231487274,0.35,2,0,0,0,0,,,nan,0,1.0190929174423218,0.4758949875831604,2.454324960708618,0.8062934279441833,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.4789539870954315,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.2490657716468512e-08,valid,0.0015396577746420725,0.268461154|0.0179532958|0.00153965777|0.132950304|0.113145285|0.116145285,0.418461154|0.167953296|0.151539658|0.282950304|0.263145285|0.266145285,0.388461154|0.137953296|0.121539658|0.252950304|0.233145285|0.236145285,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0834403963|0.104573075|0.0948992432|0.0126679852|0,-0.00905856482|-0.0717565172|-0.110731717|-0.130897052|-0.117486112|0,1.06478605|0.0834970624|-1.06292492e-08|0.495803406|0.347763014|0.46458114,0.416335136|-0.152450576|0.439666063,-0.0356687307|-0.125761181|-0.0347223654,0.0031424369663000107,0.000841301865875721,0.0009305849671363831,0.0013494156301021576
103,5.2,-0.3796160416110013,0.4028582274913788,0.1676548421382904,0.16731642186641693,0.3539265990257263,0.35,2,0,0,0,0,,,nan,0,0.9992259740829468,0.46415650844573975,3.586477518081665,0.7956163287162781,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.47464352202726395,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,2.8178633926234653e-08,valid,0.0012677505087875518,0.268048497|0.0186005156|0.00126775051|0.131136989|0.107911896|0.110911896,0.418048497|0.168600516|0.151267751|0.281136989|0.257911896|0.260911896,0.388048497|0.138600516|0.121267751|0.251136989|0.227911896|0.230911896,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0819963547|0.104468967|0.0965097588|0.0172464788|0,-0.00744067591|-0.0692275147|-0.109539996|-0.131276771|-0.117762599|0,1.06475331|0.0871709024|-2.70144307e-08|0.489780942|0.331131466|0.443647586,0.414551646|-0.158738568|0.437929779,-0.0356687307|-0.125761181|-0.0347223654,0.0031495606526732445,0.0008556460961699486,0.0009218621999025345,0.001351894810795784
104,5.25,-0.3892671845189079,0.40318453311920166,0.163895845413208,0.16696177423000336,0.35469233989715576,0.35,2,0,0,0,0,,,nan,0,0.9805685877799988,0.4571232199668884,1.4834500551223755,0.7865570187568665,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.4687598950984599,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,9.997338200340433e-10,valid,0.0010504967850051006,0.267716818|0.0193009422|0.00105049679|0.129387786|0.102899924|0.105899914,0.417716818|0.169300942|0.151050497|0.279387786|0.252899924|0.255899914,0.387716818|0.139300942|0.121050497|0.249387786|0.222899924|0.225899914,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0804744884|0.104131981|0.0976858592|0.021589754|0,-0.00581957618|-0.0667145693|-0.108333971|-0.131593273|-0.117942763|0,1.0650477|0.0909636877|-2.9464932e-09|0.483643732|0.315246685|0.423599654,0.412768155|-0.16502656|0.436193496,-0.0356687307|-0.125761181|-0.0347223654,0.002925633452832699,0.0007908651605248451,0.0008423039689660072,0.001273605041205883
105,5.300000000000001,-0.3990824448196498,0.4034441113471985,0.16078010201454163,0.16664080321788788,0.3554121255874634,0.35,2,0,0,0,0,,,nan,0,0.9634230732917786,0.46078455448150635,1.5521851778030396,0.7787750959396362,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.4653257825632434,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,1.8590740841727127e-08,valid,0.0008770953128066916,0.267466259|0.0200502168|0.000877095313|0.127683952|0.0981023147|0.101102315,0.417466259|0.170050217|0.150877095|0.277683952|0.248102315|0.251102315,0.387466259|0.140050217|0.120877095|0.247683952|0.218102315|0.221102315,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0789248813|0.103606883|0.0984532712|0.0257263594|0,-0.00419595901|-0.0642145127|-0.107115266|-0.131847198|-0.118026821|0,1.06566908|0.0949112358|-2.11589789e-09|0.477341882|0.300108797|0.404409259,0.410984665|-0.171314552|0.434457213,-0.0356687307|-0.125761181|-0.0347223654,0.0029662074521183968,0.0008602850139141083,0.000818776898086071,0.0012681279331445694
106,5.3500000000000005,-0.4090568396488972,0.4036500155925751,0.15829505026340485,0.16634659469127655,0.3560956120491028,0.35,2,0,0,0,0,,,nan,0,0.9449328184127808,0.48072549700737,1.5767426490783691,0.769012987613678,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.46396408941961764,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,8.656442743171233e-09,valid,0.0007389592633502418,0.26729693|0.0208465075|0.000738959263|0.126008523|0.0935134275|0.096513396,0.41729693|0.170846507|0.150738959|0.276008523|0.243513427|0.246513396,0.38729693|0.140846507|0.120738959|0.246008523|0.213513427|0.216513396,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0774726058|0.10292922|0.0986892315|0.0296576221|0,-0.00257052337|-0.0617234734|-0.105885063|-0.13203943|-0.11801515|0,1.0666172|0.0991351622|-5.85383775e-09|0.470683894|0.285696182|0.386053584,0.409201175|-0.177602544|0.432720929,-0.0356687307|-0.125761181|-0.0347223654,0.004832168109714985,0.0014771101996302605,0.0014603892341256142,0.0018621627241373062
107,5.4,-0.41912168462074767,0.4038168787956238,0.1564253866672516,0.1660735160112381,0.35675376653671265,0.35,2,0,0,0,0,,,nan,0,0.9267759323120117,0.45768293738365173,0.9775741696357727,0.7596777081489563,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.46267098598637085,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.2109557842587826e-08,valid,0.0006290704216355969,0.267208903|0.0216945616|0.000629070422|0.124337697|0.0891276468|0.0921276259,0.417208903|0.171694562|0.15062907|0.274337697|0.239127647|0.242127626,0.387208903|0.141694562|0.12062907|0.244337697|0.209127647|0.212127626,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0759058242|0.102127494|0.0988238822|0.0333604719|0,-0.000943971912|-0.0592323696|-0.104643783|-0.132171645|-0.117907274|0,1.06789164|0.103451701|-7.02977175e-09|0.464003027|0.271963785|0.368510504,0.407417685|-0.183890536|0.430984646,-0.0356687307|-0.125761181|-0.0347223654,0.004509666934609413,0.0013156179338693619,0.0012096716091036797,0.0019541066139936447
108,5.45,-0.4291259396658913,0.4039478003978729,0.1551484316587448,0.16581736505031586,0.3573879599571228,0.35,2,0,0,0,0,,,nan,0,0.9065899848937988,0.461061030626297,1.9954290390014648,0.747833251953125,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.4619357455535705,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.4046489790753292e-08,valid,0.0005414858447040094,0.267195049|0.0225885273|0.000541485845|0.122669018|0.0849384758|0.0879384704,0.417195049|0.172588527|0.150541486|0.272669018|0.234938476|0.23793847,0.387195049|0.142588527|0.120541486|0.242669018|0.204938476|0.20793847,0.129010424|0.15|0.15|0.15|0.15|0.15,0|0.074385131|0.101227063|0.098649988|0.0367961889|0,1.69875601e-18|-0.0567442079|-0.103393019|-0.132243725|-0.117702657|0,1.0687802|0.107995032|-1.3019873e-08|0.457082333|0.258847436|0.351753882,0.405634195|-0.190178528|0.429248363,-0.0356687307|-0.125761181|-0.0347223654,0.004760044626891613,0.0013962266966700554,0.0014176610857248306,0.0019140690565109253
109,5.5,-0.43890469564284396,0.4040520191192627,0.15443351864814758,0.1655745655298233,0.3580052852630615,0.35,2,0,0,0,0,,,nan,0,0.8855782747268677,0.465696781873703,0.7181400656700134,0.7351229786872864,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.4561223262488943,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.4556530134046675e-08,valid,0.00047198271795320657,0.267194888|0.0235307682|0.000471982718|0.120990335|0.0809358174|0.0839358174,0.417194888|0.173530768|0.150471983|0.270990335|0.230935817|0.233935817,0.387194888|0.143530768|0.120471983|0.240990335|0.200935817|0.203935817,0.0790104663|0.15|0.15|0.15|0.15|0.15,0|0.0728714826|0.100245379|0.0982760687|0.0399888854|0,7.32178588e-18|-0.054255036|-0.102133328|-0.132256739|-0.117400754|0,1.06877955|0.11273952|-1.73785913e-08|0.449980671|0.246331401|0.33574327,0.403850704|-0.19646652|0.427512079,-0.0356687307|-0.125761181|-0.0347223654,0.004927375353872776,0.0014901887625455856,0.001409001648426056,0.0019951770082116127
110,5.550000000000001,-0.44835167528904896,0.4041318893432617,0.15424522757530212,0.1653422862291336,0.3586072623729706,0.35,2,0,0,0,0,,,nan,0,0.8644948601722717,0.5083777904510498,2.310622453689575,0.7219492793083191,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.4534508180888759,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.406198774089873e-08,valid,0.00041689367769512375,0.267194726|0.0245217174|0.000416893678|0.119294471|0.077111851|0.080111851,0.417194726|0.174521717|0.150416894|0.269294471|0.227111851|0.230111851,0.387194726|0.144521717|0.120416894|0.239294471|0.197111851|0.200111851,0.0290105098|0.15|0.15|0.15|0.15|0.15,0|0.0716237009|0.0991978743|0.0973315135|0.0430095348|0,-1.49763118e-18|-0.0517634596|-0.100865466|-0.132211469|-0.117001957|0,1.06877891|0.117947111|-1.70070537e-08|0.44229793|0.234454982|0.320447404,0.402067214|-0.202754512|0.425775796,-0.0356687307|-0.125761181|-0.0347223654,0.004874165169894695,0.0014291927218437195,0.0012678448110818863,0.002147374674677849
111,5.6000000000000005,-0.45744574651281283,0.404194712638855,0.15454846620559692,0.16511832177639008,0.35919949412345886,0.35,2,0,0,0,0,,,nan,0,0.8495312333106995,0.47203513979911804,3.1746408939361572,0.7161250114440918,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.4493352532512955,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.2889193906628904e-08,valid,0.00037343153373994853,0.267201733|0.0255751325|0.000373431534|0.117555903|0.0734626592|0.0764626592,0.417201733|0.175575132|0.150373432|0.267555903|0.223462659|0.226462659,0.387201733|0.145575132|0.120373432|0.237555903|0.193462659|0.196462659,0|0.15|0.15|0.15|0.15|0.15,0|0.0703894953|0.0980954152|0.0962489643|0.0459546267|0,0.000682986588|-0.0492562457|-0.0995891529|-0.132110322|-0.116506965|0,1.06948992|0.12343378|-1.16190884e-08|0.434362256|0.223298299|0.305850637,0.400283724|-0.209042504|0.424039513,-0.0356687307|-0.125761181|-0.0347223654,0.004827831871807575,0.0014336472377181053,0.0014220243319869041,0.0019395984709262848
112,5.65,-0.4661501888614339,0.4042433202266693,0.15530657768249512,0.16490094363689423,0.35978373885154724,0.35,2,0,0,0,0,,,nan,0,0.8341227173805237,0.4538271427154541,2.2216131687164307,0.7098872661590576,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.44762006679201416,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,1.1508652683622778e-08,valid,0.0003391973629862377,0.26727639|0.0266924496|0.000339197363|0.115770487|0.0699896035|0.0729895929,0.41727639|0.17669245|0.150339197|0.265770487|0.219989604|0.222989593,0.38727639|0.14669245|0.120339197|0.235770487|0.189989604|0.192989593,0|0.15|0.15|0.15|0.15|0.15,0|0.0691557167|0.0969485055|0.0950753506|0.0486236688|0,0.00230965453|-0.0467329901|-0.0983053052|-0.13195399|-0.115916731|0,1.07141521|0.129192525|-1.03307603e-08|0.426203309|0.212665352|0.291958372,0.398500234|-0.215330496|0.42230323,-0.0356687307|-0.125761181|-0.0347223654,0.005235177464783192,0.0014784708619117737,0.001441681757569313,0.00228146743029356
113,5.7,-0.47437472685371884,0.404280424118042,0.15647882223129272,0.16468872129917145,0.3603619635105133,0.35,2,0,0,0,0,,,nan,0,0.817627489566803,0.4759962558746338,1.258276343345642,0.7022931575775146,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.44570796196984314,0,3,12,predictive_link_2|workspace_y_lower|workspace_z_lower,predictive_link_2,0,0,1,solved,osqp,9.982122309293295e-09,valid,0.0003123895555854628,0.267432359|0.0278745151|0.000312389556|0.1139365|0.0666828062|0.0696828062,0.417432359|0.177874515|0.15031239|0.2639365|0.216682806|0.219682806,0.387432359|0.147874515|0.12031239|0.2339365|0.186682806|0.189682806,0|0.15|0.15|0.15|0.15|0.15,0|0.0680014651|0.0957652715|0.0937135173|0.0510546939|0,0.00393532164|-0.0441943882|-0.0970148375|-0.131743164|-0.115231355|0,1.07366476|0.135305137|-7.7048269e-09|0.417716355|0.202554563|0.278731225,0.396716744|-0.221618488|0.420566946,-0.0356687307|-0.125761181|-0.0347223654,0.005088730715215206,0.0015109833329916,0.0014506233856081963,0.0020922115072607994
114,5.75,-0.7025934476818363,0.6247242093086243,0.1565946489572525,0.16005440056324005,0.5791811943054199,0.35,2,0,0,0,0,,,nan,0,0.0,16.352548599243164,320.5998229980469,0.6946990489959717,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_compute_budget,0.6946990489959717,1,4,12,predictive_link_2|workspace_x_lower|workspace_y_lower|workspace_z_lower|joint_4_acceleration_upper,workspace_y_lower,80,1,0,maximum iterations reached,active_set,9.855397747893235e-17,valid,0.00029146842934138495,0.267669571|0.0291261803|0.000291468429|0.112047087|0.0635345318|0.0665345318,0.417669571|0.17912618|0.150291468|0.262047087|0.213534532|0.216534532,0.387669571|0.14912618|0.120291468|0.232047087|0.183534532|0.186534532,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.00555928445|-0.0416379186|-0.0957185178|-0.131479041|-0.114451577|0,1.07623757|0.0748668027|-0.0945526441|0.316709306|0.13968655|0.266138127,0.394933254|-0.22790648|0.418830663,-0.0356687307|-0.125761181|-0.0347223654,0.19315077643841505,0.0013603689149022102,0.0011605201289057732,0.19059779681265354
115,5.800000000000001,-0.7041313583816806,0.6550875902175903,0.1565946489572525,0.1552567332983017,0.6077837944030762,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,327.0509948730469,0.37807801365852356,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.37807801254124934,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.0043117128879866795,0.267987924|0.027231371|-0.00431171289|0.105655023|0.0579774706|0.0609774706,0.417987924|0.177231371|0.145688287|0.255655023|0.207977471|0.210977471,0.387987924|0.147231371|0.115688287|0.225655023|0.177977471|0.180977471,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.00718084357|-0.0389464496|-0.0954973134|-0.131347712|-0.113656812|0,1.07913254|0.0699790343|-0.112744165|0.29127238|0.118253071|0.243909883,0.393149763|-0.234194472|0.41709438,-0.0356687307|-0.125761181|-0.0347223654,0.004184911958873272,0.0012212274596095085,0.0011690538376569748,0.001765466295182705
116,5.8500000000000005,-0.7315823967422763,0.682538628578186,0.1565946489572525,0.15046782791614532,0.6334151029586792,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.3373991549015045,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.33739914723288905,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.009081687378952291,0.268387281|0.0253526838|-0.00908168738|0.0990911752|0.0523158562|0.0553158453,0.418387281|0.175352684|0.140918313|0.249091175|0.202315856|0.205315845,0.388387281|0.145352684|0.110918313|0.219091175|0.172315856|0.175315845,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.00879930445|-0.036190555|-0.0952976243|-0.131203403|-0.112796701|0,1.08234843|0.0652201803|-0.131624374|0.265161298|0.0964667234|0.221263381,0.391366273|-0.240482464|0.415358096,-0.0356687307|-0.125761181|-0.0347223654,0.004042221233248711,0.0011637769639492035,0.0011353585869073868,0.0017138691619038582
117,5.9,-0.7602232034172336,0.7111794352531433,0.1565946489572525,0.14568807184696198,0.6601767539978027,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.33818790316581726,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.33818789972726454,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.013841402833904143,0.268867469|0.0236130373|-0.0138414028|0.0925347401|0.0466984073|0.0496983964,0.418867469|0.173613037|0.136158597|0.24253474|0.196698407|0.199698396,0.388867469|0.143613037|0.106158597|0.21253474|0.166698407|0.169698396,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0104139794|-0.0333852432|-0.0950867769|-0.131051078|-0.111889179|0,1.08588385|0.0610669061|-0.150452388|0.239087882|0.0749044505|0.198793585,0.389582783|-0.246770456|0.413621813,-0.0356687307|-0.125761181|-0.0347223654,0.004140285775065422,0.0012404108420014381,0.001172439195215702,0.0016988534480333328
118,5.95,-0.7901051576103488,0.7410613894462585,0.1565946489572525,0.1409180611371994,0.6881186366081238,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.34012570977211,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3401256987942557,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.018590313911806294,0.269428315|0.0220148367|-0.0185903139|0.0859860713|0.0411275391|0.044127528,0.419428315|0.172014837|0.131409686|0.235986071|0.191127539|0.194127528,0.389428315|0.142014837|0.101409686|0.205986071|0.161127539|0.164127528,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0120242047|-0.0305332607|-0.0948639464|-0.13089014|-0.110931102|0,1.08973746|0.0575260863|-0.169225202|0.213054146|0.0535790542|0.176510112,0.387799293|-0.253058523|0.41188553,-0.0356687307|-0.125761181|-0.0347223654,0.004240231588482857,0.0012947292998433113,0.0011720499023795128,0.0017431797459721565
119,6.0,-0.8212820227112094,0.7722382545471191,0.1565946489572525,0.13615821301937103,0.7172946929931641,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.3442820608615875,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3442820697764213,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.023327811952367578,0.270069596|0.0205603447|-0.023327812|0.0794455912|0.0356058461|0.0386058349,0.420069596|0.170560345|0.126672188|0.229445591|0.185605846|0.188605835,0.390069596|0.140560345|0.096672188|0.199445591|0.155605846|0.158605835,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.013629316|-0.0276376688|-0.0946282366|-0.130719935|-0.109919123|0,1.0939077|0.0546037101|-0.187939484|0.18706243|0.0325042618|0.15442334,0.386015803|-0.259346694|0.410149246,-0.0356687307|-0.125761181|-0.0347223654,0.004176625981926918,0.0012310212478041649,0.00119081512093544,0.001725485548377037
120,6.050000000000001,-0.842152171846799,0.7931084036827087,0.1565946489572525,0.13140927255153656,0.7477596998214722,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.35062387585639954,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3506238807054663,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.028053183152628253,0.270790992|0.0192516554|-0.0280531832|0.0729138672|0.0301361729|0.0331361616,0.420790992|0.169251655|0.121946817|0.222913867|0.180136173|0.183136162,0.390790992|0.139251655|0.0919468168|0.192913867|0.150136173|0.153136162,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0152286315|-0.0247018743|-0.0943786795|-0.130539759|-0.108849692|0,1.0983926|0.0523047472|-0.206591412|0.161115709|0.0116949995|0.132544646,0.384232312|-0.265634865|0.408412963,-0.0356687307|-0.125761181|-0.0347223654,0.004171757027506828,0.0012601818889379501,0.001172587275505066,0.0017099492251873016
121,6.1000000000000005,-0.8556573326553623,0.806613564491272,0.1565946489572525,0.12667177617549896,0.7795732021331787,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.35460931062698364,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.35460929687187764,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.03276570892110578,0.271592197|0.018090689|-0.0327657089|0.0663914168|0.0247214862|0.0277214747,0.421592197|0.168090689|0.117234291|0.216391417|0.174721486|0.177721475,0.391592197|0.138090689|0.0872342911|0.186391417|0.144721486|0.147721475,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0168215042|-0.0217295156|-0.0941142096|-0.130348833|-0.107719003|0,1.10319029|0.0506332404|-0.225177045|0.135216834|-0.00883305846|0.110885899,0.382448822|-0.271923035|0.40667668,-0.0356687307|-0.125761181|-0.0347223654,0.004201676696538925,0.001247216947376728,0.0011852877214550972,0.00174008309841156
122,6.15,-0.8698855574096958,0.8208417892456055,0.1565946489572525,0.12194638699293137,0.8127972483634949,0.35,2,0,0,0,0,,,nan,0,0.0,0.0,0.0,0.3545520007610321,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.35455199903228174,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.03746461494570816,0.272472874|0.0170791776|-0.0374646149|0.0598787987|0.0193649493|0.0223649377,0.422472874|0.167079178|0.112535385|0.209878799|0.169364949|0.172364938,0.392472874|0.137079178|0.0825353851|0.179878799|0.139364949|0.142364938,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0184073001|-0.018724489|-0.0938336618|-0.130146301|-0.106522999|0,1.1082988|0.0495922212|-0.243692122|0.109368894|-0.029063202|0.0894597507,0.380665332|-0.278211206|0.404940397,-0.0356687307|-0.125761181|-0.0347223654,0.004280551336705685,0.0013297386467456818,0.0012284563854336739,0.0016912659630179405
123,6.2,-3.87593358111041,3.8268898129463196,0.1565946489572525,0.11723386496305466,0.8268898129463196,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.35480886697769165,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.35480885704251197,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.042149065928379026,0.273432653|0.016218652|-0.0421490659|0.0533766163|0.0140699348|0.0170699231,0.423432653|0.166218652|0.107850934|0.203376616|0.164069935|0.167069923,0.393432653|0.136218652|0.0778509341|0.173376616|0.134069935|0.137069923,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0199854001|-0.0156909273|-0.0935357599|-0.129931224|-0.105257363|0,1.11371601|0.0491836809|-0.262132024|0.0835752411|-0.0489776241|0.0682796922,0.378881842|-0.284499377|0.403204113,-0.0356687307|-0.125761181|-0.0347223654,0.0041817836463451385,0.001279326155781746,0.001166761852800846,0.0017081890255212784
