step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
50,2.5500000000000003,-0.4225400465727265,0.27016758918762207,0.14370983839035034,0.25450399518013,0.24813811480998993,0.35,1,0,0,0,0,,,nan,0,0.6849705576896667,0.27090907096862793,0.8292853236198425,0.7045261859893799,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.16466876661692803,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,7.288246685324337e-07,valid,0.09331418455429,0.121040444|0.0933141846|0.172538907|0.341309365|0.318383573|0.321383544,0.271040444|0.243314185|0.322538907|0.491309365|0.468383573|0.471383544,0.241040444|0.213314185|0.292538907|0.461309365|0.438383573|0.441383544,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0199663943|0.0388034035|0.0879704265|0.111191454|0,-0.0630485916|-0.101305845|-0.119333382|-0.151840263|-0.145602817|0,0.421113183|0.291917288|0.609625649|1.30136762|1.23912293|1.28553418,0.281099021|0.23338978|0.308238178,0.0124797234|-0.151803002|0.0100211231,0.004521227441728115,0.0014834115281701088,0.0014824261888861656,0.001523100771009922
51,2.6,-0.43691080020098794,0.2770712375640869,0.1500864177942276,0.25031524896621704,0.2546645998954773,0.35,1,0,0,0,0,,,nan,0,0.6788949966430664,0.30442988872528076,1.6137685775756836,0.6979340314865112,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.16171664868781663,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,7.069663820542978e-07,valid,0.0892920623042828,0.117946574|0.0892920623|0.168540909|0.338099331|0.316647835|0.319647835,0.267946574|0.239292062|0.318540909|0.488099331|0.466647835|0.469647835,0.237946574|0.209292062|0.288540909|0.458099331|0.436647835|0.439647835,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0199622858|0.0384856406|0.087054584|0.111555138|0,-0.0606997474|-0.0995849042|-0.118031471|-0.151821505|-0.145653678|0,0.411086549|0.277545631|0.594617805|1.2876304|1.2324928|1.27859134,0.281723082|0.225799665|0.308739215,0.0124797234|-0.151803002|0.0100211231,0.0047447821125388145,0.0014284569770097733,0.001250600442290306,0.002034108154475689
52,2.6500000000000004,-0.451259773369757,0.28391459584236145,0.15665608644485474,0.2462100386619568,0.2611605226993561,0.35,1,0,0,0,0,,,nan,0,0.6713944673538208,0.29804322123527527,1.1601680517196655,0.6897051334381104,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.15766094447565357,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,6.814487714260423e-07,valid,0.08535749534147971,0.114971457|0.0853574953|0.164593837|0.334845977|0.314928615|0.317928615,0.264971457|0.235357495|0.314593837|0.484845977|0.464928615|0.467928615,0.234971457|0.205357495|0.284593837|0.454845977|0.434928615|0.437928615,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0199878981|0.0382224131|0.08625885|0.111778197|0,-0.0582985497|-0.0978075639|-0.116682621|-0.151782499|-0.145692748|0,0.401587279|0.263610316|0.579915139|1.27386026|1.22579991|1.27171446,0.282347143|0.21820955|0.309240252,0.0124797234|-0.151803002|0.0100211231,0.004793557338416576,0.0014689508825540543,0.0014091189950704575,0.001881762407720089
53,2.7,-0.4654824677837496,0.2905346751213074,0.1634078025817871,0.24219650030136108,0.26746729016304016,0.35,1,0,0,0,0,,,nan,0,0.6656055450439453,0.35612228512763977,1.7770748138427734,0.6830386519432068,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.1531053509163219,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,6.549811275530053e-07,valid,0.0815148057419475,0.112117697|0.0815148057|0.160702659|0.331556367|0.313219371|0.316219371,0.262117697|0.231514806|0.310702659|0.481556367|0.463219371|0.466219371,0.232117697|0.201514806|0.280702659|0.451556367|0.433219371|0.436219371,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0201204474|0.0381599239|0.0861080543|0.113041639|0,-0.0558455952|-0.0959719752|-0.115285631|-0.15172253|-0.145719741|0,0.392625193|0.250207695|0.56568493|1.26061099|1.22019938|1.26487748,0.282971203|0.210619435|0.309741288,0.0124797234|-0.151803002|0.0100211231,0.004474149085581303,0.0013834433630108833,0.0013377871364355087,0.0017203157767653465
54,2.75,-0.4789744330900375,0.29689013957977295,0.17029963433742523,0.23828282952308655,0.2735467553138733,0.35,1,0,0,0,0,,,nan,0,0.6648635268211365,0.5233640670776367,4.364996910095215,0.6811795234680176,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.14794619868488834,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,6.271855160560821e-07,valid,0.07777232971893625,0.109387863|0.0777723297|0.156879921|0.328263777|0.311572612|0.314572612,0.259387863|0.22777233|0.306879921|0.478263777|0.461572612|0.464572612,0.229387863|0.19777233|0.276879921|0.448263777|0.431572612|0.434572612,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0203464634|0.0382701728|0.0867596914|0.116227353|0,-0.0533416573|-0.0940773516|-0.113843665|-0.15164099|-0.145735092|0,0.384209794|0.237358431|0.551946194|1.24817381|1.21678271|1.25829045,0.283595264|0.20302932|0.310242325,0.0124797234|-0.151803002|0.0100211231,0.003560522571206093,0.0013842284679412842,0.0008021565154194832,0.0013414351269602776
55,2.8000000000000003,-0.49251768977410393,0.303020715713501,0.17733192443847656,0.23447412252426147,0.2794423997402191,0.35,1,0,0,0,0,,,nan,0,0.6669914722442627,0.47465136647224426,1.4721524715423584,0.6826854944229126,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.14525994850849533,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,6.104366053008049e-07,valid,0.07413769616986257,0.10678448|0.0741376962|0.153136394|0.325009588|0.310085116|0.313085112,0.25678448|0.224137696|0.303136394|0.475009588|0.460085116|0.463085112,0.22678448|0.194137696|0.273136394|0.445009588|0.430085116|0.433085112,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0206211828|0.0384672414|0.087586637|0.119383053|0,-0.0507876947|-0.0921277514|-0.112368054|-0.151537912|-0.145739435|0,0.376350227|0.225044216|0.538644762|1.23608707|1.21398408|1.25234045,0.284219325|0.195439205|0.310743362,0.0124797234|-0.151803002|0.0100211231,0.004432499408721924,0.00155539158731699,0.0013788314536213875,0.0014647673815488815
56,2.85,-0.5061828972468175,0.30950862169265747,0.18447646498680115,0.23075762391090393,0.2857379615306854,0.35,1,0,0,0,0,,,nan,0,0.6686549782752991,0.30681291222572327,4.7889933586120605,0.6844931840896606,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.1460783501059042,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,6.079328253192837e-07,valid,0.07061608613503731,0.104310022|0.0706160861|0.149478033|0.321803669|0.308755872|0.311755872,0.254310022|0.220616086|0.299478033|0.471803669|0.458755872|0.461755872,0.224310022|0.190616086|0.269478033|0.441803669|0.428755872|0.431755872,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0206032456|0.0381184102|0.0862736279|0.119500826|0,-0.0481848567|-0.0901233204|-0.110860671|-0.151412764|-0.145732792|0,0.369055233|0.21294427|0.52516987|1.22207554|1.20879152|1.24702349,0.284843385|0.18784909|0.311244398,0.0124797234|-0.151803002|0.0100211231,0.003355329856276512,0.0009468570351600647,0.0009769899770617485,0.0014032376930117607
57,2.9000000000000004,-0.5209703944785753,0.3153432011604309,0.19181199371814728,0.2271496057510376,0.2914303243160248,0.35,1,0,0,0,0,,,nan,0,0.6675641536712646,0.19985708594322205,3.567448139190674,0.6831100583076477,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.14455112344058807,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,5.969729785981412e-07,valid,0.06719556898076226,0.101966901|0.067195569|0.145879306|0.318539931|0.3074335|0.310433467,0.251966901|0.217195569|0.295879306|0.468539931|0.4574335|0.460433467,0.221966901|0.187195569|0.265879306|0.438539931|0.4274335|0.430433467,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0208650735|0.0382832372|0.0862533643|0.12012633|0,-0.0455344887|-0.0880571729|-0.109299756|-0.151263843|-0.145712416|0,0.362333114|0.201590177|0.512500707|1.20914925|1.20414791|1.24173387,0.285467446|0.180258974|0.311745435,0.0124797234|-0.151803002|0.0100211231,0.0035978443920612335,0.0010131504386663437,0.0010584844276309013,0.0015042992308735847
58,2.95,-0.5354957117842472,0.3205558955669403,0.19933731853961945,0.22366303205490112,0.2965548634529114,0.35,1,0,0,0,0,,,nan,0,0.6699848175048828,0.36381736397743225,4.008070945739746,0.684620201587677,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.14041475824815422,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,5.770859048031055e-07,valid,0.06389331986254246,0.0997574538|0.0638933199|0.142367517|0.315284071|0.306143802|0.309143802,0.249757454|0.21389332|0.292367517|0.465284071|0.456143802|0.459143802,0.219757454|0.18389332|0.262367517|0.435284071|0.426143802|0.429143802,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0213052846|0.0389579341|0.0875662276|0.122847451|0,-0.0428381363|-0.0859240492|-0.107918424|-0.151088981|-0.14567879|0,0.356191679|0.190954515|0.500509576|1.19761353|1.20174387|1.23657521,0.286091506|0.172668859|0.312246472,0.0124797234|-0.151803002|0.0100211231,0.003629228100180626,0.0011655492708086967,0.0010348446667194366,0.0014028232544660568
59,3.0,-0.5506832628158784,0.3248898386955261,0.20711392164230347,0.220314621925354,0.3008604943752289,0.35,1,0,0,0,0,,,nan,0,0.6783010363578796,0.4713299870491028,2.880366325378418,0.6918851137161255,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.1360074134664215,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,5.574319228152103e-07,valid,0.060721612461095725,0.0976839376|0.0607216125|0.138959548|0.31210418|0.304992179|0.307992153,0.247683938|0.210721612|0.288959548|0.46210418|0.454992179|0.457992153,0.217683938|0.180721612|0.258959548|0.43210418|0.424992179|0.427992153,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0220177045|0.0401654878|0.090222532|0.127598545|0,-0.040097546|-0.0837296929|-0.106547986|-0.150888111|-0.145632856|0,0.350638205|0.181174461|0.489455695|1.18775114|1.20193441|1.23196861,0.286715567|0.165078744|0.312747508,0.0124797234|-0.151803002|0.0100211231,0.0030823033303022385,0.0008883504197001457,0.0008582090958952904,0.001313566230237484
60,3.0500000000000003,-0.5648261442521806,0.3294551968574524,0.21505065262317657,0.2170897126197815,0.30545616149902344,0.35,1,0,0,0,0,,,nan,0,0.685644805431366,0.40278223156929016,2.619504451751709,0.6998101472854614,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.13141272639483284,0,2,12,workspace_y_lower|workspace_z_lower,workspace_y_lower,6,0,0,inaccurate_solution,,1.260563875504772e-10,valid,0.057697161158454885,0.0957485162|0.0576971612|0.135681989|0.309068668|0.304080496|0.307080496,0.245748516|0.207697161|0.285681989|0.459068668|0.454080496|0.457080496,0.215748516|0.177697161|0.255681989|0.429068668|0.424080496|0.427080496,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0223723211|0.0407107173|0.0910086079|0.129934343|0,-0.0373146674|-0.0814743104|-0.105139164|-0.150659187|-0.145575871|0,0.345679397|0.171686655|0.478299509|1.17662409|1.20068046|1.22832199,0.287339628|0.157488629|0.313248545,0.0124797234|-0.151803002|0.0100211231,0.0033342596143484116,0.0008401013910770416,0.0008811438456177711,0.0015935348346829414
61,3.1,-0.5634591469739366,0.3433508574962616,0.22180411219596863,0.21375179290771484,0.3193869888782501,0.35,1,0,0,0,0,,,nan,0,0.6613777875900269,1.2324316501617432,26.79026222229004,0.7018710374832153,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.14671526594371115,0,2,12,workspace_y_lower|workspace_z_lower,workspace_y_lower,7,0,0,inaccurate_solution,,4.638288364500198e-11,valid,0.054804990704163864,0.0939532519|0.0548049907|0.132503364|0.306085563|0.303288761|0.306288761,0.243953252|0.204804991|0.282503364|0.456085563|0.453288761|0.456288761,0.213953252|0.174804991|0.252503364|0.426085563|0.423288761|0.426288761,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0178812571|0.0324076491|0.0679747421|0.104408897|0,-0.0344916507|-0.0791601711|-0.103709574|-0.150402342|-0.145504599|0,0.341321357|0.157941049|0.458711532|1.14191465|1.17205934|1.22515504,0.287963688|0.149898514|0.313749582,0.0124797234|-0.151803002|0.0100211231,0.003203459084033966,0.0008005211129784584,0.0008086655288934708,0.0015746289864182472
62,3.1500000000000004,-0.5766175080531519,0.352932333946228,0.2284192591905594,0.2104213833808899,0.32906806468963623,0.35,1,0,0,0,0,,,nan,0,0.623924732208252,1.6180613040924072,28.063447952270508,0.6812157034873962,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.18987138736257037,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,6.944085900913166e-09,valid,0.051804519456096126,0.0923000926|0.0518045195|0.128978672|0.301966488|0.301227895|0.304227895,0.242300093|0.201804519|0.278978672|0.451966488|0.451227895|0.454227895,0.212300093|0.171804519|0.248978672|0.421966488|0.421227895|0.424227895,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0160233092|0.0289503279|0.0537567368|0.0826706694|0,-0.0316308428|-0.076807848|-0.102501606|-0.150142523|-0.145394978|0,0.337569527|0.146433539|0.442363411|1.11148017|1.14218727|1.21691158,0.288587749|0.142308399|0.314250618,0.0124797234|-0.151803002|0.0100211231,0.0035654278472065926,0.0008316580206155777,0.0008655544370412827,0.0018376363441348076
63,3.2,-0.5871209424915267,0.3622255325317383,0.23478025197982788,0.20711275935173035,0.338528573513031,0.35,1,0,0,0,0,,,nan,0,0.594961941242218,1.240992784500122,11.805718421936035,0.6701217293739319,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.22344706792645366,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,8.087046700485864e-09,valid,0.048831891102303654,0.0907908657|0.0488318911|0.125340663|0.297150199|0.298087928|0.301087928,0.240790866|0.198831891|0.275340663|0.447150199|0.448087928|0.451087928,0.210790866|0.168831891|0.245340663|0.417150199|0.418087928|0.421087928,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0142666432|0.025665265|0.0416414483|0.0658667312|0,-0.0287347837|-0.0743090958|-0.101315935|-0.149844032|-0.145243872|0,0.334428679|0.135285112|0.425711981|1.08039821|1.11297457|1.20435171,0.28921181|0.134718284|0.314751655,0.0124797234|-0.151803002|0.0100211231,0.00369223952293396,0.0010372577235102654,0.0009058471769094467,0.0017256466671824455
64,3.25,-0.5888158805002034,0.3721866309642792,0.2403896003961563,0.20381921529769897,0.34870386123657227,0.35,1,0,0,0,0,,,nan,0,0.5580158829689026,0.9309032559394836,17.1043701171875,0.6458427906036377,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.23611372570007197,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,7.865605001198574e-09,valid,0.04589960163090265,0.0894272664|0.0458996016|0.12159611|0.291744034|0.294116981|0.297116981,0.239427266|0.195899602|0.27159611|0.441744034|0.444116981|0.447116981,0.209427266|0.165899602|0.24159611|0.411744034|0.414116981|0.417116981,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0120614306|0.0216032306|0.0316196103|0.0532619829|0,-0.025806197|-0.0716778479|-0.100162551|-0.149511503|-0.145053763|0,0.331902868|0.123981989|0.40782512|1.04908424|1.08467614|1.18846792,0.28983587|0.127128169|0.315252692,0.0124797234|-0.151803002|0.0100211231,0.003202502615749836,0.0008517848327755928,0.0009332448244094849,0.0013941871002316475
65,3.3000000000000003,-0.5885747152658969,0.38206779956817627,0.24517713487148285,0.20055046677589417,0.35884466767311096,0.35,1,0,0,0,0,,,nan,0,0.5125681161880493,1.0374979972839355,7.0352349281311035,0.6115473508834839,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.2525297013390511,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,7.761454432929013e-09,valid,0.042990667261610854,0.0882108488|0.0429906673|0.117703499|0.285855338|0.289528037|0.292528036,0.238210849|0.192990667|0.267703499|0.435855338|0.439528037|0.442528036,0.208210849|0.162990667|0.237703499|0.405855338|0.409528037|0.412528036,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00995138341|0.0176865318|0.0231516517|0.0432781297|0,-0.0228479817|-0.0689891174|-0.099121295|-0.149173776|-0.144835912|0,0.329995413|0.112924935|0.389379231|1.01739923|1.05655436|1.17011214,0.290459931|0.119538054|0.315753728,0.0124797234|-0.151803002|0.0100211231,0.0043796272948384285,0.0014734743162989616,0.0014141257852315903,0.0014596255496144295
66,3.35,-0.5928400349905862,0.3905494213104248,0.2494918704032898,0.1973426342010498,0.36765211820602417,0.35,1,0,0,0,0,,,nan,0,0.46929243206977844,1.1532013416290283,8.951454162597656,0.5754279494285583,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.2655607113276335,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,8.178660303040722e-09,valid,0.040112210054867065,0.0871430188|0.0401122101|0.113663898|0.279561692|0.284453242|0.287453242,0.237143019|0.19011221|0.263663898|0.429561692|0.434453242|0.437453242,0.207143019|0.16011221|0.233663898|0.399561692|0.404453242|0.407453242,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00861023007|0.0150849401|0.0170688446|0.0350751139|0,-0.0198631998|-0.0662616606|-0.0982058013|-0.148841956|-0.144598198|0,0.328708875|0.10279741|0.371534733|0.986473658|1.02828988|1.14981297,0.291083992|0.111947939|0.316254765,0.0124797234|-0.151803002|0.0100211231,0.004152147099375725,0.0011526597663760185,0.0011799363419413567,0.0017932858318090439
67,3.4000000000000004,-0.6018003392134713,0.39743122458457947,0.25368934869766235,0.1942293345928192,0.3749547600746155,0.35,1,0,0,0,0,,,nan,0,0.44675493240356445,0.989616334438324,11.658621788024902,0.5504626035690308,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.26817235945216955,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,8.689372884640792e-09,valid,0.03730530807975843,0.0862250251|0.0373053081|0.10953797|0.272981493|0.278982423|0.281982394,0.236225025|0.187305308|0.25953797|0.422981493|0.428982423|0.431982394,0.206225025|0.157305308|0.22953797|0.392981493|0.398982423|0.401982394,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00800072096|0.0135716945|0.0114477635|0.0284748303|0,-0.0168550631|-0.0634616846|-0.0973549766|-0.148505557|-0.144338464|0,0.328045038|0.0937602687|0.354368599|0.954868177|1.00006606|1.12792958,0.291708052|0.104357824|0.316755801,0.0124797234|-0.151803002|0.0100211231,0.003281025215983391,0.0010215528309345245,0.0009285593405365944,0.0013080593198537827
68,3.45,-0.6153849604699281,0.4022483825683594,0.2581191956996918,0.1912478804588318,0.38031500577926636,0.35,1,0,0,0,0,,,nan,0,0.45092856884002686,1.2177581787109375,11.83608341217041,0.551085352897644,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.27608040308869525,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,9.578919783238826e-09,valid,0.034611784454658096,0.0854579523|0.0346117845|0.105377941|0.266137984|0.27319612|0.27619612,0.235457952|0.184611784|0.255377941|0.416137984|0.42319612|0.42619612,0.205457952|0.154611784|0.225377941|0.386137984|0.39319612|0.39619612,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00811850572|0.0131895367|0.00733424613|0.0233815704|0,-0.013826917|-0.0605319398|-0.0965062748|-0.148140655|-0.144050281|0,0.328004892|0.0860337038|0.338195026|0.923745526|0.972115768|1.10478448,0.292332113|0.0967677087|0.317256838,0.0124797234|-0.151803002|0.0100211231,0.0036065001040697098,0.0011887522414326668,0.0009187543764710426,0.0014734352007508278
69,3.5,-0.6319070796557953,0.4044092297554016,0.2630614936351776,0.18843874335289001,0.383170485496521,0.35,1,0,0,0,0,,,nan,0,0.48885026574134827,1.1566684246063232,13.727459907531738,0.577996015548706,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.2775658596492335,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,1.0852169514581622e-08,valid,0.03207578534421765,0.0848427146|0.0320757853|0.101241952|0.25910822|0.267171381|0.270171352,0.234842715|0.182075785|0.251241952|0.40910822|0.417171381|0.420171352,0.204842715|0.152075785|0.221241952|0.37910822|0.387171381|0.390171352,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00899421347|0.0139003487|0.0041550235|0.0197843815|0,-0.0107822239|-0.0574258221|-0.0955948417|-0.147726165|-0.143722954|0,0.328588634|0.0798715327|0.323273315|0.892861741|0.944746952|1.08068541,0.292956173|0.0891775936|0.317757875,0.0124797234|-0.151803002|0.0100211231,0.003232397139072418,0.0009524654597043991,0.000922015868127346,0.0013353535905480385
70,3.5500000000000003,-0.6478336829296495,0.4033358097076416,0.26862192153930664,0.18584468960762024,0.3829573690891266,0.35,1,0,0,0,0,,,nan,0,0.521018385887146,0.9731262922286987,10.798487663269043,0.5997385382652283,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.2729128930600617,0,2,12,workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,1.355404971245533e-08,valid,0.02974508889964958,0.0843800506|0.0297450889|0.0971884806|0.25194167|0.26098575|0.26398575,0.234380051|0.179745089|0.247188481|0.40194167|0.41098575|0.41398575,0.204380051|0.149745089|0.217188481|0.37194167|0.38098575|0.38398575,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0105375324|0.0158301434|0.00376549664|0.0176674591|0,-0.00772454416|-0.0540934442|-0.0945620514|-0.147232874|-0.143343214|0,0.329795658|0.0754244438|0.310022014|0.864299301|0.918267245|1.055943,0.293580234|0.0815874785|0.318258911,0.0124797234|-0.151803002|0.0100211231,0.0030829347670078278,0.0009042471647262573,0.0008462090045213699,0.0013108132407069206
71,3.6,-0.6482651206468473,0.4056788682937622,0.2737698554992676,0.1833856999874115,0.3862512409687042,0.35,1,0,0,0,0,,,nan,0,0.5134111642837524,0.48552563786506653,27.085651397705078,0.6167280673980713,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.27232170274178297,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.027663908650020302,0.0840705191|0.0276639087|0.0932854393|0.244782171|0.254715203|0.257715203,0.234070519|0.177663909|0.243285439|0.394782171|0.404715203|0.407715203,0.204070519|0.147663909|0.213285439|0.364782171|0.374715203|0.377715203,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0098267175|0.0142127578|0.00192245395|0.016111049|0,-0.00465751495|-0.0505275311|-0.0933699695|-0.14664172|-0.142899168|0,0.331624561|0.069954821|0.293984545|0.834409418|0.892072695|1.03086081,0.294204295|0.0739973634|0.318759948,0.0124797234|-0.151803002|0.0100211231,0.003085838630795479,0.000837261788547039,0.0008525187149643898,0.001375654712319374
72,3.6500000000000004,-0.640604968210171,0.4113355875015259,0.2779150605201721,0.18099573254585266,0.39290234446525574,0.35,1,0,0,0,0,,,nan,0,0.5115721821784973,1.3495502471923828,18.131895065307617,0.6347674131393433,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.2893490227407375,0,3,12,workspace_x_lower|workspace_y_lower|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,3.7491406912164293e-08,valid,0.025727949086201102,0.0839144952|0.0257279491|0.0893612774|0.237562296|0.248391194|0.251391194,0.233914495|0.175727949|0.239361277|0.387562296|0.398391194|0.401391194,0.203914495|0.145727949|0.209361277|0.357562296|0.368391194|0.371391194,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00750214873|0.00978169145|-0.0028113991|0.0141688099|0,-0.00158483064|-0.0468991417|-0.0922187408|-0.146033215|-0.14242735|0,0.33407315|0.0635148034|0.27500806|0.80140457|0.865306235|1.00556477,0.294828355|0.0664072484|0.319260985,0.0124797234|-0.151803002|0.0100211231,0.0041318051517009735,0.0014985771849751472,0.0011196071282029152,0.0014889780431985855
73,3.7,-0.6345681097775403,0.41618552803993225,0.2812485098838806,0.17868474125862122,0.39879968762397766,0.35,1,0,0,0,0,,,nan,0,0.5318362712860107,1.3380753993988037,7.520332336425781,0.6600207090377808,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.31392122304049175,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,1.6562679901448857e-07,valid,0.02385762127493954,0.0838941199|0.0238576213|0.0852700522|0.230136968|0.241995435|0.244995433,0.23389412|0.173857621|0.235270052|0.380136968|0.391995435|0.394995433,0.20389412|0.143857621|0.205270052|0.350136968|0.361995435|0.364995433,0.125772888|0.15|0.15|0.15|0.15|0.15,0|0.00547476672|0.00566508714|-0.00774037015|0.0121891681|0,4.46534646e-18|-0.0433022867|-0.09124302|-0.145467834|-0.141960295|0,0.33557648|0.0576029651|0.255502276|0.767339669|0.838210613|0.979981733,0.295452416|0.058817111|0.319762021,0.0124797234|-0.151803002|0.0100211231,0.0030713044106960297,0.0008635278791189194,0.0008355388417840004,0.00135097187012434
74,3.75,-0.6290203545718421,0.4194847345352173,0.28392642736434937,0.1764737069606781,0.40320417284965515,0.35,1,0,0,0,0,,,nan,0,0.5321675539016724,1.0230985879898071,14.058426856994629,0.6629027128219604,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.3316792608385034,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,1.8549184190377876e-07,valid,0.022066179853807627,0.083894165|0.0220661799|0.08101776|0.222493323|0.235525614|0.238525614,0.233894165|0.17206618|0.23101776|0.372493323|0.385525614|0.388525614,0.203894165|0.14206618|0.20101776|0.342493323|0.355525614|0.358525614,0.0757727926|0.15|0.15|0.15|0.15|0.15,0|0.00390593735|0.00242442207|-0.0112071785|0.0103213527|0,-6.54776941e-19|-0.0397137303|-0.0904178479|-0.144942308|-0.141498044|0,0.33557666|0.0524569265|0.236077614|0.733823805|0.810925765|0.954102457,0.296076477|0.0512269512|0.320263058,0.0124797234|-0.151803002|0.0100211231,0.0038775401189923286,0.0009840745478868484,0.0012945132330060005,0.0015760129317641258
