step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.3781905032704413,0.2611970901489258,0.37098512053489685,0.26941388845443726,0.23115459084510803,0.35,5,0,0,0,0.4414907693862915,8.829814910888672,176.59629821777344,0.5056818723678589,1.0,0.13142441404502275,0,0,0,0.0,filtered,0.0712108776396631,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.13142441404502275,0.002779383212327957
1,0.1,-0.16156116297694553,0.21490640938282013,0.353834867477417,0.26625099778175354,0.18425938487052917,0.35,5,0,0,0,0.712000846862793,7.04349422454834,144.7408905029297,0.7120004892349243,1.0,0.12666888778992452,0,0,0,0.0,filtered,7.520207455914014e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12666888778992452,0.00263091828674078
2,0.15000000000000002,-0.04039134423382115,0.19851359724998474,0.33266976475715637,0.2649856507778168,0.16790413856506348,0.35,5,0,0,0,0.7993627786636353,3.887481212615967,147.30865478515625,0.7993627786636353,1.0,0.12363897978683158,0,0,0,0.0,passthrough,8.855052010426169e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12363897978683158,0.0021260594949126244
3,0.2,0.03147644433491842,0.19387662410736084,0.3094184100627899,0.2653162479400635,0.16389037668704987,0.35,5,0,0,0,0.831651508808136,4.113162994384766,48.87635040283203,0.831651508808136,1.0,0.12261504769370729,0,0,0,0.0,filtered,7.365205251241104e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12261504769370729,0.0027737803757190704
4,0.25,0.07799376080780773,0.19338466227054596,0.285258948802948,0.2651524543762207,0.16409382224082947,0.35,5,0,0,0,0.835628867149353,2.732295274734497,122.7932357788086,0.835628867149353,1.0,0.12330654318457113,0,0,0,0.0,passthrough,7.272481832517486e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12330654318457113,0.002264423295855522
5,0.30000000000000004,0.1082791789497014,0.19125866889953613,0.26102232933044434,0.2659798264503479,0.1630689650774002,0.35,5,0,0,0,0.8601750731468201,2.1353919506073,34.679588317871094,0.8601750731468201,1.0,0.12363692031831586,0,0,0,0.0,filtered,3.293348247277931e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12363692031831586,0.002690637484192848
6,0.35000000000000003,0.1414063463693746,0.18546698987483978,0.23660005629062653,0.26928311586380005,0.15904685854911804,0.35,5,0,0,0,0.8934286832809448,2.772012233734131,58.55543899536133,0.8934283256530762,1.0,0.12507514947639303,0,0,0,0.0,filtered,9.258436761502408e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.12507514947639303,0.0023703593760728836
7,0.4,0.14507752246852307,0.17716680467128754,0.2135775089263916,0.2745455503463745,0.15286365151405334,0.35,5,0,0,0,0.9103553891181946,3.0509355068206787,30.46109390258789,0.910354733467102,1.0,0.12908299299228065,0,0,0,0.0,filtered,1.2287604593480122e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.12908299299228065,0.0025721825659275055
8,0.45,0.16865869978177644,0.16742780804634094,0.19084137678146362,0.2812008857727051,0.1454222947359085,0.35,5,0,0,0,0.9558243155479431,1.7972440719604492,33.1458740234375,0.955823540687561,1.0,0.13507065593315892,0,0,0,0.0,filtered,1.295427357552076e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.13507065593315892,0.0027845967561006546
9,0.5,0.1991859564656982,0.1567659229040146,0.16791227459907532,0.28905028104782104,0.13716015219688416,0.35,5,0,0,0,0.9997599124908447,1.9567726850509644,34.22551345825195,0.9997599124908447,1.0,0.1424997686046396,0,0,0,0.0,passthrough,5.025978850147241e-12,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.1424997686046396,0.001873362809419632
