step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-1.008583681919073,0.10757364332675934,0.7126578092575073,0.6309505105018616,0.1061227023601532,0.35,3,0,0,0,0.4112056493759155,8.224112510681152,164.4822540283203,0.4689996540546417,1.0,0.4970279583433067,0,0,0,0.0,filtered,0.06416871039141049,0,0,12,joint_4_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.4970279583433067,0.002889025956392288
1,0.1,-0.9022233255132122,0.1457735002040863,0.6999644637107849,0.6207367777824402,0.14412765204906464,0.35,4,0,0,0,0.7466812133789062,7.091928005218506,71.69324493408203,0.7466809749603271,1.0,0.488172043180075,0,0,0,0.0,filtered,6.179402438532295e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.488172043180075,0.003101108595728874
2,0.15000000000000002,-0.7971537917742728,0.16314050555229187,0.6832338571548462,0.6046656966209412,0.1612536609172821,0.35,4,0,0,0,0.9290061593055725,3.9334425926208496,77.44949340820312,0.9290061593055725,1.0,0.47750368786779707,0,0,0,0.0,passthrough,9.626839897246808e-10,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.47750368786779707,0.001954241655766964
3,0.2,-0.6938326736333923,0.16538184881210327,0.6635697484016418,0.5886224508285522,0.16322192549705505,0.35,4,0,0,0,1.0002610683441162,4.189463138580322,78.70968627929688,1.0002610683441162,1.0,0.4613749768519325,0,0,0,0.0,passthrough,8.218820496463316e-10,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.4613749768519325,0.002718597650527954
4,0.25,-0.5934843761055234,0.153453528881073,0.6421242356300354,0.5737531185150146,0.1510104537010193,0.35,4,0,0,0,1.055919885635376,3.745676279067993,37.23652648925781,1.055919885635376,1.0,0.44530056659673123,0,0,0,0.0,passthrough,6.935994458481209e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.44530056659673123,0.00314341951161623
5,0.30000000000000004,-0.49590342322320907,0.12871971726417542,0.6197799444198608,0.5609789490699768,0.1260124146938324,0.35,4,0,0,0,1.123636245727539,3.3564693927764893,22.84820556640625,1.12363600730896,1.0,0.4304465504593441,0,0,0,0.0,filtered,4.51295690893593e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.4304465504593441,0.002844223752617836
6,0.35000000000000003,-0.41035304774130055,0.09682405740022659,0.5974798202514648,0.5507785081863403,0.09389816969633102,0.35,4,0,0,0,1.1929868459701538,3.109588623046875,41.96385955810547,1.1929864883422852,1.0,0.41775186483179605,0,0,0,0.0,filtered,8.822686746774626e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.41775186483179605,0.003088724799454212
7,0.4,-0.35384457707965794,0.07439529150724411,0.5760776996612549,0.5425660610198975,0.07129524648189545,0.35,4,0,0,0,1.2089401483535767,3.0926108360290527,40.55302429199219,1.208939552307129,1.0,0.4077063386081178,0,0,0,0.0,filtered,9.852998490939464e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.4077063386081178,0.002248283475637436
8,0.45,-0.3258103529766231,0.06866604089736938,0.5559473037719727,0.535538911819458,0.06542148441076279,0.35,4,0,0,0,1.1883974075317383,3.655993700027466,51.957393646240234,1.1883970499038696,1.0,0.3997158080517732,0,0,0,0.0,filtered,6.776960707941511e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3997158080517732,0.002382032573223114
9,0.5,-0.3023704842286691,0.06279820948839188,0.537126898765564,0.5297850370407104,0.059445079416036606,0.35,4,0,0,0,1.186964750289917,3.6454825401306152,32.67862319946289,1.186964750289917,1.0,0.39295759838444344,0,0,0,0.0,filtered,7.603930730222626e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.39295759838444344,0.002786945551633835
