episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
10,9137,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,2,4,-23.019613103387186,11.317394226789474,38,1,0,0,0,0,0,,any,0,0,,,nan,0,0.054148223251104355,1.9000000000000001,0.2544309198856354,0.205693124548385,0.32412344217300415,0,0.0,0.3684210526315789,0.06583540350149442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07857785568207037,0.012301731891439934,0.015535662998445332,0.0034246513356552704,0.0016679771483483676,0.002009249613987968,0.11035513123007197,0.8470667243788117,0.0,nan,0.29386446120042803,0.030417866721601218,1.0,1.361158847808838,22.462669372558594,0,0,0,0.0,0,0.19009202466000713,1,SERVO,direct_path,1.4140397149603814,1.4140397149603814,65,1,1,1,48,1.920529613742815,0.2972153127193451,0.0004292451037098296;0.00043254756022567366;0.0018802252626864185;0.0009118364659855638;0.005644176362715781;0.006733043513546541;0.0033909176068379157;0.003352231874129104;0.0062675612284647155;0.002089141918075073;0.0014647683404132145;0.002617626380178426;0.004708824515515288;0.003931780404203741;0.005348618865853795;0.004569897439685232;0.00864704887456202;0.0017139218689204991;0.005663386707214961;0.005915345436441248;0.005310791541874314;0.004723064256770331;0.006142188225718142;0.004565660847225848;0.003705551129726749;0.002960398649060976;0.0031813771492304925;0.007050396005346125;0.011035644776053944;0.009053734623987704;0.006218795967977683;0.005662838101445577;0.012118943096915219;0.007171944100501962;0.004951043333819597;0.008941077923992525;0.007858410942599307;0.009638923539257013;0.0018975725387080239;0.0040841357889401676;0.004959873762885902;0.006732136832065164;0.007760845487364417;0.002640242840574853;0.007603245452676072;0.006270583098727976;0.008894310414124714;0.007417901346452332;0.006109850834937734;0.013028412741503627;0.003559762896143565;0.004836001529731376;0.010573473622394395;0.005317814554782311;0.005822108146391179;0.0021905870733113196;0.01034947194415572;0.004550831598254788;0.008012121517706644;0.002667342385053628;0.007326073678165529;0.00835979666314403;0.00207693633504872;0.00507316429453738;0.005542306437411817,0.29393768310546875;0.2939332127571106;0.29332712292671204;0.2936215400695801;0.2995538115501404;0.28748753666877747;0.2969701290130615;0.29423943161964417;0.2948688864707947;0.29617220163345337;0.2953389286994934;0.2925315201282501;0.29168182611465454;0.29307374358177185;0.2949150502681732;0.29785335063934326;0.2822656035423279;0.2935015559196472;0.29451122879981995;0.2971790134906769;0.29547184705734253;0.29660797119140625;0.2888326346874237;0.2966372072696686;0.29699257016181946;0.2943277060985565;0.2973242998123169;0.30091533064842224;0.2935580015182495;0.2890366017818451;0.2891230285167694;0.29917171597480774;0.28878992795944214;0.2881268560886383;0.28986579179763794;0.28741946816444397;0.287067174911499;0.291545569896698;0.28442490100860596;0.2924089729785919;0.2897518575191498;0.29288816452026367;0.2886304557323456;0.2958950698375702;0.29432550072669983;0.2906344532966614;0.29619118571281433;0.30129510164260864;0.2972153127193451;0.2868756651878357;0.2931884825229645;0.29424044489860535;0.29344668984413147;0.290452778339386;0.29996949434280396;0.2958708107471466;0.28636807203292847;0.2918303608894348;0.28652843832969666;0.292540043592453;0.29012489318847656;0.28966987133026123;0.294059157371521;0.2973957657814026;0.2945680320262909,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 0}",0.1772153127193451,inf,1.0371500723317283e-10,passthrough,8,0,1,0,0,1,1,1,direct_path,1.4140397149603814,0,65,1.0,SUCCESS,0.7894736842105263,0.0,0.0,0.21052631578947367,0.0
11,9138,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,3,4,11.60945642971275,2.2199133932590485,37,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05114632844924927,1.85,0.4615662395954132,0.04133327758392772,0.05511094257235527,0,0.0,0.8648648648648649,0.12602591906534216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2817300197452285,0.011974854832137557,0.017768281046301126,0.003287882949980731,0.0016009019675186358,0.001914509358136235,0.10144322662538774,0.9847340309942091,0.0,nan,0.19507122219209508,-0.021980187934950844,0.972972972972973,1.2167881727218628,21.02324676513672,0,0,0,0.0,0,0.2823653800664721,1,SERVO,direct_path,2.7019887879723683,2.7019887879723683,64,1,1,1,2,1.7350772348474592,0.4594847857952118,0.027664615741452746;0.027772363568479952;0.03231736983492143;0.029610638647477858;0.027155821718763906;0.037494046402239085;0.03260085185403268;0.03370170428810021;0.030948871757147986;0.027403924578462135;0.02387662031039598;0.029083585160161834;0.04096181776326708;0.04572105564332325;0.027759059234574904;0.0395177607603307;0.04325219495582453;0.03614832171062387;0.04202794225209264;0.029260023440258548;0.04695218008403328;0.033178444270870695;0.03593196225510018;0.03674876023100892;0.032627143580065604;0.04228636296182723;0.04208617670378579;0.04319845918109746;0.04044551802164729;0.033542087134389116;0.0316743298616319;0.025954854466811384;0.0283987052481133;0.040229415647231835;0.04107151242701295;0.024108629079600905;0.03178824038703049;0.036260560911725595;0.02942951494153127;0.0470458789700091;0.024223573568740938;0.028397033126030622;0.031140513258600958;0.028161804948685087;0.03947712385537715;0.03186492680815342;0.02771476265740283;0.03282107809733873;0.026697669328863964;0.033915408521923006;0.037374635771692;0.047805903520855175;0.03341601077705347;0.044103919367133225;0.023662836997045193;0.03854740831459706;0.042828945091793996;0.04438752628596605;0.026910085098080502;0.0410778341879496;0.036240327072727986;0.04540441324678602;0.03313101948578756;0.03414863544990425,0.49924081563949585;0.4993351101875305;0.4948933720588684;0.4970279932022095;0.5226290822029114;0.4869017004966736;0.4921557903289795;0.5179890990257263;0.49804794788360596;0.5060576796531677;0.5140811800956726;0.4982505440711975;0.5050853490829468;0.4991442561149597;0.5084092617034912;0.5206860303878784;0.4872993230819702;0.4909076690673828;0.5119396448135376;0.5348219275474548;0.533428966999054;0.5349695682525635;0.5037561058998108;0.4856269955635071;0.4930936098098755;0.4866124987602234;0.48587721586227417;0.4876185655593872;0.5186606049537659;0.5170036554336548;0.49603891372680664;0.5144087672233582;0.5228495001792908;0.48429346084594727;0.49979299306869507;0.5052623748779297;0.4945736527442932;0.4892444610595703;0.4968630075454712;0.4846597909927368;0.5215426087379456;0.5107139348983765;0.4936788082122803;0.5360509157180786;0.4969704747200012;0.5164966583251953;0.5001499056816101;0.49112653732299805;0.5127565264701843;0.4913891553878784;0.48737066984176636;0.48225998878479004;0.5249004364013672;0.48679250478744507;0.5226796269416809;0.4883151054382324;0.5263108611106873;0.49904489517211914;0.5088635683059692;0.5012344121932983;0.4867055416107178;0.4927937388420105;0.5147210955619812;0.5033809542655945,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 0}",0.3394847857952118,inf,2.27485038038077e-09,passthrough,9,0,1,0,0,1,1,1,direct_path,2.7019887879723683,0,64,1.0,SUCCESS,0.7567567567567568,0.0,0.0,0.24324324324324326,0.0
12,9142,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,0,4,-317.8344557731001,17.810275554656982,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.7167539000511169,12.0,0.4322229027748108,0.05200399085879326,0.05200399085879326,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2558937702300218,0.028454881859458207,0.43235013098455966,0.0032224082771184232,0.0016749175134464166,0.001954990405162486,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.2558937702300218,1,PLAN_FAILED,ik_not_found,0.36226719804108143,4.774928804021329,0,0,0,0,-1,nan,nan,,,960,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'invalid_state': 0}",nan,nan,0.0,passthrough,0,0,12,0,0,0,0,0,ik_not_found,0.8535770360613242,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
13,9175,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,1,4,-194.90835048513142,53.1570343375206,116,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05486254021525383,5.800000000000001,0.17639900743961334,0.299485598530235,0.4186731278896332,0,0.0,0.853448275862069,0.1955310236970656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00031495054481363305,0.05679846334307262,1.066261306987144,0.0033142245364584156,0.0015995398862287402,0.0019602456846643753,0.11553677660914877,0.4269181822651419,0.0,nan,0.05988192294706396,0.07531055570269851,0.8275862068965517,1.5301949977874756,33.8895378112793,1,1,19,0.9500000000000001,0,0.135592448617967,1,SERVO,direct_path,0.820510089979507,5.460151208098978,26,1,1,1,24,1.2581304133277262,0.15100696682929993,9.298965026275621e-05;0.0003887198571513783;0.0009168999016886155;0.006985628649679086;0.002107005315673147;0.00377962245703962;0.006188015567468902;0.010041555947077297;0.0029552155318450517;0.002102756514554635;0.00444304716844564;0.009034088427121313;0.0023704379492190566;0.003554951600920333;0.0022527282147624113;0.004190597298058116;0.012352614244830872;0.008538069116049192;0.005157488553299947;0.0035096436387443823;0.0026160219417715987;0.0038464452837609453;0.002630231291138261;0.0034081616846901256;0.0033841433035810067;0.005410647352265381,0.14251883327960968;0.12662558257579803;0.12821213901042938;0.1335926204919815;0.15404897928237915;0.12923595309257507;0.12350546568632126;0.14340181648731232;0.15157437324523926;0.15298673510551453;0.15014982223510742;0.15038573741912842;0.15209031105041504;0.1541312336921692;0.1316332072019577;0.15207210183143616;0.1498887836933136;0.12069498747587204;0.15046179294586182;0.12950332462787628;0.15290218591690063;0.14438502490520477;0.1543552279472351;0.1240832582116127;0.15100696682929993;0.1458858996629715,448,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 39}",0.03100696682929993,inf,0.9770149608161701,filtered,21,2,7,6,81,1,1,1,direct_path,0.25473051401786506,0,2,1.0,SUCCESS,0.3448275862068966,0.14655172413793102,0.0,0.5086206896551724,0.0
14,9192,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,2,4,-305.2081919287097,18.127448558807373,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.6962674260139465,12.0,0.42750370502471924,0.05349079146981239,0.05349079146981239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25324766129001386,0.023591703422910844,0.32255967194214463,0.0034865954008031015,0.0017276916226061682,0.002070444290681432,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.25324766129001386,1,PLAN_FAILED,ik_not_found,0.19374420691747218,3.4208601743448526,0,0,0,0,-1,nan,nan,,,960,1,1,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 68}",nan,nan,0.0,passthrough,0,0,12,0,0,0,0,0,ik_not_found,0.8427877080393955,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
15,9027,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,3,4,-246.82827026409157,66.98790369927883,138,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05499882996082306,6.9,0.18465359508991241,0.2965463070549827,0.39466676115989685,0,0.0,0.8840579710144928,0.16790209094279046,0.0,0.0,0.0,0.0,0.0,0.9927536231884058,0.0,0.0,0.0,1.5404998906440315e-05,0.03256839107674803,1.0479940469376743,0.003250160808776222,0.0015525270727517056,0.0018924870815101094,0.0629591798924989,0.3740180811804274,0.0,nan,0.05009176076517258,0.10578197371877697,0.9492753623188406,1.1172353029251099,24.824119567871094,1,1,6,0.30000000000000004,0,0.20013563998893585,1,SERVO,direct_path,1.0351918030064553,3.692039767978713,42,1,1,1,11,1.3418619056630694,0.13402283191680908,8.941892702854226e-05;0.0015693196198104957;0.0008559057347268852;0.0004227926651085793;0.002942083929053761;0.0029563330482359758;0.0031002194601512617;0.005352043402059063;0.005182723411018184;0.0018580934980240717;0.005221899009865993;0.005469220863575394;0.0033269385444070353;0.010749989444366065;0.009836595623494246;0.0024961332783549565;0.00824435093984111;0.0014796025041968956;0.012066261049612509;0.00603086223832424;0.00460688734986779;0.011545461833123171;0.014777238158214032;0.0026301255621900446;0.007000329079226357;0.0029188792041481863;0.0058667368170468095;0.007045888109146154;0.006724473827512296;0.0045702780033986925;0.006998575233357535;0.0062946100498746166;0.0022158143667554944;0.017394282605938394;0.0028529381803633607;0.014451164831148458;0.017791171567282684;0.005022820260213437;0.004525239756279685;0.0020244116552139255;0.011579216319590687;0.005400345578217012,0.13197040557861328;0.13166400790214539;0.1323736608028412;0.13218094408512115;0.13120010495185852;0.13483783602714539;0.1298254281282425;0.12870736420154572;0.13093306124210358;0.13157135248184204;0.13548876345157623;0.13402283191680908;0.13500156998634338;0.12777100503444672;0.13085512816905975;0.12749329209327698;0.1370212733745575;0.13190199434757233;0.1317853331565857;0.1294928342103958;0.12902410328388214;0.13001850247383118;0.13032332062721252;0.13389652967453003;0.12990403175354004;0.13086460530757904;0.1339782327413559;0.13549339771270752;0.13111083209514618;0.13613846898078918;0.13099002838134766;0.13227097690105438;0.13345010578632355;0.13205385208129883;0.12993471324443817;0.12910203635692596;0.12804268300533295;0.13540922105312347;0.13330310583114624;0.13279342651367188;0.12958276271820068;0.13675221800804138,256,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 23}",0.014022831916809086,inf,0.990712449023538,filtered,67,2,4,3,111,1,1,1,direct_path,0.7410250119864941,0,23,1.0,SUCCESS,0.21014492753623187,0.028985507246376812,0.0,0.7608695652173914,0.0
16,9033,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,0,4,-197.90930413550024,54.969172924757004,111,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05494888871908188,5.550000000000001,0.18016351759433746,0.308451406322084,0.42763614654541016,0,0.0,0.9099099099099099,0.2166968270769324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.991252723098803e-05,0.033944280549615354,1.3222162940073758,0.0035431843003476257,0.0017069140732338703,0.002040489900832039,0.0387154354401581,0.33573833322739816,0.0,nan,0.046332499456341554,0.12822433960836263,0.9819819819819819,0.8132984042167664,23.08583641052246,1,0,2,0.1,0,0.1397384420951846,1,SERVO,direct_path,1.3087328410474584,3.458535762038082,51,1,1,1,16,2.0935715732653604,0.13556379079818726,9.008929044180144e-05;0.0005395617406219539;0.001622050889986951;0.0007868643563552353;0.0035972540197142795;0.011755981208819193;0.006073925788137985;0.0055146346713308425;0.007374315218679073;0.003342516384016125;0.008276396092133374;0.005147091417612804;0.006518091414906693;0.003972172049103861;0.004486549264863287;0.00505602685977165;0.007202081565774597;0.0034613316076335227;0.009002227227472744;0.007749054153129939;0.009376829676296343;0.007827940897610639;0.006563560464793319;0.006144051325567582;0.0033541114617003883;0.0038759361058677087;0.004268330666061274;0.004866442705169552;0.0019059494873344101;0.005660469408435705;0.004207492238727285;0.0014295432687289862;0.005507853774560479;0.001654754957760378;0.005782977516231066;0.0018569025073397285;0.001607834036919843;0.002636000689703415;0.004409086751254765;0.0009959900534281952;0.0010349087089497884;0.002947512058176886;0.003710354570362785;0.005572618391923009;0.007012691289943981;0.008012746525430225;0.004571158929346063;0.004952534359519829;0.003024014877316825;0.0039060249514451147;0.006181568603327673,0.1327771097421646;0.1312694102525711;0.13378678262233734;0.13346177339553833;0.1319977343082428;0.1373581886291504;0.13438114523887634;0.13229112327098846;0.13001729547977448;0.13201257586479187;0.1341201663017273;0.12494160979986191;0.13464702665805817;0.13535504043102264;0.13520003855228424;0.12492690235376358;0.13556379079818726;0.12143503874540329;0.13551215827465057;0.1305525153875351;0.13836708664894104;0.13446813821792603;0.1335921585559845;0.13264887034893036;0.12180384248495102;0.13304154574871063;0.1370278298854828;0.12816427648067474;0.13307341933250427;0.13773182034492493;0.13308389484882355;0.1333601176738739;0.13099034130573273;0.1321832239627838;0.1347290426492691;0.13476085662841797;0.13242167234420776;0.13444994390010834;0.1296384334564209;0.13398869335651398;0.13398057222366333;0.13262228667736053;0.13210394978523254;0.13587740063667297;0.13594667613506317;0.12304066866636276;0.13440462946891785;0.13502804934978485;0.1357448697090149;0.13102196156978607;0.13753660023212433,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 14}",0.01556379079818726,inf,0.9792078221179101,filtered,56,2,3,2,95,1,1,1,direct_path,1.0291072790278122,0,38,1.0,SUCCESS,0.15315315315315314,0.0,0.0,0.8468468468468469,0.0
17,9062,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,1,4,-186.83431133491462,52.30201959609985,103,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05495694279670715,5.15,0.17126138508319855,0.34003010175181825,0.41016635298728943,0,0.0,1.0,0.23332999020716333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.83870904201128e-05,0.029878021763791375,1.0723957440350205,0.003492852198231278,0.0016266386232619146,0.0020483061931213563,0.0488763454801672,0.39507907223932953,0.0,nan,0.04863073951345256,0.12541666485727246,0.9805825242718447,0.9531309604644775,23.00565528869629,1,0,2,0.1,0,0.1967397704749444,1,SERVO,direct_path,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9894394033237464,filtered,53,2,3,2,90,1,1,1,direct_path,0.5966693320078775,0,18,1.0,SUCCESS,0.11650485436893204,0.0,0.0,0.883495145631068,0.0
18,9093,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,2,4,-466.6074437719286,115.17496383190155,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.1032298281788826,12.0,0.19310154020786285,0.27228548284620047,0.35386472940444946,0,0.0,0.9166666666666666,0.3668383882413468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.534492085247032e-06,0.024923684106518827,1.1818167290184647,0.003277023456272824,0.0015901221956786079,0.001925099415529985,0.04274396929521724,0.5205995456626018,0.0,nan,0.03147664871108211,0.2854449445693284,0.9416666666666667,0.9511404633522034,20.531963348388672,1,1,15,0.75,0,0.15114524307088373,1,SERVO,direct_path,0.725398389971815,4.25266059814021,33,1,1,1,22,0.9105323376885207,0.15020741522312164,0.0023769128004008217;0.008302890227842879;0.007902677732127102;0.004395410130536121;0.01692379971499848;0.021050009238662515;0.028393394043220666;0.007244506941242703;0.025614300411481647;0.02360869730536836;0.020637465021286664;0.00694705570192082;0.018684452706792233;0.004207239194160743;0.011637918254555154;0.018260088520074026;0.013672214708551532;0.007120243775764173;0.014382556687326025;0.005998255848258781;0.018017615315181933;0.022849090689067895;0.01927531881705602;0.004645421186609885;0.01938912568831541;0.028657776372003875;0.003184409373028314;0.01718463495526086;0.002012616929744394;0.007131684031678144;0.016769601485891808;0.0024692335879657424;0.0064443991627762195,0.13660092651844025;0.13773198425769806;0.12027660757303238;0.12875624001026154;0.156996950507164;0.16747529804706573;0.15453355014324188;0.14470840990543365;0.13189218938350677;0.16521354019641876;0.16048623621463776;0.15012402832508087;0.1649593859910965;0.13503234088420868;0.15331484377384186;0.16175799071788788;0.1325557678937912;0.14943666756153107;0.12496120482683182;0.13298676908016205;0.13094182312488556;0.14648447930812836;0.15020741522312164;0.13275571167469025;0.1308925896883011;0.14619673788547516;0.13036395609378815;0.1365097612142563;0.13504554331302643;0.14100469648838043;0.13422568142414093;0.13887496292591095;0.1409577876329422,320,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 32}",0.030207415223121648,inf,0.9994812172938039,filtered,149,2,5,4,203,1,1,1,direct_path,1.0091568720526993,0,24,1.0,FILTER_STOP_TIMEOUT,0.16666666666666666,0.05416666666666667,0.0,0.7791666666666667,0.0
19,9107,configs/experiments/reaching_recovery/manifests/v1_hierarchical_hard_cases.json,hierarchical_s1_revised_ik_predictive_v1,3,4,-78.78834619271085,24.420395776629448,61,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05454050749540329,3.0500000000000003,0.20294779539108276,0.2604425808445352,0.4346004128456116,0,0.0,0.7377049180327869,0.15389208970452783,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012318059458641062,0.08254619415078435,1.6622013049200177,0.003140945941759426,0.0014140050472752725,0.0018228782650052768,0.1701836446452825,0.5950078578268896,0.0,nan,0.1152282623888404,0.0162968512488988,0.7704918032786885,1.92739737033844,40.362945556640625,1,1,15,0.75,0,0.1550263288463407,1,SERVO,direct_path,1.3135246150195599,5.708596816053614,65,1,1,1,8,1.1710059075413652,0.1828257143497467,0.0004047571812264102;0.0011454130117217179;0.001306511926872842;0.000528782314702663;0.004251418549150284;0.00391435865410308;0.006466624867777048;0.005479523853326745;0.0032676321222238564;0.007595225489377474;0.005601220732769807;0.00307580823353455;0.0040994183074748525;0.0017648935793562132;0.003868465806168133;0.014481232440797768;0.0139954899604051;0.006797835341738;0.002342392382021588;0.0052631848911205755;0.004658735455362377;0.013085943670701546;0.0022362514248371055;0.004309104982873565;0.007226355731456999;0.004283898394447709;0.006001028713868124;0.007149602373852036;0.0009788281611271005;0.005805165640366086;0.0026252562749110504;0.00606807354407298;0.008375279549339164;0.011410677887100663;0.0040218954128000755;0.009859520325897786;0.012068378219956197;0.003698397164993836;0.0035744022928018726;0.003814012176073328;0.004281239913421377;0.009072153319004373;0.0038714173065303617;0.00940819361806163;0.012460368420828316;0.0026741539081387815;0.0051673497808245;0.009143268876755192;0.004546766592943444;0.004397216307530713;0.009173859725065072;0.005629444679031668;0.006602579403422211;0.005438695140498446;0.005257134413568363;0.007961659551655578;0.005176105371136518;0.012621078214247704;0.002848411346908444;0.004178655584051987;0.003378380607894058;0.0061819501533790094;0.0028108683233124846;0.0016322831069467169;0.008177274672503771,0.1809302270412445;0.18062251806259155;0.18109506368637085;0.18101027607917786;0.18459635972976685;0.1772283911705017;0.18554255366325378;0.18099933862686157;0.1828257143497467;0.1821642518043518;0.17813578248023987;0.18121391534805298;0.17993974685668945;0.1805371344089508;0.18234208226203918;0.1826426088809967;0.17874696850776672;0.1828499436378479;0.1813727617263794;0.18439120054244995;0.18147897720336914;0.17880582809448242;0.18130266666412354;0.17845505475997925;0.18255683779716492;0.18181312084197998;0.175302654504776;0.17718032002449036;0.18087175488471985;0.1817135512828827;0.18210890889167786;0.18021926283836365;0.18083828687667847;0.17881956696510315;0.17948567867279053;0.18051263689994812;0.18630057573318481;0.1805880069732666;0.18221792578697205;0.18414202332496643;0.17689260840415955;0.17906177043914795;0.1807136833667755;0.18198591470718384;0.17571979761123657;0.1806606650352478;0.1798311173915863;0.18015703558921814;0.18369624018669128;0.18232005834579468;0.18224355578422546;0.18195298314094543;0.1829795241355896;0.17657703161239624;0.17942160367965698;0.18198585510253906;0.18047496676445007;0.17906293272972107;0.17888373136520386;0.18173828721046448;0.18092674016952515;0.18006694316864014;0.18173861503601074;0.18053454160690308;0.18223309516906738,256,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 0}",0.06282571434974671,inf,0.09293090870037214,filtered,8,0,4,3,24,1,1,1,direct_path,1.3823977820575237,0,65,1.0,SUCCESS,0.6229508196721312,0.2459016393442623,0.0,0.13114754098360656,0.0
