train_seed,episode,reset_seed,success,outcome,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,static_candidate_path_status,ik_status,goal_x_m,goal_y_m,goal_z_m,obstacle_x_m,obstacle_y_m,obstacle_z_m,obstacle_goal_distance_m,obstacle_goal_y_opposite_side,trace_steps,initial_goal_error_m,best_goal_error_m,final_goal_error_m,initial_to_best_progress_m,regression_after_best_m,tail_goal_progress_m,tail_qdot_norm_radps,tail_risk,min_distance_m,failure_mode
4301,0,9001,1,success,0,0,0,0,,candidate_path_found,reachable,0.4543037414550781,-0.3700195848941803,0.4104900360107422,0.6971578001976013,0.42724892497062683,0.5072214007377625,0.8390304688101135,1,22,0.5533588528633118,0.05274716392159462,0.05274716392159462,0.5006116889417171,0.0,0.5006116889417171,1.0113157846710898,0.08685675263404846,0.20547451078891754,success
4301,1,9002,1,success,0,0,0,0,,candidate_path_found,reachable,0.5647520422935486,0.36733007431030273,0.6305513381958008,0.5887582302093506,-0.563705563545227,0.29332199692726135,0.9905186947391327,1,16,0.27762937545776367,0.053125157952308655,0.053125157952308655,0.22450421750545502,0.0,0.22450421750545502,1.06847189553082,0.02568438951857388,0.6428321003913879,success
4301,2,9003,1,success,0,0,0,0,,candidate_path_found,reachable,0.510016679763794,0.4373528063297272,0.2925204932689667,0.6988133788108826,-0.49598777294158936,0.2489803582429886,0.9532389909375686,1,10,0.22265155613422394,0.052370812743902206,0.052370812743902206,0.17028074339032173,0.0,0.17028074339032173,1.028670960664749,0.02500884421169758,0.6218382716178894,success
4301,3,9004,1,success,0,0,0,0,,candidate_path_found,reachable,0.26167941093444824,-0.42003360390663147,0.5635185837745667,0.5240224599838257,0.5641673803329468,0.38707947731018066,1.0337341104232893,1,32,0.6229283809661865,0.04867558553814888,0.04867558553814888,0.5742527954280376,0.0,0.5742527954280376,1.0483669191598892,0.03844842466060072,0.30266714096069336,success
4301,4,9005,1,success,0,0,0,0,,candidate_path_found,reachable,0.5594142079353333,-0.03803456202149391,0.5897340774536133,0.5812970399856567,0.45397278666496277,0.2165585458278656,0.6179078142443083,1,11,0.3606182634830475,0.04348912090063095,0.04348912090063095,0.31712914258241653,0.0,0.31712914258241653,1.280889169736342,0.07992426272143018,0.28178057074546814,success
4301,5,9006,1,success,0,0,0,0,,not_found,reachable,0.5862905979156494,0.3789258897304535,0.3534838855266571,0.4327596426010132,0.5309967398643494,0.32073941826820374,0.21856234313419723,0,10,0.2642520070075989,0.04796865954995155,0.04796865954995155,0.21628334745764732,0.0,0.21628334745764732,1.2581353962421418,0.5295350342988968,0.14803123474121094,success
4301,6,9007,1,success,0,0,0,0,,candidate_path_found,reachable,0.6955180168151855,-0.2602905035018921,0.22127969563007355,0.25754275918006897,-0.5338269472122192,0.33936792612075806,0.5297068458295218,0,19,0.4976804256439209,0.05036378651857376,0.05036378651857376,0.44731663912534714,0.0,0.44731663912534714,0.9564557295096549,0.23353118214168048,0.26919764280319214,success
4301,7,9008,1,success,0,0,0,0,,candidate_path_found,reachable,0.46883243322372437,-0.13904930651187897,0.5446380376815796,0.5129725933074951,0.5978840589523315,0.2961401641368866,0.7789546405426074,1,12,0.3219206631183624,0.048864495009183884,0.048864495009183884,0.27305616810917854,0.0,0.27305616810917854,1.062574605147044,0.03523519355803728,0.4054262936115265,success
4301,8,9009,1,success,0,0,0,0,,candidate_path_found,reachable,0.6325720548629761,-0.33444416522979736,0.4043465852737427,0.2323497235774994,-0.510794460773468,0.3183285892009735,0.4457313505311207,0,20,0.4877694547176361,0.052411921322345734,0.052411921322345734,0.4353575333952904,0.0,0.4353575333952904,0.9541873604059219,0.2604760494083166,0.24253086745738983,success
4301,9,9010,1,success,0,0,0,0,,candidate_path_found,reachable,0.39078229665756226,0.16764187812805176,0.1828269511461258,0.6591886878013611,-0.5502150058746338,0.3605918884277344,0.7867406622538442,1,12,0.24164040386676788,0.05012836307287216,0.05012836307287216,0.19151204079389572,0.0,0.19151204079389572,1.0277365545431774,0.029118301812559366,0.5072038173675537,success
4301,10,9011,1,success,0,0,0,0,,candidate_path_found,reachable,0.5608811378479004,0.42477425932884216,0.5830913782119751,0.4579482674598694,-0.4526648223400116,0.2576884925365448,0.9414783884147834,1,18,0.3524581789970398,0.04836977273225784,0.04836977273225784,0.30408840626478195,0.0,0.30408840626478195,1.1171459042363696,0.042028341028425426,0.46605563163757324,success
