episode,step,time,d_now,risk_now,closest_link_now,safety_violation_now,d_pred,t_enter,risk_pred_body,critical_link_pred,actual_future_min_distance,future_min_distance_error,actual_future_closest_link,actual_future_violation,warning,false_positive,false_negative,critical_link_match
0,48,2.4000000000000004,0.2799794673919678,0.14675723016262054,3,0,0.2799794673919678,inf,0.14500322937965393,3,0.2799794673919678,0.0,3,0,0,0,0,1
0,49,2.45,0.2896750271320343,0.1365254819393158,3,0,0.2896750271320343,inf,0.13374830782413483,3,0.2896750271320343,0.0,3,0,0,0,0,1
0,50,2.5,0.2996787428855896,0.1268002688884735,3,0,0.2996787428855896,inf,0.12305057048797607,3,0.2996787428855896,0.0,3,0,0,0,0,1
0,51,2.5500000000000003,0.3094298839569092,0.11806976050138474,3,0,0.3094298839569092,inf,0.11344701796770096,3,0.3094298839569092,0.0,3,0,0,0,0,1
0,52,2.6,0.3183996081352234,0.11064182966947556,3,0,0.3183996081352234,inf,0.10527628660202026,3,0.3183996081352234,0.0,3,0,0,0,0,1
0,53,2.6500000000000004,0.32614666223526,0.10465840250253677,3,0,0.32614666223526,inf,0.09869451820850372,3,0.32614666223526,0.0,3,0,0,0,0,1
0,54,2.7,0.3323293924331665,0.10015273094177246,3,0,0.3323293924331665,inf,0.09373828023672104,3,0.3323293924331665,0.0,3,0,0,0,0,1
0,55,2.75,0.3368943929672241,0.09697183966636658,3,0,0.3368943929672241,inf,0.09023929387331009,3,0.3368943929672241,0.0,3,0,0,0,0,1
0,56,2.8000000000000003,0.3404373824596405,0.09458515048027039,3,0,0.3404373824596405,inf,0.08761394023895264,3,0.3404373824596405,0.0,3,0,0,0,0,1
0,57,2.85,0.3441089689731598,0.09218506515026093,3,0,0.3441089689731598,inf,0.08497384935617447,3,0.3441089689731598,0.0,3,0,0,0,0,1
0,58,2.9000000000000004,0.3485651910305023,0.0893690213561058,3,0,0.3485651910305023,inf,0.08187620341777802,3,0.3485651910305023,0.0,3,0,0,0,0,1
0,59,2.95,0.3536723256111145,0.08626766502857208,3,0,0.3536723256111145,inf,0.07846470177173615,3,0.3536723256111145,0.0,3,0,0,0,0,1
0,60,3.0,0.35941198468208313,0.08293615281581879,3,0,0.35941198468208313,inf,0.0748000368475914,3,0.35941198468208313,0.0,3,0,0,0,0,1
0,61,3.0500000000000003,0.366229772567749,0.07918043434619904,3,0,0.366229772567749,inf,0.07066874951124191,3,0.366229772567749,0.0,3,0,0,0,0,1
0,62,3.1,0.3743669390678406,0.07496846467256546,3,0,0.3743669390678406,inf,0.06603558361530304,3,0.3743669390678406,0.0,3,0,0,0,0,1
0,63,3.1500000000000004,0.38320744037628174,0.07070481777191162,3,0,0.38320744037628174,inf,0.06134556978940964,3,0.38320744037628174,0.0,3,0,0,0,0,1
0,64,3.2,0.39189612865448,0.06680956482887268,3,0,0.39189612865448,inf,0.057060789316892624,3,0.39189612865448,0.0,3,0,0,0,0,1
0,65,3.25,0.39986342191696167,0.06347731500864029,3,0,0.39986342191696167,inf,0.05339531973004341,3,0.39986342191696167,0.0,3,0,0,0,0,1
0,66,3.3000000000000003,0.40650928020477295,0.060862086713314056,3,0,0.40650928020477295,inf,0.050518568605184555,3,0.40650928020477295,0.0,3,0,0,0,0,1
0,67,3.35,0.41175276041030884,0.05889853462576866,3,0,0.41175276041030884,inf,0.04835865646600723,3,0.41175276041030884,0.0,3,0,0,0,0,1
0,68,3.4000000000000004,0.41626906394958496,0.0572747178375721,3,0,0.41626906394958496,inf,0.04657246172428131,3,0.41626906394958496,0.0,3,0,0,0,0,1
0,69,3.45,0.4205210208892822,0.05580080300569534,3,0,0.4205210208892822,inf,0.04495115578174591,3,0.4205210208892822,0.0,3,0,0,0,0,1
0,70,3.5,0.425534188747406,0.05412879213690758,3,0,0.425534188747406,inf,0.04311194270849228,3,0.425534188747406,0.0,3,0,0,0,0,1
0,71,3.5500000000000003,0.4325491189956665,0.05190335586667061,3,0,0.4325491189956665,inf,0.04066396504640579,3,0.4325491189956665,0.0,3,0,0,0,0,1
0,72,3.6,0.44183236360549927,0.04915137588977814,3,0,0.44183236360549927,inf,0.037636786699295044,3,0.44183236360549927,0.0,3,0,0,0,0,1
0,73,3.6500000000000004,0.45302391052246094,0.04610464349389076,3,0,0.45302391052246094,inf,0.03428538143634796,3,0.45302391052246094,0.0,3,0,0,0,0,1
0,74,3.7,0.4659324884414673,0.04292583838105202,3,0,0.4659324884414673,inf,0.030788693577051163,3,0.4659324884414673,0.0,3,0,0,0,0,1
0,75,3.75,0.48021531105041504,0.039785027503967285,3,0,0.48021531105041504,inf,0.027333799749612808,3,0.46671658754348755,0.01349872350692749,3,0,0,0,0,1
0,76,3.8000000000000003,0.4952465891838074,0.03685948997735977,3,0,0.4952465891838074,inf,0.024115707725286484,3,0.4575244188308716,0.03772217035293579,3,0,0,0,0,1
0,77,3.85,0.5105574727058411,0.03423336520791054,3,0,0.5105574727058411,inf,0.021226972341537476,3,0.45027267932891846,0.06028479337692261,3,0,0,0,0,1
0,78,3.9000000000000004,0.5266497731208801,0.03181156888604164,3,0,0.5266497731208801,inf,0.01856299676001072,3,0.4434986114501953,0.08315116167068481,3,0,0,0,0,1
0,79,3.95,0.5439659953117371,0.029543956741690636,3,0,0.5439659953117371,inf,0.01606862060725689,3,0.43538933992385864,0.10857665538787842,3,0,0,0,0,1
0,80,4.0,0.5615457892417908,0.02755330502986908,3,0,0.5615457892417908,inf,0.013878904283046722,3,0.4260791540145874,0.13546663522720337,3,0,0,0,0,1
0,81,4.05,0.5782695412635803,0.02591194584965706,3,0,0.5782695412635803,inf,0.01207340881228447,3,0.41747915744781494,0.16079038381576538,3,0,0,0,0,1
0,82,4.1000000000000005,0.5831279754638672,0.09654075652360916,3,0,0.4524412751197815,inf,0.07581619918346405,3,0.4097172021865845,0.04272407293319702,3,0,0,0,0,1
0,83,4.15,0.5728026628494263,0.10796836763620377,3,0,0.44785213470458984,inf,0.07635906338691711,3,0.40094512701034546,0.046907007694244385,3,0,0,0,0,1
0,84,4.2,0.5631948709487915,0.10552498698234558,3,0,0.443196177482605,inf,0.07710108160972595,3,0.391243577003479,0.05195260047912598,3,0,0,0,0,1
0,85,4.25,0.5552728176116943,0.08302507549524307,3,0,0.4395771622657776,inf,0.07764798402786255,3,0.3825256824493408,0.05705147981643677,3,0,0,0,0,1
0,86,4.3,0.549598753452301,0.06101579964160919,3,0,0.4382099509239197,inf,0.07744605094194412,3,0.3747297525405884,0.0634801983833313,3,0,0,0,0,1
0,87,4.3500000000000005,0.5464486479759216,0.04693639278411865,3,0,0.43924856185913086,inf,0.07643292099237442,3,0.36597102880477905,0.0732775330543518,3,0,0,0,0,1
0,88,4.4,0.5439584851264954,0.09865771979093552,3,0,0.22220931947231293,inf,0.303713321685791,3,0.35531851649284363,-0.1331091970205307,3,0,0,0,0,1
0,89,4.45,0.5357567071914673,0.09907717257738113,3,0,0.21407680213451385,inf,0.3201620578765869,3,0.34366974234580994,-0.12959294021129608,3,0,0,0,0,1
0,90,4.5,0.5259106755256653,0.11106208711862564,3,0,0.20438812673091888,inf,0.3412633538246155,3,0.33269038796424866,-0.12830226123332977,3,0,0,0,0,1
0,91,4.55,0.5139017105102539,0.145399808883667,3,0,0.19257350265979767,inf,0.36941269040107727,3,0.3228429853916168,-0.13026948273181915,3,0,0,0,0,1
0,92,4.6000000000000005,0.5009440779685974,0.16387569904327393,3,0,0.17981375753879547,inf,0.40309828519821167,3,0.3131704330444336,-0.13335667550563812,3,0,0,0,0,1
0,93,4.65,0.4886849522590637,0.15972816944122314,3,0,0.16773970425128937,inf,0.4384498596191406,3,0.30353936553001404,-0.13579966127872467,3,0,0,0,0,1
0,94,4.7,0.47737419605255127,0.15119287371635437,3,0,0.15669311583042145,inf,0.4740545153617859,3,0.2950461208820343,-0.13835300505161285,3,0,0,0,0,1
0,95,4.75,0.46671658754348755,0.17056861519813538,3,0,0.1466212123632431,inf,0.5094714164733887,3,0.2878751754760742,-0.14125396311283112,3,0,0,0,0,1
0,96,4.800000000000001,0.4575244188308716,0.19265994429588318,3,0,0.13862521946430206,inf,0.5397199988365173,3,0.28112152218818665,-0.14249630272388458,3,0,0,0,0,1
0,97,4.8500000000000005,0.45027267932891846,0.20310446619987488,3,0,0.13321901857852936,inf,0.5612542033195496,3,0.27440282702445984,-0.14118380844593048,3,0,0,0,0,1
0,98,4.9,0.4434986114501953,0.20341713726520538,3,0,0.12871266901493073,inf,0.5799028873443604,3,0.26809605956077576,-0.13938339054584503,3,0,0,0,0,1
0,99,4.95,0.43538933992385864,0.20380926132202148,3,0,0.12325180321931839,inf,0.6034866571426392,3,0.26201608777046204,-0.13876428455114365,3,0,0,0,0,1
0,100,5.0,0.4260791540145874,0.19854699075222015,3,0,0.11695500463247299,1.0,0.7282983660697937,3,0.25570231676101685,-0.13874731212854385,3,0,1,1,0,1
0,101,5.050000000000001,0.41747915744781494,0.19018930196762085,3,0,0.11133480817079544,1.0,0.7280316352844238,3,0.2496529072523117,-0.13831809908151627,3,0,1,1,0,1
0,102,5.1000000000000005,0.4097172021865845,0.19272100925445557,3,0,0.1068563237786293,1.0,0.7277896404266357,3,0.24457906186580658,-0.13772273808717728,3,0,1,1,0,1
0,103,5.15,0.40094512701034546,0.2006928026676178,3,0,0.10205370932817459,0.949999988079071,0.7331422567367554,3,0.24026338756084442,-0.13820967823266983,3,0,1,1,0,1
0,104,5.2,0.391243577003479,0.20580832660198212,3,0,0.0970592275261879,0.949999988079071,0.732776403427124,3,0.2361210733652115,-0.1390618458390236,3,0,1,1,0,1
0,105,5.25,0.3825256824493408,0.21233490109443665,3,0,0.09368868917226791,0.8999999761581421,0.7382920384407043,3,0.2318762093782425,-0.13818752020597458,3,0,1,1,0,1
0,106,5.300000000000001,0.3747297525405884,0.21984416246414185,3,0,0.09188687056303024,0.8999999761581421,0.7377778887748718,3,0.22722600400447845,-0.1353391334414482,3,0,1,1,0,1
0,107,5.3500000000000005,0.36597102880477905,0.22384148836135864,3,0,0.08989109843969345,0.8999999761581421,0.7372004985809326,3,0.22236879169940948,-0.13247769325971603,3,0,1,1,0,1
0,108,5.4,0.35531851649284363,0.23080366849899292,3,0,0.08675103634595871,0.8500000238418579,0.7428594827651978,3,0.21827645599842072,-0.131525419652462,3,0,1,1,0,1
0,109,5.45,0.34366974234580994,0.2579590082168579,3,0,0.08324777334928513,0.8500000238418579,0.7422647476196289,3,0.21496890485286713,-0.131721131503582,3,0,1,1,0,1
0,110,5.5,0.33269038796424866,0.2600405216217041,3,0,0.08093409985303879,0.800000011920929,0.7482141852378845,3,0.21139325201511383,-0.13045915216207504,3,0,1,1,0,1
0,111,5.550000000000001,0.3228429853916168,0.2535662055015564,3,0,0.08057054132223129,0.800000011920929,0.7475031614303589,3,0.20785243809223175,-0.12728189677000046,3,0,1,1,0,1
0,112,5.6000000000000005,0.3131704330444336,0.26332178711891174,3,0,0.0818241760134697,0.800000011920929,0.7466641664505005,3,0.20559526979923248,-0.12377109378576279,3,0,1,1,0,1
0,113,5.65,0.30353936553001404,0.27626582980155945,3,0,0.08429364114999771,0.75,0.752630352973938,3,0.20436422526836395,-0.12007058411836624,3,0,1,1,0,1
0,114,5.7,0.2950461208820343,0.26863083243370056,3,0,0.08791125565767288,0.75,0.75163334608078,3,0.20292384922504425,-0.11501259356737137,3,0,1,1,0,1
0,115,5.75,0.2878751754760742,0.25393199920654297,3,0,0.09217485040426254,0.75,0.7506232261657715,3,0.2008402794599533,-0.10866542905569077,3,0,1,1,0,1
0,116,5.800000000000001,0.28112152218818665,0.2569272220134735,3,0,0.09633410722017288,0.75,0.7496060132980347,3,0.1985156089067459,-0.10218150168657303,3,0,1,1,0,1
0,117,5.8500000000000005,0.27440282702445984,0.2690846025943756,3,0,0.10033262521028519,0.75,0.7485424280166626,3,0.19665594398975372,-0.09632331877946854,3,0,1,1,0,1
0,118,5.9,0.26809605956077576,0.2729300558567047,3,0,0.10504225641489029,0.75,0.7473282814025879,3,0.1960429698228836,-0.09100071340799332,3,0,1,1,0,1
0,119,5.95,0.26201608777046204,0.2803424298763275,3,0,0.11027886718511581,0.75,0.7459322214126587,3,0.1960429698228836,-0.08576410263776779,3,0,1,1,0,1
0,120,6.0,0.25570231676101685,0.29776686429977417,3,0,0.11533068865537643,0.800000011920929,0.7375572323799133,3,0.1960429698228836,-0.08071228116750717,3,0,1,1,0,1
0,121,6.050000000000001,0.2496529072523117,0.30315279960632324,3,0,0.12005256861448288,inf,0.6010235548019409,3,0.1960429698228836,-0.07599040120840073,3,0,0,0,0,1
0,122,6.1000000000000005,0.24457906186580658,0.28826647996902466,3,0,0.1258043795824051,inf,0.5736637115478516,3,0.1960429698228836,-0.07023859024047852,3,0,0,0,0,1
0,123,6.15,0.24026338756084442,0.2754039168357849,3,0,0.132591113448143,inf,0.5430195927619934,3,0.1960429698228836,-0.0634518563747406,3,0,0,0,0,1
0,124,6.2,0.2361210733652115,0.27956047654151917,3,0,0.13934217393398285,inf,0.5139583349227905,3,0.1960429698228836,-0.05670079588890076,3,0,0,0,0,1
0,125,6.25,0.2318762093782425,0.29375067353248596,3,0,0.14536456763744354,inf,0.4889874756336212,3,0.1960429698228836,-0.050678402185440063,3,0,0,0,0,1
0,126,6.300000000000001,0.22722600400447845,0.3190183639526367,3,0,0.15068937838077545,inf,0.4674723744392395,3,0.1960429698228836,-0.045353591442108154,3,0,0,0,0,1
0,127,6.3500000000000005,0.22236879169940948,0.33849063515663147,3,0,0.1558362990617752,inf,0.44718027114868164,3,0.1960429698228836,-0.0402066707611084,3,0,0,0,0,1
0,128,6.4,0.21827645599842072,0.3252299129962921,3,0,0.16144929826259613,inf,0.4259198307991028,3,0.1960429698228836,-0.034593671560287476,3,0,0,0,0,1
0,129,6.45,0.21496890485286713,0.30547165870666504,3,0,0.16730044782161713,inf,0.40462350845336914,3,0.1960429698228836,-0.02874252200126648,3,0,0,0,0,1
0,130,6.5,0.21139325201511383,0.3250963091850281,3,0,0.17248235642910004,inf,0.38600364327430725,3,0.1960429698228836,-0.02356061339378357,3,0,0,0,0,1
0,131,6.550000000000001,0.20785243809223175,0.33379241824150085,3,0,0.1770094782114029,inf,0.3697592616081238,3,0.1960429698228836,-0.019033491611480713,3,0,0,0,0,1
0,132,6.6000000000000005,0.20559526979923248,0.2871457040309906,3,0,0.181558296084404,inf,0.35397443175315857,3,0.1960429698228836,-0.014484673738479614,3,0,0,0,0,1
0,133,6.65,0.20436422526836395,0.26753348112106323,3,0,0.18592824041843414,inf,0.33924123644828796,3,0.1960429698228836,-0.010114729404449463,3,0,0,0,0,1
0,134,6.7,0.20292384922504425,0.27166447043418884,3,0,0.18941254913806915,inf,0.32711857557296753,3,0.1960429698228836,-0.006630420684814453,3,0,0,0,0,1
0,135,6.75,0.2008402794599533,0.2917061746120453,3,0,0.1917734295129776,inf,0.3178269863128662,3,0.1960429698228836,-0.004269540309906006,3,0,0,0,0,1
0,136,6.800000000000001,0.1985156089067459,0.30746397376060486,3,0,0.19318877160549164,inf,0.310791552066803,3,0.1960429698228836,-0.0028541982173919678,3,0,0,0,0,1
0,137,6.8500000000000005,0.19665594398975372,0.29061269760131836,3,0,0.19414569437503815,inf,0.30481234192848206,3,0.1960429698228836,-0.001897275447845459,3,0,0,0,0,1
0,138,6.9,0.1960429698228836,0.28114745020866394,3,0,0.19530673325061798,inf,0.29838132858276367,3,0.1960429698228836,-0.000736236572265625,3,0,0,0,0,1
0,139,6.95,0.19658805429935455,0.2790484130382538,3,0,0.19658805429935455,inf,0.2917773127555847,3,0.19658805429935455,0.0,3,0,0,0,0,1
0,140,7.0,0.19752855598926544,0.2769865095615387,3,0,0.19752855598926544,inf,0.2882554233074188,3,0.19752855598926544,0.0,3,0,0,0,0,1
0,141,7.050000000000001,0.19856832921504974,0.27472570538520813,3,0,0.19856832921504974,inf,0.2857685387134552,3,0.19856832921504974,0.0,3,0,0,0,0,1
0,142,7.1000000000000005,0.19973866641521454,0.27220436930656433,3,0,0.19973866641521454,inf,0.2829950451850891,3,0.19973866641521454,0.0,3,0,0,0,0,1
0,143,7.15,0.2012513428926468,0.2689816653728485,3,0,0.2012513428926468,inf,0.27945008873939514,3,0.2012513428926468,0.0,3,0,0,0,0,1
0,144,7.2,0.20367787778377533,0.2638961970806122,3,0,0.20367787778377533,inf,0.2738560438156128,3,0.20367787778377533,0.0,3,0,0,0,0,1
0,145,7.25,0.2075202614068985,0.25605079531669617,3,0,0.2075202614068985,inf,0.2652261257171631,3,0.2075202614068985,0.0,3,0,0,0,0,1
0,146,7.300000000000001,0.21267376840114594,0.24591509997844696,3,0,0.21267376840114594,inf,0.25407686829566956,3,0.21267376840114594,0.0,3,0,0,0,0,1
0,147,7.3500000000000005,0.2187471240758896,0.23451586067676544,3,0,0.2187471240758896,inf,0.24153770506381989,3,0.2187471240758896,0.0,3,0,0,0,0,1
0,148,7.4,0.2254631072282791,0.22256430983543396,3,0,0.2254631072282791,inf,0.22839099168777466,3,0.22535185515880585,0.0001112520694732666,5,0,0,0,0,0
0,149,7.45,0.2325548380613327,0.2106494903564453,3,0,0.2325548380613327,inf,0.21528469026088715,3,0.22535185515880585,0.0072029829025268555,5,0,0,0,0,0
0,150,7.5,0.23965497314929962,0.20251813530921936,3,0,0.23965497314929962,inf,0.20291627943515778,3,0.22535185515880585,0.014303117990493774,5,0,0,0,0,0
0,151,7.550000000000001,0.2399090677499771,0.20565959811210632,5,0,0.2399090677499771,inf,0.2024870663881302,5,0.22535185515880585,0.014557212591171265,5,0,0,0,0,1
0,152,7.6000000000000005,0.23767243325710297,0.21208101511001587,5,0,0.23767243325710297,inf,0.20629654824733734,5,0.22535185515880585,0.01232057809829712,5,0,0,0,0,1
0,153,7.65,0.23469500243663788,0.2336971014738083,5,0,0.23469500243663788,inf,0.21147918701171875,5,0.22535185515880585,0.009343147277832031,5,0,0,0,0,1
0,154,7.7,0.23119543492794037,0.258296400308609,5,0,0.23119543492794037,inf,0.2177373766899109,5,0.22535185515880585,0.0058435797691345215,5,0,0,0,0,1
0,155,7.75,0.22791098058223724,0.25833413004875183,5,0,0.22791098058223724,inf,0.22377926111221313,5,0.22535185515880585,0.0025591254234313965,5,0,0,0,0,1
0,156,7.800000000000001,0.22575806081295013,0.23065368831157684,5,0,0.22575806081295013,inf,0.22783030569553375,5,0.22535185515880585,0.0004062056541442871,5,0,0,0,0,1
0,157,7.8500000000000005,0.22535185515880585,0.22275687754154205,5,0,0.22535185515880585,inf,0.2286028414964676,5,0.22535185515880585,0.0,5,0,0,0,0,1
0,158,7.9,0.22717969119548798,0.21961535513401031,5,0,0.22717969119548798,inf,0.22514714300632477,5,0.22717969119548798,0.0,5,0,0,0,0,1
0,159,7.95,0.2316790670156479,0.21208304166793823,5,0,0.2316790670156479,inf,0.21686160564422607,5,0.2316790670156479,0.0,5,0,0,0,0,1
0,160,8.0,0.23847030103206635,0.20123562216758728,5,0,0.23847030103206635,inf,0.20492945611476898,5,0.23847030103206635,0.0,5,0,0,0,0,1
0,161,8.05,0.24629686772823334,0.18947267532348633,5,0,0.24629686772823334,inf,0.1919902116060257,5,0.24629686772823334,0.0,5,0,0,0,0,1
