step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.2258517202164606,0.129075825214386,0.249708354473114,0.49402183294296265,0.12727203965187073,0.35,1,0,0,0,0,,,nan,0,0.3886808454990387,7.773616790771484,155.4723358154297,0.41182178258895874,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,0.03163236464674139,0,0,12,joint_0_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.334169197898865,0.379200124|0.334169198|0.351011528|0.427861313|0.433602723|0.441292685,0.529200124|0.484169198|0.501011528|0.577861313|0.583602723|0.591292685,0.499200124|0.454169198|0.471011528|0.547861313|0.553602723|0.561292685,0.15|0.15|0.15|0.15|0.15|0.15,0|0.00879238963|-0.0114810522|-0.081950951|-0.10111725|0,-0.0790243924|-0.0937532953|-0.110757687|-0.139846057|-0.143351648|0,1.4377761|1.25171589|1.28180737|1.48964825|1.48994199|1.76517074,0.352025151|-0.570440114|0.236429989,0.058902055|0.134071141|-0.00512196217,0.004718954674899578,0.0008346736431121826,0.0014440109953284264,0.00241843331605196
1,0.1,-0.24351049517135215,0.17547613382339478,0.24656608700752258,0.4904574751853943,0.1734182983636856,0.35,1,0,0,0,0,,,nan,0,0.64702308177948,5.482248783111572,73.51949310302734,0.6470227241516113,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,7.949350862966528e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3299641590851079,0.375277434|0.329964159|0.344870371|0.416822024|0.421499561|0.428564042,0.525277434|0.479964159|0.494870371|0.566822024|0.571499561|0.578564042,0.495277434|0.449964159|0.464870371|0.536822024|0.541499561|0.548564042,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0241688687|-0.00933850858|-0.129210731|-0.158203986|0,-0.0778852774|-0.092183592|-0.110906151|-0.139892714|-0.143088365|0,1.42322446|1.25184191|1.25923682|1.39818465|1.38470589|1.71425617,0.354970217|-0.563736737|0.236173928,0.058902055|0.134071141|-0.00512196217,0.004791581071913242,0.0014014709740877151,0.0013310285285115242,0.002025417983531952
2,0.15000000000000002,-0.2623295996004347,0.19108279049396515,0.24382132291793823,0.4878809452056885,0.18872201442718506,0.35,1,0,0,0,0,,,nan,0,0.8345754146575928,4.189137935638428,55.36548614501953,0.8345745801925659,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,1.4330346157154915e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32670197725962513,0.371412198|0.326701977|0.338848354|0.403323524|0.40647952|0.412422147,0.521412198|0.476701977|0.488848354|0.553323524|0.55647952|0.562422147,0.491412198|0.446701977|0.458848354|0.523323524|0.52647952|0.532422147,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0416307779|0.00463589553|-0.138490884|-0.172587188|0,-0.0767261354|-0.0901092044|-0.111087903|-0.139931871|-0.142685475|0,1.40892266|1.25832948|1.24894141|1.33487134|1.31064542|1.64968859,0.357915282|-0.55703336|0.235917866,0.058902055|0.134071141|-0.00512196217,0.004816233180463314,0.0014522112905979156,0.0014134757220745087,0.0019151819869875908
3,0.2,-0.2582676719168933,0.18669873476028442,0.24125070869922638,0.48630082607269287,0.1840132176876068,0.35,1,0,0,0,0,,,nan,0,0.9186285734176636,3.7897021770477295,71.47213745117188,0.918627917766571,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,1.2895338835435083e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3244742852362892,0.367605422|0.324474285|0.333599309|0.389344908|0.390764581|0.395421921,0.517605422|0.474474285|0.483599309|0.539344908|0.540764581|0.545421921,0.487605422|0.444474285|0.453599309|0.509344908|0.510764581|0.515421921,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0599188001|0.0265447669|-0.128146237|-0.161569085|0,-0.0755468029|-0.087719746|-0.110984194|-0.139933502|-0.142136963|0,1.39487489|1.2700962|1.24995781|1.28929989|1.25935228|1.58168768,0.360860348|-0.550329983|0.235661805,0.058902055|0.134071141|-0.00512196217,0.004830764606595039,0.001523132435977459,0.001459537073969841,0.0018139472231268883
4,0.25,-0.23303346082255574,0.18240204453468323,0.23771001398563385,0.48546940088272095,0.17937126755714417,0.35,1,0,0,0,0,,,nan,0,0.9861191511154175,3.6767098903656006,42.69083023071289,0.9861191511154175,1.0,nan,0,0,0,0,0.334169197898865,0.0,passthrough,4.919187464239504e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32326637783111023,0.36385812|0.323266378|0.329477956|0.375855687|0.375623948|0.379275827,0.51385812|0.473266378|0.479477956|0.525855687|0.525623948|0.529275827,0.48385812|0.443266378|0.449477956|0.495855687|0.495623948|0.499275827,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0731763872|0.0404191153|-0.12731668|-0.155275464|0,-0.0743471294|-0.0851758179|-0.110598687|-0.139954539|-0.141468006|0,1.38108535|1.28106608|1.24773225|1.23615153|1.20575232|1.51710331,0.363805413|-0.543626606|0.235405743,0.058902055|0.134071141|-0.00512196217,0.004597094841301441,0.0012051016092300415,0.0014534713700413704,0.0019073542207479477
5,0.30000000000000004,-0.19151422759961464,0.1473425328731537,0.23399119079113007,0.4851577877998352,0.14392802119255066,0.35,1,0,0,0,0,,,nan,0,1.0024960041046143,4.0084381103515625,53.01752853393555,1.002495527267456,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,9.07518030667477e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32281513680643426,0.360171311|0.322815137|0.326039388|0.362749928|0.360862216|0.363988308,0.510171311|0.472815137|0.476039388|0.512749928|0.510862216|0.513988308,0.480171311|0.442815137|0.446039388|0.482749928|0.480862216|0.483988308,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0822472987|0.068775604|-0.065376695|-0.099836644|0,-0.0731269788|-0.0825825546|-0.110170778|-0.13880748|-0.140676774|0,1.36755826|1.29092529|1.26276238|1.24681554|1.20293545|1.45595323,0.366750479|-0.53692323|0.235149682,0.058902055|0.134071141|-0.00512196217,0.004364101216197014,0.0012162541970610619,0.0011701127514243126,0.0019465405493974686
6,0.35000000000000003,-0.1498316713160064,0.11307355761528015,0.23007141053676605,0.4849289655685425,0.10940611362457275,0.35,1,0,0,0,0,,,nan,0,1.0025805234909058,3.8058512210845947,35.608036041259766,1.0025798082351685,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,1.1693066393848511e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3228675440329438,0.356546023|0.322867544|0.324003115|0.352717898|0.348879298|0.351879298,0.506546023|0.472867544|0.474003115|0.502717898|0.498879298|0.501879298,0.476546023|0.442867544|0.444003115|0.472717898|0.468879298|0.471879298,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0820719512|0.0870293375|-0.0123994775|-0.0501909077|0,-0.0718862299|-0.0801032145|-0.109565346|-0.137813803|-0.13976175|0,1.35429786|1.29343891|1.27347645|1.26065831|1.20556453|1.40751719,0.369695544|-0.530219853|0.23489362,0.058902055|0.134071141|-0.00512196217,0.004669696092605591,0.0014308961108326912,0.0013381680473685265,0.0018663546070456505
7,0.4,-0.11148475992975364,0.08161502331495285,0.22594022750854492,0.48409533500671387,0.07775123417377472,0.35,1,0,0,0,0,,,nan,0,0.9342283606529236,4.618504524230957,55.23915100097656,0.9342278838157654,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,8.030448680242588e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3228699547362056,0.352983288|0.322979372|0.322869955|0.34529739|0.339528818|0.342528812,0.502983288|0.472979372|0.472869955|0.49529739|0.489528818|0.492528812,0.472983288|0.442979372|0.442869955|0.46529739|0.459528818|0.462528812,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0670715327|0.0888682595|0.0360642191|0.000316129847|0,-0.070624778|-0.0777854754|-0.10891211|-0.137046363|-0.138739907|0,1.34130838|1.28120354|1.27143597|1.28020742|1.2196915|1.37011525,0.37264061|-0.523516476|0.234637558,0.058902055|0.134071141|-0.00512196217,0.004812651313841343,0.001421043649315834,0.0013930769637227058,0.0019642747938632965
8,0.45,-0.08595334916122513,0.06258264929056168,0.2216051071882248,0.48210448026657104,0.058598920702934265,0.35,1,0,0,0,0,,,nan,0,0.8210843205451965,5.643774032592773,54.79337692260742,0.8115428686141968,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,0.04478182534788922,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3218492189277784,0.349484144|0.322444176|0.321849219|0.340264941|0.332663877|0.33566387,0.499484144|0.472444176|0.471849219|0.490264941|0.482663877|0.48566387,0.469484144|0.442444176|0.441849219|0.460264941|0.452663877|0.45566387,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0397464618|0.0804866456|0.08645287|0.0576986352|0,-0.0693425354|-0.0757549622|-0.108344668|-0.136634362|-0.137945006|0,1.32859404|1.2537682|1.25953885|1.31087827|1.25040914|1.34265548,0.375585675|-0.516813099|0.234381497,0.058902055|0.134071141|-0.00512196217,0.0033413339406251907,0.0007897466421127319,0.0007800329476594925,0.0017506098374724388
9,0.5,-0.09281161953823516,0.0606234110891819,0.2178654819726944,0.4789122939109802,0.0581585094332695,0.35,1,0,0,0,0,,,nan,0,0.6905494332313538,6.760714054107666,59.71442413330078,0.6376374959945679,1.0,nan,0,0,0,0,0.334169197898865,0.0,filtered,0.126204103631239,0,0,12,joint_1_acceleration_upper|joint_4_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32050789186610695,0.346049632|0.320691549|0.320507892|0.3377723|0.328679402|0.331679402,0.496049632|0.470691549|0.470507892|0.4877723|0.478679402|0.481679402,0.466049632|0.440691549|0.440507892|0.4577723|0.448679402|0.451679402,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0126066219|0.0686175928|0.127073037|0.111102547|0,-0.0680394326|-0.0741301567|-0.107888401|-0.136730054|-0.13753228|0,1.3161591|1.22124266|1.24276076|1.34143218|1.28828788|1.32671761,0.378530741|-0.510109723|0.234125435,0.058902055|0.134071141|-0.00512196217,0.004799827933311462,0.0015253424644470215,0.0013523353263735771,0.0018962491303682327
