step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.3217046737538596,0.17106372117996216,0.2343323528766632,0.30302006006240845,0.1440260410308838,0.35,4,0,0,0,0,,,nan,0,0.32671090960502625,6.5342183113098145,130.68435668945312,0.32671087980270386,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.2311869307587883e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.12954257137751987,0.461157505|0.436739394|0.220121904|0.185807151|0.129542571|0.132542559,0.611157505|0.586739394|0.370121904|0.335807151|0.279542571|0.282542559,0.581157505|0.556739394|0.340121904|0.305807151|0.249542571|0.252542559,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0346576974|0.13948564|0.144994166|0.115337819|0,-0.13567158|-0.156271129|-0.170273411|-0.172162616|-0.177961887|0,1.70895844|1.62534414|0.849699846|0.716060155|0.455546218|0.530170235,0.552112281|0.523714244|0.244683459,-0.047616832|-0.168918714|0.0464382283,0.003099227324128151,0.0007940130308270454,0.0009207576513290405,0.0013633789494633675
1,0.1,-0.25555961144113554,0.16794659197330475,0.23291850090026855,0.30048707127571106,0.14038880169391632,0.35,4,0,0,0,0,,,nan,0,0.3947879672050476,6.752998352050781,213.78024291992188,0.3984575569629669,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,0.006392694261788984,0,0,12,joint_5_acceleration_upper,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.12638448389903004,0.454398145|0.430594627|0.218466999|0.184389535|0.126384484|0.129384484,0.604398145|0.580594627|0.368466999|0.334389535|0.276384484|0.279384484,0.574398145|0.550594627|0.338466999|0.304389535|0.246384484|0.249384484,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0469594923|0.132536909|0.136868409|0.127683369|0,-0.134696404|-0.155347338|-0.16947239|-0.171403726|-0.1772959|0,1.68289618|1.61399066|0.836932514|0.703022824|0.455925404|0.517537936,0.549731195|0.515268505|0.247005358,-0.047616832|-0.168918714|0.0464382283,0.004760291427373886,0.0013777026906609535,0.0014429735019803047,0.0019100019708275795
2,0.15000000000000002,-0.22639346720295067,0.17353352904319763,0.22985143959522247,0.2975563704967499,0.1453268676996231,0.35,4,0,0,0,0,,,nan,0,0.56625896692276,4.902726650238037,53.65092468261719,0.5662581920623779,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.0658586752870708e-06,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.12390051997771537,0.447688205|0.42517124|0.216604456|0.182651919|0.12390052|0.126900507,0.597688205|0.57517124|0.366604456|0.332651919|0.27390052|0.276900507,0.567688205|0.54517124|0.336604456|0.302651919|0.24390052|0.246900507,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0600152814|0.119057675|0.111384301|0.119152366|0,-0.133694579|-0.154199751|-0.168946587|-0.171041879|-0.17694498|0,1.65705824|1.60650049|0.816528911|0.670950097|0.437809467|0.507602026,0.547350109|0.506822765|0.249327257,-0.047616832|-0.168918714|0.0464382283,0.004712806083261967,0.001357709988951683,0.001420256681740284,0.0019014421850442886
3,0.2,-0.23986647757039578,0.21887192130088806,0.22530901432037354,0.29295238852500916,0.18955808877944946,0.35,4,0,0,0,0,,,nan,0,0.6699669361114502,3.5070035457611084,52.09332275390625,0.6699663400650024,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,7.252708012931699e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.12099723104465557,0.44102901|0.420448597|0.214096363|0.179653072|0.120997231|0.123997231,0.59102901|0.570448597|0.364096363|0.329653072|0.270997231|0.273997231,0.56102901|0.540448597|0.334096363|0.299653072|0.240997231|0.243997231,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0554588827|0.0742913592|0.0618749261|0.0846641705|0,-0.132665311|-0.152792781|-0.168432681|-0.170877479|-0.17674707|0,1.63145073|1.58446049|0.76224413|0.609609737|0.391906024|0.495988924,0.544969022|0.498376936|0.25164929,-0.047616832|-0.168918714|0.0464382283,0.00466981902718544,0.0013828380033373833,0.001403103582561016,0.0018524350598454475
4,0.25,-0.21779294639759386,0.21243354678153992,0.22014223039150238,0.2889230251312256,0.1820882111787796,0.35,4,0,0,0,0,,,nan,0,0.6055619716644287,3.7898643016815186,114.87085723876953,0.6055619716644287,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,1.2154621129048353e-09,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.11639002297037584,0.434421819|0.415580297|0.209382594|0.174188335|0.116390023|0.119390009,0.584421819|0.565580297|0.359382594|0.324188335|0.266390023|0.269390009,0.554421819|0.535580297|0.329382594|0.294188335|0.236390023|0.239390009,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0381925666|0.0713397121|0.0792982175|0.096130028|0,-0.1316078|-0.151374866|-0.168050731|-0.170900653|-0.17676646|0,1.60607948|1.54913889|0.740819358|0.605150903|0.38492366|0.477560037,0.542587936|0.489930838|0.253971368,-0.047616832|-0.168918714|0.0464382283,0.004883981309831142,0.0014778096228837967,0.0014168024063110352,0.001956680789589882
5,0.30000000000000004,-0.17362429000538696,0.18556854128837585,0.21434372663497925,0.2863612174987793,0.15452076494693756,0.35,4,0,0,0,0,,,nan,0,0.6136151552200317,2.328840970993042,48.02277755737305,0.6136151552200317,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,1.1713630326285647e-09,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.11233671076258997,0.427868227|0.409928615|0.204519426|0.169574159|0.112336711|0.115336704,0.577868227|0.559928615|0.354519426|0.319574159|0.262336711|0.265336704,0.547868227|0.529928615|0.324519426|0.289574159|0.232336711|0.235336704,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0314745938|0.0914974224|0.114399017|0.125286415|0,-0.130521277|-0.150188188|-0.167958857|-0.170992792|-0.176933969|0,1.58095163|1.52100087|0.741616269|0.621702859|0.397699289|0.461346815,0.54020685|0.481484741|0.256293446,-0.047616832|-0.168918714|0.0464382283,0.004793970845639706,0.0013957647606730461,0.0013337498530745506,0.002033546566963196
6,0.35000000000000003,-0.23345378802152456,0.24881401658058167,0.20855624973773956,0.2814290225505829,0.21641439199447632,0.35,4,0,0,0,0,,,nan,0,0.6405065655708313,4.269586563110352,125.20003509521484,0.6405060291290283,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,9.294005669288391e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.10973822504449557,0.421369704|0.403997745|0.200663879|0.1667081|0.109738225|0.112738225,0.571369704|0.553997745|0.350663879|0.3167081|0.259738225|0.262738225,0.541369704|0.523997745|0.320663879|0.2867081|0.229738225|0.232738225,0.15|0.15|0.15|0.15|0.15|0.15,0|0.034989487|0.0514634973|0.0528738058|0.0781088768|0,-0.129404924|-0.149081699|-0.168080322|-0.171172654|-0.177193779|0,1.55607389|1.50189877|0.686038691|0.548533553|0.339867998|0.4509529,0.537825763|0.473038644|0.258615524,-0.047616832|-0.168918714|0.0464382283,0.0047124167904257774,0.0012523671612143517,0.0014331452548503876,0.001995779573917389
7,0.4,-0.20692531594513638,0.1933775395154953,0.20443487167358398,0.2791963517665863,0.16034823656082153,0.35,4,0,0,0,0,,,nan,0,0.5520623922348022,6.438437461853027,211.55416870117188,0.5520622134208679,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,3.8413091578174245e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.10476976783547212,0.414927763|0.398305288|0.194807261|0.160760842|0.104769768|0.107769768,0.564927763|0.548305288|0.344807261|0.310760842|0.254769768|0.257769768,0.534927763|0.518305288|0.314807261|0.280760842|0.224769768|0.227769768,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0229491987|0.100478931|0.128796131|0.132459225|0,-0.128257908|-0.14784872|-0.168021125|-0.17139909|-0.177448905|0,1.53145314|1.46832163|0.711686849|0.600440408|0.374089391|0.431079071,0.535444677|0.464592546|0.260937601,-0.047616832|-0.168918714|0.0464382283,0.0044513875618577,0.0012599127367138863,0.0012694960460066795,0.0018933219835162163
8,0.45,-0.2321950114166262,0.2358824610710144,0.19963376224040985,0.27523642778396606,0.20171970129013062,0.35,4,0,0,0,0,,,nan,0,0.6122844815254211,5.500219821929932,237.262451171875,0.6122838258743286,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.0907437775273266e-06,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.10252173753396074,0.408543958|0.392072889|0.1914086|0.158610477|0.102521738|0.105521738,0.558543958|0.542072889|0.3414086|0.308610477|0.252521738|0.255521738,0.528543958|0.512072889|0.3114086|0.278610477|0.222521738|0.225521738,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0349622937|0.0735455427|0.0760266968|0.0984603166|0,-0.127079385|-0.146796669|-0.168012159|-0.171361306|-0.17755718|0,1.50709645|1.45645718|0.671167783|0.539107299|0.330990086|0.42208695,0.533063591|0.456146449|0.263259679,-0.047616832|-0.168918714|0.0464382283,0.004850440658628941,0.0014713359996676445,0.001520652323961258,0.001824256032705307
9,0.5,-0.23299207273116396,0.19280917942523956,0.19737596809864044,0.274310827255249,0.15840820968151093,0.35,4,0,0,0,0,,,nan,0,0.5804492235183716,5.393182754516602,210.16624450683594,0.5804491639137268,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.0747757650066433e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09854405429131916,0.402219886|0.386494181|0.186657489|0.15380759|0.0985440543|0.101544048,0.552219886|0.536494181|0.336657489|0.30380759|0.248544054|0.251544048,0.522219886|0.506494181|0.306657489|0.27380759|0.218544054|0.221544048,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0283313399|0.136956251|0.161685178|0.159749934|0,-0.125868493|-0.145474374|-0.167796507|-0.171440569|-0.177681166|0,1.48301105|1.42883369|0.7157897|0.605474968|0.376244986|0.406176191,0.530682504|0.447700351|0.265581757,-0.047616832|-0.168918714|0.0464382283,0.004855048842728138,0.0014031780883669853,0.0014956016093492508,0.0019239205867052078
