step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.22863324086025394,0.2283000499010086,0.19309845566749573,0.2709454298019409,0.19290593266487122,0.35,4,0,0,0,0,,,nan,0,0.6516298651695251,5.248225688934326,211.51898193359375,0.6516292095184326,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,7.585066656296791e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09763675145753967,0.395957187|0.380647209|0.185082497|0.153289269|0.0976367515|0.100636751,0.545957187|0.530647209|0.335082497|0.303289269|0.247636751|0.250636751,0.515957187|0.500647209|0.305082497|0.273289269|0.217636751|0.220636751,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0349618578|0.0851092471|0.08817951|0.11056198|0,-0.124624363|-0.14423425|-0.167477354|-0.17117158|-0.177549608|0,1.45920438|1.41331644|0.657961882|0.530165006|0.323559378|0.402547006,0.528301418|0.439254254|0.267903835,-0.047616832|-0.168918714|0.0464382283,0.004262672737240791,0.0014114249497652054,0.0012955404818058014,0.0015206849202513695
11,0.6000000000000001,-0.2368829393027278,0.1934693455696106,0.1913437396287918,0.2707933485507965,0.15807299315929413,0.35,4,0,0,0,0,,,nan,0,0.6589393019676208,4.211447715759277,183.51129150390625,0.6589393019676208,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,1.3608727657322255e-09,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09426137678462967,0.389757544|0.37519772|0.180934463|0.149100944|0.0942613768|0.0972613768,0.539757544|0.52519772|0.330934463|0.299100944|0.244261377|0.247261377,0.509757544|0.49519772|0.300934463|0.269100944|0.214261377|0.217261377,0.15|0.15|0.15|0.15|0.15|0.15,0|0.034430384|0.152748878|0.170775609|0.175661435|0,-0.123346115|-0.142809264|-0.167172286|-0.171187079|-0.17761831|0,1.43568406|1.392412|0.709314445|0.595992304|0.375088632|0.389045507,0.525920331|0.430808157|0.270225912,-0.047616832|-0.168918714|0.0464382283,0.003086554817855358,0.0008180625736713409,0.0009080395102500916,0.0013403650373220444
12,0.65,-0.2115501187734165,0.20915333926677704,0.1874644160270691,0.26848912239074707,0.17306865751743317,0.35,4,0,0,0,0,,,nan,0,0.7227633595466614,4.40316915512085,167.8495635986328,0.7227627038955688,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,7.390548827644941e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09413812532449331,0.383622688|0.369785921|0.180172212|0.149038545|0.0941381253|0.0971381189,0.533622688|0.519785921|0.330172212|0.299038545|0.244138125|0.247138119,0.503622688|0.489785921|0.300172212|0.269038545|0.214138125|0.217138119,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0377978755|0.103778693|0.105378217|0.13189244|0,-0.122032857|-0.141343774|-0.166655282|-0.170857304|-0.177411814|0,1.41245789|1.37559778|0.657812258|0.530675095|0.331033127|0.388552476,0.523539245|0.422362059|0.27254799,-0.047616832|-0.168918714|0.0464382283,0.0030353860929608345,0.0007885890081524849,0.0009189937263727188,0.0013077277690172195
13,0.7000000000000001,-0.22117150958954868,0.19904179871082306,0.18485663831233978,0.26806703209877014,0.16285377740859985,0.35,4,0,0,0,0,,,nan,0,0.7505475878715515,2.693986415863037,131.8717498779297,0.7505472898483276,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,5.714441576401272e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09183252883355716,0.377554389|0.36462074|0.176993384|0.145719104|0.0918325288|0.0948325224,0.527554389|0.51462074|0.326993384|0.295719104|0.241832529|0.244832522,0.497554389|0.48462074|0.296993384|0.265719104|0.211832529|0.214832522,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0393657897|0.139602526|0.150369592|0.170094998|0,-0.120683695|-0.139745315|-0.166220234|-0.170818842|-0.177419942|0,1.38953386|1.35810344|0.681355828|0.562427164|0.360005171|0.37933009,0.521158159|0.413915962|0.274870068,-0.047616832|-0.168918714|0.0464382283,0.0041238246485590935,0.001188032329082489,0.0011158240959048271,0.0017860447987914085
14,0.75,-0.20428874626692164,0.200603649020195,0.18139047920703888,0.2675154507160187,0.16424883902072906,0.35,4,0,0,0,0,,,nan,0,0.7869851589202881,1.646053671836853,72.08612823486328,0.7869846820831299,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,7.738796961334072e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.09142614140818409,0.371554466|0.359607318|0.175612389|0.144639555|0.0914261414|0.0944261345,0.521554466|0.509607318|0.325612389|0.294639555|0.241426141|0.244426134,0.491554466|0.479607318|0.295612389|0.264639555|0.211426141|0.214426134,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0385174475|0.129740934|0.139317588|0.167184484|0,-0.119297726|-0.138048904|-0.165686486|-0.170619504|-0.17730674|0,1.36692014|1.33889782|0.666504004|0.547256304|0.35558231|0.377704538,0.518777072|0.405469865|0.277192146,-0.047616832|-0.168918714|0.0464382283,0.0029077446088194847,0.0007887426763772964,0.0008133435621857643,0.0012836391106247902
15,0.8,-0.21993007592165667,0.1966349333524704,0.17911052703857422,0.26809683442115784,0.16047856211662292,0.35,4,0,0,0,0,,,nan,0,0.811028003692627,1.315750002861023,46.7696533203125,0.8110274076461792,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.0455278617083221e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.09087450994054583,0.365624782|0.354637332|0.17375829|0.143006733|0.0908745099|0.0938745035,0.515624782|0.504637332|0.32375829|0.293006733|0.24087451|0.243874503,0.485624782|0.474637332|0.29375829|0.263006733|0.21087451|0.213874503,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0399096864|0.152589282|0.165217178|0.190286561|0,-0.117874045|-0.136295025|-0.16525547|-0.170576077|-0.177306767|0,1.34462508|1.32216399|0.682366973|0.566668034|0.376477833|0.375498014,0.516395986|0.397023767|0.279514223,-0.047616832|-0.168918714|0.0464382283,0.0028944918885827065,0.0007806709036231041,0.0008096424862742424,0.0012845899909734726
16,0.8500000000000001,-0.23244872577074382,0.1949126124382019,0.17768296599388123,0.26921117305755615,0.15913328528404236,0.35,4,0,0,0,0,,,nan,0,0.8388499021530151,0.9473084211349487,24.550294876098633,0.8388490676879883,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.3494833688377977e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.09147090932354082,0.359767245|0.349820515|0.173058397|0.14266274|0.0914709093|0.0944709093,0.509767245|0.499820515|0.323058397|0.29266274|0.241470909|0.244470909,0.479767245|0.469820515|0.293058397|0.26266274|0.211470909|0.214470909,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0427767669|0.164575002|0.17462717|0.201219078|0,-0.116411746|-0.134432036|-0.164698176|-0.17041276|-0.177199628|0,1.32265723|1.30762679|0.692110413|0.574865372|0.389903087|0.377883637,0.5140149|0.38857767|0.281836301,-0.047616832|-0.168918714|0.0464382283,0.0030418802052736282,0.0007805125787854195,0.0007828650996088982,0.0014570103958249092
17,0.9,-0.25008642081556104,0.1924065202474594,0.17738544940948486,0.2708457112312317,0.1571824699640274,0.35,4,0,0,0,0,,,nan,0,0.8649254441261292,1.019822359085083,8.928435325622559,0.8649254441261292,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,4.4532939882490365e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.09261381433395996,0.353983809|0.345236028|0.172980269|0.142792282|0.0926138143|0.0956138143,0.503983809|0.495236028|0.322980269|0.292792282|0.242613814|0.245613814,0.473983809|0.465236028|0.292980269|0.262792282|0.212613814|0.215613814,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0464696072|0.177481421|0.184649291|0.211859754|0,-0.114909926|-0.132419943|-0.163990352|-0.170170595|-0.17699577|0,1.30102531|1.29499378|0.705412147|0.585647825|0.405319241|0.382455257,0.511633813|0.380131572|0.284158379,-0.047616832|-0.168918714|0.0464382283,0.003699682652950287,0.0009220577776432037,0.0012357858940958977,0.0015111584216356277
18,0.9500000000000001,-0.26613330695794846,0.189223513007164,0.17812471091747284,0.2729509770870209,0.15470868349075317,0.35,4,0,0,0,0,,,nan,0,0.8886337280273438,1.2093863487243652,11.546503067016602,0.8886337280273438,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,4.953776391726071e-12,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.09429651179488227,0.348276473|0.340930645|0.173579544|0.143434104|0.0942965118|0.0972965118,0.498276473|0.490930645|0.323579544|0.293434104|0.244296512|0.247296512,0.468276473|0.460930645|0.293579544|0.263434104|0.214296512|0.217296512,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0495468053|0.187883112|0.19353121|0.221375776|0,-0.113367685|-0.130229248|-0.163081051|-0.169801975|-0.176652541|0,1.27973821|1.28304014|0.719120236|0.59746565|0.421909283|0.389186047,0.509252727|0.371685475|0.286480457,-0.047616832|-0.168918714|0.0464382283,0.0030144350603222847,0.0008244523778557777,0.0008229445666074753,0.0013462081551551819
19,1.0,-0.29576564908426695,0.18481527268886566,0.18065090477466583,0.2759281396865845,0.1512836366891861,0.35,4,0,0,0,0,,,nan,0,0.9093441963195801,1.447025179862976,14.864462852478027,0.9093441963195801,1.0,nan,0,0,0,0,0.12954257137751987,0.0,passthrough,4.8863866225754805e-12,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.09646829169729629,0.342647279|0.336881186|0.174738441|0.144535168|0.0964682917|0.0994682886,0.492647279|0.486881186|0.324738441|0.294535168|0.246468292|0.249468289,0.462647279|0.456881186|0.294738441|0.264535168|0.216468292|0.219468289,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0517314676|0.207760318|0.212917496|0.238948269|0,-0.111784132|-0.12785985|-0.161993513|-0.16931753|-0.176178429|0,1.25880498|1.27139636|0.744720569|0.621740639|0.448643008|0.397873154,0.506871641|0.363239378|0.288802534,-0.047616832|-0.168918714|0.0464382283,0.0032379478216171265,0.0009988266974687576,0.0009000785648822784,0.0013085342943668365
20,1.05,-0.3417430360561332,0.17862781882286072,0.1858498603105545,0.280239462852478,0.14647193253040314,0.35,4,0,0,0,0,,,nan,0,0.9298984408378601,2.1299681663513184,18.196426391601562,0.929897665977478,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,1.3699663190530415e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.09954250854003163,0.337098315|0.333050883|0.176941443|0.146630506|0.0995425085|0.102542509,0.487098315|0.483050883|0.326941443|0.296630506|0.249542509|0.252542509,0.457098315|0.453050883|0.296941443|0.266630506|0.219542509|0.222542509,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0527829242|0.237821784|0.24487723|0.265642649|0,-0.110158387|-0.125318136|-0.160631891|-0.168605924|-0.175487374|0,1.23823488|1.25966832|0.784955666|0.662793331|0.488325309|0.410170034,0.504490554|0.35479328|0.291124612,-0.047616832|-0.168918714|0.0464382283,0.003102627582848072,0.0007801931351423264,0.0009704139083623886,0.0013308152556419373
21,1.1,-0.38535937082950855,0.17097681760787964,0.19356754422187805,0.2858012914657593,0.1405145674943924,0.35,4,0,0,0,0,,,nan,0,0.9598119854927063,2.296637535095215,12.863712310791016,0.9598113298416138,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,9.988575573713854e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.1039947977160385,0.331631714|0.329391118|0.180713688|0.15036722|0.103994798|0.106994798,0.481631714|0.479391118|0.330713688|0.30036722|0.253994798|0.256994798,0.451631714|0.449391118|0.300713688|0.27036722|0.223994798|0.226994798,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0522238592|0.263130268|0.27481001|0.290317559|0,-0.108489584|-0.122617233|-0.158894997|-0.167531825|-0.174485233|0,1.21803727|1.2471711|0.827090024|0.708747066|0.531811517|0.427979191,0.502109468|0.346347183|0.29344669,-0.047616832|-0.168918714|0.0464382283,0.0030002575367689133,0.0008308161050081253,0.0008365781977772713,0.0013120649382472038
22,1.1500000000000001,-0.40803373246871005,0.1635172814130783,0.20257915556430817,0.2914638817310333,0.1347263753414154,0.35,4,0,0,0,0,,,nan,0,0.9781351685523987,1.519270658493042,27.480731964111328,0.9781347513198853,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,6.380512661830433e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.10973895378433321,0.326249696|0.325831304|0.185830816|0.155657914|0.109738954|0.112738954,0.476249696|0.475831304|0.335830816|0.305657914|0.259738954|0.262738954,0.446249696|0.445831304|0.305830816|0.275657914|0.229738954|0.232738954,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0508705938|0.263624556|0.275705055|0.291453178|0,-0.106776873|-0.119785913|-0.156819361|-0.166100669|-0.173191942|0,1.19822191|1.2344099|0.850128458|0.732236044|0.557217052|0.450955815,0.499728441|0.337901086|0.295768768,-0.047616832|-0.168918714|0.0464382283,0.0029718317091464996,0.0007858574390411377,0.0008519608527421951,0.0013138502836227417
23,1.2000000000000002,-0.4148007037220544,0.15713371336460114,0.21189340949058533,0.29649078845977783,0.12981191277503967,0.35,4,0,0,0,0,,,nan,0,0.9830618500709534,1.458717703819275,18.674531936645508,0.9830614328384399,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,5.942701140766242e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.11561722878007766,0.320954667|0.32234506|0.191087077|0.161079795|0.115617229|0.118617229,0.470954667|0.47234506|0.341087077|0.311079795|0.265617229|0.268617229,0.440954667|0.44234506|0.311087077|0.281079795|0.235617229|0.238617229,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0490095781|0.248820838|0.258517936|0.277483309|0,-0.105019417|-0.116852197|-0.154460949|-0.164390929|-0.171663859|0,1.17879925|1.22153762|0.858708195|0.738446187|0.568288366|0.474468915,0.497347713|0.329454988|0.298090845,-0.047616832|-0.168918714|0.0464382283,0.004688236862421036,0.0014192815870046616,0.0013465648517012596,0.0018885079771280289
24,1.25,-0.43040448652821345,0.15163902938365936,0.22188422083854675,0.3009340763092041,0.12563614547252655,0.35,4,0,0,0,0,,,nan,0,0.9772310853004456,2.157864809036255,24.073362350463867,0.9772304892539978,1.0,nan,0,0,0,0,0.12954257137751987,0.0,filtered,8.2388937005504e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.12088687649426286,0.315748649|0.318915043|0.195742912|0.165748669|0.120886876|0.123886865,0.465748649|0.468915043|0.345742912|0.315748669|0.270886876|0.273886865,0.435748649|0.438915043|0.315742912|0.285748669|0.240886876|0.243886865,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0469355982|0.238396797|0.244600234|0.264158871|0,-0.103216438|-0.113840353|-0.151874617|-0.162469977|-0.169946287|0,1.15977816|1.20875542|0.869493829|0.745124933|0.57776009|0.49554746,0.494966984|0.321008891|0.300412923,-0.047616832|-0.168918714|0.0464382283,0.0048543671146035194,0.0013993708416819572,0.0013494845479726791,0.0020732199773192406
